ifdg_GPSLatitude ,Count
15 deg 52 29.315, 1
15 deg 52 29.423, 1
15 deg 52 34.190, 1
15 deg 52 34.270, 1
15 deg 52 34.360, 1
15 deg 52 35.140, 1
15 deg 52 35.380, 1
15 deg 52 35.400, 3
15 deg 52 36.090, 1
15 deg 52 36.380, 1
15 deg 52 36.390, 1
15 deg 52 36.410, 1
15 deg 52 36.690, 1
15 deg 52 36.960, 4
15 deg 52 37.190, 1
15 deg 52 37.200, 1
15 deg 52 37.587, 1
15 deg 52 37.600, 1
15 deg 52 37.640, 1
15 deg 52 37.770, 1
15 deg 52 37.820, 1
15 deg 52 37.990, 1
15 deg 52 38.710, 1
15 deg 52 39.160, 1
15 deg 52 39.720, 1
15 deg 52 39.860, 1
15 deg 52 40.200, 1
15 deg 52 40.210, 2
15 deg 52 40.230, 1
15 deg 52 40.300, 1
15 deg 52 40.310, 2
15 deg 52 40.340, 1
15 deg 52 40.360, 1
15 deg 52 40.410, 1
15 deg 52 40.460, 2
15 deg 52 40.800, 1
15 deg 52 40.870, 1
15 deg 52 41.390, 1
15 deg 52 41.980, 2
15 deg 52 42.320, 1
15 deg 52 43.800, 1
15 deg 52 54.600, 1
15 deg 53 13.370, 1
15 deg 53 14.390, 1
15 deg 53 14.460, 2
15 deg 53 14.480, 2
15 deg 53 14.660, 2
15 deg 53 14.700, 1
15 deg 53 14.990, 1
15 deg 53 15.310, 1
15 deg 53 15.450, 1
15 deg 53 8.741, 4
15 deg 56 13.260, 1
15 deg 56 17.340, 1
15 deg 56 19.230, 1
15 deg 56 19.870, 1
15 deg 56 20.160, 1
15 deg 57 11.950, 2
15 deg 59 23.080, 2
15 deg 6 38.380, 1
15 deg 6 53.240, 1
15 deg 7 19.850, 6
15 deg 7 19.870, 1
15 deg 9 29.457, 1
15 deg 9 33.630, 5
16 deg 0 12.410, 1
16 deg 0 12.600, 1
16 deg 0 14.400, 2
16 deg 0 35.953, 1
16 deg 0 41.280, 1
16 deg 0 44.580, 2
16 deg 1 24.890, 1
16 deg 1 5.360, 2
16 deg 11 18.101, 1
16 deg 11 6.695, 1
16 deg 12 54.000, 1
16 deg 12 54.581, 1
16 deg 12 54.617, 1
16 deg 12 55.200, 2
16 deg 13 13.109, 1
16 deg 13 16.800, 1
16 deg 13 17.051, 1
16 deg 13 17.567, 1
16 deg 13 32.513, 1
16 deg 14 30.840, 1
16 deg 14 32.040, 1
16 deg 15 24.479, 1
16 deg 15 35.740, 1
16 deg 15 44.247, 1
16 deg 17 50.160, 1
16 deg 18 58.560, 1
16 deg 2 12.280, 1
16 deg 2 21.639, 1
16 deg 2 37.942, 1
16 deg 2 55.800, 1
16 deg 2 56.269, 1
16 deg 2 56.694, 1
16 deg 2 57.134, 1
16 deg 20 39.000, 1
16 deg 22 0.612, 1
16 deg 22 11.064, 1
16 deg 22 11.118, 1
16 deg 22 11.219, 1
16 deg 22 13.530, 1
16 deg 22 32.370, 1
16 deg 22 9.978, 1
16 deg 23 55.800, 1
16 deg 24 13.800, 1
16 deg 24 34.200, 2
16 deg 26 27.047, 1
16 deg 26 53.996, 1
16 deg 27 10.710, 1
16 deg 27 10.870, 1
16 deg 27 13.217, 1
16 deg 27 14.600, 1
16 deg 27 7.180, 1
16 deg 27 7.360, 1
16 deg 27 8.030, 1
16 deg 27 9.490, 1
16 deg 28 10.768, 1
16 deg 28 24.390, 1
16 deg 28 24.936, 1
16 deg 28 31.680, 1
16 deg 28 34.530, 1
16 deg 28 38.376, 2
16 deg 28 38.495, 1
16 deg 28 38.898, 1
16 deg 28 52.800, 1
16 deg 28 57.426, 1
16 deg 28 59.286, 1
16 deg 28 59.496, 1
16 deg 28 7.589, 1
16 deg 28 8.599, 1
16 deg 29 10.782, 1
16 deg 29 12.174, 1
16 deg 29 14.645, 1
16 deg 29 20.423, 1
16 deg 29 21.737, 1
16 deg 29 29.981, 1
16 deg 29 3.924, 1
16 deg 29 35.663, 1
16 deg 29 40.601, 1
16 deg 29 45.173, 1
16 deg 29 48.065, 1
16 deg 29 48.215, 1
16 deg 29 48.425, 1
16 deg 29 49.374, 1
16 deg 29 51.000, 1
16 deg 29 51.318, 1
16 deg 29 57.078, 1
16 deg 29 57.696, 1
16 deg 29 6.161, 1
16 deg 3 43.800, 1
16 deg 3 59.808, 1
16 deg 30 2.376, 1
16 deg 30 49.836, 1
16 deg 31 1.071, 1
16 deg 31 2.736, 1
16 deg 31 3.425, 1
16 deg 31 3.894, 1
16 deg 31 39.251, 1
16 deg 31 41.087, 1
16 deg 31 43.319, 1
16 deg 31 44.232, 1
16 deg 31 46.722, 1
16 deg 31 49.254, 1
16 deg 31 50.100, 1
16 deg 31 50.946, 1
16 deg 31 51.642, 1
16 deg 31 51.768, 1
16 deg 31 51.786, 1
16 deg 31 52.116, 1
16 deg 31 52.650, 1
16 deg 31 56.736, 1
16 deg 31 56.958, 1
16 deg 31 57.594, 1
16 deg 32 0.509, 1
16 deg 32 0.707, 1
16 deg 32 0.779, 1
16 deg 32 18.342, 1
16 deg 32 18.510, 1
16 deg 32 25.859, 1
16 deg 34 19.128, 1
16 deg 35 14.490, 1
16 deg 35 14.627, 1
16 deg 35 14.639, 1
16 deg 35 15.210, 2
16 deg 35 15.293, 4
16 deg 36 10.361, 1
16 deg 36 10.919, 1
16 deg 36 11.574, 1
16 deg 36 11.585, 1
16 deg 36 11.628, 1
16 deg 36 12.096, 1
16 deg 36 12.420, 1
16 deg 36 12.605, 1
16 deg 36 13.217, 1
16 deg 36 13.248, 1
16 deg 36 13.589, 1
16 deg 36 14.033, 1
16 deg 36 14.058, 1
16 deg 36 14.093, 1
16 deg 36 14.105, 2
16 deg 36 14.184, 1
16 deg 36 14.225, 3
16 deg 36 14.261, 1
16 deg 36 14.292, 1
16 deg 36 16.061, 1
16 deg 36 16.109, 1
16 deg 36 16.205, 1
16 deg 36 16.277, 1
16 deg 36 16.337, 1
16 deg 36 16.565, 1
16 deg 36 24.161, 3
16 deg 36 25.277, 1
16 deg 36 25.289, 1
16 deg 36 25.337, 1
16 deg 36 25.421, 1
16 deg 36 31.235, 1
16 deg 36 31.271, 1
16 deg 36 31.284, 1
16 deg 36 31.446, 1
16 deg 36 6.678, 1
16 deg 36 8.807, 1
16 deg 37 26.646, 1
16 deg 37 26.826, 1
16 deg 38 44.010, 1
16 deg 38 47.400, 2
16 deg 4 12.060, 1
16 deg 4 12.150, 1
16 deg 4 17.256, 1
16 deg 4 17.574, 1
16 deg 4 4.206, 1
16 deg 4 4.314, 1
16 deg 4 4.326, 1
16 deg 4 4.368, 1
16 deg 4 42.500, 1
16 deg 4 43.010, 1
16 deg 4 43.610, 1
16 deg 4 44.000, 1
16 deg 4 44.850, 1
16 deg 4 44.930, 1
16 deg 4 45.440, 1
16 deg 4 50.500, 2
16 deg 4 50.880, 2
16 deg 4 53.160, 1
16 deg 4 53.280, 1
16 deg 4 53.350, 3
16 deg 4 53.870, 3
16 deg 4 59.190, 1
16 deg 4 59.590, 2
16 deg 42 9.295, 2
16 deg 43 47.280, 20
16 deg 43 51.000, 2
16 deg 44 24.804, 1
16 deg 44 24.936, 1
16 deg 44 24.966, 1
16 deg 44 24.984, 1
16 deg 44 25.031, 1
16 deg 44 25.049, 1
16 deg 44 25.193, 1
16 deg 44 43.200, 2
16 deg 44 48.480, 1
16 deg 44 48.790, 1
16 deg 45 28.800, 2
16 deg 45 33.600, 1
16 deg 45 40.164, 1
16 deg 46 0.600, 1
16 deg 46 13.200, 1
16 deg 46 21.600, 1
16 deg 46 27.270, 1
16 deg 46 28.200, 1
16 deg 46 30.000, 4
16 deg 46 30.320, 1
16 deg 46 31.200, 1
16 deg 46 34.800, 1
16 deg 46 36.600, 1
16 deg 46 40.200, 3
16 deg 46 40.280, 1
16 deg 46 40.800, 1
16 deg 46 41.400, 2
16 deg 46 42.020, 1
16 deg 46 45.710, 1
16 deg 46 45.760, 1
16 deg 46 47.400, 1
16 deg 46 48.000, 1
16 deg 46 48.600, 1
16 deg 46 56.400, 1
16 deg 46 57.600, 3
16 deg 47 1.490, 10
16 deg 47 1.720, 16
16 deg 47 25.200, 1
16 deg 47 34.800, 2
16 deg 47 35.400, 2
16 deg 47 36.000, 4
16 deg 47 46.200, 1
16 deg 47 50.400, 1
16 deg 47 51.600, 1
16 deg 47 52.170, 1
16 deg 47 52.200, 2
16 deg 47 52.340, 1
16 deg 47 52.360, 1
16 deg 47 52.470, 1
16 deg 47 52.650, 1
16 deg 47 52.670, 1
16 deg 47 52.750, 1
16 deg 47 52.800, 3
16 deg 47 53.280, 1
16 deg 47 53.400, 7
16 deg 47 53.650, 1
16 deg 47 53.770, 1
16 deg 47 53.840, 1
16 deg 47 54.000, 1
16 deg 47 54.600, 3
16 deg 47 54.850, 1
16 deg 47 55.200, 1
16 deg 47 55.530, 1
16 deg 47 55.660, 1
16 deg 47 55.800, 4
16 deg 47 55.820, 2
16 deg 47 56.100, 1
16 deg 47 56.746, 1
16 deg 47 57.000, 2
16 deg 47 57.600, 1
16 deg 48 0.000, 1
16 deg 48 11.180, 1
16 deg 48 14.400, 2
16 deg 48 16.800, 1
16 deg 48 40.200, 1
16 deg 48 42.600, 1
16 deg 48 9.000, 1
16 deg 48 9.600, 1
16 deg 49 1.800, 11
16 deg 49 2.400, 3
16 deg 49 30.000, 1
16 deg 49 45.000, 2
16 deg 49 8.400, 2
16 deg 49 9.600, 2
16 deg 5 12.830, 3
16 deg 5 19.800, 1
16 deg 5 56.400, 1
16 deg 50 12.000, 5
16 deg 50 13.200, 1
16 deg 50 17.400, 1
16 deg 50 18.600, 2
16 deg 50 22.800, 16
16 deg 50 24.000, 2
16 deg 50 27.000, 1
16 deg 50 27.600, 1
16 deg 50 43.800, 2
16 deg 50 44.400, 1
16 deg 50 46.800, 1
16 deg 51 30.600, 1
16 deg 51 49.200, 1
16 deg 52 22.800, 1
16 deg 52 28.800, 7
16 deg 52 51.000, 1
16 deg 52 51.035, 1
16 deg 52 51.635, 1
16 deg 54 1.200, 1
16 deg 54 10.200, 1
16 deg 54 10.800, 3
16 deg 54 12.000, 1
16 deg 54 3.000, 1
16 deg 54 30.610, 1
16 deg 54 42.000, 2
16 deg 54 45.000, 1
16 deg 54 52.800, 1
16 deg 55 0.000, 1
16 deg 55 10.337, 1
16 deg 55 10.913, 1
16 deg 55 11.400, 1
16 deg 55 16.470, 1
16 deg 55 4.200, 3
16 deg 55 4.800, 1
16 deg 55 51.600, 1
16 deg 55 52.800, 1
16 deg 55 7.200, 1
16 deg 56 13.910, 1
16 deg 56 18.060, 1
16 deg 56 19.260, 1
16 deg 56 20.310, 1
16 deg 56 20.790, 1
16 deg 58 9.600, 3
16 deg 59 2.400, 2
16 deg 59 3.000, 1
16 deg 59 7.200, 1
16 deg 6 27.000, 1
16 deg 9 20.000, 2
16 deg 9 54.912, 1
16 deg 9 55.115, 1
16 deg 9 55.200, 2
16 deg 9 55.800, 1
16 deg 9 56.647, 1
16 deg 9 57.784, 1
16 deg 9 58.800, 1
16777215 deg 16777215 167772., 444
17 deg 0 8.400, 2
17 deg 0 9.000, 1
17 deg 1 53.400, 1
17 deg 1 54.600, 1
17 deg 10 17.400, 1
17 deg 12 9.277, 1
17 deg 13 17.400, 1
17 deg 13 21.000, 1
17 deg 13 21.600, 3
17 deg 13 25.200, 2
17 deg 14 1.200, 3
17 deg 14 10.200, 3
17 deg 14 47.400, 1
17 deg 14 59.400, 1
17 deg 14 7.800, 2
17 deg 17 56.400, 1
17 deg 19 3.160, 1
17 deg 2 30.000, 1
17 deg 20 10.800, 1
17 deg 20 11.400, 2
17 deg 20 12.000, 5
17 deg 20 12.600, 3
17 deg 20 13.800, 2
17 deg 20 14.400, 2
17 deg 20 15.000, 1
17 deg 20 5.400, 1
17 deg 20 51.195, 1
17 deg 20 7.800, 1
17 deg 21 29.052, 1
17 deg 21 29.087, 1
17 deg 21 33.000, 1
17 deg 21 38.400, 7
17 deg 21 39.000, 2
17 deg 21 39.600, 5
17 deg 21 40.200, 3
17 deg 21 40.800, 2
17 deg 21 41.400, 1
17 deg 21 42.000, 3
17 deg 21 43.256, 1
17 deg 21 50.400, 1
17 deg 22 58.274, 1
17 deg 22 58.809, 1
17 deg 22 58.861, 1
17 deg 22 59.000, 1
17 deg 22 59.022, 1
17 deg 22 59.258, 1
17 deg 22 59.350, 1
17 deg 22 59.424, 1
17 deg 22 59.674, 1
17 deg 23 1.622, 1
17 deg 23 1.680, 1
17 deg 23 1.876, 1
17 deg 23 1.950, 1
17 deg 23 1.988, 1
17 deg 23 13.739, 1
17 deg 23 2.025, 1
17 deg 23 2.126, 1
17 deg 23 2.247, 1
17 deg 23 2.279, 1
17 deg 23 2.321, 1
17 deg 23 2.378, 1
17 deg 23 2.402, 1
17 deg 23 2.510, 1
17 deg 23 2.541, 1
17 deg 23 2.695, 1
17 deg 23 2.799, 1
17 deg 23 2.946, 1
17 deg 23 2.949, 1
17 deg 23 21.000, 1
17 deg 23 21.902, 1
17 deg 23 3.109, 1
17 deg 23 3.111, 1
17 deg 23 3.117, 1
17 deg 23 3.139, 1
17 deg 23 3.163, 1
17 deg 23 3.321, 2
17 deg 23 3.674, 1
17 deg 23 3.883, 1
17 deg 23 3.982, 1
17 deg 23 4.011, 1
17 deg 23 4.256, 1
17 deg 23 4.319, 1
17 deg 23 4.570, 1
17 deg 23 4.580, 1
17 deg 23 4.638, 1
17 deg 23 5.649, 1
17 deg 23 5.919, 1
17 deg 23 52.311, 1
17 deg 23 6.642, 1
17 deg 23 6.688, 1
17 deg 24 1.800, 1
17 deg 24 52.200, 1
17 deg 24 52.800, 3
17 deg 24 53.060, 1
17 deg 24 53.361, 1
17 deg 24 53.381, 1
17 deg 24 53.421, 1
17 deg 24 53.449, 1
17 deg 24 53.470, 1
17 deg 24 53.566, 1
17 deg 24 53.636, 1
17 deg 24 53.648, 1
17 deg 24 53.961, 1
17 deg 24 54.392, 1
17 deg 24 54.407, 1
17 deg 24 54.561, 1
17 deg 24 54.600, 3
17 deg 24 57.156, 1
17 deg 24 58.200, 10
17 deg 24 58.800, 1
17 deg 25 0.000, 2
17 deg 25 19.606, 1
17 deg 25 24.600, 1
17 deg 25 25.200, 3
17 deg 25 3.000, 1
17 deg 25 4.200, 1
17 deg 25 45.600, 1
17 deg 25 58.811, 1
17 deg 25 58.836, 1
17 deg 26 16.800, 1
17 deg 26 2.400, 3
17 deg 26 27.000, 1
17 deg 26 3.600, 3
17 deg 26 31.800, 1
17 deg 26 32.400, 8
17 deg 26 4.800, 1
17 deg 26 42.000, 2
17 deg 26 42.600, 1
17 deg 26 5.310, 1
17 deg 27 3.000, 1
17 deg 27 37.880, 1
17 deg 27 47.000, 1
17 deg 27 47.040, 1
17 deg 28 23.400, 1
17 deg 28 44.350, 1
17 deg 28 45.160, 1
17 deg 28 45.310, 1
17 deg 28 45.420, 1
17 deg 28 46.150, 1
17 deg 28 46.300, 1
17 deg 28 46.310, 2
17 deg 28 46.390, 1
17 deg 28 46.410, 1
17 deg 28 46.580, 1
17 deg 28 46.890, 1
17 deg 28 7.510, 1
17 deg 29 30.426, 5
17 deg 29 33.665, 1
17 deg 29 43.169, 1
17 deg 29 43.674, 1
17 deg 29 45.029, 1
17 deg 3 0.000, 1
17 deg 3 47.400, 1
17 deg 3 48.000, 4
17 deg 3 53.400, 1
17 deg 3 56.400, 1
17 deg 31 27.318, 1
17 deg 31 28.320, 6
17 deg 31 29.526, 1
17 deg 31 4.092, 1
17 deg 31 4.264, 1
17 deg 31 43.854, 7
17 deg 32 19.001, 1
17 deg 32 25.085, 2
17 deg 32 29.610, 1
17 deg 33 48.600, 1
17 deg 33 54.600, 1
17 deg 33 6.377, 1
17 deg 33 6.449, 1
17 deg 34 50.020, 1
17 deg 34 50.270, 1
17 deg 34 52.460, 1
17 deg 35 5.670, 1
17 deg 36 26.030, 1
17 deg 36 40.170, 1
17 deg 38 1.800, 1
17 deg 4 10.200, 1
17 deg 4 14.400, 2
17 deg 4 15.000, 1
17 deg 4 16.200, 1
17 deg 4 8.400, 1
17 deg 41 48.042, 1
17 deg 41 48.287, 1
17 deg 41 48.420, 1
17 deg 41 48.858, 1
17 deg 41 49.529, 1
17 deg 41 50.339, 1
17 deg 44 32.829, 1
17 deg 44 36.600, 1
17 deg 44 36.870, 1
17 deg 44 39.971, 1
17 deg 44 41.400, 1
17 deg 44 41.920, 2
17 deg 44 42.426, 8
17 deg 44 43.200, 3
17 deg 44 44.039, 1
17 deg 44 44.622, 1
17 deg 44 45.000, 1
17 deg 44 45.857, 1
17 deg 44 46.176, 1
17 deg 44 46.200, 1
17 deg 44 48.600, 1
17 deg 44 51.000, 1
17 deg 45 40.200, 3
17 deg 45 40.800, 2
17 deg 45 42.370, 1
17 deg 45 42.425, 1
17 deg 45 42.440, 1
17 deg 45 42.459, 1
17 deg 45 42.472, 1
17 deg 45 42.496, 1
17 deg 45 52.280, 1
17 deg 46 11.680, 1
17 deg 46 39.510, 1
17 deg 47 30.000, 1
17 deg 48 10.200, 2
17 deg 48 10.800, 7
17 deg 49 13.660, 1
17 deg 49 19.680, 1
17 deg 49 20.980, 2
17 deg 49 27.700, 1
17 deg 49 29.150, 1
17 deg 49 34.600, 1
17 deg 49 7.860, 1
17 deg 49 9.100, 1
17 deg 50 10.800, 5
17 deg 50 52.800, 1
17 deg 50 52.980, 2
17 deg 50 53.660, 1
17 deg 51 17.820, 1
17 deg 52 14.400, 1
17 deg 52 42.456, 1
17 deg 52 9.000, 3
17 deg 52 9.600, 1
17 deg 53 25.940, 1
17 deg 54 43.960, 1
17 deg 54 44.400, 3
17 deg 54 45.000, 1
17 deg 54 6.600, 1
17 deg 55 26.382, 1
17 deg 55 33.000, 13
17 deg 55 33.600, 1
17 deg 55 33.696, 1
17 deg 55 33.720, 2
17 deg 55 33.738, 3
17 deg 55 33.768, 1
17 deg 55 33.822, 1
17 deg 55 33.870, 1
17 deg 55 33.894, 1
17 deg 55 33.924, 2
17 deg 55 33.948, 1
17 deg 55 33.954, 1
17 deg 55 33.960, 2
17 deg 55 34.000, 8
17 deg 55 34.026, 1
17 deg 55 34.044, 2
17 deg 55 34.212, 2
17 deg 55 34.236, 1
17 deg 55 42.000, 1
17 deg 55 43.000, 1
17 deg 55 45.900, 1
17 deg 55 53.400, 1
17 deg 56 16.550, 1
17 deg 56 20.870, 2
17 deg 56 20.990, 1
17 deg 56 22.000, 1
17 deg 56 23.600, 1
17 deg 56 26.200, 1
17 deg 56 33.000, 1
17 deg 56 36.000, 1
17 deg 56 37.200, 1
17 deg 56 41.850, 1
17 deg 56 42.160, 1
17 deg 56 54.000, 2
17 deg 57 29.320, 1
17 deg 57 32.300, 1
17 deg 57 35.810, 1
17 deg 57 35.830, 1
17 deg 57 36.390, 1
17 deg 57 38.190, 1
17 deg 57 39.300, 1
17 deg 57 39.340, 2
17 deg 57 39.700, 1
17 deg 57 39.740, 1
17 deg 57 39.770, 1
17 deg 57 39.810, 1
17 deg 57 40.550, 1
17 deg 57 40.710, 1
17 deg 57 41.000, 1
17 deg 57 41.010, 1
17 deg 57 41.230, 1
17 deg 57 41.360, 2
17 deg 57 41.530, 1
17 deg 57 41.890, 2
17 deg 57 41.930, 1
17 deg 57 43.140, 1
17 deg 57 43.200, 1
17 deg 57 43.390, 1
17 deg 57 43.440, 1
17 deg 57 43.530, 1
17 deg 57 43.680, 1
17 deg 57 43.990, 1
17 deg 57 44.400, 5
17 deg 57 44.450, 1
17 deg 57 45.000, 4
17 deg 57 45.140, 1
17 deg 57 45.390, 1
17 deg 57 45.600, 2
17 deg 57 46.260, 1
17 deg 57 46.820, 1
17 deg 57 46.840, 1
17 deg 57 46.930, 1
17 deg 57 46.980, 1
17 deg 57 47.000, 1
17 deg 57 47.010, 1
17 deg 57 47.020, 1
17 deg 57 47.780, 1
17 deg 57 47.960, 2
17 deg 57 48.120, 1
17 deg 57 48.570, 1
17 deg 57 48.580, 1
17 deg 57 48.860, 1
17 deg 57 49.070, 1
17 deg 57 49.080, 1
17 deg 57 49.220, 1
17 deg 57 49.370, 1
17 deg 57 50.130, 1
17 deg 57 53.400, 1
17 deg 57 53.440, 1
17 deg 57 53.510, 1
17 deg 57 53.530, 2
17 deg 57 54.690, 1
17 deg 57 55.130, 1
17 deg 57 55.200, 2
17 deg 57 55.290, 1
17 deg 57 55.310, 1
17 deg 57 55.470, 1
17 deg 57 55.580, 1
17 deg 57 55.700, 1
17 deg 57 56.210, 1
17 deg 57 57.450, 1
17 deg 57 58.180, 1
17 deg 57 59.400, 1
17 deg 58 12.600, 1
17 deg 58 15.600, 1
17 deg 58 18.600, 2
17 deg 58 19.800, 1
17 deg 58 33.600, 1
17 deg 58 4.200, 1
17 deg 58 6.460, 5
17 deg 59 46.535, 1
17 deg 59 54.600, 1
17 deg 59 55.200, 3
17 deg 6 33.600, 2
17 deg 7 11.350, 1
17 deg 7 11.970, 1
17 deg 7 19.800, 1
17 deg 7 29.310, 2
17 deg 7 29.544, 1
17 deg 8 14.400, 2
17056880 deg 40 0.000, 18
17056880 deg 51 12.150, 1
18 deg 0 0.000, 20
18 deg 0 57.900, 2
18 deg 1 24.000, 2
18 deg 1 25.200, 2
18 deg 1 26.330, 1
18 deg 1 27.640, 1
18 deg 1 31.030, 1
18 deg 1 33.000, 1
18 deg 1 43.200, 2
18 deg 1 46.200, 1
18 deg 1 47.560, 1
18 deg 1 55.933, 1
18 deg 1 58.200, 1
18 deg 12 14.180, 1
18 deg 12 49.200, 1
18 deg 13 19.800, 1
18 deg 13 20.706, 1
18 deg 13 46.200, 1
18 deg 15 1.110, 1
18 deg 19 34.200, 1
18 deg 2 18.000, 2
18 deg 2 4.221, 1
18 deg 2 4.228, 3
18 deg 2 4.235, 2
18 deg 2 4.269, 4
18 deg 2 58.205, 1
18 deg 21 26.140, 1
18 deg 21 41.870, 1
18 deg 22 0.000, 1
18 deg 22 23.550, 1
18 deg 22 23.640, 1
18 deg 22 23.720, 1
18 deg 22 26.580, 1
18 deg 22 28.800, 5
18 deg 22 29.400, 1
18 deg 22 30.000, 5
18 deg 22 30.600, 6
18 deg 22 31.200, 3
18 deg 22 34.800, 3
18 deg 22 35.400, 2
18 deg 22 36.000, 1
18 deg 22 37.440, 1
18 deg 22 40.200, 1
18 deg 22 7.200, 1
18 deg 23 17.520, 3
18 deg 23 28.860, 1
18 deg 23 28.920, 2
18 deg 23 29.100, 1
18 deg 23 29.280, 1
18 deg 23 29.340, 1
18 deg 23 38.760, 1
18 deg 23 40.200, 1
18 deg 23 50.580, 1
18 deg 24 16.260, 1
18 deg 24 16.620, 1
18 deg 24 19.320, 1
18 deg 24 24.000, 1
18 deg 24 7.620, 1
18 deg 24 8.790, 1
18 deg 25 14.090, 1
18 deg 25 14.480, 1
18 deg 25 35.280, 1
18 deg 25 39.030, 1
18 deg 25 41.690, 1
18 deg 26 21.960, 2
18 deg 26 8.160, 1
18 deg 27 1.613, 1
18 deg 27 13.200, 1
18 deg 27 15.000, 1
18 deg 27 24.993, 1
18 deg 27 26.580, 1
18 deg 27 26.640, 1
18 deg 27 3.002, 2
18 deg 27 40.860, 1
18 deg 27 43.043, 1
18 deg 27 43.848, 1
18 deg 27 49.200, 1
18 deg 27 49.500, 1
18 deg 27 49.620, 1
18 deg 27 54.060, 1
18 deg 27 54.180, 1
18 deg 27 54.240, 1
18 deg 27 54.600, 2
18 deg 27 56.640, 2
18 deg 27 56.700, 1
18 deg 27 8.630, 1
18 deg 28 0.000, 1
18 deg 28 13.422, 1
18 deg 28 2.400, 1
18 deg 28 20.400, 1
18 deg 28 23.400, 2
18 deg 28 24.600, 5
18 deg 28 25.200, 4
18 deg 28 25.800, 3
18 deg 28 26.400, 1
18 deg 28 29.400, 1
18 deg 28 29.491, 1
18 deg 28 30.600, 1
18 deg 28 34.081, 1
18 deg 28 34.387, 1
18 deg 28 34.758, 2
18 deg 28 36.999, 1
18 deg 28 37.200, 2
18 deg 28 37.415, 1
18 deg 28 37.752, 2
18 deg 28 37.800, 1
18 deg 28 37.911, 1
18 deg 28 37.945, 1
18 deg 28 37.994, 1
18 deg 28 37.997, 5
18 deg 28 38.022, 1
18 deg 28 38.153, 5
18 deg 28 38.176, 1
18 deg 28 38.223, 4
18 deg 28 38.241, 1
18 deg 28 38.289, 1
18 deg 28 38.355, 2
18 deg 28 38.400, 4
18 deg 28 38.401, 1
18 deg 28 38.420, 5
18 deg 28 38.439, 4
18 deg 28 38.453, 1
18 deg 28 38.551, 3
18 deg 28 38.555, 4
18 deg 28 38.560, 5
18 deg 28 38.629, 8
18 deg 28 38.717, 1
18 deg 28 38.753, 2
18 deg 28 38.757, 1
18 deg 28 38.877, 7
18 deg 28 38.879, 1
18 deg 28 38.946, 8
18 deg 28 39.011, 2
18 deg 28 39.047, 3
18 deg 28 39.088, 1
18 deg 28 39.102, 3
18 deg 28 39.107, 2
18 deg 28 39.127, 1
18 deg 28 39.201, 1
18 deg 28 39.385, 1
18 deg 28 39.935, 1
18 deg 28 4.800, 1
18 deg 28 40.791, 1
18 deg 28 40.831, 2
18 deg 28 41.400, 3
18 deg 28 41.413, 1
18 deg 28 42.600, 2
18 deg 28 43.200, 1
18 deg 28 47.662, 1
18 deg 28 48.600, 4
18 deg 28 48.775, 1
18 deg 28 51.600, 1
18 deg 28 51.833, 4
18 deg 28 51.919, 1
18 deg 28 52.200, 7
18 deg 28 52.800, 1
18 deg 28 53.883, 1
18 deg 28 54.000, 1
18 deg 28 55.200, 1
18 deg 28 56.400, 2
18 deg 28 58.200, 2
18 deg 28 59.958, 1
18 deg 29 10.001, 1
18 deg 29 10.271, 1
18 deg 29 10.277, 1
18 deg 29 10.367, 1
18 deg 29 12.567, 1
18 deg 29 3.733, 1
18 deg 29 35.090, 1
18 deg 29 35.400, 1
18 deg 29 9.935, 1
18 deg 3 55.220, 1
18 deg 3 59.050, 1
18 deg 3 8.400, 1
18 deg 30 24.000, 1
18 deg 30 45.078, 1
18 deg 30 45.148, 1
18 deg 30 46.431, 1
18 deg 30 46.631, 1
18 deg 30 46.705, 1
18 deg 30 46.998, 2
18 deg 30 47.262, 1
18 deg 30 47.762, 1
18 deg 30 49.800, 2
18 deg 30 51.000, 3
18 deg 30 51.600, 1
18 deg 31 12.419, 1
18 deg 31 12.959, 2
18 deg 31 13.480, 1
18 deg 31 21.000, 2
18 deg 31 21.210, 1
18 deg 31 49.800, 1
18 deg 32 11.400, 1
18 deg 32 15.000, 1
18 deg 32 21.123, 1
18 deg 32 21.177, 1
18 deg 32 21.317, 7
18 deg 32 21.377, 1
18 deg 32 22.800, 1
18 deg 32 22.942, 1
18 deg 32 23.044, 1
18 deg 32 25.200, 1
18 deg 32 30.120, 4
18 deg 32 31.534, 3
18 deg 32 31.894, 2
18 deg 32 32.022, 1
18 deg 32 32.317, 1
18 deg 33 10.190, 2
18 deg 33 10.200, 1
18 deg 33 12.000, 1
18 deg 33 13.200, 1
18 deg 33 15.000, 1
18 deg 33 15.600, 1
18 deg 33 16.800, 1
18 deg 33 17.400, 2
18 deg 33 19.908, 2
18 deg 33 34.800, 1
18 deg 33 35.370, 2
18 deg 33 37.200, 1
18 deg 33 38.400, 1
18 deg 33 39.065, 1
18 deg 33 39.600, 1
18 deg 33 40.659, 4
18 deg 33 46.800, 1
18 deg 33 48.000, 1
18 deg 33 54.000, 1
18 deg 33 7.470, 1
18 deg 33 8.944, 1
18 deg 34 1.800, 1
18 deg 34 13.800, 1
18 deg 34 17.400, 1
18 deg 34 21.000, 1
18 deg 34 29.820, 1
18 deg 34 30.380, 1
18 deg 34 31.800, 1
18 deg 34 31.970, 1
18 deg 34 32.080, 1
18 deg 34 35.400, 1
18 deg 34 4.450, 1
