ifdg_GPSLatitude ,Count
53 deg 23 17.712, 1
53 deg 23 18.000, 2
53 deg 23 18.600, 1
53 deg 23 18.640, 1
53 deg 23 19.300, 1
53 deg 23 19.800, 1
53 deg 23 2.859, 1
53 deg 23 20.400, 1
53 deg 23 21.600, 1
53 deg 23 21.762, 1
53 deg 23 21.780, 1
53 deg 23 24.000, 2
53 deg 23 29.088, 1
53 deg 23 32.800, 1
53 deg 23 37.200, 1
53 deg 23 39.600, 1
53 deg 23 40.200, 1
53 deg 23 40.299, 1
53 deg 23 40.800, 1
53 deg 23 41.220, 2
53 deg 23 41.400, 1
53 deg 23 44.707, 1
53 deg 23 46.067, 1
53 deg 23 46.080, 6
53 deg 23 46.135, 5
53 deg 23 46.149, 2
53 deg 23 46.163, 1
53 deg 23 46.176, 2
53 deg 23 46.204, 1
53 deg 23 47.400, 1
53 deg 23 48.290, 2
53 deg 23 49.780, 1
53 deg 23 50.400, 1
53 deg 23 53.350, 1
53 deg 23 53.365, 2
53 deg 23 53.600, 1
53 deg 23 54.030, 4
53 deg 23 54.230, 10
53 deg 23 54.535, 1
53 deg 23 55.800, 2
53 deg 23 56.081, 1
53 deg 23 56.400, 1
53 deg 23 56.444, 1
53 deg 23 57.000, 1
53 deg 23 57.396, 1
53 deg 23 58.138, 1
53 deg 23 58.632, 2
53 deg 23 7.182, 1
53 deg 23 7.920, 1
53 deg 23 8.000, 1
53 deg 23 9.000, 6
53 deg 23 9.230, 1
53 deg 24 1.750, 1
53 deg 24 1.873, 1
53 deg 24 10.200, 1
53 deg 24 11.212, 1
53 deg 24 11.310, 1
53 deg 24 11.341, 1
53 deg 24 12.010, 1
53 deg 24 12.077, 1
53 deg 24 13.190, 1
53 deg 24 13.280, 1
53 deg 24 13.500, 2
53 deg 24 13.740, 1
53 deg 24 14.400, 1
53 deg 24 14.840, 1
53 deg 24 14.959, 1
53 deg 24 14.970, 2
53 deg 24 15.000, 1
53 deg 24 15.172, 1
53 deg 24 15.660, 1
53 deg 24 15.890, 2
53 deg 24 16.290, 1
53 deg 24 16.360, 1
53 deg 24 17.400, 3
53 deg 24 18.470, 4
53 deg 24 19.150, 1
53 deg 24 19.260, 1
53 deg 24 19.685, 1
53 deg 24 19.940, 6
53 deg 24 2.518, 1
53 deg 24 21.000, 1
53 deg 24 21.703, 1
53 deg 24 21.980, 1
53 deg 24 22.590, 10
53 deg 24 22.800, 1
53 deg 24 23.400, 1
53 deg 24 25.290, 1
53 deg 24 25.800, 2
53 deg 24 25.950, 1
53 deg 24 26.040, 1
53 deg 24 26.480, 1
53 deg 24 27.670, 12
53 deg 24 29.312, 1
53 deg 24 30.000, 2
53 deg 24 34.800, 3
53 deg 24 36.140, 4
53 deg 24 36.600, 1
53 deg 24 4.200, 7
53 deg 24 4.990, 3
53 deg 24 40.484, 1
53 deg 24 41.042, 1
53 deg 24 41.400, 1
53 deg 24 42.674, 2
53 deg 24 43.370, 1
53 deg 24 45.600, 1
53 deg 24 48.600, 1
53 deg 24 49.800, 1
53 deg 24 5.400, 1
53 deg 24 54.210, 2
53 deg 24 54.600, 2
53 deg 24 6.360, 1
53 deg 24 6.810, 1
53 deg 24 7.800, 2
53 deg 24 8.220, 1
53 deg 24 8.300, 1
53 deg 24 8.400, 1
53 deg 25 15.410, 2
53 deg 25 23.050, 1
53 deg 25 24.000, 1
53 deg 25 24.870, 4
53 deg 25 25.200, 1
53 deg 25 25.960, 1
53 deg 25 26.050, 1
53 deg 25 26.400, 2
53 deg 25 26.962, 2
53 deg 25 27.429, 2
53 deg 25 28.377, 3
53 deg 25 28.390, 1
53 deg 25 28.400, 1
53 deg 25 28.528, 1
53 deg 25 28.789, 2
53 deg 25 28.800, 2
53 deg 25 28.899, 1
53 deg 25 29.022, 2
53 deg 25 29.187, 1
53 deg 25 29.365, 3
53 deg 25 29.379, 1
53 deg 25 29.400, 1
53 deg 25 29.434, 1
53 deg 25 29.970, 2
53 deg 25 30.000, 1
53 deg 25 31.200, 1
53 deg 25 31.360, 1
53 deg 25 31.530, 1
53 deg 25 31.690, 1
53 deg 25 31.800, 1
53 deg 25 31.860, 1
53 deg 25 32.400, 1
53 deg 25 33.100, 4
53 deg 25 33.600, 2
53 deg 25 34.200, 1
53 deg 25 34.800, 1
53 deg 25 35.257, 1
53 deg 25 36.600, 1
53 deg 25 36.880, 3
53 deg 25 37.080, 2
53 deg 25 38.400, 2
53 deg 25 38.420, 1
53 deg 25 38.440, 2
53 deg 25 39.000, 1
53 deg 25 39.370, 1
53 deg 25 41.200, 3
53 deg 25 41.850, 1
53 deg 25 42.000, 1
53 deg 25 42.130, 2
53 deg 25 42.370, 3
53 deg 25 42.910, 2
53 deg 25 43.590, 1
53 deg 25 45.060, 1
53 deg 25 46.200, 1
53 deg 25 47.760, 2
53 deg 25 48.000, 2
53 deg 25 48.020, 1
53 deg 25 48.030, 1
53 deg 25 48.280, 1
53 deg 25 48.320, 1
53 deg 25 48.325, 1
53 deg 25 48.930, 1
53 deg 25 49.180, 2
53 deg 25 49.220, 2
53 deg 25 50.220, 3
53 deg 25 51.700, 1
53 deg 25 51.890, 1
53 deg 25 52.440, 1
53 deg 25 52.802, 1
53 deg 25 53.780, 1
53 deg 25 54.040, 1
53 deg 25 55.320, 1
53 deg 25 57.790, 7
53 deg 25 58.380, 2
53 deg 26 11.400, 2
53 deg 26 13.800, 2
53 deg 26 2.120, 1
53 deg 26 26.314, 1
53 deg 26 26.400, 3
53 deg 26 31.147, 1
53 deg 26 34.200, 1
53 deg 26 34.800, 1
53 deg 26 40.480, 2
53 deg 26 42.600, 1
53 deg 26 45.000, 1
53 deg 26 47.000, 2
53 deg 26 52.200, 1
53 deg 26 57.000, 2
53 deg 26 57.600, 3
53 deg 26 58.200, 1
53 deg 26 9.098, 1
53 deg 27 10.690, 1
53 deg 27 15.000, 1
53 deg 27 15.340, 1
53 deg 27 18.000, 3
53 deg 27 21.000, 3
53 deg 27 22.000, 7
53 deg 27 23.000, 1
53 deg 27 23.500, 1
53 deg 27 3.520, 4
53 deg 27 31.200, 1
53 deg 27 4.870, 2
53 deg 27 44.675, 2
53 deg 27 45.600, 1
53 deg 27 46.044, 2
53 deg 27 46.080, 1
53 deg 27 46.169, 1
53 deg 27 46.172, 2
53 deg 27 48.000, 2
53 deg 27 48.600, 1
53 deg 27 49.140, 2
53 deg 27 49.200, 1
53 deg 27 5.220, 1
53 deg 27 54.000, 1
53 deg 27 55.800, 1
53 deg 27 56.400, 1
53 deg 27 59.900, 1
53 deg 27 9.282, 1
53 deg 28 0.345, 1
53 deg 28 0.620, 2
53 deg 28 1.580, 1
53 deg 28 1.800, 9
53 deg 28 10.200, 1
53 deg 28 10.680, 2
53 deg 28 12.420, 2
53 deg 28 12.600, 1
53 deg 28 18.025, 1
53 deg 28 18.137, 1
53 deg 28 18.579, 1
53 deg 28 18.610, 1
53 deg 28 18.850, 5
53 deg 28 2.010, 1
53 deg 28 2.400, 1
53 deg 28 20.040, 3
53 deg 28 20.263, 1
53 deg 28 21.000, 1
53 deg 28 21.290, 1
53 deg 28 22.800, 2
53 deg 28 24.600, 3
53 deg 28 26.050, 1
53 deg 28 26.160, 1
53 deg 28 26.500, 5
53 deg 28 28.102, 1
53 deg 28 29.550, 1
53 deg 28 3.000, 1
53 deg 28 3.680, 4
53 deg 28 30.000, 1
53 deg 28 30.410, 1
53 deg 28 31.190, 7
53 deg 28 33.000, 1
53 deg 28 33.240, 3
53 deg 28 33.600, 1
53 deg 28 33.820, 38
53 deg 28 34.650, 2
53 deg 28 34.664, 1
53 deg 28 34.700, 2
53 deg 28 34.880, 3
53 deg 28 34.990, 2
53 deg 28 35.000, 2
53 deg 28 35.070, 1
53 deg 28 35.290, 2
53 deg 28 35.400, 1
53 deg 28 36.010, 7
53 deg 28 36.160, 14
53 deg 28 36.800, 1
53 deg 28 37.200, 1
53 deg 28 37.800, 5
53 deg 28 38.000, 1
53 deg 28 38.400, 3
53 deg 28 38.500, 2
53 deg 28 38.800, 1
53 deg 28 39.600, 1
53 deg 28 4.200, 1
53 deg 28 40.200, 3
53 deg 28 40.800, 2
53 deg 28 41.260, 2
53 deg 28 41.400, 3
53 deg 28 43.110, 1
53 deg 28 44.320, 1
53 deg 28 45.000, 1
53 deg 28 46.800, 1
53 deg 28 47.400, 1
53 deg 28 47.530, 3
53 deg 28 49.150, 1
53 deg 28 5.400, 1
53 deg 28 50.000, 3
53 deg 28 50.740, 1
53 deg 28 51.270, 1
53 deg 28 54.000, 1
53 deg 28 54.280, 1
53 deg 28 55.800, 1
53 deg 28 57.600, 1
53 deg 28 58.000, 4
53 deg 28 58.200, 1
53 deg 28 58.800, 1
53 deg 28 59.000, 1
53 deg 28 59.440, 4
53 deg 28 59.780, 1
53 deg 28 6.600, 2
53 deg 28 6.680, 5
53 deg 28 60.000, 1
53 deg 28 7.200, 1
53 deg 28 7.800, 1
53 deg 28 9.600, 1
53 deg 29 0.600, 1
53 deg 29 0.850, 1
53 deg 29 1.893, 1
53 deg 29 12.175, 1
53 deg 29 15.600, 3
53 deg 29 18.600, 5
53 deg 29 19.200, 2
53 deg 29 19.800, 1
53 deg 29 2.000, 1
53 deg 29 24.000, 1
53 deg 29 26.400, 1
53 deg 29 26.570, 2
53 deg 29 26.820, 3
53 deg 29 27.000, 2
53 deg 29 27.180, 1
53 deg 29 27.600, 1
53 deg 29 3.000, 1
53 deg 29 31.300, 1
53 deg 29 34.800, 1
53 deg 29 35.400, 1
53 deg 29 37.800, 1
53 deg 29 38.400, 1
53 deg 29 4.000, 47
53 deg 29 4.990, 1
53 deg 29 40.000, 5
53 deg 29 40.800, 4
53 deg 29 46.800, 2
53 deg 29 5.000, 5
53 deg 29 8.210, 1
53 deg 29 8.400, 2
53 deg 29 9.320, 1
53 deg 29 9.340, 1
53 deg 3 10.200, 2
53 deg 3 15.000, 1
53 deg 3 15.600, 1
53 deg 3 18.600, 1
53 deg 3 19.200, 2
53 deg 3 3.000, 2
53 deg 3 30.600, 1
53 deg 3 32.400, 2
53 deg 3 46.800, 1
53 deg 3 47.400, 2
53 deg 3 59.400, 1
53 deg 30 12.000, 1
53 deg 30 12.600, 1
53 deg 30 16.200, 1
53 deg 30 18.000, 7
53 deg 30 21.000, 9
53 deg 30 22.000, 4
53 deg 30 24.750, 2
53 deg 30 25.000, 3
53 deg 30 25.150, 1
53 deg 30 32.390, 2
53 deg 30 32.570, 7
53 deg 30 33.310, 2
53 deg 30 37.120, 1
53 deg 30 38.535, 1
53 deg 30 46.290, 1
53 deg 30 46.660, 1
53 deg 30 46.760, 1
53 deg 30 46.770, 1
53 deg 30 46.830, 1
53 deg 30 50.060, 3
53 deg 30 8.926, 1
53 deg 31 1.000, 4
53 deg 31 1.729, 1
53 deg 31 19.200, 1
53 deg 31 20.000, 1
53 deg 31 20.400, 2
53 deg 31 21.000, 1
53 deg 31 21.600, 2
53 deg 31 22.200, 1
53 deg 31 34.494, 1
53 deg 31 35.202, 2
53 deg 31 35.470, 4
53 deg 31 39.400, 1
53 deg 31 4.200, 1
53 deg 31 46.730, 5
53 deg 31 47.560, 1
53 deg 31 48.940, 1
53 deg 31 49.010, 1
53 deg 31 49.840, 3
53 deg 31 5.520, 1
53 deg 31 50.530, 2
53 deg 31 50.920, 1
53 deg 31 51.600, 1
53 deg 31 52.000, 1
53 deg 31 52.200, 2
53 deg 31 53.400, 3
53 deg 31 55.200, 1
53 deg 31 55.800, 3
53 deg 31 59.020, 1
53 deg 31 8.741, 2
53 deg 32 1.800, 1
53 deg 32 10.190, 1
53 deg 32 16.200, 1
53 deg 32 19.161, 3
53 deg 32 19.200, 3
53 deg 32 19.986, 2
53 deg 32 2.400, 2
53 deg 32 20.959, 3
53 deg 32 21.186, 31
53 deg 32 22.200, 1
53 deg 32 22.287, 1
53 deg 32 22.800, 4
53 deg 32 23.097, 1
53 deg 32 23.962, 1
53 deg 32 24.000, 1
53 deg 32 25.142, 1
53 deg 32 25.313, 1
53 deg 32 26.000, 1
53 deg 32 26.853, 1
53 deg 32 26.959, 1
53 deg 32 28.000, 1
53 deg 32 28.010, 1
53 deg 32 28.365, 1
53 deg 32 28.496, 1
53 deg 32 28.944, 1
53 deg 32 29.058, 1
53 deg 32 29.700, 1
53 deg 32 30.000, 1
53 deg 32 30.600, 1
53 deg 32 31.200, 1
53 deg 32 31.727, 1
53 deg 32 31.800, 1
53 deg 32 31.900, 1
53 deg 32 32.400, 1
53 deg 32 33.000, 2
53 deg 32 33.767, 1
53 deg 32 34.112, 1
53 deg 32 35.439, 1
53 deg 32 35.468, 1
53 deg 32 35.522, 1
53 deg 32 35.633, 1
53 deg 32 35.717, 2
53 deg 32 35.734, 1
53 deg 32 35.759, 1
53 deg 32 36.120, 2
53 deg 32 36.569, 1
53 deg 32 37.000, 1
53 deg 32 37.254, 1
53 deg 32 37.490, 1
53 deg 32 37.800, 1
53 deg 32 37.942, 4
53 deg 32 38.400, 2
53 deg 32 38.637, 1
53 deg 32 38.780, 1
53 deg 32 38.858, 1
53 deg 32 39.360, 1
53 deg 32 39.600, 1
53 deg 32 40.667, 1
53 deg 32 40.800, 3
53 deg 32 40.860, 1
53 deg 32 41.400, 3
53 deg 32 41.450, 2
53 deg 32 41.620, 1
53 deg 32 41.630, 1
53 deg 32 42.360, 1
53 deg 32 43.128, 1
53 deg 32 44.189, 3
53 deg 32 44.493, 1
53 deg 32 44.524, 2
53 deg 32 45.480, 1
53 deg 32 46.438, 1
53 deg 32 47.124, 1
53 deg 32 47.281, 1
53 deg 32 47.400, 1
53 deg 32 53.800, 1
53 deg 32 54.257, 1
53 deg 32 54.570, 1
53 deg 32 55.200, 1
53 deg 32 56.737, 2
53 deg 32 57.228, 2
53 deg 32 58.200, 1
53 deg 32 59.578, 1
53 deg 32 9.600, 1
53 deg 33 1.489, 1
53 deg 33 1.800, 1
53 deg 33 10.200, 1
53 deg 33 11.245, 1
53 deg 33 11.354, 1
53 deg 33 11.480, 1
53 deg 33 12.000, 1
53 deg 33 13.401, 1
53 deg 33 13.800, 2
53 deg 33 14.106, 1
53 deg 33 16.380, 1
53 deg 33 16.416, 1
53 deg 33 16.432, 1
53 deg 33 16.800, 2
53 deg 33 18.000, 1
53 deg 33 19.200, 1
53 deg 33 19.800, 3
53 deg 33 21.000, 3
53 deg 33 21.600, 1
53 deg 33 22.800, 1
53 deg 33 23.400, 1
53 deg 33 23.769, 1
53 deg 33 24.000, 1
53 deg 33 24.600, 2
53 deg 33 25.200, 1
53 deg 33 25.304, 1
53 deg 33 26.012, 1
53 deg 33 26.103, 1
53 deg 33 27.000, 1
53 deg 33 28.200, 1
53 deg 33 28.800, 1
53 deg 33 29.600, 8
53 deg 33 3.000, 2
53 deg 33 3.600, 10
53 deg 33 3.820, 1
53 deg 33 30.000, 1
53 deg 33 30.040, 1
53 deg 33 30.600, 1
53 deg 33 31.320, 1
53 deg 33 31.800, 1
53 deg 33 33.000, 1
53 deg 33 33.260, 1
53 deg 33 33.600, 1
53 deg 33 34.200, 1
53 deg 33 36.000, 1
53 deg 33 36.600, 1
53 deg 33 37.200, 2
53 deg 33 40.200, 2
53 deg 33 40.399, 1
53 deg 33 40.800, 1
53 deg 33 40.825, 1
53 deg 33 40.990, 1
53 deg 33 41.015, 1
53 deg 33 41.094, 1
53 deg 33 41.183, 1
53 deg 33 41.400, 2
53 deg 33 42.000, 1
53 deg 33 42.600, 2
53 deg 33 43.800, 1
53 deg 33 44.300, 2
53 deg 33 44.407, 1
53 deg 33 44.410, 1
53 deg 33 45.000, 1
53 deg 33 45.082, 1
53 deg 33 45.600, 1
53 deg 33 46.200, 1
53 deg 33 46.700, 1
53 deg 33 48.600, 2
53 deg 33 49.200, 2
53 deg 33 5.673, 1
53 deg 33 50.400, 1
53 deg 33 52.200, 1
53 deg 33 52.840, 1
53 deg 33 52.897, 1
53 deg 33 55.800, 1
53 deg 33 56.950, 1
53 deg 33 57.000, 1
53 deg 33 58.000, 1
53 deg 33 59.400, 4
53 deg 33 6.000, 1
53 deg 33 6.070, 1
53 deg 33 6.260, 2
53 deg 33 6.780, 1
53 deg 33 7.200, 1
53 deg 33 7.800, 3
53 deg 33 8.400, 3
53 deg 33 9.000, 1
53 deg 34 10.200, 1
53 deg 34 11.400, 1
53 deg 34 15.600, 4
53 deg 34 15.990, 1
53 deg 34 18.000, 1
53 deg 34 19.200, 1
53 deg 34 19.800, 1
53 deg 34 2.390, 1
53 deg 34 24.660, 2
53 deg 34 24.720, 2
53 deg 34 24.770, 1
53 deg 34 24.830, 2
53 deg 34 24.850, 2
53 deg 34 24.910, 1
53 deg 34 25.800, 1
53 deg 34 29.380, 1
53 deg 34 37.147, 1
53 deg 34 4.200, 1
53 deg 34 48.600, 1
53 deg 34 52.200, 1
53 deg 34 52.800, 1
53 deg 34 54.365, 1
53 deg 34 54.447, 1
53 deg 34 54.461, 1
53 deg 34 54.600, 1
53 deg 34 55.800, 1
53 deg 34 57.000, 1
53 deg 34 58.800, 3
53 deg 34 59.400, 3
53 deg 34 6.900, 1
53 deg 34 8.400, 1
53 deg 35 0.000, 4
53 deg 35 0.600, 1
53 deg 35 1.200, 1
53 deg 35 10.800, 1
53 deg 35 12.600, 2
53 deg 35 13.800, 7
53 deg 35 14.400, 5
53 deg 35 15.000, 3
53 deg 35 15.600, 1
53 deg 35 16.200, 1
53 deg 35 17.400, 1
53 deg 35 23.860, 1
53 deg 35 27.000, 1
53 deg 35 3.600, 1
53 deg 35 33.350, 1
53 deg 35 36.000, 1
53 deg 35 38.000, 2
53 deg 35 4.200, 1
53 deg 35 44.860, 1
53 deg 35 45.600, 2
53 deg 35 46.200, 1
53 deg 35 46.240, 1
53 deg 35 46.300, 1
53 deg 35 46.800, 5
53 deg 35 52.200, 1
53 deg 35 53.000, 1
53 deg 35 6.600, 1
53 deg 35 9.000, 2
53 deg 36 25.200, 1
53 deg 36 34.000, 1
53 deg 36 56.464, 2
53 deg 36 6.000, 1
53 deg 36 6.600, 1
53 deg 37 27.026, 1
53 deg 37 28.190, 1
53 deg 37 31.200, 1
53 deg 37 33.300, 3
53 deg 37 43.800, 1
53 deg 37 58.190, 1
53 deg 37 59.510, 1
53 deg 38 0.130, 1
53 deg 38 0.600, 3
53 deg 38 1.200, 7
53 deg 38 21.700, 1
53 deg 38 21.770, 1
53 deg 38 21.920, 1
53 deg 38 22.805, 1
53 deg 38 33.905, 1
53 deg 38 35.400, 1
53 deg 38 39.105, 1
53 deg 38 40.200, 1
53 deg 38 40.940, 1
53 deg 39 1.537, 1
53 deg 39 10.588, 1
53 deg 39 13.660, 1
53 deg 39 26.300, 1
53 deg 39 37.950, 1
53 deg 39 5.500, 1
53 deg 4 12.000, 1
53 deg 4 19.800, 1
53 deg 4 20.400, 1
53 deg 4 25.200, 1
53 deg 4 27.050, 1
53 deg 4 27.229, 1
53 deg 4 35.000, 2
53 deg 4 37.200, 2
53 deg 4 38.400, 1
53 deg 4 45.000, 1
53 deg 4 47.400, 1
53 deg 4 50.400, 1
53 deg 4 52.200, 2
53 deg 4 57.000, 1
53 deg 40 10.800, 1
53 deg 40 38.400, 1
53 deg 41 10.500, 4
53 deg 41 37.320, 1
53 deg 41 39.768, 2
53 deg 41 41.360, 1
53 deg 41 42.298, 1
53 deg 41 5.626, 2
53 deg 42 10.269, 1
53 deg 42 11.580, 1
53 deg 42 11.610, 1
53 deg 42 11.950, 1
53 deg 42 25.808, 1
53 deg 42 28.800, 1
53 deg 42 34.574, 1
53 deg 42 34.993, 1
53 deg 42 4.180, 1
53 deg 42 47.087, 1
53 deg 42 5.845, 1
53 deg 42 51.000, 1
53 deg 42 51.600, 2
53 deg 42 52.050, 1
53 deg 42 54.349, 1
53 deg 42 8.853, 1
53 deg 42 9.471, 1
53 deg 42 9.784, 1
53 deg 43 0.300, 2
53 deg 43 1.410, 1
53 deg 43 13.435, 1
53 deg 43 15.202, 1
53 deg 43 21.080, 1
53 deg 43 24.200, 1
53 deg 43 24.530, 1
53 deg 43 24.640, 1
53 deg 43 3.690, 1
53 deg 43 37.255, 1
53 deg 43 37.309, 1
53 deg 43 43.200, 1
53 deg 43 5.207, 1
53 deg 43 56.301, 1
53 deg 43 7.904, 1
53 deg 44 14.680, 1
53 deg 44 31.020, 1
53 deg 44 31.090, 1
53 deg 44 31.190, 1
53 deg 44 36.000, 1
53 deg 44 41.800, 1
53 deg 44 41.900, 1
53 deg 44 42.610, 1
53 deg 44 45.600, 1
53 deg 44 49.470, 1
53 deg 44 50.334, 1
53 deg 44 50.400, 2
53 deg 44 51.000, 3
53 deg 44 52.200, 1
53 deg 44 53.400, 1
53 deg 44 57.030, 3
53 deg 44 58.200, 1
53 deg 44 58.800, 1
53 deg 45 10.800, 7
53 deg 45 11.320, 2
53 deg 45 13.800, 8
53 deg 45 14.400, 2
53 deg 45 15.600, 1
53 deg 45 25.680, 1
53 deg 45 28.000, 1
53 deg 45 31.000, 1
53 deg 45 31.800, 1
53 deg 45 32.220, 5
53 deg 45 37.038, 1
53 deg 45 37.059, 1
53 deg 45 37.161, 1
53 deg 45 37.181, 1
53 deg 45 40.000, 1
53 deg 45 42.600, 9
53 deg 45 42.620, 1
53 deg 45 43.040, 1
53 deg 45 43.160, 2
53 deg 45 43.200, 5
53 deg 45 46.200, 2
53 deg 45 51.000, 1
53 deg 45 53.400, 2
53 deg 45 55.000, 3
53 deg 45 56.981, 1
53 deg 45 9.160, 1
53 deg 46 0.000, 1
53 deg 46 1.729, 1
53 deg 46 12.034, 1
53 deg 46 12.730, 1
53 deg 46 12.760, 1
53 deg 46 13.200, 4
53 deg 46 13.210, 1
53 deg 46 13.620, 1
53 deg 46 13.800, 1
53 deg 46 14.340, 1
53 deg 46 14.580, 1
53 deg 46 16.694, 1
53 deg 46 19.800, 1
53 deg 46 20.203, 1
53 deg 46 20.834, 1
53 deg 46 20.944, 1
53 deg 46 20.951, 1
53 deg 46 21.007, 1
53 deg 46 22.071, 1
53 deg 46 24.600, 1
53 deg 46 28.913, 1
53 deg 46 36.662, 1
53 deg 46 38.000, 6
53 deg 46 4.800, 1
53 deg 46 42.765, 1
53 deg 46 42.977, 1
53 deg 46 42.984, 1
53 deg 46 46.800, 1
53 deg 46 47.400, 2
53 deg 46 48.000, 1
53 deg 46 51.000, 2
53 deg 46 55.200, 1
53 deg 46 56.235, 2
53 deg 46 6.440, 1
53 deg 46 6.600, 2
53 deg 46 6.660, 1
53 deg 46 7.200, 1
53 deg 47 0.320, 1
53 deg 47 12.000, 1
53 deg 47 12.399, 1
53 deg 47 12.408, 1
53 deg 47 12.414, 1
53 deg 47 12.489, 1
53 deg 47 12.508, 1
53 deg 47 12.581, 1
53 deg 47 12.621, 1
53 deg 47 12.692, 1
53 deg 47 12.981, 1
53 deg 47 14.146, 1
53 deg 47 14.191, 2
53 deg 47 15.249, 1
53 deg 47 15.610, 1
53 deg 47 18.240, 1
53 deg 47 20.980, 1
53 deg 47 27.760, 1
53 deg 47 28.119, 1
53 deg 47 30.840, 1
53 deg 47 33.410, 1
53 deg 47 33.590, 1
53 deg 47 34.800, 6
53 deg 47 35.400, 2
53 deg 47 36.600, 1
53 deg 47 37.200, 1
53 deg 47 41.400, 1
53 deg 47 41.724, 1
53 deg 47 45.000, 4
53 deg 47 45.600, 1
53 deg 47 46.690, 1
53 deg 47 46.800, 1
53 deg 47 48.037, 1
53 deg 47 48.130, 1
53 deg 47 48.660, 1
53 deg 47 48.720, 2
53 deg 47 48.960, 2
53 deg 47 49.800, 1
53 deg 47 51.000, 1
53 deg 47 51.600, 2
53 deg 47 53.400, 1
53 deg 47 58.000, 17
53 deg 47 58.200, 1
53 deg 47 58.650, 1
53 deg 47 59.400, 1
53 deg 48 0.000, 1
53 deg 48 0.939, 1
53 deg 48 12.600, 1
53 deg 48 12.820, 3
53 deg 48 12.910, 1
53 deg 48 13.150, 4
53 deg 48 13.170, 2
53 deg 48 13.220, 1
53 deg 48 13.330, 1
53 deg 48 13.430, 8
53 deg 48 15.600, 1
53 deg 48 23.207, 1
53 deg 48 26.561, 1
53 deg 48 27.591, 1
53 deg 48 3.078, 2
53 deg 48 32.704, 1
53 deg 48 32.849, 1
53 deg 48 39.000, 2
53 deg 48 39.600, 1
53 deg 48 41.340, 1
53 deg 48 41.400, 2
53 deg 48 42.000, 2
53 deg 48 43.000, 1
53 deg 48 45.600, 1
53 deg 48 46.893, 1
53 deg 48 47.400, 1
53 deg 48 48.049, 1
53 deg 48 57.083, 1
53 deg 49 1.110, 1
53 deg 49 1.190, 2
53 deg 49 1.470, 3
53 deg 49 1.550, 1
53 deg 49 1.560, 3
53 deg 49 1.590, 1
53 deg 49 19.985, 1
53 deg 49 22.122, 1
53 deg 49 22.200, 1
53 deg 49 34.033, 1
53 deg 49 37.200, 1
53 deg 49 44.370, 1
53 deg 49 44.750, 1
53 deg 49 44.900, 1
53 deg 49 44.940, 1
53 deg 49 45.060, 2
53 deg 49 45.080, 1
53 deg 49 45.300, 1
53 deg 49 49.916, 1
53 deg 49 52.800, 5
53 deg 49 7.200, 1
53 deg 49 8.751, 1
53 deg 5 28.800, 1
53 deg 5 34.000, 2
53 deg 5 44.400, 1
53 deg 5 45.000, 1
53 deg 5 46.800, 10
53 deg 5 47.400, 1
53 deg 5 49.800, 4
53 deg 5 51.563, 1
53 deg 5 55.151, 1
53 deg 5 55.153, 1
53 deg 5 55.189, 1
53 deg 5 55.250, 1
53 deg 5 55.397, 1
53 deg 5 55.469, 1
53 deg 5 55.476, 1
53 deg 5 55.600, 1
53 deg 5 55.731, 1
53 deg 5 56.000, 2
53 deg 5 56.268, 1
53 deg 5 56.873, 1
53 deg 5 57.000, 1
53 deg 5 57.968, 1
53 deg 5 58.023, 1
53 deg 5 58.028, 1
53 deg 50 0.060, 1
53 deg 50 16.200, 1
53 deg 50 18.950, 1
53 deg 50 22.800, 5
53 deg 50 23.400, 8
53 deg 50 25.308, 1
53 deg 50 25.445, 1
53 deg 50 25.457, 1
53 deg 50 25.565, 1
53 deg 50 25.571, 1
53 deg 50 25.686, 1
53 deg 50 25.697, 1
53 deg 50 25.800, 1
53 deg 50 25.812, 1
53 deg 50 26.046, 1
53 deg 50 34.200, 1
53 deg 50 36.000, 1
53 deg 50 40.887, 1
53 deg 50 49.890, 1
53 deg 50 50.010, 1
53 deg 50 50.110, 1
53 deg 50 50.150, 1
53 deg 50 50.160, 2
53 deg 50 50.230, 1
53 deg 50 50.240, 2
53 deg 50 50.310, 1
53 deg 50 50.330, 1
53 deg 50 50.420, 1
53 deg 50 51.180, 2
53 deg 50 51.318, 1
53 deg 50 51.370, 1
53 deg 50 52.100, 1
53 deg 50 7.617, 1
53 deg 51 1.800, 2
53 deg 51 10.368, 1
53 deg 51 24.000, 1
53 deg 51 25.636, 1
53 deg 51 25.800, 1
53 deg 51 26.400, 2
53 deg 51 34.793, 2
53 deg 51 37.027, 1
53 deg 51 37.059, 1
53 deg 51 37.710, 1
53 deg 51 37.803, 1
53 deg 51 38.169, 1
53 deg 51 38.366, 1
53 deg 51 38.409, 1
53 deg 51 38.593, 9
53 deg 51 38.736, 1
53 deg 51 38.770, 1
53 deg 51 38.875, 1
53 deg 51 39.042, 1
53 deg 51 39.614, 1
53 deg 51 39.645, 1
53 deg 51 40.052, 1
53 deg 51 46.200, 1
53 deg 51 52.451, 1
53 deg 51 53.400, 2
53 deg 51 58.200, 2
53 deg 51 58.360, 1
53 deg 51 58.800, 3
53 deg 51 59.400, 2
53 deg 51 59.870, 1
53 deg 52 0.000, 2
53 deg 52 15.347, 1
53 deg 52 17.146, 1
53 deg 52 3.830, 1
53 deg 52 4.020, 1
53 deg 52 4.030, 1
53 deg 52 4.100, 2
