ifdg_GPSImgDirection ,Count
10832/329, 1
10832/35, 1
10832/499, 1
10832/69, 1
108321/436, 1
108325/414, 1
10833/100, 1
10833/142, 1
108342/709, 1
10835/100, 1
10835/252, 1
10835/782, 1
108358/443, 1
10836/89, 1
108370/379, 1
108371/337, 1
108375/694, 1
108377/1356, 1
10839/227, 1
10840/100, 1
10840/859, 1
108404/333, 2
108418/305, 1
108421/379, 1
10843/142, 1
10844/100, 1
10845/100, 1
10845/1564, 1
10845/1678, 1
108454/343, 1
108457/7279, 1
108459/941, 1
10846/111, 1
108469/959, 1
10847/142, 1
10847/65, 1
10848/221, 1
108485/397, 1
10849/97, 1
10850/100, 13
108504/505, 1
108529/399, 1
108529/941, 1
10853/2048, 1
10853/242, 1
10853/59, 1
10854/175, 1
10854/359, 1
10855/79, 1
108557/361, 1
108559/887, 2
10856/509, 1
108565/441, 1
10858/309, 1
108588/595, 1
10859/451, 1
108595/742, 1
10861/337, 1
10861/729, 1
108611/392, 1
10862/897, 1
108621/550, 1
108625/311, 2
108627/311, 1
108629/501, 1
10863/590, 1
10864/187, 1
108641/379, 1
108649/403, 1
10865/248, 1
10865/632, 1
10865/83, 1
108651/350, 1
108656/1127, 1
108657/308, 1
108663/401, 1
10868/179, 1
108681/403, 1
108688/385, 1
108691/481, 1
108695/798, 1
108697/1220, 1
108697/314, 1
1087/4, 1
10871/300, 1
108712/307, 1
108715/389, 1
10872/137, 1
10873/535, 1
10874/145, 1
10874/53, 1
10875/100, 10
108754/339, 1
108755/406, 1
108756/365, 1
10877/38, 1
10877/695, 1
108770/401, 1
108778/355, 1
108781/342, 1
108791/447, 1
108792/359, 1
108799/507, 1
108804/533, 1
10881/296, 1
10881/77, 1
10881/800, 1
10881/92, 1
10884/107, 1
10885/100, 2
10885/164, 1
10885/234, 1
10885/31, 1
10885/69, 1
108854/359, 1
108855/433, 1
108859/2516, 1
10886/79, 1
10887/376, 1
108874/343, 1
10889/139, 1
10889/197, 1
10889/425, 1
108895/443, 1
108898/313, 2
10892/107, 1
10892/2777, 1
10893/130, 1
108931/608, 1
10894/115, 1
10894/43, 1
108947/304, 1
10895/152, 1
10895/248, 1
10895/54, 1
10895/56, 1
10895/94, 1
108957/340, 1
10896/119, 1
10897/252, 1
10897/585, 1
108971/397, 1
108973/341, 1
10898/7255, 1
10899/74, 1
109/1, 8
109/100, 1
10900/100, 19
109002/373, 1
109003/387, 1
109007/798, 1
10901/1281, 1
10901/89, 2
109011/467, 1
109019/379, 1
109021/1310, 1
109025/538, 1
109025/717, 1
109027/835, 1
109051/318, 1
109061/342, 1
109068/341, 1
109083/422, 1
109084/397, 1
10909/2106, 1
10909/333, 1
1091/4, 2
10910/141, 1
10910/219, 1
109103/394, 1
109111/366, 1
109121/359, 1
109132/379, 1
10915/443, 1
10915/642, 1
109150/711, 1
109157/437, 1
109159/306, 1
10916/100, 2
109168/459, 1
10917/100, 1
10919/2021, 1
10920/443, 1
10921/279, 2
10922/37, 1
10922/79, 1
109223/621, 1
109225/798, 1
10923/49, 1
109234/521, 1
109244/443, 1
109249/2029, 1
10925/100, 8
109251/343, 1
109255/371, 1
109258/325, 1
109259/371, 1
109280/361, 1
10929/100, 2
10929/55, 5
10930/141, 1
10931/242, 1
10931/301, 1
10931/61, 1
109318/455, 1
10932/439, 1
10933/141, 1
10933/142, 1
10933/85, 1
109336/885, 1
109348/435, 1
10935/116, 1
10935/64, 1
109350/389, 1
109359/533, 1
109361/562, 1
109367/468, 1
109367/488, 1
10938/85, 1
10940/100, 1
10940/347, 1
10940/69, 1
10941/100, 1
109411/348, 1
10943/694, 1
109436/435, 1
109436/583, 1
109449/553, 1
109456/427, 1
109457/1409, 1
109457/358, 1
109462/349, 1
109467/328, 1
10947/68, 1
10948/2399, 1
109487/1800, 1
10949/252, 1
10949/493, 1
10949/578, 1
109491/2705, 1
109497/431, 1
1095/4, 1
10950/100, 9
10950/193, 1
109509/385, 1
109510/359, 1
109513/904, 1
10952/131, 1
109523/306, 1
109529/433, 1
109536/311, 1
10954/79, 1
10955/582, 1
109561/325, 1
1095637/3273, 1
109567/382, 1
10957/100, 1
10958/661, 1
109583/1392, 1
109583/315, 1
109589/382, 1
109591/4057, 1
109597/831, 1
109603/444, 1
109607/416, 1
10961/105, 1
10961/905, 1
109619/341, 1
109624/413, 1
109629/454, 1
10963/2763, 1
109633/381, 1
109634/597, 1
10964/43, 1
10964/631, 1
10964/901, 1
109649/355, 1
109651/530, 1
10966/277, 1
109664/1005, 1
109667/2101, 1
10967/556, 1
109672/351, 1
109687/443, 1
109688/351, 1
1097/4, 2
10970/291, 1
10970/303, 1
109705/922, 2
10971/125, 1
10971/229, 1
109716/317, 1
109733/467, 1
10975/100, 11
10975/37, 1
10975/499, 1
109756/1149, 1
10977/682, 1
109788/361, 1
10979/190, 1
109793/383, 1
109796/551, 1
10980/100, 1
109817/321, 1
109819/321, 1
10982/941, 1
109825/1801, 1
10984/413, 1
109841/410, 1
109855/457, 1
109861/703, 1
109866/401, 1
10987/342, 1
109889/588, 1
10989/106, 1
10989/226, 1
1099/4, 1
10990/69, 1
10990/89, 1
109902/577, 1
10991/113, 1
10991/186, 1
10991/62, 1
109927/334, 1
109929/482, 1
109971/544, 1
109976/1305, 1
109981/328, 1
10999/151, 1
10999/39, 1
10999/41, 1
10999/430, 1
109991/1997, 1
109995/781, 1
109997/338, 1
11/1, 12
110/1, 5
1100/10, 1
1100/100, 14
11000/100, 19
110003/329, 1
110004/383, 1
11002/149, 1
11002/67, 1
110027/463, 1
11003/34, 1
11005/2092, 1
110056/359, 1
110069/781, 1
11007/191, 1
110087/319, 1
110087/344, 1
11009/100, 1
11009/104, 1
11009/1130, 1
11009/116, 1
11009/153, 1
110096/337, 1
1101/4, 1
11011/68, 1
11012/251, 1
110122/4087, 1
11013/47, 1
110134/481, 1
110137/1600, 1
110137/400, 1
11014/173, 1
11014/39, 1
11014/55, 1
110143/503, 1
110144/507, 1
110145/404, 1
110161/719, 1
110168/1191, 1
11017/146, 1
11017/82, 1
11018/67, 1
11018/97, 1
110180/317, 1
11019/55, 1
11019/85, 1
110191/513, 1
110196/575, 1
1102/31, 1
1102/5, 1
11020/63, 1
110215/351, 1
11023/1018, 1
11023/40, 1
11023/92, 1
110233/411, 1
11025/100, 6
11025/1177, 2
110257/869, 1
11027/32, 1
11027/63, 1
110297/420, 1
110303/497, 1
110309/402, 1
11031/352, 1
110314/609, 1
110323/574, 1
110324/725, 1
11033/536, 1
11033/54, 1
110335/376, 1
11035/302, 1
11035/43, 1
11035/84, 1
110353/392, 1
110357/371, 1
110362/373, 2
11037/185, 1
11038/129, 1
110383/596, 1
11039/44, 1
110399/333, 1
11040/89, 1
110403/5434, 1
11041/54, 1
11042/39, 1
110425/598, 1
110426/435, 1
11043/896, 1
110437/385, 1
11044/171, 1
110441/705, 1
110448/443, 1
11045/63, 1
110456/641, 1
110464/977, 1
110468/577, 1
11047/100, 1
11047/46, 1
11048/65, 1
11049/151, 1
11049/152, 1
11049/167, 1
1105/4, 1
11050/100, 8
11050/487, 1
110512/1237, 1
11052/229, 1
11053/352, 1
110541/316, 1
11056/111, 1
11056/391, 1
11056/647, 1
110567/791, 1
11057/1168, 1
11057/173, 1
11057/405, 1
11057/70, 1
11058/1231, 1
11058/55, 1
11059/51, 2
110591/443, 1
1106/1635, 1
11060/123, 1
11060/89, 1
110604/943, 1
11062/100, 1
110623/343, 1
11063/151, 1
110631/370, 1
110639/617, 1
11064/275, 1
11065/117, 1
110651/822, 1
11066/100, 2
11066/123, 1
11066/39, 1
11067/67, 1
11068/51, 1
110681/2048, 1
110689/363, 1
11069/311, 1
11070/100, 1
110708/373, 1
11071/275, 1
110714/445, 1
110717/1117, 1
11072/171, 1
110727/314, 1
11073/100, 1
11073/187, 1
110731/321, 1
110744/321, 1
110745/392, 1
11075/100, 3
11075/188, 1
11075/444, 1
11075/71, 1
110756/363, 1
11076/631, 1
11077/1985, 1
11078/100, 2
11078/307, 1
11079/143, 1
110791/561, 1
11081/88, 1
11082/100, 1
110821/313, 1
110821/550, 1
11083/291, 1
110839/2468, 1
11084/245, 1
110841/521, 1
110845/974, 1
11085/32, 1
110866/425, 1
11087/503, 1
110873/416, 1
110884/1251, 1
110887/309, 1
11089/109, 1
11089/123, 1
11089/974, 1
110905/564, 1
110907/718, 1
11091/79, 1
110912/493, 1
11093/690, 1
11094/619, 1
11094/661, 1
110941/366, 1
11095/100, 1
110950/387, 1
11096/123, 1
11098/119, 1
11099/496, 1
111/1, 4
111/2, 1
11100/100, 25
11100/479, 1
11101/228, 1
11101/469, 1
111013/436, 1
111029/343, 1
111031/534, 1
11104/123, 1
11105/211, 1
11105/307, 1
111050/701, 1
11106/85, 1
111066/421, 1
11107/2754, 1
111071/645, 1
111075/397, 1
111079/390, 1
111087/568, 1
11109/131, 1
11109/331, 1
11109/61, 1
11109/820, 1
111092/375, 1
111093/347, 1
111097/515, 1
11110/251, 1
11110/337, 1
111105/388, 1
11111/380, 1
11111/824, 1
111110/311, 3
111118/403, 1
111122/405, 1
11113/358, 1
11113/41, 1
11113/650, 1
111143/338, 1
111145/336, 1
111156/401, 1
11116/79, 1
111175/309, 1
111177/347, 1
111177/370, 1
11118/100, 1
111187/952, 1
111189/992, 1
11119/274, 1
11120/100, 1
111215/1751, 1
111219/562, 1
11122/609, 1
111220/379, 1
11123/37, 1
11123/67, 1
111238/331, 1
111245/892, 1
11125/100, 14
11125/36, 1
111251/381, 1
111257/1132, 1
11127/323, 1
111271/422, 1
111277/556, 1
11128/761, 1
11129/148, 1
111303/448, 1
11131/192, 1
11131/487, 1
11132/4513, 1
111320/1317, 1
111320/381, 1
11133/268, 1
11133/41, 1
111334/899, 1
11135/124, 1
11135/33, 1
111354/629, 1
111359/387, 1
111364/567, 1
11137/85, 1
111379/855, 1
11139/394, 1
111391/379, 2
111393/664, 1
11141/129, 1
11141/45, 1
111415/504, 1
111422/883, 1
111427/365, 1
11143/752, 1
111441/391, 1
11146/151, 1
111469/716, 1
11147/81, 1
11148/151, 1
111495/1262, 1
111498/407, 1
1115/4, 3
11150/100, 7
11151/512, 1
11151/58, 1
111522/425, 1
11154/100, 1
111541/331, 1
111543/322, 1
111554/317, 1
111563/595, 1
111567/749, 1
11157/215, 1
11159/108, 1
11159/42, 1
11159/72, 1
11159/73, 1
11160/1951, 1
11160/91, 1
111601/843, 1
11161/1821, 1
111614/369, 1
11163/130, 1
11163/134, 1
11164/93, 1
11165/166, 1
111660/673, 1
111661/454, 1
11167/38, 1
11168/215, 2
11168/47, 1
11168/49, 1
11168/87, 1
111681/418, 1
11169/152, 1
11169/583, 1
11171/396, 1
111719/350, 1
111727/706, 1
11173/100, 1
11173/53, 1
11173/58, 1
11173/59, 1
111737/616, 1
11175/100, 8
11176/71, 1
111769/425, 1
11178/41, 1
11178/955, 1
1118/100, 1
11180/167, 1
11181/220, 1
11181/85, 1
111817/511, 1
111829/397, 1
11183/230, 1
11183/47, 1
11183/680, 1
111835/439, 1
11184/37, 1
11184/49, 2
111845/694, 1
11185/64, 1
111857/1024, 1
11186/100, 1
111862/523, 1
11187/115, 1
11187/41, 1
111871/317, 1
111871/401, 1
11188/289, 1
11188/59, 1
11188/67, 1
111890/339, 1
1119/4, 1
11190/37, 1
11191/562, 1
111913/473, 1
111917/994, 1
111925/491, 1
11194/135, 1
11195/333, 1
111950/361, 1
11196/37, 1
11197/923, 1
11197/935, 1
111971/312, 1
111976/421, 1
11198/149, 1
11199/272, 1
112/1, 11
1120/10, 1
1120/100, 1
1120/11, 1
11200/100, 21
112003/360, 1
11201/200, 1
112027/1283, 1
11203/215, 1
112045/491, 1
11205/64, 1
112051/401, 1
11207/53, 1
11207/66, 1
112073/371, 1
112075/387, 1
11210/159, 1
112111/583, 1
112129/530, 1
11213/231, 1
11213/284, 1
112147/404, 1
11215/324, 1
11215/393, 1
11215/98, 1
112159/439, 1
11216/927, 1
11217/236, 1
112179/521, 1
112188/341, 1
11219/402, 1
11219/432, 1
11219/478, 1
112199/330, 1
1122/367, 1
11220/47, 1
112205/381, 1
11221/36, 1
11221/711, 1
112218/431, 1
11223/100, 1
112231/535, 1
112234/487, 1
11225/100, 14
11225/537, 1
11225/561, 1
11226/100, 1
112263/325, 1
112263/5689, 1
11227/471, 1
112277/336, 1
11229/415, 1
112291/497, 1
11230/557, 1
112300/613, 1
112321/436, 1
112325/381, 1
112354/707, 1
112355/476, 1
112358/565, 1
11236/337, 1
112361/809, 1
11237/637, 1
11238/100, 1
11238/95, 2
11239/133, 1
112395/439, 1
1124/100, 1
11240/100, 1
11240/1351, 1
11241/100, 1
11242/1003, 1
11243/65, 2
11243/662, 1
112435/393, 1
11245/207, 1
11245/362, 1
11247/121, 1
11248/271, 1
112481/318, 1
112487/594, 1
11249/137, 1
11249/139, 1
11249/65, 1
1125/100, 11
11250/100, 79
11250/157, 1
11250/529, 1
11250/77, 1
112504/411, 1
11251/136, 1
11251/1637, 1
112519/333, 2
11252/129, 1
112524/1313, 1
112525/1181, 1
11253/599, 1
11253/70, 1
112531/413, 1
112537/330, 1
112549/457, 1
112550/459, 1
112551/368, 1
112551/460, 1
11256/395, 1
11256/787, 1
11257/127, 1
11257/39, 1
112577/394, 1
112579/1906, 1
11258/231, 1
112587/451, 1
112609/554, 2
11261/475, 1
112613/366, 1
112624/935, 1
112627/710, 1
11263/199, 1
112638/1241, 2
11264/125, 1
11264/753, 1
11265/164, 1
11265/6358, 1
112652/327, 1
11267/35, 1
11267/639, 1
11267/705, 1
11268/53, 1
11269/130, 1
11269/276, 1
11269/564, 1
112696/1403, 1
112698/571, 1
1127/4, 1
11270/100, 1
112700/317, 1
112704/1393, 2
112724/473, 1
11273/147, 1
11273/219, 1
11273/96, 1
112730/403, 1
112733/397, 1
11274/100, 1
112740/407, 1
11275/100, 16
11275/63, 1
112757/613, 1
112759/434, 1
11277/221, 1
112771/606, 1
112779/478, 1
11279/191, 1
11279/192, 1
11279/350, 1
112795/504, 1
1128053/4089, 1
112811/405, 2
112813/521, 1
112821/445, 1
112821/482, 1
11283/116, 1
11283/77, 1
112840/1093, 1
112845/382, 1
112867/409, 1
11287/276, 1
11287/813, 1
112877/758, 1
11288/143, 1
11288/275, 1
1129/20, 2
1129/5, 2
11290/477, 1
112901/323, 1
112903/403, 1
112909/382, 1
11292/100, 1
112925/2326, 1
112925/338, 1
11294/43, 1
112943/549, 1
112945/556, 1
11295/128, 1
11295/43, 1
11295/736, 1
112956/455, 1
11296/129, 1
112963/339, 1
11297/95, 1
11298/100, 1
11298/53, 1
112982/475, 1
112984/369, 1
11299/1629, 1
11299/284, 1
113/1, 9
113/4, 1
1130/1431, 2
11300/100, 23
11300/253, 1
11300/41, 1
113003/646, 1
11301/305, 1
11302/215, 1
113021/397, 1
113021/512, 1
11303/141, 1
11304/100, 1
11304/101, 1
11304/107, 1
113041/543, 1
113045/413, 1
113053/316, 1
11307/100, 1
11307/44, 1
11308/39, 1
113084/715, 1
11309/100, 1
11309/112, 1
11309/321, 1
11309/85, 1
113095/463, 1
113104/577, 1
1131081/4096, 1
11311/184, 1
11311/73, 1
113111/501, 1
11312/85, 1
11313/134, 1
113133/403, 1
113147/1235, 1
113149/419, 1
11315/81, 1
113151/361, 1
113153/457, 1
113158/375, 1
11317/100, 1
11317/122, 1
11317/344, 1
11318/100, 1
113182/561, 1
11319/229, 1
113197/1611, 1
11320/231, 1
113201/321, 1
113208/455, 1
11321/276, 1
11321/472, 1
113213/345, 1
113225/379, 1
11323/314, 1
113245/619, 1
113245/859, 1
11325/100, 11
113255/372, 1
113257/679, 1
11326/125, 1
11327/333, 1
113271/326, 1
113285/358, 1
11329/376, 1
11329/41, 1
1133/1876, 2
11330/277, 1
113303/343, 1
113312/657, 1
11332/115, 1
11333/712, 1
113331/446, 1
113335/408, 1
113345/509, 1
11335/232, 1
11335/32, 1
11335/618, 1
113350/339, 1
113351/344, 1
11336/201, 1
11336/317, 1
113360/341, 1
113369/594, 1
11337/100, 1
11337/47, 1
113371/437, 1
113374/971, 1
113387/384, 1
113387/574, 1
11339/156, 1
1134/100, 1
113402/549, 1
11341/36, 1
113432/329, 1
113437/582, 1
11345/113, 1
11347/97, 1
113471/454, 1
113479/324, 1
11348/219, 1
113482/395, 1
113497/645, 1
1135/4, 1
11350/100, 5
113508/421, 1
11351/143, 1
11351/457, 1
11351/46, 1
113510/689, 1
113511/355, 1
113533/375, 1
11355/92, 1
11356/111, 2
11356/141, 1
113564/419, 1
113569/346, 1
113571/428, 1
113581/387, 1
113582/639, 1
11359/2855, 1
113593/888, 1
113595/442, 1
11361/50, 1
113617/429, 1
113618/495, 1
11362/425, 1
11362/729, 1
113637/1412, 1
11364/799, 1
11365/52, 1
11365/94, 1
113651/336, 1
113668/497, 1
11367/278, 1
113675/452, 1
113676/379, 1
11368/95, 1
113682/403, 1
11369/271, 1
11369/469, 2
11370/719, 1
113701/684, 2
11371/443, 2
113717/333, 1
11372/1077, 1
11372/321, 1
113721/2033, 1
113727/440, 2
11374/127, 1
113744/2043, 1
11375/100, 9
11375/162, 1
11375/174, 1
11376/503, 1
11378/1459, 1
113783/324, 1
113783/341, 1
11379/782, 1
113791/764, 1
113799/326, 1
1138/63, 1
11380/49, 2
11382/361, 1
11383/304, 1
11383/65, 1
113834/387, 1
11385/248, 1
113853/365, 1
113863/353, 1
11387/68, 1
113871/565, 1
113881/339, 1
11389/100, 1
11389/185, 1
11389/38, 1
1139/233, 1
1139/4, 1
11390/100, 1
113909/967, 1
113920/2121, 1
11393/105, 1
11393/72, 1
113940/371, 1
113942/365, 1
11395/109, 1
11395/237, 1
11395/366, 1
11396/1065, 1
113965/519, 1
11398/249, 1
11398/273, 1
114/1, 10
11400/100, 17
114001/7267, 1
11401/100, 1
11401/125, 1
11401/906, 1
11402/100, 1
114027/386, 1
114035/429, 1
11404/249, 1
114046/339, 1
114046/429, 2
11405/100, 1
11405/319, 1
11405/37, 1
11405/59, 1
114053/461, 1
114056/507, 1
114059/493, 1
114059/575, 1
11406/115, 1
11406/133, 1
114063/340, 1
114074/399, 1
11409/100, 1
11409/112, 1
11409/55, 1
114093/1690, 1
114099/409, 1
1141/100, 1
1141/4, 1
114114/1063, 1
114124/323, 1
11413/115, 1
11413/53, 1
114140/631, 1
114170/737, 1
114183/646, 1
114185/644, 1
114186/689, 1
114189/1535, 1
11419/281, 1
11419/313, 1
11419/564, 1
114197/424, 1
11422/39, 1
11423/1821, 1
11423/193, 2
11423/687, 1
114233/524, 1
11424/505, 1
114249/533, 1
11425/100, 10
11425/156, 1
11425/178, 2
11425/36, 1
114255/631, 1
114266/319, 1
11427/100, 1
11427/1024, 1
114277/435, 1
1143/4, 1
11431/61, 1
11431/68, 1
114319/334, 1
114319/480, 1
11432/100, 1
11432/35, 2
114320/319, 1
114329/526, 1
11433/112, 1
114342/403, 1
114346/591, 1
114349/503, 1
11435/100, 1
11435/87, 1
114366/407, 1
11437/267, 1
11437/407, 1
11437/87, 1
114379/2966, 1
11438/81, 1
114381/335, 1
114386/365, 1
114387/1523, 1
11439/44, 1
114399/1063, 1
1144/1363, 1
11440/100, 1
114400/373, 1
11441/659, 1
114419/358, 1
11442/37, 1
11443/102, 1
114437/587, 1
114442/435, 1
114445/478, 1
114449/491, 1
114452/471, 1
11446/521, 1
114464/995, 1
114476/1017, 1
114476/383, 1
11448/100, 1
114483/631, 1
11449/256, 1
11449/355, 1
114491/341, 1
1145/6633, 1
11450/100, 7
11450/151, 1
11450/41, 1
11451/376, 1
114511/443, 1
114514/429, 1
114515/509, 2
11453/177, 1
114547/329, 1
11455/351, 1
11456/45, 1
11459/115, 1
11459/51, 1
11459/78, 1
114605/598, 1
11461/268, 1
114615/542, 2
114618/565, 1
114619/1467, 1
11462/3275, 1
114628/445, 1
11463/107, 1
114631/458, 1
114637/420, 1
114637/463, 1
114649/350, 1
11465/1157, 1
11465/91, 1
114665/328, 1
114668/815, 1
114669/1759, 1
11467/176, 1
11467/304, 1
11469/179, 1
11470/81, 1
114708/907, 1
11471/191, 1
114716/655, 1
114718/397, 1
114721/326, 1
11474/91, 1
114746/493, 1
11475/100, 14
114766/345, 1
11477/272, 1
11477/319, 1
11479/105, 1
11479/144, 1
11479/191, 1
11480/557, 1
11481/130, 1
11481/146, 1
114833/485, 1
114847/1443, 1
11489/117, 1
11489/2994, 1
11489/365, 1
114892/557, 1
1149/20, 1
11491/100, 1
11491/140, 1
11491/51, 1
11492/55, 1
11492/57, 1
114939/1627, 1
11495/123, 1
11497/107, 1
11497/172, 1
11497/197, 1
11497/837, 1
11499/101, 1
114992/997, 1
114993/425, 1
115/1, 10
1150/100, 8
11500/100, 17
115003/2048, 1
115006/323, 1
115009/1109, 1
115018/387, 1
115021/374, 1
115029/439, 1
11503/652, 1
11504/125, 1
11504/627, 1
115045/449, 1
11505/526, 1
115061/341, 1
11507/1268, 1
115072/743, 1
11509/681, 1
1151/4, 1
11511/374, 2
11511/47, 1
11511/56, 1
11511/94, 1
115112/363, 1
11512/3155, 1
115133/409, 1
115139/612, 1
115157/542, 1
11516/377, 1
11516/57, 1
115177/1272, 1
11518/41, 1
11518/45, 1
11518/97, 1
115181/338, 1
11519/83, 1
1152/5, 1
115202/321, 1
115208/597, 1
11521/158, 1
115218/413, 1
11522/85, 1
115228/487, 1
11525/100, 5
11526/1619, 1
11527/185, 1
11527/398, 1
11527/44, 1
11527/63, 1
11529/113, 1
115291/436, 1
11530/139, 1
11530/47, 1
11530/607, 1
11531/467, 1
11532/85, 1
11533/111, 3
11533/117, 1
11534/201, 1
11536/345, 1
115369/1028, 1
11537/251, 1
115373/407, 1
115373/652, 1
115376/885, 1
115377/455, 1
115387/1006, 1
11539/162, 1
11539/336, 1
115393/565, 1
11540/100, 1
11540/869, 1
115402/391, 1
115407/958, 1
115412/425, 1
115423/334, 1
11543/38, 1
11545/62, 1
115451/495, 1
11546/81, 1
115460/459, 1
11547/169, 1
11547/224, 1
11549/403, 1
11550/100, 8
115505/461, 1
11551/230, 1
11551/620, 1
115513/392, 1
11554/1285, 1
115541/334, 1
11557/100, 1
11557/66, 1
11557/72, 1
115578/511, 1
11558/311, 1
115589/467, 1
11560/307, 1
115601/448, 1
11561/211, 1
115614/325, 1
11563/110, 1
11563/180, 1
115637/4061, 1
11564/100, 1
11564/493, 1
115649/723, 1
11565/43, 1
11566/131, 1
115677/509, 1
11568/95, 1
11569/108, 1
11569/127, 1
11569/143, 1
115697/346, 1
11570/327, 1
11570/41, 1
11570/57, 1
115707/436, 1
115712/863, 1
115714/671, 1
115714/879, 1
11572/343, 1
11573/100, 1
11573/407, 1
11575/100, 12
11575/502, 1
115751/325, 1
115751/814, 1
11576/487, 2
115761/361, 1
115761/505, 1
11578/100, 1
11578/375, 1
115783/375, 1
11579/104, 1
11579/385, 1
11579/493, 1
1158/100, 1
11580/277, 1
11581/143, 1
115815/452, 1
115815/641, 1
11582/123, 1
115826/371, 1
115837/2717, 1
115837/563, 1
11584/47, 1
11584/73, 1
115843/801, 1
11585/52, 1
115863/610, 1
11588/785, 1
11588/79, 1
11589/293, 1
11589/67, 1
115894/465, 1
1159/104, 1
115900/507, 1
115907/694, 1
11591/60, 1
115913/704, 1
115928/353, 1
11593/1718, 1
11593/61, 1
115937/394, 1
115945/326, 1
115947/404, 1
115954/349, 1
115958/421, 1
11596/51, 1
115964/647, 1
115967/329, 1
11597/162, 1
11597/291, 1
11597/56, 1
11597/846, 1
115981/396, 1
11599/36, 1
11599/99, 1
115990/3307, 1
116/1, 8
1160/6849, 1
11600/100, 13
11601/76, 1
11602/127, 1
11602/1911, 1
11602/33, 1
11602/639, 1
116025/326, 1
116037/547, 1
11604/53, 1
11605/46, 1
11605/51, 1
11605/629, 1
116066/423, 1
11607/502, 1
116078/3233, 1
116081/339, 1
1161/4, 2
116101/668, 1
11611/100, 1
11611/378, 1
116110/439, 1
11612/617, 1
116123/362, 1
11613/100, 1
11613/533, 1
11613/590, 1
116157/460, 1
11617/107, 1
11617/346, 1
11617/69, 1
11617/74, 1
116171/675, 1
116175/331, 1
11618/657, 1
116187/844, 1
116192/1765, 1
11621/37, 1
11622/823, 1
116223/355, 1
116236/2427, 1
11624/191, 1
116240/1347, 1
11625/100, 11
11625/34, 1
11625/59, 1
11625/776, 1
116257/805, 1
116273/326, 1
11628/35, 1
116283/815, 1
116287/368, 1
116287/4083, 1
1163/4, 1
1163/7, 2
116309/1021, 1
11631/388, 1
116313/565, 1
11633/34, 1
11633/35, 1
11633/609, 1
11633/65, 1
116341/559, 1
116341/891, 1
11635/302, 1
11635/63, 1
116357/403, 1
116361/394, 1
116362/325, 1
11639/105, 1
116397/425, 1
116404/447, 1
116405/354, 1
116405/427, 1
11641/128, 1
116413/877, 1
116417/419, 1
11643/230, 1
11643/350, 1
11643/95, 1
116441/367, 1
11647/911, 1
116473/918, 1
116475/344, 1
116487/1067, 1
11649/391, 1
1165/4, 1
11650/100, 9
11650/779, 1
116503/497, 2
11651/100, 1
11651/43, 1
11651/44, 1
11651/796, 1
116539/596, 1
11654/835, 1
11655/562, 1
116551/509, 2
11656/471, 1
116566/387, 1
11657/134, 1
11657/2048, 1
116597/352, 1
116598/361, 1
1166/100, 1
11661/37, 1
116617/725, 1
116618/371, 1
116625/406, 1
116625/473, 1
116629/727, 1
11663/105, 1
11663/113, 1
11663/204, 1
11663/559, 1
116647/2048, 1
11667/809, 1
116673/491, 1
116677/502, 1
11668/137, 1
11668/239, 1
116701/1636, 1
11671/76, 1
11671/928, 1
11672/117, 1
11672/257, 1
11672/509, 1
116721/577, 1
116721/716, 1
116723/1089, 1
116741/452, 1
116743/13098, 1
116747/384, 1
11675/100, 6
11675/62, 1
116753/1055, 1
116760/403, 1
116766/629, 1
11677/1715, 1
116770/1219, 1
11678/37, 1
11678/41, 1
11678/75, 1
116784/551, 1
11679/248, 1
11679/295, 1
11679/56, 2
11681/35, 1
11681/435, 1
11682/41, 1
11682/685, 1
11683/747, 1
11685/218, 1
11685/443, 1
11685/53, 1
116853/391, 1
116856/1603, 1
116863/1350, 1
116867/415, 1
11687/204, 1
116879/452, 1
116886/373, 1
11689/189, 1
1169/4, 1
116903/722, 1
11691/158, 1
11691/85, 2
116918/353, 2
116929/393, 1
116936/509, 1
11694/100, 1
116941/360, 1
116941/422, 1
116943/341, 1
116943/916, 1
11695/3691, 1
116950/467, 1
116959/849, 1
11696/243, 1
116975/518, 1
11698/471, 1
116983/347, 1
11699/372, 1
