ifdg_GPSImgDirection ,Count
8/1, 7
80/1, 7
800/100, 23
8000/100, 12
80001/277, 1
80011/360, 1
80013/605, 1
80014/343, 1
8002/37, 1
80031/1003, 2
80033/282, 1
80036/467, 1
80037/1627, 1
80041/304, 1
8005/3183, 2
80051/269, 1
80055/262, 1
80055/298, 1
80056/251, 1
80058/233, 1
8006/141, 1
8006/3047, 1
8006/311, 1
80073/260, 1
80077/803, 1
80079/572, 1
8008/127, 1
8008/149, 1
80081/307, 1
80082/449, 1
80083/363, 1
80087/403, 1
80092/309, 1
80098/227, 2
801/16384, 1
80111/408, 1
80117/313, 1
8012/107, 1
80123/732, 1
80124/373, 1
8013/1528, 1
80135/393, 1
8014/181, 1
8014/61, 1
80143/720, 1
80147/542, 1
8015/100, 1
80151/224, 1
80153/300, 1
80167/335, 1
8017/996, 1
80176/897, 1
80179/1071, 1
80181/230, 1
80182/2065, 1
80183/798, 1
80189/382, 1
80189/487, 1
80199/290, 1
8020/39, 1
80201/241, 1
8021/105, 1
80212/485, 1
80214/299, 1
80215/239, 1
80224/421, 1
8025/100, 12
8025/4069, 1
80251/236, 1
80252/429, 1
80258/243, 1
80263/302, 1
80269/316, 1
80269/317, 1
8027/4099, 1
80272/263, 1
80284/229, 2
80289/431, 1
80291/292, 1
80296/423, 1
8030/223, 1
8030/43, 1
80301/335, 1
80303/232, 1
80305/322, 2
80307/256, 1
80313/290, 1
80317/550, 1
80319/232, 1
8032/63, 1
80327/493, 1
80330/321, 1
80335/958, 1
80341/224, 1
80342/291, 1
80345/547, 1
80349/353, 1
8035/113, 1
8035/27, 1
8035/396, 1
80353/244, 1
80357/385, 1
80359/298, 1
80359/344, 1
80359/585, 1
8036/51, 1
80364/251, 1
80366/227, 1
8037/122, 1
8038/243, 1
80389/345, 1
80391/512, 1
8041/100, 1
8041/75, 1
80415/233, 1
80416/225, 1
80419/1150, 1
8042/87, 1
80421/281, 1
8044/81, 1
80449/403, 1
80453/262, 1
80454/1601, 1
80456/243, 1
80459/298, 1
80459/302, 1
80459/410, 1
8046/25, 1
80467/491, 1
8047/1767, 1
8047/282, 3
80473/303, 1
80473/385, 1
80474/277, 1
80475/458, 1
80482/547, 1
80484/269, 1
80489/234, 1
8049/241, 1
80491/392, 1
80497/229, 1
80499/451, 1
8050/100, 10
8050/1097, 1
80501/365, 1
80501/536, 1
80507/397, 1
8051/100, 1
8051/168, 1
8051/1686, 1
8051/662, 1
80511/464, 1
80512/257, 1
80529/2785, 1
8053/100, 1
8053/43, 1
8054/761, 1
80548/419, 1
80551/318, 1
80553/230, 1
80559/275, 1
80559/848, 1
8056/109, 1
80566/245, 1
80567/367, 1
8057/472, 1
8057/719, 1
80573/327, 1
80575/408, 1
8058/100, 1
80584/243, 1
80585/259, 1
80587/336, 1
80588/245, 1
80593/401, 1
80609/256, 1
8061/289, 1
8061/82, 1
80611/270, 1
80611/322, 2
8062/167, 1
8062/471, 1
80621/295, 1
80626/243, 1
80627/326, 1
8063/100, 1
8063/23, 1
80631/326, 1
80635/1024, 1
8065/24, 1
80656/259, 1
80657/262, 1
80657/306, 1
80660/487, 1
80665/422, 1
80671/245, 1
80671/536, 1
80677/265, 1
80677/637, 1
80679/2486, 1
8068/459, 1
80680/241, 1
80680/321, 1
80692/457, 1
80693/329, 1
80697/230, 1
807/4, 2
80701/253, 1
80701/411, 1
80705/306, 1
80707/281, 1
80715/262, 1
8073/100, 1
80735/242, 1
80736/235, 1
80737/226, 1
80738/523, 1
80739/274, 1
80743/1902, 1
80747/245, 1
8075/100, 11
80756/349, 1
80757/476, 1
80761/289, 1
80765/239, 1
80779/381, 1
80781/445, 1
8079/37, 1
80803/378, 1
80804/261, 1
80807/565, 1
8081/100, 1
8081/49, 1
8081/830, 1
80812/319, 1
808125/2339, 1
80818/321, 1
8083/134, 1
80831/309, 1
80834/467, 1
8084/27, 1
80847/424, 1
8085/23, 1
80854/605, 1
8087/189, 1
80873/328, 1
80879/374, 1
80884/353, 1
80887/307, 1
8089/137, 1
8089/36, 1
8089/91, 1
80893/422, 1
80896/245, 1
80897/289, 1
80897/698, 1
80904/925, 1
80915/341, 1
8092/495, 2
8092/515, 1
80921/393, 1
8093/100, 1
80936/463, 1
8094/2039, 1
8094/253, 1
80953/864, 1
80959/844, 1
80964/233, 1
80964/263, 1
80972/313, 1
80976/235, 1
809825/3449, 1
80989/380, 2
8099/31, 1
8099/50, 1
80992/705, 1
80995/318, 1
80997/299, 1
81/1, 11
81/2, 1
8100/100, 18
81001/318, 1
81009/248, 1
8102/679, 1
81021/322, 1
81025/237, 1
8103/335, 1
81034/303, 1
81035/728, 1
81051/329, 1
81051/418, 1
8106/100, 1
81067/549, 1
81069/361, 1
8107/142, 1
8107/211, 1
81071/302, 1
81081/239, 1
8109/23, 1
81093/299, 1
81093/337, 1
81094/255, 1
81095/243, 1
811/4, 1
8110/83, 1
81101/289, 1
81107/264, 1
8111/71, 1
81112/243, 1
81116/2491, 1
81118/317, 1
81119/230, 1
81119/272, 1
81128/259, 1
8113/156, 1
8113/24, 1
8113/31, 1
81131/381, 1
81132/743, 1
81134/973, 1
81141/388, 1
81153/250, 1
81153/466, 1
81154/243, 1
81156/467, 1
81159/697, 1
81166/345, 1
81167/1424, 1
81167/232, 1
8117/30, 2
8117/340, 1
8117/761, 1
81173/287, 1
81178/263, 1
81179/769, 1
81188/447, 1
8119/297, 1
8119/582, 2
81192/253, 1
81205/244, 1
81207/233, 1
8121/101, 1
8121/85, 1
81210/601, 1
81215/371, 1
81217/282, 1
8122/51, 1
81223/983, 1
81227/274, 1
81228/1217, 1
8123/530, 1
81245/2144, 1
8125/100, 8
81250/261, 1
81252/497, 1
81255/272, 1
81259/513, 1
81263/346, 1
81265/319, 2
81265/581, 1
81269/256, 1
8127/100, 1
81270/967, 1
81271/1840, 1
81271/322, 1
81277/489, 1
81292/1475, 1
813/4, 1
8131/258, 1
8131/57, 1
8131/79, 1
81314/393, 1
8132/191, 1
8132/295, 1
81328/395, 1
81329/1019, 1
8133/409, 1
8133/41, 2
8133/646, 1
81332/289, 1
81332/371, 1
81335/426, 1
81337/232, 1
81337/319, 1
8134/177, 1
81349/732, 2
81353/284, 1
81358/277, 1
8136/427, 1
81363/416, 1
8137/786, 1
81373/411, 1
81373/415, 1
81376/427, 1
81377/262, 1
8140/207, 1
81410/247, 1
81416/273, 1
81417/466, 1
81421/268, 1
81422/273, 1
81424/377, 1
81425/257, 1
81427/2029, 1
81427/355, 1
8143/1325, 1
81431/325, 1
81448/499, 1
8145/374, 1
8145/46, 1
81451/243, 1
81460/259, 2
81469/253, 1
81472/293, 1
81477/328, 1
81489/392, 1
8149/129, 1
8149/74, 1
815/100, 1
8150/100, 8
81501/262, 1
81510/311, 1
81511/283, 1
81521/739, 1
81526/283, 1
8153/41, 1
8153/518, 1
81533/365, 1
81536/841, 1
81537/233, 1
81539/32768, 1
8154/83, 1
81551/286, 1
8156/349, 1
8157/28, 1
81570/253, 1
81573/278, 1
81579/250, 1
81587/711, 2
8159/267, 1
81595/257, 1
81597/296, 1
81601/1362, 1
81607/269, 1
8161/41, 1
81611/372, 1
81614/545, 1
81621/299, 1
81622/251, 1
81627/265, 1
8163/265, 1
8163/563, 2
81634/309, 1
8164/100, 1
8164/63, 1
81640/1923, 1
81646/231, 1
8165/1516, 1
8165/27, 1
81650/607, 1
81657/262, 1
81663/308, 1
81668/251, 1
8167/1093, 1
8167/122, 1
8167/35, 1
8167/842, 1
81671/448, 1
81672/589, 1
81676/261, 1
81676/269, 1
81676/509, 1
81677/403, 1
8168/1025, 1
81685/359, 1
81685/491, 1
81687/286, 2
81688/241, 1
81689/377, 1
81694/537, 1
81695/288, 1
81696/293, 1
8170/329, 1
81703/465, 1
81707/393, 1
8171/231, 1
8171/57, 1
8171/65, 1
81713/438, 1
81715/276, 1
81715/319, 1
81715/517, 1
81722/231, 1
81723/245, 1
8173/390, 1
81731/1150, 1
81733/272, 1
8174/351, 1
81740/261, 1
817441/3120, 1
81748/679, 1
81748/697, 1
8175/100, 11
8175/307, 1
8175/713, 1
81751/256, 1
81757/345, 1
81758/257, 1
81759/233, 1
81761/244, 1
81762/379, 1
81763/457, 1
81766/323, 1
8177/100, 2
8177/227, 1
81773/489, 1
81775/1913, 1
8178/341, 1
81781/533, 1
81783/859, 1
8179/1224, 1
81791/484, 2
81793/243, 1
81797/297, 1
81798/239, 1
81798/401, 1
818/100, 1
81805/259, 1
8181/37, 1
8181/514, 1
8181/89, 1
81813/520, 1
81817/375, 1
81829/266, 1
81829/383, 1
8183/100, 1
81839/341, 1
81843/373, 1
81847/439, 1
8185/1257, 1
81850/1021, 1
81859/608, 1
8186/139, 1
81867/2965, 1
81869/245, 1
81877/249, 1
81877/364, 2
81878/1213, 1
8188/100, 1
8188/563, 1
8188/945, 1
81882/743, 1
8189/100, 1
8189/377, 1
81896/433, 1
81899/479, 1
81901/296, 1
81906/541, 1
81909/314, 1
8191/102, 1
81914/563, 1
81916/233, 1
81919/251, 1
8193/137, 1
8193/239, 1
8193/79, 1
81931/277, 1
81934/233, 1
819352/2337, 1
8194/149, 1
8194/89, 1
81946/407, 1
8195/563, 1
81954/673, 1
81963/257, 1
819630/5459, 1
8197/38, 2
81975/562, 1
81976/229, 1
81978/383, 1
81979/276, 1
8198/31, 1
8198/51, 1
8199/53, 1
8199/73, 1
81999/236, 1
82/1, 7
8200/100, 27
82007/2717, 1
8201/41, 1
82011/265, 1
82013/300, 1
82014/289, 1
82017/445, 1
82019/1756, 1
8202/349, 1
82029/659, 2
8203/28, 1
82034/489, 1
820354/2519, 1
82037/228, 1
82042/229, 1
82049/285, 1
82058/293, 1
8206/167, 1
82061/10882, 1
82065/737, 1
82069/279, 1
8207/361, 1
8207/772, 1
82079/432, 1
8208/100, 1
82091/352, 1
82095/239, 1
82097/317, 1
8210/153, 1
82103/257, 1
82107/353, 1
82108/341, 1
82109/261, 1
8211/118, 1
82113/760, 1
8212/23, 1
8212/55, 1
82123/250, 1
82127/336, 1
82133/1158, 1
82137/230, 1
82139/255, 1
82140/269, 1
82141/229, 1
82141/252, 1
82144/297, 1
82145/328, 1
82159/334, 1
82160/241, 1
82160/303, 1
82162/337, 1
82169/1292, 1
82171/402, 1
82183/279, 1
82187/359, 1
8219/30, 1
82197/401, 1
822/55, 1
8221/149, 1
82213/721, 1
82215/3011, 1
8222/1073, 1
8222/149, 1
8222/397, 1
82225/386, 2
82230/1411, 1
82235/592, 1
8224/381, 1
82240/781, 1
82246/497, 1
8225/100, 4
8225/111, 1
822574/4227, 1
82260/421, 1
82263/277, 1
8227/119, 2
82275/346, 1
8228/113, 1
82287/307, 1
82287/413, 1
82289/331, 1
82297/453, 1
82299/337, 1
823/4, 1
8230/73, 1
82304/249, 1
82309/4332, 1
82313/232, 1
82315/229, 1
82316/443, 1
82319/299, 1
82325/244, 1
82328/361, 1
8233/108, 1
82333/272, 1
82334/239, 1
82335/416, 1
82345/251, 1
82349/231, 1
8235/128, 1
8235/587, 1
82353/235, 1
82357/255, 1
82358/411, 1
82367/256, 1
82367/512, 1
823681/3120, 1
82369/355, 1
8238/101, 1
8238/53, 1
82383/233, 1
82386/241, 1
8239/100, 1
8239/219, 1
8239/222, 1
82394/285, 1
823966/2339, 1
824/43673, 1
8240/397, 1
82400/337, 1
82403/359, 1
8241/190, 1
82413/266, 1
82417/241, 1
82419/305, 1
8244/197, 1
82450/993, 1
82456/637, 1
82467/470, 1
82475/349, 1
82475/396, 1
8248/909, 1
82483/313, 1
8249/70, 1
82490/267, 1
82494/251, 1
82495/907, 1
825/100, 10
8250/100, 16
8251/1727, 1
8251/820, 1
8251/895, 1
8252/61, 1
82522/243, 1
82525/238, 1
82528/249, 1
82533/443, 1
8254/43, 1
82541/299, 1
82541/514, 1
82547/711, 1
8255/433, 1
8255/61, 1
82557/244, 1
82570/541, 1
82573/232, 1
82573/237, 1
8258/1595, 1
82580/381, 1
82588/293, 1
82588/299, 1
8259/23, 1
82591/794, 1
82595/256, 1
82599/238, 1
8260/123, 1
82604/777, 1
82605/307, 1
82605/313, 1
82608/487, 1
82609/512, 2
8261/100, 1
8261/31, 1
8261/629, 1
82611/379, 1
82612/331, 1
82616/233, 1
82616/453, 1
82619/285, 1
82619/406, 1
8262/559, 1
82621/527, 1
82622/375, 1
82623/583, 1
8263/76, 1
82633/521, 1
82634/375, 1
82642/1055, 1
82643/294, 1
82649/319, 1
82649/379, 1
82655/313, 1
82655/383, 1
82656/683, 1
82662/287, 1
82663/585, 1
82666/263, 1
82669/547, 1
8267/72, 1
8267/93, 1
82673/362, 1
82679/277, 1
82679/355, 1
82679/711, 1
8268/167, 1
82688/349, 1
8269/382, 1
82690/277, 1
82706/329, 1
82708/297, 1
82712/237, 1
82715/484, 1
82717/323, 1
82717/462, 1
82718/451, 1
82721/289, 1
82723/980, 1
8273/404, 1
82745/1147, 1
82745/426, 1
82746/353, 1
82748/573, 1
8275/100, 10
8275/41, 1
82753/252, 1
82756/243, 1
82759/270, 1
8276/100, 1
82769/283, 1
8277/140, 1
82771/236, 1
82771/610, 1
82784/239, 1
82784/355, 1
82787/313, 1
82787/349, 1
8279/189, 1
82792/439, 1
8281/24, 1
8281/3883, 1
82812/481, 1
82817/298, 1
8282/100, 2
8282/2411, 1
8283/662, 1
82831/1222, 1
82831/292, 1
82841/516, 1
82844/639, 1
82847/2048, 1
82849/459, 1
82852/347, 1
8286/55, 1
82862/415, 1
82863/724, 1
82865/337, 1
8287/265, 1
82871/244, 1
82873/257, 1
82877/637, 1
8288/33, 1
82882/253, 1
82886/393, 1
82889/948, 1
82891/250, 1
82903/1024, 1
82904/267, 1
82907/280, 1
82907/285, 1
82908/265, 1
8291/213, 1
82910/397, 1
82913/369, 1
82913/415, 1
82915/327, 1
8292/185, 1
82929/274, 1
8293/105, 1
8293/117, 1
8293/28, 1
8293/4485, 1
82933/266, 1
82939/575, 1
82941/313, 1
82949/258, 1
82949/342, 1
82951/326, 1
82952/269, 1
82961/278, 1
82962/769, 1
82966/263, 1
82969/364, 1
82971/236, 1
82971/239, 1
82973/270, 1
82978/365, 1
82979/237, 1
82983/314, 1
82989/310, 1
8299/188, 1
8299/310, 1
8299/317, 1
8299/717, 1
82997/386, 1
83/1, 17
8300/100, 22
8300/63, 1
83004/307, 1
8301/256, 1
8301/484, 1
8302/243, 1
83037/242, 1
83044/633, 1
83045/307, 1
83047/269, 2
83053/686, 1
8306/57, 1
83062/337, 1
83069/507, 1
8307/68, 1
8307/847, 1
83071/1484, 1
8308/567, 1
8308/59, 1
83081/512, 1
83086/587, 2
83087/232, 1
83087/2335, 1
8309/842, 1
83094/241, 1
83105/233, 1
83107/744, 1
8311/383, 1
83111/297, 1
83115/1874, 1
8312/349, 1
8312/61, 1
83121/479, 1
8313/100, 1
8313/236, 1
83131/292, 1
83131/345, 1
83137/345, 1
83140/417, 1
83143/278, 1
83144/249, 1
8315/168, 1
83152/653, 1
8316/71, 1
83167/1102, 1
83173/348, 1
83187/274, 1
83188/451, 1
83189/332, 1
8319/71, 1
83194/741, 1
83195/341, 1
8320/149, 1
8320/369, 1
83201/274, 1
832046/2339, 1
8321/520, 1
8321/969, 1
8322/197, 1
83225/746, 1
83227/391, 1
83244/401, 1
83247/323, 1
8325/100, 11
83250/1697, 1
83258/289, 1
83262/431, 1
8327/178, 1
8327/567, 1
83273/280, 1
83274/371, 1
8328/2041, 1
8328/239, 1
8328/319, 1
8328/43, 2
8328/905, 1
83283/985, 1
83285/381, 1
83296/245, 1
83297/254, 1
833/4, 1
8330/127, 1
8330/1387, 1
83309/317, 1
83312/449, 1
83318/379, 1
8332/63, 1
83320/239, 1
83320/337, 1
83329/235, 2
8333/116, 1
8333/59, 1
83330/307, 1
83332/327, 1
83333/819, 1
83338/409, 1
8334/137, 1
83341/326, 1
83349/316, 1
83355/472, 1
83357/271, 1
83358/313, 1
8336/143, 1
8336/199, 1
83361/365, 1
83373/400, 1
83375/311, 1
8338/315, 1
83386/2513, 1
83387/257, 1
83389/313, 1
83392/395, 1
83393/303, 1
83395/513, 1
8340/100, 1
83400/401, 2
83405/614, 1
83413/347, 1
83416/279, 1
8342/100, 1
8342/37, 1
83425/609, 1
8343/124, 1
8343/193, 1
83444/469, 1
8345/2591, 1
83450/249, 1
83451/263, 1
83455/1548, 1
83455/418, 1
83459/516, 1
83461/236, 1
83464/537, 1
83468/331, 1
8347/774, 1
83473/292, 2
83473/372, 1
83479/260, 1
8348/117, 1
8348/557, 1
8348/67, 1
83485/299, 1
83485/697, 1
8349/65, 1
83492/263, 1
83494/265, 1
83495/252, 1
8350/100, 12
83500/261, 1
8351/120, 1
8351/172, 1
83511/233, 1
83519/327, 1
8352/343, 1
83522/423, 1
83522/541, 1
8353/100, 1
8353/243, 1
8353/385, 1
83537/284, 1
8354/135, 1
83545/272, 1
83550/443, 1
83567/246, 1
83568/331, 1
83569/263, 1
83573/247, 1
83573/253, 1
8358/347, 1
83582/277, 1
83584/245, 1
8359/721, 1
83591/245, 1
83599/471, 1
8361/31, 1
83614/323, 1
83617/458, 1
83619/301, 1
83621/264, 1
8363/66, 1
83632/335, 1
83639/599, 1
83645/272, 1
83650/1161, 1
83651/246, 1
83664/503, 1
83677/300, 2
8368/193, 1
83681/310, 1
8369/100, 1
83692/415, 1
83704/819, 1
83706/247, 1
83709/418, 1
8371/149, 1
83725/258, 1
8373/290, 1
83731/236, 1
83737/968, 1
83744/383, 1
8375/100, 15
83753/261, 1
83754/805, 1
8376/827, 1
83761/398, 1
83767/344, 1
8377/26, 1
8377/639, 1
83777/254, 1
83778/359, 1
8378/111, 2
83787/293, 1
83789/353, 1
8379/1142, 1
83792/807, 1
83795/381, 1
83801/255, 1
83809/240, 1
8381/100, 1
83811/400, 1
83813/239, 1
83818/257, 1
83819/349, 1
83819/905, 2
8382/193, 1
83822/277, 1
83828/397, 1
83834/377, 1
83839/569, 1
8384/513, 1
83851/301, 1
83855/327, 1
83858/427, 1
83859/262, 1
83869/348, 1
8387/108, 1
8387/141, 1
83871/241, 1
83874/281, 1
8388/31, 1
83896/409, 1
839/4, 1
8390/27, 1
83904/235, 1
8391/2219, 2
83923/394, 1
83925/286, 1
8393/694, 1
83932/239, 1
83933/256, 1
83936/875, 1
83941/1572, 1
83949/239, 1
8395/151, 1
8395/421, 1
83951/600, 1
83959/706, 1
8396/173, 1
83962/451, 1
83967/302, 1
83967/335, 1
83968/345, 1
8397/364, 1
8398/109, 1
8398/553, 1
83987/548, 1
8399/42, 1
83997/1180, 1
84/1, 8
8400/100, 23
84004/373, 1
8401/181, 1
8402/100, 1
84025/1857, 1
84027/533, 1
84027/865, 1
84031/758, 1
84032/1055, 1
8404/223, 1
84041/1021, 1
84042/1019, 1
8405/29, 1
8405/53, 1
84051/295, 1
84067/252, 1
84069/487, 1
84071/330, 1
84081/296, 1
84082/1053, 1
84085/337, 1
8409/100, 1
8409/682, 1
84092/365, 1
84097/382, 1
841/4, 2
8410/161, 1
84101/1024, 1
84101/2522, 1
84113/477, 1
84116/1109, 1
84123/269, 1
84125/244, 1
84126/293, 1
84127/317, 1
8413/100, 1
84132/289, 1
8414/823, 1
8415/158, 1
84160/287, 1
84163/1876, 1
84165/268, 1
84167/284, 1
8417/159, 1
8417/410, 1
8417/50, 2
84171/446, 1
84183/614, 1
8419/430, 1
8419/51, 1
84196/803, 1
8420/100, 1
84202/257, 1
84202/401, 1
84211/287, 1
84212/279, 1
84214/277, 1
84217/348, 1
8422/69, 1
84226/367, 1
8423/34, 1
84243/263, 1
8425/100, 11
8425/494, 1
8425/554, 1
84251/300, 1
8426/25, 1
8426/273, 1
84267/359, 1
8427/100, 1
8427/43, 1
84276/1255, 1
84277/331, 1
8429/1532, 1
84295/289, 1
84296/291, 1
843/4, 1
8430/563, 1
84302/335, 1
84313/480, 1
84316/2097, 1
84321/337, 1
84321/365, 1
84326/245, 1
8433/100, 1
8433/259, 1
84337/1416, 1
84339/455, 1
8434/53, 1
84344/791, 1
84348/949, 1
84349/291, 1
8435/379, 1
84352/397, 1
84355/696, 1
84357/263, 1
84357/268, 1
84357/592, 1
84361/251, 1
84361/266, 1
84367/434, 1
8437/35, 1
8437/43, 2
8437/86, 1
84373/484, 1
84377/1294, 1
84379/697, 1
84381/299, 1
84385/237, 1
84386/1009, 1
84387/395, 1
8439/100, 1
84397/355, 1
84398/237, 1
8440/100, 1
84416/257, 1
84445/241, 1
8445/181, 1
8445/647, 1
8446/1145, 1
8446/115, 1
84461/268, 1
84465/302, 1
84475/2727, 1
84475/276, 1
84479/2175, 1
84484/255, 1
8449/37, 1
84491/316, 1
8450/100, 9
84503/237, 2
84503/543, 1
84507/235, 1
84507/302, 1
84509/445, 1
84509/755, 1
84511/247, 1
84515/274, 1
84517/271, 1
84518/325, 1
8452/1181, 1
8452/297, 1
8452/95, 1
84520/593, 1
84521/262, 1
84529/673, 1
8453/100, 1
8453/110, 1
8453/299, 1
8453/543, 1
8453/87, 1
84530/299, 1
84537/295, 1
84542/259, 1
84543/326, 1
84543/391, 1
8455/71, 1
84550/397, 1
84553/261, 1
84556/315, 1
84559/250, 1
8456/1417, 1
84563/487, 1
84565/296, 1
8457/262, 1
8457/43, 1
8457/524, 1
8458/117, 1
8458/27, 1
84583/393, 1
84587/568, 1
84589/315, 1
84591/313, 1
84595/239, 1
84601/271, 1
84602/297, 1
84603/242, 1
8461/129, 1
8461/35, 1
8461/65, 1
84611/728, 1
84623/274, 1
84625/281, 1
84627/541, 1
84644/575, 1
84645/371, 1
84646/577, 1
84647/240, 1
8465/188, 1
8465/43, 1
8465/77, 1
84653/239, 1
84653/256, 1
8466/89, 1
84660/253, 3
84667/276, 1
8467/100, 2
8467/378, 1
84673/514, 1
8468/499, 1
8468/571, 1
84680/241, 1
8469/41, 1
84695/1161, 1
84696/433, 1
84701/2153, 1
84705/361, 1
84706/255, 1
8471/100, 1
84712/725, 1
84723/251, 1
8473/104, 1
84731/292, 1
84731/415, 1
84748/239, 1
8475/100, 10
84751/502, 1
84752/387, 1
84754/301, 1
84757/757, 1
8476/977, 1
8477/234, 1
84772/373, 1
8479/2791, 1
84795/518, 1
84798/995, 1
84801/356, 1
84805/338, 1
84807/583, 1
8481/157, 1
84817/1081, 1
84830/247, 1
84847/258, 1
84847/271, 1
84847/542, 1
8485/58, 1
84851/1621, 1
84851/249, 1
8486/2143, 2
8486/713, 1
8486/763, 1
84865/239, 1
84871/253, 1
84875/268, 1
84876/511, 1
84879/619, 1
84887/387, 1
84888/241, 1
8489/371, 1
84899/341, 1
84899/4096, 1
849/100, 1
8491/117, 1
8491/2231, 1
8491/99, 1
84914/329, 1
84925/294, 1
84929/391, 1
84929/477, 1
8493/433, 1
84937/274, 1
84939/688, 1
84943/332, 1
84948/689, 1
8495/838, 2
84953/247, 1
84954/469, 1
8496/271, 1
84961/302, 1
8497/47, 1
8498/100, 1
84982/305, 1
84989/1874, 1
84989/252, 1
84995/581, 1
84997/250, 1
85/1, 11
850/100, 3
8500/100, 13
85000/247, 1
85007/258, 1
85008/239, 1
8501/194, 1
8501/58, 1
8501/730, 1
85011/542, 1
85019/244, 1
8503/100, 1
8503/346, 1
8503/630, 1
85036/251, 1
85037/752, 1
85055/241, 1
85055/814, 1
85055/959, 1
8506/175, 1
8506/35, 2
8506/67, 1
85060/279, 1
85070/281, 1
85076/693, 1
85084/291, 1
85086/329, 1
85089/409, 1
851/4, 1
85109/240, 1
85109/277, 1
8511/272, 1
85113/388, 1
85115/317, 1
85117/237, 1
85117/500, 1
85119/380, 1
85120/393, 1
8513/30, 1
85131/329, 1
85141/249, 1
85157/580, 1
8516/105, 1
85165/407, 1
85166/777, 1
85169/317, 1
85169/554, 1
8517/278, 1
85177/548, 1
85178/281, 1
85181/258, 1
85182/443, 1
85185/404, 1
85186/447, 1
85189/274, 1
8519/226, 1
8519/52, 1
8520/100, 1
8520/1913, 1
85207/253, 1
85209/326, 1
85209/533, 1
85215/509, 1
85217/249, 1
85221/316, 1
85223/515, 1
85225/289, 1
85226/271, 1
8523/103, 1
8523/163, 1
85231/855, 1
85237/389, 1
8524/1309, 2
8524/81, 1
85247/359, 1
8525/100, 9
8525/113, 1
8525/1202, 1
8525/746, 1
8527/100, 1
8527/146, 1
8528/33, 1
85285/2726, 1
8529/493, 1
8529/931, 1
853/4, 1
8530/353, 1
85302/403, 1
85307/335, 1
85309/505, 1
85316/305, 1
8532/5141, 1
8533/73, 1
8533/81, 1
85333/372, 1
85334/737, 1
85336/611, 1
8534/1567, 1
85342/357, 1
85349/1024, 1
8535/56, 1
85357/885, 1
8537/239, 1
8538/29, 1
85389/338, 1
85396/429, 1
85405/588, 1
85406/1377, 1
85407/320, 1
8541/281, 1
85412/301, 1
85417/279, 1
85421/1023, 1
85425/257, 1
8543/85, 1
85431/964, 1
85435/244, 1
85438/331, 1
85442/381, 1
85459/2306, 1
8547/62, 1
85471/260, 1
85471/263, 1
85473/242, 1
85475/274, 1
85477/324, 1
85479/416, 1
8548/141, 1
8548/447, 1
85486/335, 1
85493/4051, 1
8550/100, 4
85501/451, 1
85505/621, 1
85508/307, 1
85509/337, 1
85509/343, 1
85509/362, 1
8551/50, 1
85515/461, 1
8552/89, 1
8553/712, 1
85539/293, 1
85551/800, 1
85559/390, 1
8556/43, 1
85567/331, 1
85567/544, 1
85567/903, 1
85568/447, 1
85568/851, 1
8557/462, 1
85571/303, 1
85579/342, 1
85585/401, 1
8559/127, 1
8559/52, 1
8559/809, 1
856/489, 1
85601/254, 1
85601/309, 1
8561/38, 1
85611/431, 1
8562/1645, 1
85621/383, 1
85621/612, 1
85621/961, 1
85627/283, 1
85642/417, 1
85653/358, 1
85655/256, 1
85657/399, 1
85665/244, 1
8567/519, 1
85671/472, 1
85682/257, 1
85685/342, 1
8569/1033, 1
8569/651, 1
85691/509, 1
85693/262, 1
85696/303, 1
85699/357, 1
85703/419, 1
85703/591, 1
85705/372, 1
85718/335, 1
8573/123, 1
85737/269, 1
85738/317, 1
8575/100, 10
8575/36, 1
8575/46, 1
85750/243, 1
85756/711, 1
85760/373, 1
85769/382, 1
85774/387, 1
85775/266, 1
85780/357, 1
85786/1185, 1
85789/658, 1
8579/100, 1
85793/1633, 1
85793/995, 1
85795/477, 1
85801/268, 1
85802/695, 1
85804/263, 1
85809/335, 1
8581/307, 1
85817/349, 1
85828/257, 1
8583/431, 2
85831/242, 1
85832/293, 1
85833/353, 1
85841/2259, 1
85843/458, 1
85857/407, 1
85857/482, 1
85868/281, 1
85869/2713, 1
85876/321, 1
85885/283, 1
85891/348, 1
85898/333, 1
8590/179, 1
8590/983, 1
85903/305, 1
85911/416, 1
85925/1362, 1
85925/419, 1
8593/302, 1
85931/658, 1
85933/245, 2
85934/261, 1
8594/505, 1
85942/639, 1
85949/528, 1
8595/79, 1
85952/271, 1
85952/475, 1
85957/284, 1
85957/601, 1
85957/727, 1
85964/257, 1
8597/867, 1
85979/313, 1
8598/293, 1
85980/553, 1
85984/289, 1
85987/313, 1
85989/259, 2
8599/169, 1
8599/37, 1
8599/473, 1
85991/342, 1
85991/493, 1
85994/299, 1
85998/365, 1
86/1, 8
860/10, 1
8600/100, 29
86001/277, 1
86004/269, 1
86006/405, 4
86009/296, 1
8601/68, 1
86014/959, 1
86015/246, 1
86027/292, 1
86029/239, 1
8603/37, 1
86031/536, 1
8604/55, 2
86041/262, 1
86041/265, 1
86041/414, 1
86049/307, 1
86055/314, 1
86063/616, 1
86066/359, 1
86066/361, 1
8609/310, 1
8609/40, 2
861/4, 2
861/92, 1
86108/347, 1
8611/100, 1
8611/33, 1
8611/604, 1
86111/422, 1
86117/309, 1
86119/246, 1
86125/603, 1
8613/109, 1
8613/31, 1
