ifds_CompressedBitsPerPixel ,Count
6519120/4915200, 1
6519520/4915200, 2
6519544/5947392, 1
6519584/4915200, 1
6521608/3145728, 1
652206/393216, 1
6522200/3145728, 1
6522592/4085760, 1
6523312/5028352, 1
6523464/3145728, 1
6523575/1500000, 1
6523680/4915200, 1
6523968/4915200, 1
6524072/3145728, 1
652471/393216, 1
6525160/4915200, 1
6525232/1920000, 1
6525296/3145728, 1
6525528/4915200, 1
6525712/4915200, 1
6525728/3145728, 1
652600/307200, 1
6526072/5038848, 1
6526632/3112960, 1
6526712/4915200, 1
6526920/4915200, 1
6527168/4915200, 1
6527256/4915200, 1
6527496/4915200, 1
6527624/4915200, 1
6527696/3145728, 1
6527824/3145728, 1
6528208/3145728, 1
6528568/4915200, 1
6528592/4915200, 1
6529400/4915200, 2
6529680/4915200, 1
6529696/4915200, 1
6530248/3145728, 1
6530528/4915200, 1
6530736/4915200, 1
6530856/3145728, 1
6530944/4915200, 1
6531048/1920000, 1
653128/307200, 1
6531912/5038848, 1
6532040/3145728, 1
6532112/4915200, 1
6533392/4915200, 1
6533712/4085760, 1
653383/393216, 1
6533832/4915200, 2
6534072/3145728, 1
6534128/4915200, 1
6534224/3145728, 1
6534984/4915200, 1
6535192/3145728, 1
6535368/1920000, 1
6535744/3145728, 1
6536184/3145728, 1
6536584/4915200, 1
6536792/3145728, 1
6536880/4915200, 1
6537224/1920000, 1
6537680/5038848, 1
6537682/1500000, 1
6537784/3145728, 1
6538104/4915200, 1
6538248/4915200, 1
6538336/3145728, 1
653848/307200, 1
6539456/4915200, 1
6540984/4915200, 1
6541680/4085760, 1
6541688/4915200, 1
6541872/5038848, 1
6542160/4085760, 1
6542264/3145728, 1
654360/307200, 1
6543816/4915200, 1
654392/307200, 1
6544032/4915200, 1
6544272/4915200, 1
6544616/4915200, 1
654526/393216, 1
6546617/1382400, 1
6547120/3145728, 1
6547920/3871488, 1
6547984/3145728, 1
6548664/1920000, 1
6549024/1920000, 1
6549816/4085760, 1
6551088/1920000, 1
6552232/4915200, 1
6552328/5038848, 1
6552584/1920000, 1
6553120/3145728, 1
6553216/4085760, 1
6553472/4915200, 1
6553696/3145728, 1
655392/307200, 1
6553984/4915200, 1
6554/3241, 1
6554144/5038848, 1
6554248/4915200, 1
6554280/4915200, 1
6554432/4915200, 1
655512/307200, 1
6555264/4085760, 1
6557024/4915200, 1
6557320/5038848, 1
6559072/3145728, 1
6559400/4915200, 1
6559456/4915200, 1
6559616/5038848, 1
6559688/4915200, 1
6559952/5038848, 1
6560344/5038848, 1
6560472/4085760, 1
6560696/4915200, 1
6561168/1920000, 1
6562080/4915200, 1
6565/3316, 1
6565008/4915200, 1
6566096/4915200, 1
6566352/12000000, 1
656648/307200, 1
6566856/4085760, 1
6566920/1920000, 1
6567984/4085760, 1
6570560/5038848, 1
6570704/5038848, 1
6570760/3145728, 1
6570976/3871488, 1
6571064/5038848, 1
6571416/5038848, 1
6571632/4915200, 1
6571760/4915200, 1
6571872/4085760, 1
6572280/3145728, 1
6573088/3871488, 1
6573464/4915200, 1
6573656/5947392, 1
6574328/4915200, 1
6574472/4915200, 1
6574640/5038848, 1
6575200/4915200, 1
6575552/4085760, 3
6576664/1920000, 1
6577032/5038848, 2
6577744/3145728, 1
6577864/4915200, 1
6578696/4915200, 1
6578864/3145728, 1
6579024/3871488, 1
6579056/3145728, 1
6579352/4085760, 1
6579392/4915200, 1
6579592/4915200, 1
6579840/2088960, 1
6581000/2088960, 1
6581048/1920000, 1
6581336/1920000, 1
658140/393216, 1
6581608/4915200, 1
6581880/5038848, 1
6582280/4085760, 1
6582392/5038848, 1
6583056/4085760, 1
6583478/1269600, 1
6584/3311, 1
6584696/3145728, 1
6585864/4915200, 1
6586347/1500000, 1
6588656/3145728, 1
6589184/4915200, 1
6591432/3112960, 1
6592036/1500000, 1
6592056/4915200, 1
6593248/4915200, 1
6593536/1920000, 2
6593728/5947392, 1
6595344/5038848, 1
6596820/1382400, 1
6597056/4915200, 1
6598192/5038848, 1
6598976/3145728, 1
6602712/3145728, 1
6603616/1382400, 1
6604032/9980928, 1
6604120/1920000, 1
6604200/5038848, 1
6604840/4915200, 1
6604920/4915200, 1
6605568/5947392, 1
6605888/5038848, 1
6606352/5038848, 1
6606576/4085760, 1
6606624/5947392, 1
660677/393216, 1
6607024/5947392, 1
6607072/3112960, 1
6607200/5038848, 1
6607280/4915200, 1
6607440/5038848, 1
6609408/2088960, 1
6609504/1920000, 1
6610736/3871488, 1
6611176/5038848, 1
6611824/5038848, 1
6611864/4915200, 1
6613240/5038848, 1
6613920/4085760, 1
6614112/5038848, 1
6614327/1500000, 1
6614528/4085760, 1
6615568/5038848, 1
6615768/3244800, 1
6615768/5038848, 1
6616000/5038848, 1
6617416/4915200, 1
6617896/5038848, 1
6618032/5038848, 1
6618472/1920000, 1
6618624/3112960, 1
6619184/4085760, 1
6619480/4085760, 1
6619616/4085760, 1
6620000/3145728, 1
6621032/4085760, 1
6621352/1920000, 1
6621480/4915200, 1
6621608/4085760, 1
6622400/1920000, 1
6623824/4915200, 1
6625432/5038848, 1
6625560/4915200, 1
6625584/5038848, 1
6625792/5038848, 1
6626144/5038848, 1
6626200/4085760, 1
6627120/4915200, 1
6627120/5038848, 1
6627464/4915200, 1
6627624/5038848, 1
6628608/3871488, 1
6628816/4915200, 1
6629776/4915200, 1
6630088/5038848, 1
6630984/4915200, 1
6631459/1500000, 1
6631720/5038848, 2
6631760/3871488, 1
6632112/5038848, 1
6633216/3145728, 1
6633808/5038848, 1
6634408/5038848, 1
6634472/5038848, 1
6634504/5038848, 1
6634976/1920000, 1
6635248/4085760, 1
6635288/5947392, 1
6635520/3981312, 2
6635936/4085760, 1
6636248/5038848, 1
6637280/5038848, 1
6637336/5038848, 1
6638264/5038848, 1
663906/393216, 1
6639160/5038848, 1
6639248/5038848, 1
6640048/5038848, 1
6640480/5038848, 1
6640624/4915200, 1
6641448/5038848, 1
664200/307200, 1
6642832/5038848, 1
6643200/5038848, 1
6643224/5038848, 1
6643408/5038848, 1
6643560/4085760, 1
6643568/5038848, 1
6643768/3145728, 1
6643848/5038848, 1
6644539/1382400, 1
6645992/3145728, 1
6646272/5038848, 1
6646624/3871488, 1
6648360/5038848, 1
6648432/4085760, 1
6648840/4915200, 1
6648912/5038848, 1
6650578/1382400, 1
6650848/4085760, 1
6651328/5038848, 1
6651664/5038848, 1
6651704/5038848, 1
6651968/5038848, 2
6652232/5038848, 1
6652736/5038848, 1
6652752/5038848, 1
6653/3197, 1
6653008/5038848, 1
6653144/5038848, 1
6653200/5038848, 1
6653528/5038848, 1
6654040/5038848, 1
6654656/5038848, 1
6655280/5038848, 1
6656080/3145728, 1
6656656/5038848, 1
6656736/4085760, 1
665694/393216, 1
6657136/5038848, 1
6657264/5038848, 1
6657328/1920000, 1
6657697/1500000, 1
6657880/5038848, 1
6657904/5038848, 1
6657920/3145728, 1
6658319/1382400, 1
6659568/3145728, 1
6661024/5038848, 1
6661344/5038848, 1
6662816/7077888, 1
6662976/5038848, 1
6663608/5038848, 1
6663696/3145728, 1
6664544/5038848, 1
6665320/5038848, 2
6665648/5038848, 1
6665816/5038848, 1
6666088/5038848, 1
6666664/5038848, 1
6666712/4915200, 1
6667880/1920000, 1
6668256/5038848, 1
6668600/5038848, 1
6668992/5038848, 1
6669096/5038848, 1
6669552/4085760, 1
6669736/5038848, 1
6670736/5038848, 1
6671/1378, 1
6672105/1500000, 1
6672512/5038848, 1
6672656/5038848, 1
6672904/5038848, 1
6672920/5038848, 1
6673032/5038848, 1
6673160/5038848, 1
6674960/5038848, 1
6675240/5038848, 1
6675528/4085760, 1
6675648/5038848, 1
6675816/5038848, 1
6675968/5038848, 1
6676296/5038848, 1
6677328/1920000, 1
6678344/5038848, 1
6678712/1920000, 1
6678856/5038848, 1
6679600/5038848, 1
6679976/5038848, 1
6679979/1382400, 1
6680288/3145728, 1
6681/3263, 1
6681032/5038848, 1
6681168/1920000, 1
6681168/5038848, 1
6681816/5038848, 1
6681880/5038848, 1
6682032/5038848, 1
6682480/5038848, 1
6682544/5038848, 1
6682968/5038848, 1
6683008/5038848, 1
6683176/1500000, 1
6683488/5038848, 1
6684288/5038848, 1
6684648/5038848, 1
6684800/5038848, 1
6684888/4085760, 1
6685056/5038848, 1
6685160/5038848, 1
6685568/5038848, 1
6685896/5038848, 1
6686512/5038848, 1
6687480/5038848, 1
6687760/5038848, 1
6687800/5038848, 1
6688000/5038848, 1
6688192/5038848, 1
6688312/5038848, 1
6688424/5038848, 1
6688512/4085760, 1
6688528/5038848, 1
6688640/4085760, 1
6688656/3145728, 1
6688808/5038848, 1
6688840/5038848, 1
6689544/5038848, 1
6690032/5038848, 1
6690160/5038848, 1
6690168/5038848, 1
6691485/1382400, 1
6691592/4915200, 2
669208/393216, 1
6692264/5038848, 1
6692672/3871488, 1
6692736/5038848, 1
6692760/5038848, 2
6692816/5038848, 1
6692840/5038848, 1
6692864/5038848, 1
6693016/5038848, 1
6693240/5038848, 1
6693760/5038848, 1
6694128/5038848, 1
6695304/5038848, 1
6695896/5038848, 1
6696088/5038848, 1
6696256/5038848, 2
6696268/1382400, 1
6696472/5038848, 1
6696576/5038848, 1
6697080/1920000, 1
669766/393216, 1
6698056/5038848, 1
6698192/5038848, 1
6698328/1920000, 2
6698512/5038848, 1
6698696/5038848, 1
6698944/5038848, 1
6699408/5038848, 1
6699752/5038848, 1
6699792/5038848, 1
6699992/5038848, 1
6700160/3871488, 1
6700176/5038848, 1
6700344/5038848, 1
6700552/5038848, 1
6701040/5038848, 1
6701184/5038848, 1
6701288/5038848, 1
6701408/5038848, 1
6701856/5038848, 1
6702/2591, 1
6702152/5038848, 2
6702376/5038848, 2
6703232/5038848, 1
6703264/5038848, 1
6703280/5038848, 1
6703456/5038848, 1
6704336/5038848, 2
6704352/5038848, 1
6704552/5038848, 1
6705424/5038848, 1
6705528/5038848, 1
6705600/5038848, 1
6705728/3145728, 1
6706296/5038848, 1
6706672/1920000, 1
6707168/5038848, 1
6707736/4085760, 1
6708400/4085760, 1
6708768/1920000, 1
67092480/12441600, 4
6709352/5038848, 1
6709584/5038848, 1
6709752/5038848, 1
6710808/5038848, 1
67108864/16777216, 3
671088640/134217728, 1
6710992/5038848, 1
6711016/5038848, 1
6711072/5038848, 1
6711552/3871488, 1
6711776/4085760, 1
6711912/1920000, 1
6712360/4085760, 1
6712408/4085760, 1
6712848/5038848, 1
6712944/3112960, 1
6713320/5038848, 1
6713504/1382400, 1
6713696/3871488, 1
6713760/5038848, 1
6713872/5038848, 1
6714304/5038848, 1
6714608/5038848, 1
6714752/5038848, 1
6716200/5038848, 1
6718064/5038848, 1
6718096/5038848, 1
6718584/5038848, 1
6718672/5038848, 1
6719184/1500000, 1
6719533/1382400, 1
6720216/5947392, 1
6721544/5038848, 1
6721664/5038848, 1
6721928/5038848, 1
6722/3325, 1
6722024/5038848, 1
6722096/5038848, 1
6722696/5038848, 1
6723/2663, 1
6723448/5038848, 2
6723456/5038848, 1
6723928/1920000, 1
6724080/4085760, 1
6724784/5038848, 1
6724856/5038848, 1
6724936/5038848, 1
6724944/5038848, 1
6725568/5038848, 1
6725720/3145728, 1
6726792/5038848, 1
6726880/5038848, 1
6727080/5038848, 1
6727184/5038848, 1
6727200/4085760, 1
6727360/5038848, 1
6727640/5038848, 1
6727776/5038848, 1
6727784/5038848, 1
6727880/5038848, 1
6728968/1920000, 1
6729328/4085760, 1
6729384/1920000, 1
6729392/5038848, 1
6729563/1382400, 1
6729984/1920000, 1
6730008/5038848, 1
6730624/5038848, 1
6730806/1500000, 1
6731032/5038848, 1
6731129/1382400, 1
6731400/4085760, 1
6731880/5038848, 1
6732256/4085760, 1
6732512/5038848, 1
6732928/4085760, 1
6733064/5038848, 1
6733305/1382400, 1
6733408/5038848, 1
6733672/5038848, 1
6734208/1920000, 1
6734464/5038848, 1
6735048/5038848, 1
6735136/1920000, 1
6735304/5038848, 1
6735928/5038848, 1
6736960/5038848, 1
6737/3278, 1
6737024/5038848, 1
6737136/5038848, 1
6737376/5038848, 1
6737784/5038848, 1
6737848/5038848, 1
6738176/5038848, 1
6738304/5038848, 1
6739440/5038848, 1
6739496/4085760, 1
6739528/4085760, 1
6739712/5038848, 1
6739840/5038848, 1
6740336/5038848, 1
6740528/5038848, 1
6740824/5038848, 1
6741136/5038848, 1
6741312/5038848, 1
6741696/5038848, 1
6742440/5038848, 1
6742448/5038848, 1
6742664/5038848, 1
6742840/5038848, 1
6743056/5038848, 1
6743296/5038848, 1
6743840/5038848, 1
6744064/4915200, 1
6744112/5038848, 1
6744456/5038848, 1
6744664/5038848, 1
6744776/5038848, 1
6745224/5038848, 2
6745416/5038848, 1
6745672/5038848, 1
6746104/5038848, 1
6746344/4085760, 1
6746384/5038848, 1
6746728/5038848, 2
6747064/5038848, 1
6747424/5038848, 1
6747560/5038848, 1
6747824/5038848, 1
6748712/1920000, 1
6748976/5038848, 1
6749208/1920000, 1
6749528/4085760, 1
6749944/5038848, 1
6750128/5038848, 1
6750224/5038848, 1
6750448/5038848, 1
6751648/5038848, 1
6751688/5038848, 1
6752328/5038848, 2
6752536/5038848, 1
6752776/5038848, 1
6752904/5038848, 1
6752936/5038848, 1
6752992/5038848, 1
6753280/5038848, 1
6753352/5038848, 1
6754160/5038848, 1
6754544/5038848, 1
6754888/5038848, 1
6755256/5038848, 1
6755440/5038848, 1
6756584/5038848, 1
6756856/3112960, 1
6757552/5038848, 1
6757808/5038848, 1
6758056/5038848, 1
6758576/3871488, 1
6759208/5038848, 1
6759952/5038848, 1
6760656/4085760, 1
6761280/1920000, 1
6761312/5038848, 1
6761448/5038848, 2
6762280/5038848, 1
6762560/5038848, 1
6762568/5038848, 1
6762584/5038848, 1
6762696/5038848, 1
6763152/5038848, 1
6763184/5038848, 1
6763248/4085760, 1
6764480/5038848, 1
6764680/5038848, 1
6764856/5038848, 1
6765184/4915200, 1
6765552/5038848, 1
676616/307200, 1
6766288/5038848, 1
6767152/3871488, 1
676717/393216, 1
6767232/5038848, 1
6767664/5038848, 1
6767744/5038848, 1
6767776/5038848, 1
6768248/5038848, 1
6768256/1920000, 1
6768296/5038848, 1
676844/393216, 1
6769312/1920000, 1
6769544/1920000, 1
6769736/5038848, 1
6770400/5038848, 2
6770848/5038848, 1
6770992/5038848, 1
6771064/5038848, 1
6771160/1920000, 1
6771272/4085760, 1
6771736/3145728, 1
6772112/1920000, 1
6772120/5038848, 1
6772592/1920000, 1
6772896/5038848, 1
6773040/4085760, 1
6773104/3871488, 1
6773688/5038848, 1
6773760/5038848, 1
6774560/5038848, 1
6775104/5038848, 1
6775384/5038848, 1
6775648/3145728, 1
6775952/5038848, 1
6776280/5038848, 1
6776360/5038848, 1
6777424/4085760, 1
6777528/5038848, 1
6777976/5038848, 1
6778056/1920000, 1
6778648/3145728, 1
6778696/2088960, 1
6780240/3871488, 1
6780624/4085760, 1
6780744/5038848, 1
6781280/2408448, 1
6781728/4085760, 1
6781744/4085760, 1
6781880/4915200, 1
6783144/5038848, 1
6783560/5038848, 1
678392/393216, 1
6784264/3112960, 1
6784352/5038848, 1
6784512/5038848, 1
6784624/5038848, 1
6784776/5038848, 1
6785800/5038848, 1
6786896/4085760, 1
6787208/5038848, 1
6787504/1920000, 1
6788536/4085760, 1
6788576/5038848, 1
6789504/5038848, 1
6789952/5038848, 1
6790952/5038848, 1
6791056/5038848, 2
6791552/1920000, 1
6791776/3145728, 1
679234/393216, 1
6792680/3871488, 1
6792992/5038848, 1
6793472/1920000, 1
6794096/5038848, 1
6794696/5038848, 1
6795408/5038848, 1
6795447/1500000, 1
6795664/5038848, 1
679577/3145728, 1
6796138/1382400, 1
6796304/5038848, 1
6796752/4085760, 1
6797696/5038848, 1
6797856/3871488, 1
6798408/4085760, 1
6798688/3145728, 1
6803120/5038848, 1
6804040/5038848, 1
6804720/3112960, 1
6805584/1920000, 1
6805656/4085760, 1
680772/259200, 1
680798/393216, 1
6809572/1500000, 1
6809624/3145728, 1
6809976/5038848, 1
6810176/1920000, 1
6810352/4085760, 1
6810408/5038848, 1
6811488/5038848, 1
681158/393216, 1
6812288/5947392, 1
6813072/3871488, 1
6813616/4915200, 1
681392/248832, 1
6814/3329, 1
6814032/5038848, 2
681463/393216, 1
6815072/5038848, 1
6815120/4085760, 1
6815720/5947392, 1
6817064/1920000, 1
681734/393216, 1
6818856/5038848, 1
6818911/1382400, 1
6819088/4085760, 1
6819132/1500000, 1
6820160/4085760, 1
6820560/5038848, 1
6820737/1500000, 1
6821312/1920000, 1
6821376/4085760, 1
6821504/4085760, 1
6821840/4085760, 1
6822888/5038848, 1
6823176/5038848, 1
6823336/5038848, 1
6824920/5038848, 1
6824992/4085760, 1
6825384/1920000, 1
6826141/1500000, 1
6826728/5038848, 1
682864/393216, 1
682888/307200, 1
6829416/5038848, 1
6830960/4085760, 1
6832088/5038848, 1
6832312/3871488, 1
6832624/5038848, 1
683299/393216, 1
6834192/3145728, 1
6835560/5038848, 1
6836248/4085760, 1
6836568/4085760, 1
6838336/3871488, 1
6838504/3145728, 1
6838600/1920000, 1
6838616/5947392, 1
6838944/1920000, 1
6839376/3145728, 1
6839408/1920000, 1
6839744/2088960, 1
6840648/5038848, 1
6841112/2088960, 1
6841128/5038848, 1
6841352/3871488, 1
6844112/5038848, 1
6844464/2088960, 1
6845312/4085760, 1
6846336/4915200, 1
6846433/1500000, 1
6848096/3871488, 1
6849600/3145728, 1
6850072/4085760, 1
6850440/5038848, 1
6851/2475, 1
6851024/1920000, 1
685140/614400, 1
685184/307200, 1
6852648/1920000, 1
6853064/1920000, 1
6853456/5038848, 1
6853584/9980928, 1
6854008/5038848, 1
6854040/4085760, 1
6854448/4085760, 1
6854936/5038848, 1
6855/1363, 1
6855488/3871488, 1
6855635/1500000, 1
6855816/5038848, 1
6856624/4085760, 1
6857168/1920000, 1
6857480/1920000, 1
6857784/1920000, 1
6857792/4085760, 1
6857904/3145728, 1
6859192/5038848, 1
685947/393216, 1
6859480/2088960, 1
6859856/1920000, 1
6859888/1920000, 1
6860352/3145728, 1
6860789/1382400, 1
6862104/3871488, 1
6862640/4085760, 1
6863160/4085760, 1
686541/1500000, 1
6865959/1500000, 1
6866496/3871488, 1
6868056/4085760, 1
6868528/1920000, 1
6869560/4085760, 1
6869872/1920000, 1
6870048/5038848, 1
6870096/1920000, 1
6870280/5038848, 1
6870440/7077888, 1
6870624/5038848, 1
6870688/1920000, 1
6870856/4915200, 1
6871232/4085760, 1
6871624/4085760, 1
6871856/1920000, 1
6872636/1500000, 1
6873728/5038848, 1
6873920/1920000, 1
6876784/5038848, 1
6877432/5038848, 1
6881840/4085760, 1
688274/393216, 1
6885544/4085760, 1
6888381/1500000, 1
6888688/4085760, 1
6888872/1920000, 1
689034/663552, 1
6890968/5038848, 1
6891000/12000000, 1
689256/393216, 1
6892688/1920000, 1
6894312/1920000, 1
6894329/1500000, 1
6895424/4085760, 1
6895832/5038848, 1
6895888/3871488, 1
6896656/9980928, 1
6896808/4085760, 1
6897900/1500000, 1
6898896/1920000, 1
6900/2957, 1
6900656/5038848, 1
6901080/4915200, 1
6901184/4085760, 1
6901232/3871488, 1
6901904/1920000, 1
6902840/7077888, 1
6903472/1920000, 1
6905680/4085760, 1
690741/393216, 1
6908835/1500000, 1
6909352/5038848, 1
6909984/4085760, 1
6911003/1382400, 1
6911544/1920000, 1
6912064/1920000, 2
6912136/4085760, 1
6912160/1920000, 1
6913/3149, 1
6913486/1500000, 1
6913928/4085760, 1
6915192/3871488, 1
6915464/1920000, 1
6916072/1920000, 1
6916168/1920000, 1
6916960/4085760, 1
6916984/4085760, 1
6917808/1920000, 1
6919475/1500000, 1
6921104/3871488, 1
6921272/1920000, 1
6921424/3871488, 1
692530/393216, 1
6925864/1920000, 1
6926496/5038848, 1
6926640/1920000, 1
6927648/3871488, 1
6928440/5038848, 1
6928472/1920000, 1
6929/2996, 1
6929068/1500000, 1
6929344/9980928, 1
6929736/1920000, 1
6930144/1920000, 1
6930296/5038848, 1
6933008/4915200, 1
6933928/2088960, 1
6934864/1920000, 1
6935616/1920000, 1
693597/633000, 1
6936552/5038848, 1
6936712/1920000, 1
6937816/1920000, 1
6937896/4085760, 1
6942196/1500000, 1
6942360/5038848, 1
6942544/5038848, 1
6943632/1920000, 1
6944288/4085760, 1
6945384/1920000, 1
694672/633000, 1
6949677/1382400, 1
6949776/5038848, 1
6950576/7077888, 1
6950752/1920000, 1
6952112/1920000, 1
6954576/4085760, 1
6956176/1920000, 1
6957184/1920000, 1
6957192/4085760, 1
6957808/3871488, 1
6958256/1920000, 1
6959264/3145728, 1
6959289/1500000, 1
6960896/5308416, 1
6961704/4085760, 1
6962416/3145728, 1
6962936/5038848, 1
696320/1228800, 37
6963200/1920000, 85
696376/307200, 1
6964376/4085760, 1
6965048/5038848, 1
6965648/4085760, 1
6965775/1382400, 1
6966048/4085760, 1
6967/2059, 1
6967624/1920000, 1
6967712/4085760, 1
6969368/4085760, 1
697144/307200, 1
6971720/1920000, 1
6972237/1500000, 1
6973272/1920000, 1
6974072/3145728, 1
6974880/3145728, 1
6975144/3145728, 1
6975200/4085760, 1
6975608/1920000, 1
6975848/1920000, 1
6976016/4085760, 3
697641/393216, 1
6976464/4085760, 1
6976768/1920000, 1
6976931/1500000, 1
6977136/3145728, 1
6979200/9980928, 1
6979440/1920000, 1
6979904/4085760, 1
6980280/5947392, 1
6980312/4085760, 1
6980408/4085760, 1
6980424/4085760, 1
6981296/3871488, 1
6981424/3871488, 1
6981952/1920000, 1
6983032/1920000, 1
6984368/3145728, 1
6985472/3145728, 1
6985664/2583552, 1
6986448/4085760, 1
6989768/1920000, 1
6990552/1920000, 1
6990592/5038848, 1
6991456/3145728, 1
6991744/5028352, 1
6991976/1920000, 1
6993080/1920000, 1
6993382/1382400, 1
6994000/3871488, 1
6994096/9980928, 1
6994248/4085760, 1
6994640/1920000, 1
6995640/1920000, 1
6996024/3871488, 1
6996704/3871488, 1
6997208/2088960, 1
6999072/4085760, 1
6999168/5038848, 1
6999672/1920000, 1
6999744/4085760, 1
7/1, 238
7/10, 5
7/8, 3
700/10, 1
700/100, 110
7000240/3145728, 1
700152/307200, 1
7001760/1920000, 1
7001816/5947392, 1
7001992/3981312, 1
7002016/1920000, 1
7002256/5038848, 1
7002299/1500000, 1
7002600/3112960, 1
7003792/1920000, 1
7005144/1920000, 1
7005816/4085760, 1
7006352/4085760, 1
7007984/1920000, 1
7008472/4085760, 1
700864/307200, 1
7008752/1920000, 1
7009440/5028352, 1
7010440/4085760, 1
7011189/1500000, 1
7011608/1920000, 1
7014480/1920000, 1
7015461/1382400, 1
7015912/3871488, 1
7019104/9980928, 1
7020272/5028352, 1
7020920/4085760, 1
7021624/1920000, 1
702264/307200, 1
7023224/2088960, 1
7024864/3871488, 1
7025376/4085760, 1
702560/307200, 1
7026512/4085760, 1
7028048/1920000, 1
7028528/1920000, 1
7029520/4085760, 1
7029576/1920000, 1
7030304/3871488, 1
7030456/4085760, 1
7031032/4085760, 1
7031088/1920000, 1
703112/307200, 1
7031728/1920000, 1
7032160/3145728, 1
7032480/1920000, 1
7032560/1920000, 1
7032928/1920000, 1
7033456/1920000, 1
7033792/3871488, 1
7033992/1920000, 1
703441/393216, 1
7035456/1920000, 1
7035536/1920000, 1
7036494/1500000, 1
7036960/3871488, 2
7037207/1500000, 1
7037436/1382400, 1
703768/307200, 1
7037904/9980928, 1
704015/393216, 1
7042056/1920000, 1
7042192/9980928, 1
7043424/1920000, 1
7043640/4085760, 1
7044888/4085760, 1
7045496/4085760, 1
7045592/3871488, 1
7046016/7077888, 1
704624/307200, 1
7046360/1920000, 1
7046520/3112960, 1
7046960/4085760, 1
7048416/5038848, 1
7048576/3145728, 1
7049920/1920000, 1
7050888/4915200, 1
705128/307200, 1
705184/307200, 1
7052864/4085760, 1
7054472/9980928, 1
7054744/1920000, 1
7055202/1500000, 1
7055464/4085760, 1
7056056/3871488, 1
7056152/1920000, 1
705911/393216, 1
7059288/1920000, 1
7060160/1920000, 1
7060640/1920000, 1
7060760/1920000, 1
706115/393216, 1
7062496/4085760, 1
7062816/3871488, 2
7063/1867, 1
7063584/1920000, 1
7064528/1920000, 1
7064864/3145728, 1
706576/307200, 1
7067219/1382400, 1
706730/393216, 1
7068112/1920000, 1
7068392/1920000, 1
7068808/1920000, 1
7068968/3145728, 1
706912/786432, 1
7069776/3145728, 1
7070008/1920000, 1
7070640/1920000, 1
7070736/3145728, 1
7070928/1920000, 1
7071128/1920000, 1
7071296/4085760, 1
7072112/1920000, 1
7073744/1920000, 1
7074974/1500000, 1
7075256/5308416, 1
7075840/1920000, 1
7076048/4085760, 1
7076504/4085760, 1
7077208/1920000, 1
7077218/1382400, 1
7077304/4085760, 1
7077360/3145728, 1
7077896/1920000, 1
7078424/1920000, 1
707912/307200, 1
7079536/1920000, 1
7079896/4085760, 1
7080208/3871488, 1
7081216/4085760, 1
7081392/4085760, 1
7081408/1920000, 1
7081584/1920000, 1
7081624/3145728, 1
7082/2631, 1
7082072/4085760, 1
7082320/1920000, 1
7083391/1500000, 1
7084408/1920000, 1
7084800/4085760, 1
708527/629856, 1
7085392/1920000, 1
7085504/1920000, 1
7085560/1920000, 1
7086592/4085760, 1
7086672/1920000, 1
7087152/4085760, 1
7087656/1920000, 1
7088440/1920000, 1
7088616/1920000, 1
7088952/5308416, 1
7089288/1920000, 1
7089432/1920000, 1
7090312/1920000, 1
7090592/1920000, 1
7090968/5038848, 1
7091112/5947392, 1
7091234/1500000, 1
7092570/1382400, 1
7093453/1500000, 1
7094304/1920000, 1
7094560/3871488, 1
7094768/1920000, 1
7094968/3871488, 1
7095613/1382400, 1
7095920/1920000, 1
7097464/1920000, 1
7097504/3871488, 1
7098136/1920000, 1
7098344/1920000, 1
7098416/1920000, 1
7098960/1382400, 1
7099376/1920000, 1
7099976/5038848, 1
7100200/4085760, 1
7100856/7077888, 1
7102392/1920000, 1
7102800/1920000, 1
7103008/1920000, 1
7103008/4085760, 1
7103504/4085760, 1
7103680/3145728, 1
7104192/1920000, 1
7106752/1920000, 1
7107440/1920000, 1
7107800/1920000, 1
7108016/1920000, 1
7108176/4085760, 1
7108800/1920000, 1
7109016/4085760, 1
7109168/4085760, 1
7109344/4085760, 1
7109960/1920000, 1
7110/1763, 1
711016/307200, 1
7110312/4085760, 2
7111440/4085760, 1
7111496/1920000, 1
7112112/4085760, 1
7113744/1920000, 1
7114024/5038848, 1
7114280/4085760, 1
7114624/1920000, 1
7114800/4085760, 1
7114888/1920000, 1
7114896/4085760, 1
711568/786432, 1
7115688/3981312, 1
7115784/1920000, 1
7117408/3871488, 1
7117608/1920000, 1
7117680/3145728, 1
7117824/3871488, 1
7117904/4085760, 1
7118120/8871936, 1
7118192/1920000, 1
7119160/4085760, 1
7119808/4085760, 1
7120188/1382400, 1
7121423/1382400, 1
7121760/1920000, 1
7122136/1920000, 1
7122240/5308416, 1
7122528/1920000, 1
7124072/4085760, 1
7125592/1920000, 1
7125864/1920000, 1
7126776/4085760, 1
7128176/1920000, 1
7128648/3145728, 1
7129512/5038848, 1
7129856/4085760, 1
7129864/1920000, 1
7131224/1920000, 1
7131280/3871488, 1
7131688/4085760, 1
7133128/1920000, 1
7133456/4085760, 1
7133640/1920000, 1
7133896/1920000, 1
7133936/4085760, 1
7134392/1920000, 1
7135624/3145728, 1
7135712/1920000, 1
7136072/4085760, 1
7136568/1920000, 1
7136664/3871488, 1
7136888/4085760, 1
7137480/1920000, 1
7137760/1920000, 1
7139120/1920000, 1
7139384/1920000, 1
7139392/1920000, 1
7140184/4085760, 1
714032/307200, 1
7141512/3871488, 1
