ifds_CompressedBitsPerPixel ,Count
20957640/5947392, 1
2095792/843750, 1
2095827/843750, 1
20958440/12000000, 1
20959416/5947392, 1
20959496/10256768, 1
20959656/5038848, 1
2096175/843750, 1
20962480/10140544, 1
20963552/5038848, 1
20966344/5308416, 1
20966864/10140544, 1
2096839/1382400, 1
2096878/663552, 1
20969272/5038848, 2
20969760/11426992, 1
2097352/786432, 1
20974416/9980928, 1
20979912/10140544, 1
20980808/7077888, 1
2098146/843750, 1
20981528/7077888, 1
20982216/10140544, 1
20984424/13530240, 1
20985704/5038848, 1
20987760/5038848, 1
20988552/7077888, 1
20990408/10140544, 1
20991/10000, 1
20991200/10140544, 2
20995392/5038848, 1
20995512/10614912, 1
20995856/10256768, 1
2099778/1269600, 1
20998352/5947392, 1
20998600/13633920, 1
20998880/7657344, 1
21/10, 74
210/10, 3
210/100, 1
2100/9830, 2
2100061/629856, 1
2100084/629856, 1
21001024/10660864, 1
2100248/786432, 1
21002512/5038848, 1
21002800/5947392, 1
2100304/786432, 1
21004104/10140544, 1
21004776/4085760, 1
21005992/10140544, 1
21007472/10527232, 1
2100897/629856, 1
21009720/5038848, 1
21010312/5038848, 1
21010400/12000000, 1
21010432/5947392, 1
2101069/843750, 1
21010864/10140544, 1
21012056/7077888, 1
21014000/3981312, 1
21014040/10140544, 1
21015352/5038848, 1
2101592/1500000, 1
21020824/9980928, 1
21021328/13530240, 1
21021680/10527232, 1
21022512/5038848, 1
21025472/10140544, 1
2102592/663552, 1
21030192/5947392, 1
21031432/3981312, 1
21031592/10140544, 1
2103192/786432, 1
21032096/5947392, 1
21032104/3981312, 1
21034904/5038848, 1
21034928/5038848, 1
2103808/786432, 1
2104102/1269600, 1
21041400/7990272, 1
21042304/11011968, 1
21043624/10506240, 1
21044168/5038848, 1
2104528/629856, 1
2104534016/1073741824, 1
2104601/843750, 1
21046712/12000000, 1
2105/1027, 1
2105100/843750, 1
21051240/5038848, 1
21051376/10140544, 1
2105289344/1073741824, 1
21053152/10256768, 1
2105354/843750, 1
21055344/5947392, 1
21056736/10140544, 1
21057080/5038848, 1
21059864/10581504, 1
21061000/5947392, 1
21062824/10140544, 1
21064312/5038848, 1
21068872/5947392, 1
21070088/12000000, 1
21070456/7990272, 1
21072224/5038848, 1
21075192/10140544, 1
21075336/11352960, 1
21075920/5038848, 1
21076112/5947392, 1
21078024/10140544, 1
21078552/12000000, 1
2108136/1382400, 1
2108256/786432, 1
21083584/5038848, 1
21088264/10256768, 1
21090704/8871936, 1
21093136/5947392, 1
2109535616/1073741824, 1
2109602/843750, 1
21098568/10581504, 1
2109917/629856, 1
211/100, 2
21102416/10661520, 1
21104416/10140544, 1
21104712/3981312, 1
21104976/10581504, 1
21107016/9980928, 1
21108672/5947392, 1
2110888/786432, 1
21112424/12000000, 1
21113056/7077888, 1
21114872/10256768, 1
2111655/614400, 1
21116568/7077888, 1
21116632/13530240, 1
21118200/5038848, 1
21120976/5947392, 1
21121072/10140544, 1
21124232/5947392, 1
21127008/9980928, 1
21130200/7657344, 1
2113051/843750, 1
21130720/5947392, 1
21131080/5038848, 1
21131680/5947392, 1
21132624/5038848, 1
21132696/7077888, 1
2113436/1269600, 1
21134960/10140544, 1
21135440/5038848, 1
21138096/10140544, 1
21141168/5038848, 1
21146096/10581504, 1
2114687/843750, 1
21148000/5308416, 1
21148032/10140544, 1
21148840/7077888, 1
21149736/10140544, 1
2115733/843750, 1
21157472/5947392, 1
21158208/7077888, 1
21160520/5947392, 1
21161184/5038848, 1
21161344/5947392, 1
2116151/843750, 1
21161840/4915200, 1
21162128/10242240, 1
21163016/7077888, 1
21164640/10660864, 1
21165984/5038848, 1
2116742/843750, 1
21167736/5947392, 1
21168560/10140544, 1
21170408/10140544, 1
21176664/10527232, 1
21176992/5947392, 1
2117849/843750, 1
2117867/629856, 1
21180888/7077888, 1
21182672/10614912, 1
21185200/5308416, 1
21185680/5038848, 1
21188008/5308416, 1
2118815/629856, 1
21188960/9980928, 1
21191840/5038848, 1
2119192/786432, 2
21193256/8871936, 1
2119469/663552, 1
2119690/843750, 1
21199120/5947392, 1
212/100, 1
21202824/3981312, 1
21204512/12000000, 1
21206536/13530240, 1
2120857/629856, 1
21209328/10581504, 1
2121221/843750, 1
21213648/5947392, 1
2121576/1269600, 1
21216368/5308416, 1
21218304/7990272, 1
2121874/843750, 1
2122324/1382400, 1
21224824/9980928, 1
21224920/7077888, 1
21228680/5947392, 1
21229544/3981312, 1
21232664/9738912, 1
21234600/7077888, 1
2123590/629856, 1
2123706/843750, 1
21237072/10924992, 1
21237632/5038848, 1
21237968/10140544, 1
21239256/10256768, 1
2124056/786432, 1
21241824/5038848, 1
21242576/5947392, 1
21243024/10140544, 1
2124320/786432, 1
21244472/5947392, 1
21244976/12000000, 1
21246032/5947392, 1
2124648/629856, 1
21248752/7077888, 1
21249360/5038848, 1
21250664/13530240, 1
21256720/7077888, 1
21257184/10140544, 1
2125759/629856, 1
2125982/843750, 1
21259976/5947392, 1
21261056/7077888, 1
21265544/5947392, 1
2126571/663552, 1
21266056/10924992, 1
2126617/843750, 1
21268136/5947392, 1
21270872/11426992, 1
21271136/10140544, 1
21275176/5947392, 1
21276664/5947392, 1
21280920/7077888, 1
21281944/7077888, 1
21283512/11290752, 1
21283688/7077888, 1
21285272/9980928, 1
21288384/5947392, 1
2129189/629856, 1
21295040/10581504, 1
2129571/629856, 1
21295952/5947392, 1
21296728/5308416, 1
21297272/11011968, 1
213/100, 3
21302040/11290752, 1
2130396/843750, 1
21304368/3981312, 1
21307896/7077888, 1
2131/1035, 1
21310056/10140544, 1
21311192/5038848, 1
21311384/13530240, 1
21312336/5038848, 1
21312496/3981312, 1
2131360/786432, 1
21313632/7077888, 1
21314032/7077888, 1
21314296/3981312, 1
21316240/11426992, 1
21317360/9980928, 1
21320216/5947392, 1
21322432/5947392, 1
21323064/7990272, 1
21323088/10256768, 1
21323744/5038848, 1
21326136/4085760, 1
2132886/843750, 1
2133478/629856, 1
21334832/10140544, 1
21335968/11426992, 1
21336800/7077888, 1
21340488/5947392, 1
2134136/629856, 1
21341672/5947392, 1
21343672/10140544, 1
2134368/786432, 1
21343688/5947392, 1
21345776/10256768, 1
21345936/7657344, 1
21346856/7657344, 1
21347856/7077888, 1
21348168/10140544, 1
21351064/10506240, 1
21352216/5947392, 1
21352264/7077888, 1
2135255/843750, 1
21353776/7990272, 1
2135382/843750, 1
21355256/13530240, 1
21355568/7077888, 1
21357440/7680000, 1
21357544/5947392, 1
2135839/843750, 1
21362816/9980928, 1
21363816/7077888, 1
21364256/11059008, 1
21365880/10581504, 1
21368696/10140544, 1
21369848/5947392, 1
2137462/843750, 1
21376688/5947392, 1
2137825/629856, 1
21378312/7077888, 1
2138134/843750, 1
21382344/5038848, 1
2138264/786432, 1
21383360/5947392, 1
21383784/5947392, 1
21384688/9980928, 1
2138698/629856, 1
21387144/7077888, 1
21391536/5947392, 1
2139168/786432, 1
21394808/5947392, 1
21396632/5038848, 1
21396992/5038848, 1
21397256/4085760, 1
21397320/4085760, 1
21402680/7077888, 1
21403720/10140544, 1
2140375/629856, 1
21404176/5947392, 1
21405608/5038848, 1
2140805/1269600, 1
21409512/5947392, 1
21412848/5947392, 1
21414928/4915200, 1
21416064/12000000, 1
21416496/10140544, 1
21417/10492, 2
21422208/9980928, 1
21423064/5947392, 1
21423152/5038848, 1
2142561/1269600, 1
21427904/5947392, 1
21429496/5038848, 1
21434712/5947392, 1
21434896/12000000, 1
21437464/9674496, 1
2144289/843750, 1
2144307/843750, 1
21443488/5947392, 1
21445680/5947392, 1
2144907/843750, 1
2145996/629856, 1
2146310/663552, 1
21465024/5947392, 1
21471056/5947392, 1
2147425/1500000, 1
21475872/11151552, 1
21475920/7990272, 1
21476320/12000000, 1
21477696/5947392, 1
21481032/5947392, 1
21481784/5947392, 1
21485184/5038848, 1
2148840/786432, 1
2148979/629856, 1
21495280/5947392, 1
2149682/843750, 1
21496888/6291456, 1
21498720/5947392, 1
215/100, 1
21500456/10581504, 1
2150079/843750, 1
21501008/5038848, 1
21502880/5947392, 1
21506664/12000000, 1
21509032/5947392, 1
21509096/5947392, 1
21511120/7931520, 1
21511264/4915200, 1
21511648/7077888, 1
21513240/5947392, 1
21514992/5947392, 1
21519984/5947392, 1
21522088/5947392, 1
21525104/5038848, 1
21525760/5947392, 1
21528496/5947392, 1
21531416/12000000, 1
21532360/5947392, 1
2153266/1269600, 1
21534288/5947392, 1
21534416/5947392, 1
21535112/5947392, 1
21535840/5308416, 1
21536128/9980928, 1
21538120/10581504, 1
2153846/960000, 1
21540448/5947392, 1
2154409/629856, 1
21544920/5947392, 1
21544952/10140544, 1
21546632/5947392, 1
21546808/7603200, 1
21554104/5947392, 1
21557480/7077888, 1
21560472/7603200, 1
2156090/843750, 1
2156138/843750, 1
21562480/13530240, 1
2156477/629856, 1
21565352/12000000, 1
21568368/3981312, 1
21570856/5947392, 1
21571512/3981312, 1
21572456/4085760, 1
2157558/843750, 1
21580392/9980928, 1
21582008/5947392, 1
21582096/5947392, 1
21584384/4085760, 1
21584792/5947392, 1
2158723/629856, 1
2158924/1269600, 1
21590024/5947392, 1
21590152/12000000, 1
21590680/7077888, 1
2159341/843750, 1
21593856/5947392, 1
21604552/7077888, 1
21604944/5947392, 1
2160550/843750, 1
2160568/614400, 1
2160609/843750, 1
2160680/786432, 1
21609056/7657344, 1
2160970/843750, 1
21611136/7077888, 1
21614208/7077888, 1
21620776/4085760, 1
21622112/5947392, 1
21624808/7077888, 1
2162500/843750, 1
2162552/629856, 1
21626496/5947392, 1
21626608/5308416, 1
21626680/5947392, 1
21629888/7077888, 1
21630256/5947392, 1
21631608/5947392, 1
2163205/629856, 1
21632848/5947392, 1
21633424/11011968, 1
21634024/5947392, 1
21634088/9980928, 1
2163409/629856, 1
2163410/843750, 1
21640304/5947392, 1
21641920/10614912, 1
2164913/843750, 1
21653528/11290752, 1
21656480/4085760, 1
21656904/5947392, 1
21658120/5947392, 1
21659304/10140544, 1
21664656/5947392, 1
21665664/13996800, 1
21665840/7077888, 1
2166635/629856, 1
21666392/5947392, 1
21667944/10140544, 1
2166960/786432, 1
2167154/843750, 1
21672464/5947392, 1
21672464/7077888, 1
2167769/843750, 1
21677944/6291456, 1
21683168/10411392, 1
21685264/5947392, 1
2168618/843750, 1
21687040/5947392, 1
21687312/5947392, 1
21687352/7077888, 1
2168987/843750, 1
21691376/6291456, 1
21691392/9980928, 1
21693320/5947392, 1
21696192/5947392, 1
21698160/5947392, 1
21700576/9980928, 1
21700744/6291456, 1
21701624/5947392, 1
21702256/3981312, 1
21703200/9980928, 1
21706976/5947392, 1
21707320/12000000, 1
21707744/10140544, 1
21712400/6291456, 1
21713128/7077888, 1
21721416/5947392, 1
2172216/786432, 1
21724080/5947392, 1
21726096/7077888, 1
21726208/9980928, 1
2172629/843750, 1
21735032/5947392, 1
2173746/843750, 1
21742040/7657344, 1
21742600/5947392, 1
2174496/921600, 1
21749152/11059008, 1
21755136/5947392, 1
2175592/786432, 1
2175699/1269600, 1
21757984/13530240, 1
21758944/9980928, 2
2175976/843750, 1
2176301/843750, 1
21764784/4085760, 1
21766992/5947392, 1
21767312/11352960, 1
21768216/5947392, 1
2176840/786432, 1
2176901/843750, 1
2177568/786432, 2
21778976/5947392, 1
21779888/5947392, 2
21780936/5947392, 1
21781424/5947392, 1
21785912/7077888, 1
2178634/629856, 1
21788240/5947392, 1
21788640/5028352, 1
21790072/7077888, 1
21790400/6291456, 1
21791568/5947392, 1
21794040/11059008, 1
21794400/9980928, 1
2179721/843750, 1
218/100, 1
2180016/786432, 1
21800472/5947392, 1
21802072/7990272, 1
2180222/629856, 1
2180350/1500000, 1
2180496/3145728, 1
21805600/5947392, 1
2180585/843750, 1
21806656/5947392, 1
21807176/5947392, 1
21809872/5947392, 1
21813848/3981312, 1
21814048/5947392, 1
21815072/5028352, 1
21817360/4915200, 1
2181756/629856, 1
2181761/843750, 1
2181830/1269600, 1
2181834/629856, 1
21820968/7657344, 1
21823200/5947392, 1
2182624/843750, 1
21827520/5947392, 1
21827552/7657344, 1
21829920/10140544, 1
21830832/5308416, 1
21831688/4085760, 1
2183432/960000, 1
21835256/5947392, 1
21835528/5947392, 1
21836880/5947392, 1
21840912/7990272, 1
21842000/5947392, 1
2184207/843750, 1
21843312/5947392, 1
21844928/9980928, 1
21847472/3981312, 1
21854024/3981312, 1
21854456/7077888, 1
21856400/5947392, 1
2185836/1269600, 1
21860976/6291456, 1
21864304/7077888, 1
21870112/7657344, 1
21873800/5947392, 1
21873952/10411392, 1
21874312/5947392, 1
21876288/10140544, 1
21876352/6291456, 1
21876472/5947392, 1
21880424/5947392, 1
2188340/843750, 1
21884304/9980928, 1
2188564/629856, 1
21890576/5947392, 1
2189348/843750, 1
2189352/786432, 1
2189422/629856, 1
21894992/5947392, 1
2189547/843750, 1
2189575/1500000, 1
2189889/843750, 1
21898992/6291456, 1
21900656/5947392, 1
21903264/5947392, 1
2190615/843750, 1
2190644/1269600, 1
21907488/5947392, 1
21911416/6291456, 1
21912968/5947392, 1
21916216/3981312, 1
21917104/7990272, 1
2192249/843750, 1
21923992/5947392, 1
21926200/5947392, 1
21926744/5947392, 1
21927176/5947392, 1
21929208/5947392, 1
21932688/3981312, 1
21934312/5947392, 1
21937368/5947392, 1
2194158/1500000, 1
21943336/5947392, 1
21948440/5947392, 1
21949896/5947392, 1
21956256/7077888, 1
21956896/5947392, 1
2195840/786432, 1
2195925/843750, 1
21960016/7990272, 1
21962272/12000000, 1
21963040/5947392, 1
21964640/5947392, 1
21970920/5947392, 1
21975080/5947392, 1
21977000/5947392, 1
2197759/843750, 1
21978152/5947392, 1
2197889/843750, 1
21981240/13790208, 1
2198347/843750, 1
2198730/1269600, 1
21987928/5947392, 1
2198832/1920000, 1
21990696/4915200, 1
21992984/9980928, 1
21993928/9980928, 1
21996008/7077888, 1
21997312/5947392, 1
21997800/5947392, 1
22/10, 24
220/10, 8
220/100, 1
2200256/629856, 1
22004/10665, 1
22004336/9980928, 2
22005152/8871936, 1
22008264/5947392, 1
22010896/5947392, 1
2201264/786432, 1
22013992/6291456, 1
2201876/1269600, 1
22019408/5947392, 1
22021064/5947392, 1
22022544/13790208, 1
22025664/5947392, 1
2202926/629856, 1
22031280/5947392, 1
22034136/13633920, 1
22034168/5947392, 1
22034192/5947392, 1
2203490/843750, 1
22035592/5947392, 1
22037024/4085760, 1
22038352/5947392, 1
22042336/5947392, 1
2204319/843750, 1
22047160/5308416, 1
22050160/5947392, 1
22050168/5947392, 1
22053584/7657344, 1
22053712/5947392, 1
22053888/7077888, 1
2205505/1269600, 1
22055808/5947392, 2
2205760/786432, 1
2205983/843750, 1
2206007/629856, 1
2206690/629856, 1
22071872/9633792, 1
22073552/5947392, 1
2207837/843750, 1
22079408/5947392, 1
2208088/786432, 1
2208548/1269600, 1
2208771/1500000, 1
2209556/843750, 1
22096832/5947392, 1
22096872/5947392, 1
2209895/843750, 1
221/100, 1
2210098/1269600, 1
221024/76800, 1
2210553/629856, 1
2210756/843750, 1
22108776/13893120, 1
22110184/5947392, 1
22117720/7077888, 1
22118616/4085760, 1
2211869/843750, 1
22118792/5947392, 1
22119672/6291456, 1
22124832/12000000, 1
2212692/843750, 1
22127360/7990272, 1
2212747/843750, 1
2212815/843750, 1
22134688/5947392, 1
2213577/629856, 1
22136904/7990272, 1
22137232/5947392, 1
22137240/13530240, 1
2214055/843750, 1
2214061/843750, 1
22142080/10411392, 1
2214320/786432, 1
22144576/5947392, 1
22144712/7657344, 1
22148776/7077888, 1
22149440/6291456, 1
2214972/663552, 1
22151040/5947392, 1
2215257/629856, 1
22154064/5947392, 1
22154224/5947392, 1
22154752/7603200, 1
22155648/5947392, 1
2215742/1269600, 1
2216112/786432, 1
22161872/3981312, 1
22162144/5947392, 1
22164088/3981312, 1
2216440/843750, 1
22164648/5947392, 1
22165672/3981312, 1
22166264/13530240, 1
22170544/4085760, 1
22172320/7990272, 1
22174200/5947392, 1
2217838/1500000, 1
22179072/5947392, 1
22179936/13996800, 1
2218762/843750, 1
2219343/843750, 1
2219372/629856, 1
22194768/7990272, 1
22197632/10411392, 1
222/100, 4
2220114/1500000, 1
22203872/5947392, 1
22206280/5947392, 1
22208560/7794432, 1
22214144/13530240, 1
2221727/843750, 1
2221901/1500000, 1
22220048/5947392, 1
2222075/1500000, 1
22222232/9980928, 1
2222242/1500000, 1
22226280/7990272, 1
22228280/7077888, 1
22228680/7657344, 1
2223/1063, 1
22231520/4085760, 1
22231544/5947392, 1
22231840/12000000, 1
2223237/629856, 1
22234768/5947392, 1
2223701/629856, 1
22239112/7603200, 1
2224228/843750, 1
2224247/843750, 1
2224374/843750, 1
2224411/843750, 1
22245248/5947392, 1
2224591/629856, 1
2224656/668160, 1
22246784/7657344, 1
22249648/5947392, 1
22253712/7077888, 1
22256000/9980928, 1
22258088/5947392, 1
2226164/843750, 1
22262208/13790208, 1
2226282/1500000, 1
22265824/5947392, 1
2227033/629856, 1
22274296/7931520, 1
22274496/7990272, 1
22278072/4085760, 1
22278240/7990272, 1
2227858/1500000, 1
22278776/7657344, 1
2228074/1269600, 1
2228127/843750, 1
22281808/7657344, 1
22282192/5947392, 1
22283040/5947392, 1
22284344/5947392, 1
2228557/843750, 1
22286672/7603200, 1
22287472/5947392, 1
22287888/7603200, 1
2228814/843750, 1
2229319/1500000, 1
22294080/13790208, 1
2229490/1500000, 1
22295808/5947392, 1
22300368/5947392, 1
22307776/5947392, 1
2231112/786432, 1
22311184/5947392, 1
2231171/1500000, 1
22314224/5947392, 1
22315192/6291456, 1
22321216/5947392, 1
22325040/7990272, 1
2232608/786432, 1
2232787/1500000, 1
2232845/843750, 1
22328984/7990272, 1
2232985/843750, 1
22335496/5947392, 1
22335672/5947392, 1
22341312/9633792, 1
22342368/7077888, 1
2234396/663552, 1
2234649/843750, 1
22347272/5947392, 1
2235043/1269600, 1
22354672/5947392, 1
22359752/7077888, 1
2235998/1500000, 1
22363600/5947392, 1
22363648/7755264, 1
2236461/843750, 1
22368368/5947392, 1
2236922/1500000, 1
2237324/843750, 1
22374248/5947392, 1
22374752/12000000, 1
22376344/7077888, 1
22376496/8871936, 1
2237791/843750, 1
2237804/1500000, 1
22379368/5947392, 1
2238057/1500000, 1
2238199/843750, 1
22383624/7077888, 1
2238456/1269600, 1
22386880/6291456, 1
22389448/5947392, 1
2238959/843750, 1
22392976/5947392, 1
22393640/10411392, 1
2239421/629856, 1
22396000/5947392, 1
22397024/5947392, 1
224/100, 1
22401888/5947392, 1
2240336/786432, 1
2241041/843750, 1
22412112/7657344, 1
22415800/7657344, 1
22417040/12000000, 1
22422008/5947392, 1
2242700/629856, 1
22427464/3981312, 1
22429088/5947392, 1
22436600/5947392, 1
22437832/5947392, 1
22438968/7077888, 1
22438984/5947392, 1
22439160/7077888, 1
22439296/6291456, 1
2244069/843750, 1
2244127/843750, 1
2244221/629856, 1
22444200/7077888, 1
22447464/7077888, 1
22449288/5947392, 1
2244972/843750, 1
22449864/5947392, 1
2245512/843750, 1
22456752/5947392, 1
22457528/5947392, 1
22459872/5947392, 1
2246054/843750, 1
2246515/629856, 1
22465728/5947392, 1
22466920/7077888, 1
22467984/5947392, 1
22468352/5947392, 1
2246922/843750, 1
22472240/5947392, 1
22475448/7077888, 1
2247848/1500000, 1
2247972/1500000, 1
2247973/1500000, 1
22485584/9980928, 1
2249032/786432, 1
22490528/7077888, 1
22494096/9980928, 1
22496904/9980928, 1
225/100, 3
2250027/1500000, 1
22502016/5947392, 1
22506248/5947392, 1
2250712/1269600, 1
2251100/843750, 1
2251405/843750, 1
2251408/843750, 1
2252645/1269600, 1
2252690/629856, 1
22531512/4085760, 1
2253805/843750, 1
2254149/843750, 1
2254225/663552, 1
2254672/786432, 1
22548928/5947392, 1
22549248/7077888, 1
22551200/5947392, 2
22552728/12000000, 1
2255823/1500000, 1
2255902/1500000, 1
2255963/843750, 1
2256569/1500000, 1
22567816/12000000, 1
22569352/6291456, 1
2257016/629856, 1
22577800/7603200, 1
2257856/629856, 1
22581632/5947392, 1
22582048/9674496, 1
22590232/6291456, 1
22590280/9980928, 1
22590296/7077888, 1
22593496/5947392, 1
2259412/843750, 1
2259533/843750, 1
22595704/12000000, 2
22596136/5947392, 1
2259632/1500000, 1
2259846/1247616, 1
2259915/1500000, 1
2259960/786432, 1
22600600/5947392, 1
2260098/1500000, 1
22602528/5947392, 1
22602872/5947392, 1
2260491/843750, 1
2260578/629856, 1
22606968/9980928, 1
2260722/629856, 1
2260962/843750, 1
2261303/629856, 1
2261314/1500000, 1
2261351/1108992, 1
22614144/5947392, 2
2261680/629856, 1
22617576/12000000, 1
22618472/12000000, 2
22620616/5947392, 1
22621400/5947392, 1
2262240/668160, 1
22623368/7077888, 1
2262434/629856, 1
2262492/843750, 1
22625584/7077888, 1
22627200/7077888, 1
2262861/1500000, 1
22629392/5947392, 1
2263056/786432, 1
2263120/843750, 1
2263197/1500000, 1
22634728/5947392, 1
22634992/13530240, 1
22635176/5947392, 1
22636536/5947392, 1
2263725/843750, 1
22639432/7077888, 1
2264547/843750, 1
22647736/10411392, 1
22650320/7990272, 1
2265935/1500000, 1
2266273/629856, 1
2266321/843750, 1
22669544/5947392, 1
2266980/843750, 1
2267/1113, 1
2267019/629856, 1
