ifdg_GPSLongitude ,Count
79 deg 59 23.910, 1
79 deg 59 25.170, 1
79 deg 59 34.800, 1
79 deg 59 4.160, 6
79 deg 59 55.000, 1
79 deg 59 55.200, 1
79 deg 59 6.140, 1
79 deg 59 7.200, 2
79 deg 59 7.403, 1
79 deg 59 9.730, 4
79 deg 7 16.200, 1
79 deg 7 3.000, 1
79 deg 7 36.540, 1
79 deg 7 6.600, 1
79 deg 7 8.400, 1
79 deg 7 9.000, 1
79 deg 8 51.000, 1
8 deg 0 0.000, 6
8 deg 0 10.050, 1
8 deg 0 10.152, 1
8 deg 0 10.230, 1
8 deg 0 10.260, 1
8 deg 0 10.277, 1
8 deg 0 10.440, 1
8 deg 0 10.990, 1
8 deg 0 11.030, 1
8 deg 0 11.990, 1
8 deg 0 14.730, 8
8 deg 0 29.400, 1
8 deg 0 3.011, 1
8 deg 0 30.600, 1
8 deg 0 34.200, 1
8 deg 0 35.076, 1
8 deg 0 38.750, 1
8 deg 0 39.460, 1
8 deg 0 42.000, 1
8 deg 0 44.840, 2
8 deg 0 45.000, 1
8 deg 0 54.126, 2
8 deg 0 56.190, 1
8 deg 0 56.370, 1
8 deg 0 7.181, 1
8 deg 0 8.240, 1
8 deg 0 8.400, 1
8 deg 0 8.990, 1
8 deg 0 9.190, 1
8 deg 0 9.740, 1
8 deg 0 9.830, 1
8 deg 0 9.920, 1
8 deg 0 9.960, 1
8 deg 1 0.084, 1
8 deg 1 0.500, 1
8 deg 1 17.911, 1
8 deg 1 29.330, 1
8 deg 1 32.720, 8
8 deg 1 58.800, 8
8 deg 1 9.600, 2
8 deg 10 0.270, 1
8 deg 10 0.510, 1
8 deg 10 0.530, 1
8 deg 10 0.870, 1
8 deg 10 1.250, 4
8 deg 10 1.640, 1
8 deg 10 11.000, 1
8 deg 10 12.350, 3
8 deg 10 12.600, 2
8 deg 10 15.894, 6
8 deg 10 16.790, 3
8 deg 10 18.637, 1
8 deg 10 19.200, 1
8 deg 10 3.802, 1
8 deg 10 3.956, 1
8 deg 10 3.997, 5
8 deg 10 4.390, 5
8 deg 10 4.800, 1
8 deg 10 48.080, 1
8 deg 10 5.257, 1
8 deg 10 53.400, 1
8 deg 10 7.600, 1
8 deg 11 10.800, 1
8 deg 11 2.877, 1
8 deg 11 22.817, 1
8 deg 11 25.800, 1
8 deg 11 30.880, 1
8 deg 11 36.600, 1
8 deg 11 42.000, 1
8 deg 11 42.580, 1
8 deg 11 45.593, 1
8 deg 12 11.970, 1
8 deg 12 13.430, 1
8 deg 12 13.470, 1
8 deg 12 13.490, 2
8 deg 12 13.740, 1
8 deg 12 16.200, 2
8 deg 12 16.800, 1
8 deg 12 18.000, 1
8 deg 12 25.082, 1
8 deg 12 31.097, 2
8 deg 12 31.163, 2
8 deg 12 31.729, 2
8 deg 12 31.736, 1
8 deg 12 32.097, 1
8 deg 12 32.120, 1
8 deg 12 32.254, 1
8 deg 12 32.299, 2
8 deg 12 32.368, 1
8 deg 12 32.385, 1
8 deg 12 32.419, 1
8 deg 12 32.574, 1
8 deg 12 32.611, 1
8 deg 12 32.656, 1
8 deg 12 32.749, 1
8 deg 12 32.855, 4
8 deg 12 32.914, 1
8 deg 12 33.391, 1
8 deg 12 33.586, 1
8 deg 12 33.772, 1
8 deg 12 33.834, 1
8 deg 12 33.889, 1
8 deg 12 34.200, 1
8 deg 12 34.800, 1
8 deg 12 38.000, 1
8 deg 12 44.563, 1
8 deg 12 46.296, 1
8 deg 12 48.000, 2
8 deg 12 49.800, 2
8 deg 12 57.000, 1
8 deg 13 11.400, 2
8 deg 13 13.200, 1
8 deg 13 14.400, 1
8 deg 13 16.800, 1
8 deg 13 18.600, 1
8 deg 13 25.500, 1
8 deg 13 26.400, 1
8 deg 13 29.400, 1
8 deg 13 3.600, 1
8 deg 13 30.000, 2
8 deg 13 31.100, 1
8 deg 13 33.600, 1
8 deg 13 36.000, 1
8 deg 13 42.000, 1
8 deg 13 44.400, 1
8 deg 13 45.000, 1
8 deg 13 47.530, 1
8 deg 13 50.090, 1
8 deg 13 50.180, 1
8 deg 13 50.530, 1
8 deg 13 51.000, 1
8 deg 13 51.610, 1
8 deg 13 8.994, 1
8 deg 13 9.000, 1
8 deg 14 0.000, 1
8 deg 14 0.540, 1
8 deg 14 12.600, 1
8 deg 14 15.600, 1
8 deg 14 21.000, 1
8 deg 14 23.850, 1
8 deg 14 23.989, 1
8 deg 14 23.999, 1
8 deg 14 24.023, 1
8 deg 14 24.058, 1
8 deg 14 24.181, 2
8 deg 14 25.200, 1
8 deg 14 25.800, 3
8 deg 14 26.400, 2
8 deg 14 27.600, 1
8 deg 14 29.400, 1
8 deg 14 29.800, 1
8 deg 14 33.340, 1
8 deg 14 37.200, 1
8 deg 14 38.140, 1
8 deg 14 47.730, 1
8 deg 14 7.200, 1
8 deg 15 0.600, 1
8 deg 15 10.200, 1
8 deg 15 11.904, 1
8 deg 15 18.848, 1
8 deg 15 21.885, 1
8 deg 15 22.200, 1
8 deg 15 24.000, 1
8 deg 15 24.994, 1
8 deg 15 43.791, 1
8 deg 15 5.400, 1
8 deg 15 50.815, 1
8 deg 15 53.400, 3
8 deg 15 9.160, 1
8 deg 16 28.330, 1
8 deg 16 35.931, 1
8 deg 16 44.192, 1
8 deg 16 45.692, 1
8 deg 16 45.853, 1
8 deg 16 45.963, 1
8 deg 16 47.989, 3
8 deg 16 48.620, 1
8 deg 16 59.253, 1
8 deg 16 59.260, 1
8 deg 16 8.400, 1
8 deg 17 1.155, 1
8 deg 17 15.790, 1
8 deg 17 18.900, 1
8 deg 17 22.330, 1
8 deg 17 25.800, 1
8 deg 17 26.400, 1
8 deg 17 5.694, 2
8 deg 17 50.610, 1
8 deg 17 58.741, 1
8 deg 17 6.600, 1
8 deg 18 10.440, 1
8 deg 18 11.341, 1
8 deg 18 12.000, 1
8 deg 18 13.716, 1
8 deg 18 16.720, 1
8 deg 18 16.800, 1
8 deg 18 17.613, 1
8 deg 18 18.293, 1
8 deg 18 18.340, 1
8 deg 18 19.800, 1
8 deg 18 2.345, 1
8 deg 18 21.140, 1
8 deg 18 21.360, 1
8 deg 18 21.410, 1
8 deg 18 21.420, 1
8 deg 18 21.560, 1
8 deg 18 22.200, 1
8 deg 18 22.430, 1
8 deg 18 24.782, 1
8 deg 18 24.799, 1
8 deg 18 24.957, 2
8 deg 18 25.849, 1
8 deg 18 25.976, 1
8 deg 18 27.137, 2
8 deg 18 27.600, 1
8 deg 18 28.800, 1
8 deg 18 28.867, 1
8 deg 18 28.950, 1
8 deg 18 29.921, 1
8 deg 18 30.069, 1
8 deg 18 30.600, 2
8 deg 18 31.200, 1
8 deg 18 32.235, 1
8 deg 18 33.000, 1
8 deg 18 33.600, 1
8 deg 18 35.874, 2
8 deg 18 36.600, 2
8 deg 18 37.200, 1
8 deg 18 39.030, 1
8 deg 18 4.200, 2
8 deg 18 40.200, 1
8 deg 18 43.200, 1
8 deg 18 44.400, 1
8 deg 18 45.185, 1
8 deg 18 48.145, 1
8 deg 18 48.615, 1
8 deg 18 48.777, 1
8 deg 18 48.891, 1
8 deg 18 49.827, 1
8 deg 18 5.566, 1
8 deg 18 5.595, 1
8 deg 18 5.600, 1
8 deg 18 5.863, 1
8 deg 18 5.889, 1
8 deg 18 5.930, 1
8 deg 18 5.995, 1
8 deg 18 58.039, 2
8 deg 18 6.036, 1
8 deg 18 7.114, 1
8 deg 18 7.200, 1
8 deg 18 7.622, 1
8 deg 18 8.400, 1
8 deg 18 8.512, 1
8 deg 19 1.800, 1
8 deg 19 13.695, 1
8 deg 19 15.574, 1
8 deg 19 17.715, 1
8 deg 19 19.167, 1
8 deg 19 19.181, 2
8 deg 19 19.236, 1
8 deg 19 23.267, 1
8 deg 19 29.148, 5
8 deg 19 29.409, 1
8 deg 19 32.350, 1
8 deg 19 44.010, 1
8 deg 19 52.775, 1
8 deg 19 55.865, 1
8 deg 2 11.357, 1
8 deg 2 11.904, 2
8 deg 2 2.400, 1
8 deg 2 2.670, 1
8 deg 2 3.000, 1
8 deg 2 3.270, 1
8 deg 2 38.419, 1
8 deg 2 45.918, 1
8 deg 20 10.200, 1
8 deg 20 10.312, 2
8 deg 20 11.723, 1
8 deg 20 13.200, 1
8 deg 20 17.749, 4
8 deg 20 39.000, 1
8 deg 20 5.850, 1
8 deg 20 53.444, 1
8 deg 20 54.000, 1
8 deg 20 9.725, 1
8 deg 21 1.446, 1
8 deg 21 19.800, 4
8 deg 21 20.400, 1
8 deg 21 21.400, 1
8 deg 21 43.200, 1
8 deg 21 43.800, 1
8 deg 21 55.800, 1
8 deg 22 12.000, 1
8 deg 22 19.800, 1
8 deg 22 2.400, 1
8 deg 22 24.600, 1
8 deg 22 30.600, 1
8 deg 22 32.088, 1
8 deg 22 32.106, 1
8 deg 22 37.800, 1
8 deg 22 38.400, 1
8 deg 22 40.200, 1
8 deg 22 42.756, 1
8 deg 22 50.238, 1
8 deg 22 50.881, 1
8 deg 22 51.600, 2
8 deg 22 58.200, 1
8 deg 23 0.160, 1
8 deg 23 1.000, 1
8 deg 23 1.160, 1
8 deg 23 11.000, 1
8 deg 23 11.312, 1
8 deg 23 11.315, 1
8 deg 23 17.400, 2
8 deg 23 27.000, 1
8 deg 23 27.600, 1
8 deg 23 36.000, 1
8 deg 23 38.400, 1
8 deg 23 39.193, 1
8 deg 23 4.340, 1
8 deg 23 41.220, 1
8 deg 23 43.200, 1
8 deg 23 43.800, 1
8 deg 23 44.400, 1
8 deg 23 46.680, 1
8 deg 23 48.600, 2
8 deg 23 49.200, 2
8 deg 23 51.960, 1
8 deg 23 54.600, 1
8 deg 23 55.200, 1
8 deg 23 55.800, 4
8 deg 23 56.050, 1
8 deg 23 56.400, 15
8 deg 23 56.730, 1
8 deg 23 57.600, 1
8 deg 23 58.800, 1
8 deg 24 0.600, 2
8 deg 24 11.180, 1
8 deg 24 12.490, 1
8 deg 24 13.480, 1
8 deg 24 13.610, 1
8 deg 24 13.620, 1
8 deg 24 15.600, 1
8 deg 24 16.730, 1
8 deg 24 17.400, 1
8 deg 24 20.400, 1
8 deg 24 22.460, 1
8 deg 24 22.540, 1
8 deg 24 22.630, 1
8 deg 24 22.780, 1
8 deg 24 22.800, 1
8 deg 24 22.840, 2
8 deg 24 26.610, 1
8 deg 24 29.010, 1
8 deg 24 3.170, 1
8 deg 24 38.400, 1
8 deg 24 39.000, 1
8 deg 24 4.490, 1
8 deg 24 40.200, 3
8 deg 24 40.800, 1
8 deg 24 41.129, 1
8 deg 24 41.400, 1
8 deg 24 42.930, 1
8 deg 24 43.420, 1
8 deg 24 48.740, 1
8 deg 24 57.600, 1
8 deg 24 59.420, 55
8 deg 24 6.010, 1
8 deg 25 10.800, 1
8 deg 25 12.714, 1
8 deg 25 13.003, 1
8 deg 25 13.200, 1
8 deg 25 16.800, 2
8 deg 25 20.100, 1
8 deg 25 22.200, 2
8 deg 25 23.210, 1
8 deg 25 23.400, 4
8 deg 25 25.490, 1
8 deg 25 25.970, 1
8 deg 25 29.160, 1
8 deg 25 30.850, 1
8 deg 25 31.200, 1
8 deg 25 32.770, 1
8 deg 25 32.785, 1
8 deg 25 33.230, 1
8 deg 25 33.686, 1
8 deg 25 33.720, 1
8 deg 25 33.740, 1
8 deg 25 33.760, 1
8 deg 25 33.880, 1
8 deg 25 35.030, 1
8 deg 25 36.390, 1
8 deg 25 36.570, 1
8 deg 25 37.120, 1
8 deg 25 37.770, 1
8 deg 25 37.800, 1
8 deg 25 39.030, 1
8 deg 25 39.070, 1
8 deg 25 39.580, 1
8 deg 25 51.000, 5
8 deg 25 51.600, 2
8 deg 25 52.200, 2
8 deg 25 53.400, 1
8 deg 25 7.200, 1
8 deg 25 8.800, 1
8 deg 25 9.000, 1
8 deg 25 9.910, 1
8 deg 26 0.870, 1
8 deg 26 1.330, 1
8 deg 26 15.180, 1
8 deg 26 15.590, 1
8 deg 26 17.172, 1
8 deg 26 17.220, 1
8 deg 26 17.340, 1
8 deg 26 18.000, 1
8 deg 26 19.800, 1
8 deg 26 21.378, 1
8 deg 26 21.600, 2
8 deg 26 22.650, 1
8 deg 26 23.400, 1
8 deg 26 23.466, 1
8 deg 26 27.600, 1
8 deg 26 28.200, 1
8 deg 26 28.800, 1
8 deg 26 29.240, 1
8 deg 26 30.600, 1
8 deg 26 31.232, 1
8 deg 26 35.400, 1
8 deg 26 37.220, 1
8 deg 26 4.200, 1
8 deg 26 40.200, 6
8 deg 26 40.800, 6
8 deg 26 42.600, 3
8 deg 26 43.200, 2
8 deg 26 43.800, 2
8 deg 26 44.400, 1
8 deg 26 45.000, 2
8 deg 26 45.600, 1
8 deg 26 46.979, 1
8 deg 26 48.600, 7
8 deg 26 49.806, 1
8 deg 26 50.330, 1
8 deg 26 53.195, 1
8 deg 26 53.400, 1
8 deg 26 53.423, 1
8 deg 26 56.150, 1
8 deg 26 57.600, 1
8 deg 26 58.800, 2
8 deg 26 59.400, 1
8 deg 27 11.940, 2
8 deg 27 13.899, 1
8 deg 27 29.530, 1
8 deg 27 4.120, 1
8 deg 27 4.200, 1
8 deg 27 45.190, 1
8 deg 27 45.340, 2
8 deg 27 46.200, 1
8 deg 27 48.912, 1
8 deg 27 51.540, 1
8 deg 27 51.910, 1
8 deg 27 51.940, 1
8 deg 27 52.130, 1
8 deg 27 52.170, 1
8 deg 27 52.230, 1
8 deg 27 52.350, 1
8 deg 27 52.360, 1
8 deg 27 52.490, 1
8 deg 27 52.520, 1
8 deg 27 52.550, 1
8 deg 27 52.730, 1
8 deg 27 53.300, 1
8 deg 27 53.540, 1
8 deg 27 55.200, 1
8 deg 27 55.683, 2
8 deg 27 55.803, 3
8 deg 27 55.954, 1
8 deg 27 56.709, 2
8 deg 28 13.821, 1
8 deg 28 17.929, 1
8 deg 28 2.640, 1
8 deg 28 20.400, 2
8 deg 28 22.200, 2
8 deg 28 25.686, 1
8 deg 28 32.560, 1
8 deg 28 37.706, 1
8 deg 28 40.057, 1
8 deg 28 43.408, 2
8 deg 28 44.270, 1
8 deg 28 45.893, 1
8 deg 28 46.289, 1
8 deg 28 46.450, 1
8 deg 28 48.700, 1
8 deg 28 48.940, 1
8 deg 28 49.440, 1
8 deg 28 51.280, 2
8 deg 28 51.696, 1
8 deg 28 52.530, 1
8 deg 28 52.800, 1
8 deg 28 57.000, 1
8 deg 28 57.600, 1
8 deg 28 8.400, 1
8 deg 28 8.830, 1
8 deg 28 9.958, 2
8 deg 29 14.380, 1
8 deg 29 15.600, 1
8 deg 29 16.200, 1
8 deg 29 18.510, 1
8 deg 29 19.530, 1
8 deg 29 27.290, 1
8 deg 29 27.530, 1
8 deg 29 29.320, 1
8 deg 29 42.420, 1
8 deg 29 48.858, 1
8 deg 29 49.800, 1
8 deg 3 10.537, 1
8 deg 3 10.719, 2
8 deg 3 11.000, 2
8 deg 3 11.454, 1
8 deg 3 13.000, 1
8 deg 3 4.000, 1
8 deg 3 4.055, 1
8 deg 3 4.625, 1
8 deg 3 4.800, 3
8 deg 3 4.886, 1
8 deg 3 4.996, 1
8 deg 3 8.460, 1
8 deg 3 9.000, 1
8 deg 3 9.500, 1
8 deg 30 1.970, 1
8 deg 30 10.200, 2
8 deg 30 11.400, 1
8 deg 30 12.000, 22
8 deg 30 12.600, 62
8 deg 30 13.200, 6
8 deg 30 13.800, 2
8 deg 30 14.400, 2
8 deg 30 16.200, 1
8 deg 30 16.780, 1
8 deg 30 17.340, 1
8 deg 30 17.360, 1
8 deg 30 22.010, 1
8 deg 30 23.143, 1
8 deg 30 27.000, 1
8 deg 30 3.158, 1
8 deg 30 33.600, 2
8 deg 30 37.800, 3
8 deg 30 39.700, 1
8 deg 30 39.840, 1
8 deg 30 40.200, 1
8 deg 30 40.800, 3
8 deg 30 41.400, 3
8 deg 30 42.000, 1
8 deg 30 42.366, 2
8 deg 30 42.610, 1
8 deg 30 44.051, 1
8 deg 30 45.420, 1
8 deg 30 45.810, 1
8 deg 30 46.200, 2
8 deg 30 57.000, 1
8 deg 30 58.674, 2
8 deg 30 8.400, 2
8 deg 30 8.560, 1
8 deg 30 9.600, 1
8 deg 31 10.680, 1
8 deg 31 25.800, 1
8 deg 31 30.090, 1
8 deg 31 30.600, 2
8 deg 31 31.200, 1
8 deg 31 39.273, 1
8 deg 31 39.332, 1
8 deg 31 39.443, 1
8 deg 31 39.504, 1
8 deg 31 39.588, 1
8 deg 31 39.611, 1
8 deg 31 39.621, 1
8 deg 31 39.911, 1
8 deg 31 40.003, 1
8 deg 31 40.200, 1
8 deg 31 41.409, 1
8 deg 31 42.365, 1
8 deg 31 45.130, 1
8 deg 31 45.470, 1
8 deg 31 45.790, 1
8 deg 31 47.550, 1
8 deg 31 49.290, 1
8 deg 31 49.540, 1
8 deg 31 51.192, 1
8 deg 31 51.600, 1
8 deg 31 51.758, 1
8 deg 31 52.462, 1
8 deg 31 53.042, 1
8 deg 31 53.194, 1
8 deg 31 54.174, 1
8 deg 31 54.191, 2
8 deg 31 54.216, 1
8 deg 31 54.312, 1
8 deg 31 54.342, 1
8 deg 31 54.384, 1
8 deg 31 54.426, 1
8 deg 31 54.444, 1
8 deg 31 54.460, 1
8 deg 31 54.461, 1
8 deg 31 54.504, 1
8 deg 31 54.510, 1
8 deg 31 55.685, 4
8 deg 31 56.560, 1
8 deg 31 57.600, 3
8 deg 32 1.353, 1
8 deg 32 1.393, 1
8 deg 32 1.463, 1
8 deg 32 1.471, 1
8 deg 32 1.500, 1
8 deg 32 1.544, 1
8 deg 32 1.596, 1
8 deg 32 1.631, 1
8 deg 32 1.800, 2
8 deg 32 1.818, 1
8 deg 32 1.842, 1
8 deg 32 1.958, 1
8 deg 32 12.600, 1
8 deg 32 12.849, 1
8 deg 32 13.800, 2
8 deg 32 13.968, 1
8 deg 32 14.802, 1
8 deg 32 14.823, 1
8 deg 32 14.881, 1
8 deg 32 14.930, 1
8 deg 32 15.420, 1
8 deg 32 16.800, 2
8 deg 32 18.000, 1
8 deg 32 19.200, 2
8 deg 32 19.890, 1
8 deg 32 2.020, 1
8 deg 32 2.400, 2
8 deg 32 20.652, 1
8 deg 32 22.200, 1
8 deg 32 23.416, 1
8 deg 32 24.600, 1
8 deg 32 26.400, 1
8 deg 32 28.178, 1
8 deg 32 28.200, 1
8 deg 32 3.133, 1
8 deg 32 3.383, 1
8 deg 32 3.469, 1
8 deg 32 3.558, 1
8 deg 32 3.929, 1
8 deg 32 30.520, 1
8 deg 32 31.093, 1
8 deg 32 31.131, 1
8 deg 32 31.718, 3
8 deg 32 31.800, 1
8 deg 32 32.400, 1
8 deg 32 33.000, 2
8 deg 32 33.199, 1
8 deg 32 33.277, 1
8 deg 32 33.330, 1
8 deg 32 34.930, 1
8 deg 32 34.990, 1
8 deg 32 35.500, 1
8 deg 32 36.208, 1
8 deg 32 36.600, 2
8 deg 32 36.630, 1
8 deg 32 36.860, 1
8 deg 32 37.800, 1
8 deg 32 38.950, 1
8 deg 32 39.060, 1
8 deg 32 39.680, 1
8 deg 32 39.750, 1
8 deg 32 39.800, 1
8 deg 32 39.980, 1
8 deg 32 4.800, 1
8 deg 32 40.250, 1
8 deg 32 40.670, 2
8 deg 32 42.640, 3
8 deg 32 42.800, 1
8 deg 32 43.640, 1
8 deg 32 45.485, 1
8 deg 32 45.490, 2
8 deg 32 45.623, 1
8 deg 32 45.800, 1
8 deg 32 46.654, 1
8 deg 32 46.968, 1
8 deg 32 47.400, 2
8 deg 32 47.509, 1
8 deg 32 48.238, 1
8 deg 32 49.158, 1
8 deg 32 49.163, 1
8 deg 32 49.433, 1
8 deg 32 49.568, 1
8 deg 32 49.594, 1
8 deg 32 49.629, 1
8 deg 32 49.631, 1
8 deg 32 49.775, 1
8 deg 32 49.857, 1
8 deg 32 49.938, 1
8 deg 32 5.488, 1
8 deg 32 50.001, 1
8 deg 32 50.076, 1
8 deg 32 50.078, 1
8 deg 32 50.228, 1
8 deg 32 50.236, 1
8 deg 32 50.354, 1
8 deg 32 50.363, 1
8 deg 32 50.369, 1
8 deg 32 50.380, 1
8 deg 32 50.387, 1
8 deg 32 50.400, 1
8 deg 32 50.446, 1
8 deg 32 50.472, 1
8 deg 32 50.478, 2
8 deg 32 50.590, 1
8 deg 32 50.600, 1
8 deg 32 50.981, 1
8 deg 32 51.013, 1
8 deg 32 51.102, 1
8 deg 32 51.163, 1
8 deg 32 51.165, 1
8 deg 32 51.189, 1
8 deg 32 51.196, 2
8 deg 32 51.215, 1
8 deg 32 51.229, 1
8 deg 32 51.253, 1
8 deg 32 51.498, 1
8 deg 32 51.532, 1
8 deg 32 51.541, 1
8 deg 32 51.593, 1
8 deg 32 51.779, 1
8 deg 32 51.810, 1
8 deg 32 51.954, 1
8 deg 32 51.957, 1
8 deg 32 52.000, 1
8 deg 32 52.025, 1
8 deg 32 52.052, 1
8 deg 32 52.315, 1
8 deg 32 52.349, 1
8 deg 32 52.398, 1
8 deg 32 52.542, 1
8 deg 32 52.565, 2
8 deg 32 52.572, 1
8 deg 32 52.668, 1
8 deg 32 52.686, 1
8 deg 32 52.691, 1
8 deg 32 52.697, 1
8 deg 32 52.704, 1
8 deg 32 52.722, 1
8 deg 32 52.751, 1
8 deg 32 52.755, 2
8 deg 32 52.758, 1
8 deg 32 52.769, 3
8 deg 32 52.789, 1
8 deg 32 52.815, 1
8 deg 32 52.861, 1
8 deg 32 52.964, 1
8 deg 32 53.034, 1
8 deg 32 53.048, 1
8 deg 32 53.646, 1
8 deg 32 54.027, 1
8 deg 32 54.084, 1
8 deg 32 54.152, 1
8 deg 32 54.257, 1
8 deg 32 54.567, 1
8 deg 32 54.600, 2
8 deg 32 58.800, 1
8 deg 32 6.000, 1
8 deg 32 6.148, 1
8 deg 32 6.600, 2
8 deg 32 6.741, 2
8 deg 32 8.059, 1
8 deg 32 9.600, 1
8 deg 33 10.411, 1
8 deg 33 10.790, 1
8 deg 33 12.000, 1
8 deg 33 13.200, 1
8 deg 33 14.400, 1
8 deg 33 16.800, 1
8 deg 33 18.600, 1
8 deg 33 2.403, 1
8 deg 33 21.000, 2
8 deg 33 21.690, 1
8 deg 33 24.761, 3
8 deg 33 25.670, 1
8 deg 33 25.700, 1
8 deg 33 27.160, 1
8 deg 33 34.800, 1
8 deg 33 35.570, 1
8 deg 33 35.888, 2
8 deg 33 36.645, 1
8 deg 33 38.172, 1
8 deg 33 39.000, 1
8 deg 33 39.600, 1
8 deg 33 39.673, 1
8 deg 33 40.151, 1
8 deg 33 40.898, 1
8 deg 33 41.038, 1
8 deg 33 41.178, 1
8 deg 33 41.508, 1
8 deg 33 44.220, 1
8 deg 33 45.600, 2
8 deg 33 47.554, 1
8 deg 33 54.000, 1
8 deg 33 57.600, 1
8 deg 33 9.070, 1
8 deg 34 0.000, 4
8 deg 34 1.079, 1
8 deg 34 1.200, 1
8 deg 34 10.200, 2
8 deg 34 11.400, 1
8 deg 34 11.502, 3
8 deg 34 12.000, 2
8 deg 34 14.400, 2
8 deg 34 15.000, 1
8 deg 34 15.486, 1
8 deg 34 15.660, 1
8 deg 34 16.074, 1
8 deg 34 17.016, 1
8 deg 34 17.148, 1
8 deg 34 18.360, 1
8 deg 34 18.600, 2
8 deg 34 19.748, 1
8 deg 34 20.120, 1
8 deg 34 23.413, 1
8 deg 34 28.410, 1
8 deg 34 28.614, 1
8 deg 34 28.750, 1
8 deg 34 3.367, 1
8 deg 34 30.509, 1
8 deg 34 34.123, 1
8 deg 34 34.142, 1
8 deg 34 36.460, 1
8 deg 34 4.200, 4
8 deg 34 40.200, 1
8 deg 34 41.400, 1
8 deg 34 42.600, 2
8 deg 34 43.800, 1
8 deg 34 51.348, 1
8 deg 34 6.530, 1
8 deg 34 8.690, 1
8 deg 34 9.600, 3
8 deg 35 11.400, 1
8 deg 35 12.000, 2
8 deg 35 12.600, 1
8 deg 35 17.200, 4
8 deg 35 18.580, 2
8 deg 35 18.980, 7
8 deg 35 21.600, 2
8 deg 35 22.420, 1
8 deg 35 23.180, 1
8 deg 35 23.800, 1
8 deg 35 26.400, 1
8 deg 35 27.000, 1
8 deg 35 28.412, 1
8 deg 35 30.000, 1
8 deg 35 40.200, 1
8 deg 35 40.800, 4
8 deg 35 41.400, 17
8 deg 35 42.000, 2
8 deg 35 6.390, 1
8 deg 35 7.800, 1
8 deg 35 8.400, 1
8 deg 36 20.400, 2
8 deg 36 26.628, 1
8 deg 36 26.680, 1
8 deg 36 31.580, 1
8 deg 36 32.400, 1
8 deg 36 33.600, 1
8 deg 36 34.490, 1
8 deg 36 35.260, 1
8 deg 36 36.600, 1
8 deg 36 41.411, 1
8 deg 36 41.477, 1
8 deg 36 43.800, 1
8 deg 36 44.400, 1
8 deg 36 45.257, 1
8 deg 36 45.600, 1
8 deg 36 46.200, 1
8 deg 36 46.800, 1
8 deg 36 47.400, 4
8 deg 36 48.000, 2
8 deg 36 49.975, 1
8 deg 36 50.285, 1
8 deg 36 51.000, 1
8 deg 36 52.448, 1
8 deg 36 53.064, 1
8 deg 36 53.143, 1
8 deg 36 53.669, 1
8 deg 36 53.749, 1
8 deg 36 54.997, 1
8 deg 36 57.432, 1
8 deg 36 59.261, 1
8 deg 36 59.894, 1
8 deg 36 8.680, 1
8 deg 36 8.880, 1
8 deg 37 12.114, 1
8 deg 37 12.228, 1
8 deg 37 12.492, 1
8 deg 37 14.742, 1
8 deg 37 14.754, 1
8 deg 37 14.952, 1
8 deg 37 14.982, 1
8 deg 37 15.234, 1
8 deg 37 15.348, 1
8 deg 37 15.354, 68
8 deg 37 15.600, 1
8 deg 37 15.726, 1
8 deg 37 16.032, 1
8 deg 37 16.116, 1
8 deg 37 16.260, 1
8 deg 37 18.600, 1
8 deg 37 39.016, 1
8 deg 37 4.200, 1
8 deg 37 40.895, 1
8 deg 37 41.633, 1
8 deg 37 41.952, 1
8 deg 37 41.957, 1
8 deg 37 41.981, 1
8 deg 37 44.900, 1
8 deg 37 47.400, 1
8 deg 37 49.879, 1
8 deg 37 5.734, 1
8 deg 37 51.000, 1
8 deg 37 57.236, 1
8 deg 38 18.492, 1
8 deg 38 21.726, 1
8 deg 38 23.802, 1
8 deg 38 24.150, 1
8 deg 38 26.268, 1
8 deg 38 28.127, 1
8 deg 38 29.526, 1
8 deg 38 39.600, 1
8 deg 38 41.570, 1
8 deg 38 42.600, 1
8 deg 38 43.339, 1
8 deg 38 44.966, 1
8 deg 38 45.740, 1
8 deg 38 46.570, 1
8 deg 38 51.000, 1
8 deg 39 0.354, 1
8 deg 39 1.440, 1
8 deg 39 1.895, 3
8 deg 39 11.015, 1
8 deg 39 12.972, 1
8 deg 39 21.960, 1
8 deg 39 24.810, 3
8 deg 39 42.600, 1
8 deg 39 46.800, 2
8 deg 39 47.563, 1
8 deg 39 48.600, 1
8 deg 39 49.151, 1
8 deg 39 52.200, 1
8 deg 39 52.800, 1
8 deg 39 53.400, 1
8 deg 39 54.600, 1
8 deg 39 55.530, 1
8 deg 39 59.592, 1
8 deg 4 15.997, 4
8 deg 4 3.000, 1
8 deg 4 40.395, 1
8 deg 40 11.400, 13
8 deg 40 11.600, 2
8 deg 40 12.000, 7
8 deg 40 12.990, 2
8 deg 40 15.250, 2
8 deg 40 17.440, 5
8 deg 40 17.970, 2
8 deg 40 18.440, 1
8 deg 40 18.600, 2
8 deg 40 19.800, 1
8 deg 40 20.990, 4
8 deg 40 21.000, 1
8 deg 40 21.311, 1
8 deg 40 21.760, 1
8 deg 40 22.609, 1
8 deg 40 23.352, 1
8 deg 40 35.400, 1
8 deg 40 36.600, 1
8 deg 40 37.200, 5
8 deg 40 42.600, 1
8 deg 40 46.200, 1
8 deg 40 47.785, 1
8 deg 40 48.600, 1
8 deg 41 0.759, 1
