ifd1_JpegIFOffset ,Count
@ +0x9350 = @ 0x935C, 18
@ +0x9352 = @ 0x935E, 1
@ +0x9354 = @ 0x9360, 18
@ +0x9356 = @ 0x9362, 1
@ +0x9358 = @ 0x9364, 20
@ +0x935A = @ 0x9366, 1
@ +0x935C = @ 0x9368, 17
@ +0x935C = @ 0x937A, 2
@ +0x9360 = @ 0x936C, 22
@ +0x9364 = @ 0x9370, 21
@ +0x9366 = @ 0x9372, 1
@ +0x9368 = @ 0x9374, 14
@ +0x936A = @ 0x9376, 2
@ +0x936C = @ 0x9378, 17
@ +0x936C = @ 0x938A, 1
@ +0x936E = @ 0x937A, 81
@ +0x9370 = @ 0x937C, 22
@ +0x9370 = @ 0x938E, 1
@ +0x9372 = @ 0x937E, 60
@ +0x9374 = @ 0x9380, 35
@ +0x9376 = @ 0x9382, 1
@ +0x9378 = @ 0x9384, 29
@ +0x9378 = @ 0x9396, 2
@ +0x937A = @ 0x9386, 5
@ +0x937C = @ 0x9388, 210
@ +0x937E = @ 0x938A, 37
@ +0x9380 = @ 0x938C, 17
@ +0x9380 = @ 0x939E, 1
@ +0x9382 = @ 0x938E, 3
@ +0x9382 = @ 0x93A0, 1
@ +0x9384 = @ 0x9390, 11
@ +0x9386 = @ 0x9392, 2
@ +0x9386 = @ 0x93A4, 1
@ +0x9388 = @ 0x9394, 12
@ +0x938A = @ 0x9396, 30
@ +0x938C = @ 0x9398, 19
@ +0x938D = @ 0x9399, 1
@ +0x9390 = @ 0x939C, 16
@ +0x9392 = @ 0x939E, 1
@ +0x9394 = @ 0x93A0, 18
@ +0x9396 = @ 0x93B4, 1
@ +0x9398 = @ 0x93A4, 14
@ +0x939A = @ 0x93A6, 2
@ +0x939C = @ 0x93A8, 13
@ +0x939E = @ 0x93AA, 3
@ +0x93A0 = @ 0x93AC, 15
@ +0x93A2 = @ 0x93AE, 2
@ +0x93A4 = @ 0x93B0, 9
@ +0x93A4 = @ 0x93C2, 1
@ +0x93A8 = @ 0x93B4, 18
@ +0x93AA = @ 0x93B6, 1914
@ +0x93AC = @ 0x93B8, 14
@ +0x93AC = @ 0x93CA, 1
@ +0x93AE = @ 0x93BA, 1
@ +0x93B0 = @ 0x93BC, 20
@ +0x93B2 = @ 0x93BE, 3
@ +0x93B4 = @ 0x93C0, 17
@ +0x93B8 = @ 0x93C4, 11
@ +0x93B8 = @ 0x93D6, 1
@ +0x93BA = @ 0x93C6, 1
@ +0x93BC = @ 0x93C8, 11
@ +0x93C0 = @ 0x93CC, 10
@ +0x93C4 = @ 0x93D0, 16
@ +0x93C8 = @ 0x93D4, 13
@ +0x93CA = @ 0x93D6, 3
@ +0x93CC = @ 0x93D8, 10
@ +0x93D0 = @ 0x93DC, 16
@ +0x93D2 = @ 0x93DE, 3
@ +0x93D4 = @ 0x93E0, 21
@ +0x93D8 = @ 0x93E4, 13
@ +0x93DA = @ 0x93E6, 2
@ +0x93DC = @ 0x93E8, 14
@ +0x93DC = @ 0x93FA, 1
@ +0x93E0 = @ 0x93EC, 11
@ +0x93E4 = @ 0x93F0, 13
@ +0x93E4 = @ 0x9402, 1
@ +0x93E8 = @ 0x93F4, 11
@ +0x93EA = @ 0x93F6, 3
@ +0x93EC = @ 0x93F8, 11
@ +0x93EC = @ 0x940A, 1
@ +0x93EE = @ 0x93FA, 1
@ +0x93F0 = @ 0x93FC, 11
@ +0x93F0 = @ 0x940E, 1
@ +0x93F2 = @ 0x93FE, 4
@ +0x93F4 = @ 0x9400, 13
@ +0x93F4 = @ 0x9412, 1
@ +0x93F8 = @ 0x9404, 8
@ +0x93F9 = @ 0x9405, 1
@ +0x93FC = @ 0x9408, 5
@ +0x9400 = @ 0x940C, 13
@ +0x9402 = @ 0x940E, 3
@ +0x9404 = @ 0x9410, 99
@ +0x9404 = @ 0x9422, 1
@ +0x9406 = @ 0x9412, 1
@ +0x9408 = @ 0x9414, 8
@ +0x940A = @ 0x9416, 2
@ +0x940C = @ 0x9418, 14
@ +0x9410 = @ 0x941C, 12
@ +0x9412 = @ 0x941E, 3
@ +0x9414 = @ 0x9420, 16
@ +0x9414 = @ 0x9432, 1
@ +0x9418 = @ 0x9424, 7
@ +0x9418 = @ 0x9436, 1
@ +0x941A = @ 0x9426, 3
@ +0x941C = @ 0x9428, 17
@ +0x941E = @ 0x942A, 1
@ +0x9420 = @ 0x942C, 16
@ +0x9420 = @ 0x943E, 1
@ +0x9422 = @ 0x942E, 1
@ +0x9424 = @ 0x9430, 29
@ +0x9426 = @ 0x9432, 4
@ +0x9428 = @ 0x9434, 13
@ +0x942A = @ 0x9436, 1
@ +0x942C = @ 0x9438, 12
@ +0x9430 = @ 0x943C, 11
@ +0x9432 = @ 0x943E, 4
@ +0x9434 = @ 0x9440, 16
@ +0x9438 = @ 0x9444, 5
@ +0x943A = @ 0x9446, 2
@ +0x943C = @ 0x9448, 16
@ +0x943C = @ 0x945A, 1
@ +0x943E = @ 0x944A, 1
@ +0x9440 = @ 0x944C, 9
@ +0x9444 = @ 0x9450, 15
@ +0x9448 = @ 0x9454, 11
@ +0x944A = @ 0x9456, 1
@ +0x944C = @ 0x9458, 64
@ +0x944E = @ 0x945A, 1
@ +0x9450 = @ 0x945C, 11
@ +0x9452 = @ 0x945E, 1
@ +0x9454 = @ 0x9460, 159
@ +0x9456 = @ 0x9462, 1
@ +0x9458 = @ 0x9464, 11
@ +0x945A = @ 0x9466, 2
@ +0x945C = @ 0x9468, 15
@ +0x945C = @ 0x947A, 1
@ +0x945E = @ 0x946A, 1
@ +0x9460 = @ 0x946C, 11
@ +0x9460 = @ 0x947E, 1
@ +0x9464 = @ 0x9470, 5
@ +0x9466 = @ 0x9472, 1
@ +0x9468 = @ 0x9474, 10
@ +0x946A = @ 0x9476, 1
@ +0x946C = @ 0x9478, 12
@ +0x9470 = @ 0x947C, 5
@ +0x9474 = @ 0x9480, 105
@ +0x9476 = @ 0x9494, 1
@ +0x9478 = @ 0x9484, 10
@ +0x947A = @ 0x9486, 1
@ +0x947C = @ 0x9488, 95
@ +0x9480 = @ 0x948C, 8
@ +0x9480 = @ 0x949E, 1
@ +0x9482 = @ 0x948E, 2
@ +0x9484 = @ 0x9490, 15
@ +0x9488 = @ 0x9494, 8
@ +0x948A = @ 0x9496, 1
@ +0x948C = @ 0x9498, 17
@ +0x948E = @ 0x949A, 1
@ +0x9490 = @ 0x949C, 9
@ +0x9492 = @ 0x949E, 2
@ +0x9494 = @ 0x94A0, 306
@ +0x9494 = @ 0x94B2, 45
@ +0x9498 = @ 0x94A4, 14
@ +0x949A = @ 0x94A6, 1
@ +0x949C = @ 0x94A8, 12
@ +0x94A0 = @ 0x94AC, 6
@ +0x94A0 = @ 0x94BE, 1
@ +0x94A2 = @ 0x94AE, 4
@ +0x94A4 = @ 0x94B0, 16
@ +0x94A8 = @ 0x94B4, 11
@ +0x94AC = @ 0x94B8, 8
@ +0x94AC = @ 0x94CA, 2
@ +0x94B0 = @ 0x94BC, 9
@ +0x94B2 = @ 0x94BE, 2
@ +0x94B4 = @ 0x94C0, 12
@ +0x94B6 = @ 0x94C2, 1
@ +0x94B8 = @ 0x94C4, 5
@ +0x94BC = @ 0x94C8, 14
@ +0x94C0 = @ 0x94CC, 6
@ +0x94C2 = @ 0x94CE, 2
@ +0x94C4 = @ 0x94D0, 14
@ +0x94C8 = @ 0x94D4, 10
@ +0x94CC = @ 0x94D8, 15
@ +0x94D0 = @ 0x94DC, 10
@ +0x94D2 = @ 0x94DE, 2
@ +0x94D4 = @ 0x94E0, 7
@ +0x94D8 = @ 0x94E4, 4
@ +0x94D8 = @ 0x94F6, 1
@ +0x94DC = @ 0x94E8, 5
@ +0x94DC = @ 0x94FA, 1
@ +0x94DD = @ 0x94E9, 1
@ +0x94E0 = @ 0x94EC, 14
@ +0x94E2 = @ 0x94EE, 2
@ +0x94E4 = @ 0x94F0, 17
@ +0x94E4 = @ 0x9502, 1
@ +0x94E8 = @ 0x94F4, 7
@ +0x94EA = @ 0x94F6, 1
@ +0x94EC = @ 0x94F8, 10
@ +0x94EE = @ 0x94FA, 1
@ +0x94F0 = @ 0x94FC, 5
@ +0x94F0 = @ 0x950E, 1
@ +0x94F2 = @ 0x94FE, 1
@ +0x94F4 = @ 0x9500, 8
@ +0x94F8 = @ 0x9504, 2
@ +0x94FC = @ 0x9508, 12
@ +0x9500 = @ 0x950C, 11
@ +0x9500 = @ 0x951E, 1
@ +0x9504 = @ 0x9510, 7
@ +0x9508 = @ 0x9514, 6
@ +0x950A = @ 0x9516, 1
@ +0x950C = @ 0x9518, 15
@ +0x9510 = @ 0x951C, 7
@ +0x9512 = @ 0x951E, 2
@ +0x9514 = @ 0x9520, 8
@ +0x9518 = @ 0x9524, 9
@ +0x9518 = @ 0x9536, 3
@ +0x951C = @ 0x9528, 7
@ +0x951C = @ 0x953A, 2
@ +0x9520 = @ 0x952C, 23
@ +0x9520 = @ 0x953E, 1
@ +0x9524 = @ 0x9530, 8
@ +0x9528 = @ 0x9534, 4
@ +0x952A = @ 0x9536, 1
@ +0x952C = @ 0x9538, 14
@ +0x9530 = @ 0x953C, 8
@ +0x9534 = @ 0x9540, 11
@ +0x9536 = @ 0x9542, 24
@ +0x9538 = @ 0x9544, 4
@ +0x953C = @ 0x9548, 10
@ +0x9540 = @ 0x954C, 12
@ +0x9542 = @ 0x954E, 1
@ +0x9544 = @ 0x9550, 6
@ +0x9548 = @ 0x9554, 11
@ +0x954A = @ 0x9556, 2
@ +0x954C = @ 0x9558, 9
@ +0x9550 = @ 0x955C, 7
@ +0x9554 = @ 0x9560, 8
@ +0x9556 = @ 0x9562, 1
@ +0x9558 = @ 0x9564, 4
@ +0x9558 = @ 0x9576, 1
@ +0x955C = @ 0x9568, 6
@ +0x9560 = @ 0x956C, 6
@ +0x9562 = @ 0x956E, 1
@ +0x9562 = @ 0x9580, 1
@ +0x9564 = @ 0x9570, 14
@ +0x9568 = @ 0x9574, 9
@ +0x956C = @ 0x9578, 4
@ +0x956C = @ 0x958A, 1
@ +0x9570 = @ 0x957C, 7
@ +0x9574 = @ 0x9580, 15
@ +0x9578 = @ 0x9584, 9
@ +0x9578 = @ 0x9596, 1
@ +0x957A = @ 0x9586, 1
@ +0x957C = @ 0x9588, 9
@ +0x957E = @ 0x958A, 1
@ +0x9580 = @ 0x958C, 5
@ +0x9582 = @ 0x958E, 1
@ +0x9584 = @ 0x9590, 7
@ +0x9584 = @ 0x95A2, 1
@ +0x9588 = @ 0x9594, 5
@ +0x958C = @ 0x9598, 6
@ +0x958C = @ 0x95AA, 1
@ +0x9590 = @ 0x959C, 3
@ +0x9594 = @ 0x95A0, 4
@ +0x9594 = @ 0x95B2, 1
@ +0x9596 = @ 0x95A2, 10
@ +0x9598 = @ 0x95A4, 4
@ +0x9598 = @ 0x95B6, 2
@ +0x959A = @ 0x95A6, 2
@ +0x959A = @ 0x95B8, 1
@ +0x959C = @ 0x95A8, 11
@ +0x959C = @ 0x95BA, 1
@ +0x95A0 = @ 0x95AC, 6
@ +0x95A2 = @ 0x95AE, 1
@ +0x95A4 = @ 0x95B0, 9
@ +0x95A8 = @ 0x95B4, 7
@ +0x95AC = @ 0x95B8, 10
@ +0x95B0 = @ 0x95BC, 9
@ +0x95B4 = @ 0x95C0, 8
@ +0x95B6 = @ 0x95C2, 6
@ +0x95B8 = @ 0x95C4, 8
@ +0x95BA = @ 0x95C6, 1
@ +0x95BC = @ 0x95C8, 13
@ +0x95C0 = @ 0x95CC, 3
@ +0x95C2 = @ 0x95CE, 1
@ +0x95C4 = @ 0x95D0, 5
@ +0x95C6 = @ 0x95E4, 1
@ +0x95C8 = @ 0x95D4, 4
@ +0x95CA = @ 0x95D6, 1
@ +0x95CC = @ 0x95D8, 9
@ +0x95D0 = @ 0x95DC, 9
@ +0x95D4 = @ 0x95E0, 10
@ +0x95D4 = @ 0x95F2, 1
@ +0x95D8 = @ 0x95E4, 10
@ +0x95D8 = @ 0x95F6, 1
@ +0x95DC = @ 0x95E8, 9
@ +0x95DE = @ 0x95EA, 2
@ +0x95E0 = @ 0x95EC, 4
@ +0x95E2 = @ 0x95EE, 1
@ +0x95E4 = @ 0x95F0, 16
@ +0x95E8 = @ 0x95F4, 15
@ +0x95EC = @ 0x95F8, 14
@ +0x95EC = @ 0x960A, 1
@ +0x95EE = @ 0x95FA, 3
@ +0x95F0 = @ 0x95FC, 5
@ +0x95F2 = @ 0x95FE, 1
@ +0x95F4 = @ 0x9600, 32
@ +0x95F8 = @ 0x9604, 5
@ +0x95FC = @ 0x9608, 8
@ +0x95FE = @ 0x960A, 1
@ +0x9600 = @ 0x960C, 6
@ +0x9604 = @ 0x9610, 14
@ +0x9608 = @ 0x9614, 5
@ +0x960C = @ 0x9618, 9
@ +0x960C = @ 0x962A, 2
@ +0x9610 = @ 0x961C, 10
@ +0x9612 = @ 0x961E, 1
@ +0x9614 = @ 0x9620, 10
@ +0x9618 = @ 0x9624, 7
@ +0x961A = @ 0x9626, 6
@ +0x961C = @ 0x9628, 14
@ +0x961E = @ 0x962A, 348
@ +0x9620 = @ 0x962C, 2
@ +0x9622 = @ 0x962E, 31
@ +0x9624 = @ 0x9630, 147
@ +0x9626 = @ 0x9632, 43
@ +0x9628 = @ 0x9634, 10
@ +0x962A = @ 0x9636, 1
@ +0x962C = @ 0x9638, 7
@ +0x962C = @ 0x964A, 1
@ +0x962E = @ 0x963A, 12
@ +0x962E = @ 0x964C, 1
@ +0x9630 = @ 0x963C, 4
@ +0x9632 = @ 0x963E, 185
@ +0x9632 = @ 0x9650, 1
@ +0x9634 = @ 0x9640, 647
@ +0x9634 = @ 0x9652, 1
@ +0x9636 = @ 0x9642, 12
@ +0x9638 = @ 0x9644, 6
@ +0x963C = @ 0x9648, 144
@ +0x9640 = @ 0x964C, 9
@ +0x9640 = @ 0x965E, 1
@ +0x9644 = @ 0x9650, 7
@ +0x9648 = @ 0x9654, 7
@ +0x9648 = @ 0x9666, 1
@ +0x964C = @ 0x9658, 7
@ +0x964E = @ 0x965A, 1
@ +0x9650 = @ 0x965C, 7
@ +0x9650 = @ 0x966E, 1
@ +0x9652 = @ 0x965E, 1
@ +0x9654 = @ 0x9660, 12
@ +0x9658 = @ 0x9664, 9
@ +0x965C = @ 0x9668, 13
@ +0x9660 = @ 0x966C, 1
@ +0x9662 = @ 0x966E, 1
@ +0x9664 = @ 0x9670, 4
@ +0x9668 = @ 0x9674, 17
@ +0x9668 = @ 0x9686, 1
@ +0x966A = @ 0x9676, 1
@ +0x966C = @ 0x9678, 9
@ +0x966C = @ 0x968A, 1
@ +0x966E = @ 0x967A, 1
@ +0x9670 = @ 0x967C, 7
@ +0x9672 = @ 0x967E, 140
@ +0x9674 = @ 0x9680, 12
@ +0x9678 = @ 0x9684, 8
@ +0x967A = @ 0x9698, 1
@ +0x967C = @ 0x9688, 3
@ +0x967E = @ 0x968A, 1
@ +0x9680 = @ 0x968C, 5
@ +0x9684 = @ 0x9690, 4
@ +0x9684 = @ 0x96A2, 1
@ +0x9688 = @ 0x9694, 13
@ +0x968A = @ 0x9696, 1
@ +0x968A = @ 0x96A8, 1
@ +0x968C = @ 0x9698, 12
@ +0x9690 = @ 0x969C, 4
@ +0x9692 = @ 0x969E, 2
@ +0x9694 = @ 0x96A0, 8
@ +0x9698 = @ 0x96A4, 7
@ +0x969A = @ 0x96A6, 15
@ +0x969C = @ 0x96A8, 8
@ +0x96A0 = @ 0x96AC, 5
@ +0x96A4 = @ 0x96B0, 4
@ +0x96A8 = @ 0x96B4, 7
@ +0x96A8 = @ 0x96C6, 2
@ +0x96AA = @ 0x96B6, 2
@ +0x96AC = @ 0x96B8, 14
@ +0x96AE = @ 0x96BA, 37
@ +0x96B0 = @ 0x96BC, 4
@ +0x96B4 = @ 0x96C0, 7
@ +0x96B8 = @ 0x96C4, 7
@ +0x96BC = @ 0x96C8, 14
@ +0x96C0 = @ 0x96CC, 3
@ +0x96C4 = @ 0x96D0, 7
@ +0x96C8 = @ 0x96D4, 6
@ +0x96C8 = @ 0x96E6, 1
@ +0x96CC = @ 0x96D8, 8
@ +0x96CC = @ 0x96EA, 1
@ +0x96D0 = @ 0x96DC, 6
@ +0x96D2 = @ 0x96DE, 1
@ +0x96D4 = @ 0x96E0, 13
@ +0x96D8 = @ 0x96E4, 6
@ +0x96DA = @ 0x96E6, 2
@ +0x96DC = @ 0x96E8, 8
@ +0x96E0 = @ 0x96EC, 5
@ +0x96E0 = @ 0x96FE, 1
@ +0x96E4 = @ 0x96F0, 10
@ +0x96EA = @ 0x96F6, 2
@ +0x96EC = @ 0x96F8, 6
@ +0x96F0 = @ 0x96FC, 5
@ +0x96F4 = @ 0x9700, 8
@ +0x96F8 = @ 0x9704, 7
@ +0x96FA = @ 0x9706, 1
@ +0x96FC = @ 0x9708, 8
@ +0x96FC = @ 0x971A, 1
@ +0x9700 = @ 0x970C, 2
@ +0x9704 = @ 0x9710, 7
@ +0x9708 = @ 0x9714, 1
@ +0x970A = @ 0x9716, 1
@ +0x970C = @ 0x9718, 11
@ +0x970C = @ 0x972A, 1
@ +0x9710 = @ 0x971C, 5
@ +0x9710 = @ 0x972E, 1
@ +0x9712 = @ 0x9730, 1
@ +0x9714 = @ 0x9720, 8
@ +0x9714 = @ 0x9732, 1
@ +0x9718 = @ 0x9724, 4
@ +0x971C = @ 0x9728, 15
@ +0x9720 = @ 0x972C, 6
@ +0x9722 = @ 0x972E, 2
@ +0x9724 = @ 0x9730, 12
@ +0x9726 = @ 0x9744, 1
@ +0x9728 = @ 0x9734, 6
@ +0x9728 = @ 0x9746, 1
@ +0x972C = @ 0x9738, 8
@ +0x9730 = @ 0x973C, 5
@ +0x9734 = @ 0x9740, 6
@ +0x9738 = @ 0x9744, 4
@ +0x973C = @ 0x9748, 4
@ +0x9740 = @ 0x974C, 8
@ +0x9740 = @ 0x975E, 1
@ +0x9744 = @ 0x9750, 11
@ +0x9748 = @ 0x9754, 6
@ +0x974C = @ 0x9758, 7
@ +0x9750 = @ 0x975C, 4
@ +0x9750 = @ 0x976E, 2
@ +0x9754 = @ 0x9760, 8
@ +0x9758 = @ 0x9764, 5
@ +0x975C = @ 0x9768, 8
@ +0x9760 = @ 0x976C, 1
@ +0x9764 = @ 0x9770, 5
@ +0x9768 = @ 0x9774, 6
@ +0x976A = @ 0x9776, 1
@ +0x976C = @ 0x9778, 7
@ +0x9770 = @ 0x977C, 8
@ +0x9772 = @ 0x977E, 1
@ +0x9774 = @ 0x9780, 6
@ +0x9778 = @ 0x9784, 5
@ +0x9778 = @ 0x9796, 1
@ +0x977C = @ 0x9788, 7
@ +0x9780 = @ 0x978C, 3
@ +0x9784 = @ 0x9790, 10
@ +0x9788 = @ 0x9794, 6
@ +0x9788 = @ 0x97A6, 2
@ +0x978C = @ 0x9798, 8
@ +0x978C = @ 0x97AA, 1
@ +0x9790 = @ 0x979C, 3
@ +0x9792 = @ 0x979E, 1
@ +0x9794 = @ 0x97A0, 12
@ +0x9796 = @ 0x97A2, 1
@ +0x9798 = @ 0x97A4, 5
@ +0x979A = @ 0x97B8, 1
@ +0x979C = @ 0x97A8, 9
@ +0x97A0 = @ 0x97AC, 4
@ +0x97A0 = @ 0x97BE, 1
@ +0x97A4 = @ 0x97B0, 8
@ +0x97A4 = @ 0x97C2, 1
@ +0x97A8 = @ 0x97B4, 2
@ +0x97AA = @ 0x97B6, 1
@ +0x97AC = @ 0x97B8, 4
@ +0x97AC = @ 0x97CA, 1
@ +0x97B0 = @ 0x97BC, 6
@ +0x97B2 = @ 0x97BE, 1
@ +0x97B4 = @ 0x97C0, 13
@ +0x97B6 = @ 0x97D4, 1
@ +0x97B8 = @ 0x97C4, 2
@ +0x97B8 = @ 0x97D6, 1
@ +0x97BC = @ 0x97C8, 11
@ +0x97C0 = @ 0x97CC, 9
@ +0x97C2 = @ 0x97CE, 1
@ +0x97C4 = @ 0x97D0, 9
@ +0x97C8 = @ 0x97D4, 6
@ +0x97CA = @ 0x97D6, 5
@ +0x97CC = @ 0x97D8, 40
@ +0x97CE = @ 0x97DA, 1
@ +0x97D0 = @ 0x97DC, 18
@ +0x97D4 = @ 0x97E0, 7
@ +0x97D4 = @ 0x97F2, 1
@ +0x97D8 = @ 0x97E4, 3
@ +0x97D8 = @ 0x97F6, 2
@ +0x97D9 = @ 0x97E5, 1
@ +0x97DC = @ 0x97E8, 7
@ +0x97E0 = @ 0x97EC, 3
@ +0x97E2 = @ 0x97EE, 1
@ +0x97E2 = @ 0x9800, 1
@ +0x97E4 = @ 0x97F0, 5
@ +0x97E4 = @ 0x9802, 1
@ +0x97E8 = @ 0x97F4, 3
@ +0x97EA = @ 0x97F6, 1
@ +0x97EC = @ 0x97F8, 5
@ +0x97EC = @ 0x980A, 1
@ +0x97EE = @ 0x97FA, 20
@ +0x97F0 = @ 0x97FC, 1
@ +0x97F0 = @ 0x980E, 2
@ +0x97F2 = @ 0x97FE, 1
@ +0x97F4 = @ 0x9800, 8
@ +0x97F8 = @ 0x9804, 39
@ +0x97FA = @ 0x9818, 1
@ +0x97FC = @ 0x9808, 4
@ +0x97FE = @ 0x981C, 35
@ +0x9800 = @ 0x980C, 4
@ +0x9804 = @ 0x9810, 11
@ +0x9806 = @ 0x9812, 7
@ +0x9808 = @ 0x9814, 151
@ +0x980C = @ 0x9818, 7
@ +0x9810 = @ 0x981C, 3
@ +0x9812 = @ 0x981E, 1
@ +0x9814 = @ 0x9820, 4
@ +0x9818 = @ 0x9824, 22
@ +0x981C = @ 0x9828, 23
@ +0x9820 = @ 0x982C, 6
@ +0x9824 = @ 0x9830, 9
@ +0x9828 = @ 0x9834, 6
@ +0x982A = @ 0x9836, 1
@ +0x982C = @ 0x9838, 3
@ +0x982C = @ 0x984A, 1
@ +0x9830 = @ 0x983C, 2
@ +0x9834 = @ 0x9840, 3
@ +0x9838 = @ 0x9844, 5
@ +0x983A = @ 0x9858, 1
@ +0x983C = @ 0x9848, 3760
@ +0x9840 = @ 0x984C, 2
@ +0x9844 = @ 0x9850, 1173
@ +0x9846 = @ 0x9852, 1
@ +0x9848 = @ 0x9854, 991
@ +0x984A = @ 0x9856, 2
@ +0x984C = @ 0x9858, 5
@ +0x984C = @ 0x986A, 83
@ +0x9850 = @ 0x985C, 5
@ +0x9852 = @ 0x985E, 37
@ +0x9854 = @ 0x9860, 6
@ +0x9854 = @ 0x9872, 1
@ +0x9858 = @ 0x9864, 6
@ +0x985A = @ 0x9866, 1
@ +0x985C = @ 0x9868, 8
@ +0x9860 = @ 0x986C, 4
@ +0x9860 = @ 0x987E, 1
@ +0x9862 = @ 0x986E, 39
@ +0x9864 = @ 0x9870, 8
@ +0x9864 = @ 0x9882, 1
@ +0x9866 = @ 0x9872, 1
@ +0x9868 = @ 0x9874, 3
@ +0x986A = @ 0x9876, 1
@ +0x986C = @ 0x9878, 13
@ +0x9870 = @ 0x987C, 5
@ +0x9872 = @ 0x987E, 1
@ +0x9874 = @ 0x9880, 13
@ +0x9876 = @ 0x9882, 1
@ +0x9876 = @ 0x9894, 1
@ +0x9878 = @ 0x9884, 3
@ +0x987A = @ 0x9886, 1
@ +0x987C = @ 0x9888, 10
@ +0x9880 = @ 0x988C, 5
@ +0x9882 = @ 0x988E, 1
@ +0x9884 = @ 0x9890, 10
@ +0x9884 = @ 0x98A2, 1
@ +0x9886 = @ 0x9892, 1
@ +0x9886 = @ 0x98A4, 1
@ +0x9888 = @ 0x9894, 6
@ +0x988C = @ 0x9898, 6
@ +0x9890 = @ 0x989C, 8
@ +0x9892 = @ 0x989E, 219
@ +0x9894 = @ 0x98A0, 10
@ +0x9898 = @ 0x98A4, 2
@ +0x989C = @ 0x98A8, 8
@ +0x989E = @ 0x98BC, 1
@ +0x98A0 = @ 0x98AC, 5
@ +0x98A4 = @ 0x98B0, 14
@ +0x98A8 = @ 0x98B4, 3
@ +0x98AA = @ 0x98C8, 1
@ +0x98AC = @ 0x98B8, 7
@ +0x98AE = @ 0x98BA, 1
@ +0x98B0 = @ 0x98BC, 4
@ +0x98B4 = @ 0x98C0, 5
@ +0x98B8 = @ 0x98C4, 1
@ +0x98BA = @ 0x98C6, 1
@ +0x98BC = @ 0x98C8, 4
@ +0x98C0 = @ 0x98CC, 5
@ +0x98C0 = @ 0x98DE, 10
@ +0x98C4 = @ 0x98D0, 12
@ +0x98C8 = @ 0x98D4, 4
@ +0x98CC = @ 0x98D8, 10
@ +0x98CC = @ 0x98EA, 1
@ +0x98CE = @ 0x98DA, 136
@ +0x98D4 = @ 0x98E0, 10
@ +0x98D6 = @ 0x98E2, 156
@ +0x98D8 = @ 0x98E4, 4
@ +0x98DC = @ 0x98E8, 9
@ +0x98DC = @ 0x98FA, 1
@ +0x98E0 = @ 0x98EC, 3
@ +0x98E2 = @ 0x98EE, 1758
@ +0x98E4 = @ 0x98F0, 11
@ +0x98EA = @ 0x98F6, 238
@ +0x98EC = @ 0x98F8, 8
@ +0x98F0 = @ 0x98FC, 5
@ +0x98F2 = @ 0x98FE, 1
@ +0x98F4 = @ 0x9900, 7
@ +0x98F4 = @ 0x9912, 2
@ +0x98F8 = @ 0x9904, 2
@ +0x98FC = @ 0x9908, 14
@ +0x98FC = @ 0x991A, 103
@ +0x98FE = @ 0x990A, 1
@ +0x9900 = @ 0x990C, 2
@ +0x9904 = @ 0x9910, 12
@ +0x9905 = @ 0x9911, 1
@ +0x9908 = @ 0x9914, 5
@ +0x990C = @ 0x9918, 10
@ +0x990C = @ 0x992A, 1
@ +0x990E = @ 0x991A, 1
@ +0x9910 = @ 0x991C, 7
@ +0x9912 = @ 0x991E, 1
@ +0x9914 = @ 0x9920, 8
@ +0x9918 = @ 0x9924, 3
@ +0x991A = @ 0x9926, 7
@ +0x991C = @ 0x9928, 11
@ +0x9920 = @ 0x992C, 3
@ +0x9921 = @ 0x992D, 52
@ +0x9922 = @ 0x992E, 13
@ +0x9924 = @ 0x9930, 10
@ +0x9926 = @ 0x9932, 1
@ +0x9928 = @ 0x9934, 4
@ +0x992C = @ 0x9938, 4
@ +0x992C = @ 0x994A, 1
@ +0x992D = @ 0x9939, 88
@ +0x9930 = @ 0x993C, 3
@ +0x9930 = @ 0x994E, 1
@ +0x9934 = @ 0x9940, 8
@ +0x9936 = @ 0x9942, 36
@ +0x9938 = @ 0x9944, 4
@ +0x993C = @ 0x9948, 8
@ +0x9940 = @ 0x994C, 4
@ +0x9940 = @ 0x995E, 1
@ +0x9942 = @ 0x994E, 1
@ +0x9944 = @ 0x9950, 5
@ +0x9944 = @ 0x9962, 1
@ +0x9948 = @ 0x9954, 1
@ +0x994A = @ 0x9956, 1
@ +0x994C = @ 0x9958, 8
@ +0x9950 = @ 0x995C, 7
@ +0x9954 = @ 0x9960, 9
@ +0x9954 = @ 0x9972, 2
@ +0x9959 = @ 0x9965, 1
@ +0x995C = @ 0x9968, 9
@ +0x995E = @ 0x996A, 1
@ +0x9960 = @ 0x996C, 2
@ +0x9964 = @ 0x9970, 8
@ +0x9968 = @ 0x9974, 2
@ +0x996C = @ 0x9978, 10
@ +0x996E = @ 0x997A, 64
@ +0x996E = @ 0x998C, 1
@ +0x9970 = @ 0x997C, 4
@ +0x9970 = @ 0x998E, 1
@ +0x9974 = @ 0x9980, 11
@ +0x9978 = @ 0x9984, 3
@ +0x997A = @ 0x9986, 2
@ +0x997C = @ 0x9988, 5
@ +0x997C = @ 0x999A, 1
@ +0x997E = @ 0x998A, 22
@ +0x9980 = @ 0x998C, 3
@ +0x9980 = @ 0x999E, 1
@ +0x9984 = @ 0x9990, 10
@ +0x9988 = @ 0x9994, 3
@ +0x998C = @ 0x9998, 14
@ +0x998E = @ 0x999A, 1
@ +0x998E = @ 0x99AC, 1
