ifds_ExposureTime ,Count
398/10000 s, 1
398/100000 s, 3
398/1000000 s, 5
398018/1000000 s, 1
3981/1000000 s, 1
39815/1000000 s, 1
3982/1000000 s, 2
398336/512000000 s, 1
39840/1000000 s, 1
398458880/512000000 s, 1
3985/1000000 s, 2
3986/1000000 s, 2
3987/1000000 s, 1
39882/1000000 s, 1
3989/1000000 s, 1
398925/1000000 s, 1
399/10000 s, 20
399/100000 s, 1
399/1000000 s, 17
3990/100000 s, 1
39900/1000000 s, 9
3991/1000000 s, 1
39917/1000000 s, 1
3992/1000000 s, 2
39925/1000000 s, 1
39936/1000000 s, 1
3994/1000000 s, 3
39942400/268435456 s, 10
3995/1000000 s, 1
3996/1000000 s, 1
39968/1000000 s, 121
3997/1000000 s, 1
39974/1000000 s, 5
3998/9450 s, 1
39980/1000000 s, 5
39986/1000000 s, 2
39988/1000000 s, 7
39989/1000000 s, 12
3999/100000 s, 2
3999/1000000 s, 1
39990/1000000 s, 1
39991/1000000 s, 1
39993/1000000 s, 2
39995/1000000 s, 3
39996/1000000 s, 29
39997/1000000 s, 8
39999/1000000 s, 10
4/1 s, 357
4/10 s, 1179
4/100 s, 2
4/1000 s, 25
4/10000 s, 15
4/100000 s, 1
4/1000000 s, 1
4/1024 s, 12
4/125 s, 1
4/15000 s, 2
4/1951 s, 3
4/20000 s, 1
4/5 s, 16
4/625 s, 1
40/1 s, 11
40/10 s, 485
40/100 s, 7
40/1000 s, 1
40/10000 s, 3
40/1024 s, 62
40/20000 s, 3
40/7830 s, 4
40/9420 s, 1
40/9450 s, 9
400/10 s, 5
400/100 s, 356
400/10000 s, 5
400/100000 s, 6
400/1000000 s, 3
400/20000 s, 9
4000/1000 s, 3
4000/100000 s, 33
4000/1000000 s, 696
40000/1000000 s, 308
4000000/1000000 s, 3
400001/1000000 s, 3
40001/1000000 s, 30
40003/1000000 s, 76
40004/1000000 s, 5
40005/1000000 s, 4
40006/1000000 s, 1
40008/1000000 s, 4
40009/1000000 s, 3
4001/1000000 s, 1
40010/1000000 s, 6
40011/1000000 s, 5
40012/1000000 s, 1
40014/1000000 s, 1
40015/1000000 s, 1
40016/1000000 s, 3
40019/1000000 s, 1
40020/1000000 s, 3
40021/1000000 s, 2
40023/1000000 s, 3
40024/1000000 s, 1
40027/1000000 s, 1
40030/1000000 s, 1
400333/1000000 s, 1
40044/1000000 s, 4
40046/1000000 s, 1
4005/1000000 s, 1
40054/1000000 s, 1
4006/1000000 s, 2
4007/1000000 s, 9
40078/1000000 s, 1
4009/1000000 s, 1
401/10 s, 1
401/100000 s, 1
401/1000000 s, 1
40108/1000000 s, 1
4011/1000000 s, 2
40114/65536000 s, 2
4012/1000000 s, 2
4013/1000000 s, 1
4014/1000000 s, 2
401519/1000000 s, 1
401540/1000000 s, 1
40162/1000000 s, 1
4017/100000 s, 1
4017/1000000 s, 1
4018176/512000000 s, 1
402/100000 s, 5
402/1000000 s, 2
4020/1000000 s, 12
4021/1000000 s, 2
4022/1000000 s, 3
4023/1000000 s, 1
402366/100000 s, 1
4025/1000000 s, 2
4027/1000000 s, 1
4028/1000000 s, 1
4029/1000000 s, 1
403/100000 s, 2
403/1000000 s, 3
4031/1000000 s, 2
40311/1000000 s, 1
4032/1000000 s, 2
403225/268435456 s, 97
4033/1000000 s, 1
40333/1000000 s, 1
4035/1000000 s, 2
4037/1000000 s, 4
4038/1000000 s, 3
403968/512000000 s, 7
404/100000 s, 2
404/1000000 s, 1
40400/1000000 s, 1
40417/1000000 s, 1
4042/1000000 s, 2
4042752/512000000 s, 1
4044/1000000 s, 1
40446/1000000 s, 1
4045/1000000 s, 1
40456/1000000 s, 1
4046/1000000 s, 2
40469/1000000 s, 1
4047/1000000 s, 2
4048/1000000 s, 2
40480/1000000 s, 1
40481/1000000 s, 1
40482/1000000 s, 1
4049/1000000 s, 1
40497/1000000 s, 1
404992/512000000 s, 1
405/100000 s, 2
405/1000000 s, 1
4050/1000000 s, 16
40500/1000000 s, 1
40501/1000000 s, 1
40504/1000000 s, 1
405093/1000000 s, 1
4051/1000000 s, 1
4051/9420 s, 1
40510/1000000 s, 1
40518/1000000 s, 1
4052/1000000 s, 1
4053/1000000 s, 1
40533/1000000 s, 1
4054/1000000 s, 1
40541/1000000 s, 1
40548/1000000 s, 1
4055/1000000 s, 1
4056/1000000 s, 3
40566784/512000000 s, 1
4059/1000000 s, 3
406/100000 s, 1
406/1000000 s, 2
406/7830 s, 1
4061/1000000 s, 2
4062/1000000 s, 10
4064/1000000 s, 4
40641/1000000 s, 1
4065/1000000 s, 1
4066/100000 s, 1
4066/1000000 s, 2
4068/1000000 s, 1
40681/1000000 s, 1
406857/1000000 s, 1
40686/100000 s, 1
40695/65536000 s, 1
407/1000000 s, 5
4070/1000000 s, 2
4071/1000000 s, 4
4074/1000000 s, 3
4075/10 s, 1
4075/1000000 s, 2
40773/1000000 s, 1
40785/1000000 s, 1
4079/1000000 s, 1
40797/1000000 s, 1
408/1000000 s, 2
4080219/1073741824 s, 1
4081/1000000 s, 2
4082/1000000 s, 3
40824/1000000 s, 1
408283/100000 s, 1
4083/1000000 s, 4
4084/1000000 s, 3
4086/1000000 s, 2
4087/1000000 s, 1
408756/1000000 s, 1
4088/1000000 s, 1
40894464/512000000 s, 2
409/100000 s, 2
409/1000000 s, 2
40908/1000000 s, 1
4091/1000000 s, 1
4092/1000000 s, 2
40924/1000000 s, 1
40925/1000000 s, 1
4093/1000000 s, 6
4096/1000000 s, 1
4096/65536 s, 3
40960/1000000 s, 1
40960000/512000000 s, 66
4098/100000 s, 1
4098/1000000 s, 1
40983/1000000 s, 2
409896/1000000 s, 2
40995/1000000 s, 3
409993216/512000000 s, 1
41/1 s, 2
41/10 s, 3
41/1000 s, 2
41/10000 s, 12
41/100000 s, 3
41/1250 s, 1
41/2000 s, 1
41/2500 s, 1
41/5000 s, 6
41/625 s, 1
41/9420 s, 3
41/9450 s, 1
410/100000 s, 2
410/1000000 s, 9
4100/1000000 s, 14
41000/1000000 s, 29
4101/1000000 s, 1
410112/1000000 s, 1
4103/1000000 s, 2
41031/1000000 s, 1
410342/1000000 s, 1
41036/1000000 s, 1
4104/1000000 s, 1
410537/1000000 s, 2
41064/1000000 s, 1
4108288/512000000 s, 1
41085/1000000 s, 1
411/100000 s, 1
411/1000000 s, 90
41104/100000 s, 1
41105/1000000 s, 1
4113/1000000 s, 2
4115/1000000 s, 4
41152/1000000 s, 1
4116/1000000 s, 2
4118/1000000 s, 2
4118/20585 s, 1
4119/1000000 s, 1
41197/1000000 s, 1
412/10000 s, 2
412/100000 s, 1
412/1000000 s, 1
4120/1000000 s, 1
412090368/512000000 s, 1
41212/1000000 s, 1
41215/1000000 s, 1
412160/512000000 s, 1
412176/65536000 s, 1
4122/1000000 s, 3
41231/1000000 s, 1
4124/1000000 s, 1
41244/1000000 s, 2
4125/1000000 s, 3
4126/1000000 s, 2
4127/1000000 s, 1
4128/1000000 s, 2
4129/1000000 s, 1
413/1000000 s, 2
4130/1000000 s, 1
41308/1000000 s, 1
4132/1000000 s, 1
4132864/512000000 s, 1
4135/1000000 s, 1
4136/1000000 s, 17
4137/1000000 s, 3
4139/1000000 s, 1
414/100000 s, 5
414/1000000 s, 1
414/24841 s, 1
4140/1000000 s, 2
41401/1000000 s, 1
4141/1000000 s, 2
41417/1000000 s, 1
4142/1000000 s, 4
4143/1000000 s, 2
41431/1000000 s, 1
41438/1000000 s, 1
4144/1000000 s, 1
4145/1000000 s, 1
41465/1000000 s, 2
4148/1000000 s, 2
415/1000000 s, 4
4150/1000000 s, 1
41500/1000000 s, 8
41507/1000000 s, 1
41520/1000000 s, 1
4153/1000000 s, 4
4153344/512000000 s, 2
41548/1000000 s, 1
4155/1000000 s, 1
41552/1000000 s, 1
4156/1000000 s, 3
41563/1000000 s, 1
415744/512000000 s, 1
4159/1000000 s, 1
416/10000 s, 33
416/100000 s, 4
416/1000000 s, 26
416000/65536000 s, 1
4161/1000000 s, 1
41619/1000000 s, 1
41620/1000000 s, 1
416284672/512000000 s, 1
4163/1000000 s, 1
41639/1000000 s, 9
4164/1000000 s, 1
41644/1000000 s, 1
41649/1000000 s, 1
41653/1000000 s, 5
4166/100000 s, 22
4166/1000000 s, 6
41664/1000000 s, 8
41666/1000000 s, 8
41667/1000000 s, 35
41669/1000000 s, 3
41675/1000000 s, 1
41687/1000000 s, 1
4169/1000000 s, 1
417/10000 s, 1
417/1000000 s, 6
41708/1000000 s, 1
4171/1000000 s, 1
41724/1000000 s, 1
41741/1000000 s, 1
41748/1000000 s, 1
4175/100000 s, 1
4176/1000000 s, 4
4177/100000 s, 1
4178/100000 s, 1
4178/1000000 s, 1
4179/1000000 s, 9
418/100 s, 1
418/100000 s, 1
418/1000000 s, 2
418/7830 s, 1
4180/1000000 s, 10
41809/1000000 s, 1
4182025/268435456 s, 1567
4184/100000 s, 2
41843/1000000 s, 2
418462/1000000 s, 1
41857/1000000 s, 1
4187/1000000 s, 1
41874/1000000 s, 1
419/10000 s, 1
419/100000 s, 4
419/1000000 s, 1
41910/1000000 s, 1
4193/1000000 s, 1
4194/1000000 s, 3
4194304/512000000 s, 1
4195/1000000 s, 1
4196/1000000 s, 1
41970/1000000 s, 1
42/10000 s, 8
42/100000 s, 12
42/1024 s, 8
42/20000 s, 4
42/7830 s, 2
42/9420 s, 4
42/9450 s, 7
420/10 s, 1
420/100000 s, 2
420/1000000 s, 5
4200/1000000 s, 5
42000/1000000 s, 12
42001/1000000 s, 1
42004/1000000 s, 1
4201/1000000 s, 2
42011/1000000 s, 1
42013/1000000 s, 1
42016/1000000 s, 2
42019/1000000 s, 1
42022/1000000 s, 2
42023/1000000 s, 1
42026/1000000 s, 1
42037/1000000 s, 1
4204/1000000 s, 1
420478976/512000000 s, 1
4206/1000000 s, 1
42064/1000000 s, 1
4207/1000000 s, 1
42099/1000000 s, 2
421/100000 s, 1
421/1000000 s, 2
4210/1000000 s, 3
42108/1000000 s, 1
42120/10000000 s, 36
4213/1000000 s, 1
4214/1000000 s, 1
42156/1000000 s, 1
4216/1000000 s, 1
4217/1000000 s, 2
4220/1000000 s, 2
4222/1000000 s, 13
42225/1000000 s, 1
42227/1000000 s, 1
4224/1000000 s, 1
4225/1000000 s, 1
422576128/512000000 s, 1
42282/1000000 s, 1
42288/1000000 s, 1
4229/1000000 s, 2
423/1000000 s, 5
423054/1073741824 s, 1
4232/1000000 s, 1
4237/1000000 s, 2
4238/1000000 s, 2
4239/1000000 s, 1
4239132/1073741824 s, 1
424/100000 s, 2
424/1000000 s, 4
4240/1000000 s, 2
4242/1000000 s, 2
4243/1000000 s, 1
4244/1000000 s, 11
4245/100000 s, 45
4248/1000000 s, 1
425/100000 s, 1
425/1000000 s, 10
4250/1000000 s, 3
42508/1000000 s, 3
4251/1000000 s, 1
4252/1000000 s, 1
4253/1000000 s, 2
42539/1000000 s, 1
4255/1000000 s, 1
42555/1000000 s, 1
4256/1000000 s, 1
42561/1000000 s, 1
4259/1000000 s, 1
4259840/512000000 s, 1
426/100000 s, 1
426/1000000 s, 3
426/9420 s, 1
4260/1000000 s, 11
42600/1000000 s, 1
4262/1000000 s, 1
426246144/512000000 s, 1
4263/1000000 s, 1
426496/512000000 s, 9
4265/1000000 s, 18
42656/1000000 s, 1
4266/100000 s, 2
42663936/512000000 s, 4
4267/1000000 s, 1
4268/1000000 s, 1
4268032/512000000 s, 9
42683/1000000 s, 1
4269/100000 s, 2
427/10000 s, 5
427/100000 s, 3
427/1000000 s, 2
4270/1000000 s, 2
42707/1000000 s, 1
4273/1000000 s, 1
427325/1000000 s, 1
4274/1000000 s, 2
4276/1000000 s, 1
42777/1000000 s, 1
4278/1000000 s, 2
42788/1000000 s, 1
4279/1000000 s, 2
42793/1000000 s, 1
428/1000000 s, 2
4281/1000000 s, 2
4282/1000000 s, 1
42827/1000000 s, 1
4283/1000000 s, 2
4284/1000000 s, 5
4285/1000000 s, 2
42856/1000000 s, 1
4287/1000000 s, 2
42890/1000000 s, 2
429/100000 s, 1
429/1000000 s, 1
42919/1000000 s, 1
4292/1000000 s, 1
42920/1000000 s, 1
4293/100000 s, 1
4293/1000000 s, 2
4294967/1073741824 s, 3
42949671/1073741824 s, 10
42949672/1073741824 s, 1
4294968/1073741824 s, 7
4296/1000000 s, 1
4297/1000000 s, 2
4298/100000 s, 1
4298/1000000 s, 1
4299/1000000 s, 1
43/10 s, 2
43/100 s, 1
43/10000 s, 14
43/100000 s, 1
43/20000 s, 3
43/5000 s, 4
43/50000 s, 1
43/9420 s, 2
43/9450 s, 6
430/1000000 s, 12
430/9450 s, 1
4300/1000000 s, 1
43000/1000000 s, 4
43004/1000000 s, 1
4301/1000000 s, 1
43016/1000000 s, 2
4303/1000000 s, 1
4305/1000000 s, 2
43053/1000000 s, 1
43059/1000000 s, 1
4306/1000000 s, 1
43069/1000000 s, 1
4307/1000000 s, 8
4309/1000000 s, 1
430920/10000000 s, 9
431/10000 s, 1
431/100000 s, 1
431/1000000 s, 4
4310/1000000 s, 1
43109/1000000 s, 1
4311/1000000 s, 1
43121/1000000 s, 1
4313/1000000 s, 3
4315/1000000 s, 1
432/100000 s, 2
432/1000000 s, 8
4320/1000000 s, 3
4323/1000000 s, 1
4326/1000000 s, 1
4327/1000000 s, 1
4328/1000000 s, 1
433/10000 s, 1
433/100000 s, 2
433/1000000 s, 1
4330/1000000 s, 1
43308/1000000 s, 1
4333/1000000 s, 1
4333568/512000000 s, 1
4334/1000000 s, 1
43353/1000000 s, 2
4336/1000000 s, 1
4337/1000000 s, 1
43370/1000000 s, 1
4339/100000 s, 8
4339/1000000 s, 1
434/100 s, 1
434/100000 s, 2
434/1000000 s, 3
4340/1000000 s, 13
43400/1000000 s, 1
4341/1000000 s, 1
43411/1000000 s, 1
43415/1000000 s, 1
4345/1000000 s, 1
43450368/512000000 s, 1
4346/1000000 s, 3
434688/512000000 s, 1
43478/1000000 s, 1
4349/1000000 s, 1
43496/1000000 s, 1
435/100000 s, 2
435/1000000 s, 9
4350/1000000 s, 13
4351/1000000 s, 1
43515904/512000000 s, 1
4354/1000000 s, 1
4355/1000000 s, 1
4356/1000000 s, 1
43560000/268435456 s, 4
43585/1000000 s, 1
436/100 s, 1
436/100000 s, 4
436/1000000 s, 2
43600/1000000 s, 1
4361/1000000 s, 1
4362/1000000 s, 1
436289/1000000 s, 1
4363/100000 s, 1
4366/1000000 s, 2
4367/1000000 s, 1
4368/1000000 s, 1
4369064/65536000 s, 79
437/100000 s, 1
437/1000000 s, 13
4370/1000000 s, 1
4372/100000 s, 1
43740/10000000 s, 48
4375/1000000 s, 9
4376/1000000 s, 2
437661/1000000 s, 1
4377/1000000 s, 1
4378/1000000 s, 2
437868/100000 s, 1
4379/1000000 s, 1
437951/1000000 s, 1
438/1000000 s, 15
43800/1000000 s, 1
4381/1000000 s, 1
4382/1000000 s, 2
43825/1000000 s, 1
4383/1000000 s, 2
4384/1000000 s, 1
4386/100000 s, 1
4386/1000000 s, 1
4387/1000000 s, 2
43875/65536000 s, 1
439/100000 s, 1
439/1000000 s, 2
4390/1000000 s, 1
43909120/512000000 s, 1
4392/1000000 s, 1
4393/1000000 s, 8
4395/1000000 s, 2
43954/1000000 s, 1
439569/268435456 s, 93
4397/1000000 s, 2
4398/1000000 s, 1
439877632/512000000 s, 1
44/10 s, 1
44/10000 s, 3
44/100000 s, 7
44/7830 s, 5
44/9420 s, 4
44/9450 s, 12
440/100000 s, 2
440/1000000 s, 3
4400/1000000 s, 2
44000/1000000 s, 12
44009/1000000 s, 1
44014/1000000 s, 1
44032/1000000 s, 1
44032/512000000 s, 2
4405/1000000 s, 2
4406/1000000 s, 1
44062/1000000 s, 1
44079/1000000 s, 1
4408/1000000 s, 2
4409/1000000 s, 2
441/100000 s, 5
441/1000000 s, 2
44108/1000000 s, 1
4410932/1073741824 s, 1
4412/1000000 s, 2
4414/1000000 s, 1
442/100000 s, 3
442/1000000 s, 31
4420/1000000 s, 14
4421/1000000 s, 1
4422/100000 s, 1
4422/1000000 s, 1
44227/1000000 s, 1
4423/1000000 s, 1
44238/1000000 s, 1
4425/1000000 s, 1
4426/1000000 s, 1
4427/1000000 s, 2
4428/1000000 s, 1
4429/1000000 s, 1
4429185/134217728 s, 2
443/100000 s, 2
443/1000000 s, 3
4431/100000 s, 1
4432/100000 s, 1
4432/1000000 s, 1
4433/100000 s, 2
4435/1000000 s, 2
443500/1000000 s, 1
4436/1000000 s, 17
4437/1000000 s, 2
4438/1000000 s, 1
4439/1000000 s, 2
443950/1000000 s, 1
444/100000 s, 1
444/1000000 s, 3
44408/1000000 s, 9
44416/1000000 s, 1
44420/1000000 s, 1
4444/1000000 s, 2
4447/1000000 s, 1
44488/1000000 s, 1
4449/1000000 s, 1
445/100000 s, 2
445/1000000 s, 2
44500/1000000 s, 1
44501/100000000 s, 1
44508/1000000 s, 1
4454/1000000 s, 1
44544/512000000 s, 2
44547/1000000 s, 1
4456/1000000 s, 1
4457/1000000 s, 3
445774/1000000 s, 1
44591/1000000 s, 1
446/100000 s, 6
446/1000000 s, 6
4460/1000000 s, 1
44609/1000000 s, 1
44630016/512000000 s, 1
4465/1000000 s, 1
44657/1000000 s, 1
4468/1000000 s, 1
447/1000000 s, 2
4470/1000000 s, 1
4471/1000000 s, 3
4472/1000000 s, 1
44734/1000000 s, 1
44735/1000000 s, 1
4475/1000000 s, 2
4476/1000000 s, 1
447741952/512000000 s, 1
4478/1000000 s, 2
4479/1000000 s, 10
44792/1000000 s, 1
448/100000 s, 2
448/1000000 s, 4
4480/1000000 s, 1
44811/1000000 s, 1
4482/1000000 s, 1
4483/1000000 s, 2
4484/100000 s, 1
44843/1000000 s, 1
44846/1000000 s, 1
4485/1000000 s, 1
448504/1000000 s, 1
44855/1000000 s, 1
4487/1000000 s, 1
449/100000 s, 2
449/1000000 s, 2
4490/1000000 s, 1
449024/512000000 s, 13
44908/1000000 s, 1
4491/1000000 s, 1
4492/1000000 s, 3
4493/1000000 s, 2
4494/1000000 s, 1
44947/1000000 s, 1
4495/1000000 s, 1
449586/1000000 s, 1
4498/1000000 s, 1
449839104/512000000 s, 1
4499/1000000 s, 1
45/1 s, 2
45/10 s, 10
45/100 s, 4
45/10000 s, 9
45/100000 s, 1
45/20000 s, 1
45/9420 s, 2
45/9450 s, 12
450/1000000 s, 8
4500/1000000 s, 2
45000/1000000 s, 4
45028/1000000 s, 1
4503/100000 s, 1
4503/1000000 s, 2
4504/100000 s, 1
4504/1000000 s, 1
4505/1000000 s, 7
45054/1000000 s, 1
45055/1000000 s, 3
4507/1000000 s, 2
45091/1000000 s, 1
451/100000 s, 3
451/1000000 s, 2
4510/1000000 s, 11
451193/1000000 s, 1
45124/1000000 s, 1
4513792/512000000 s, 1
4515/1000000 s, 1
4516/1000000 s, 2
45167/1000000 s, 1
4517/1000000 s, 1
45197/1000000 s, 1
452/100000 s, 3
452/1000000 s, 1
4520/1000000 s, 3
4521/1000000 s, 4
4522/1000000 s, 9
4523/1000000 s, 1
4524/1000000 s, 2
4525/1000000 s, 2
4527/1000000 s, 1
453/1000000 s, 3
4530176/512000000 s, 3
45308/1000000 s, 2
45324/1000000 s, 2
4533/1000000 s, 2
4534/1000000 s, 1
4536/1000000 s, 2
45376/1000000 s, 1
4538/1000000 s, 2
4539/1000000 s, 2
454/1000000 s, 1
4540/1000000 s, 2
4541/1000000 s, 3
4542/1000000 s, 1
4543/1000000 s, 1
4545/1000000 s, 1
45454545/100000000 s, 1
4546/1000000 s, 3
45462/1000000 s, 1
45467/1000000 s, 1
4548/100000 s, 10
45483/1000000 s, 1
455/10 s, 1
455/10000 s, 2
455/1000000 s, 1
45508/1000000 s, 1
455081984/512000000 s, 1
45512/1000000 s, 1
45517/1000000 s, 1
45547520/512000000 s, 1
45548/1000000 s, 1
4556/1000000 s, 1
45560/1000000 s, 1
4559/1000000 s, 1
456/1000000 s, 6
4561255/1073741824 s, 2
45616/1000000 s, 1
4562496/268435456 s, 14
4564/1000000 s, 1
4565/1000000 s, 14
4566/1000000 s, 2
4567/1000000 s, 2
4568/1000000 s, 2
4569/1000000 s, 2
45696/1000000 s, 1
457/1000000 s, 5
4570/1000000 s, 1
45707/1000000 s, 1
4573/1000000 s, 1
4574/1000000 s, 1
45748/1000000 s, 1
4575/1000000 s, 2
4576/1000000 s, 3
4578/1000000 s, 1
45785/1000000 s, 1
458/10000 s, 3
458/1000000 s, 2
4582/1000000 s, 1
4583/1000000 s, 1
458333/1000000 s, 1
4584/1000000 s, 1
4586/1000000 s, 1
4587/1000000 s, 2
4588/1000000 s, 2
458819/1000000 s, 1
458836/1000000 s, 1
4589/1000000 s, 1
459/100000 s, 2
459/1000000 s, 8
4590/1000000 s, 12
45915/1000000 s, 1
4593/1000000 s, 1
4596/1000000 s, 2
4597/1000000 s, 1
46/1 s, 2
46/10 s, 1
46/100000 s, 7
46/20000 s, 2
46/7830 s, 4
46/9420 s, 1
46/9450 s, 11
460/1000000 s, 12
46000/1000000 s, 4
4602/1000000 s, 1
4603904/512000000 s, 1
4604/1000000 s, 1
46050/1000000 s, 1
4606/1000000 s, 1
460617/100000000 s, 1
46066/1000000 s, 1
4607/1000000 s, 16
4608/1000000 s, 1
4609/1000000 s, 1
461/100000 s, 2
461/1000000 s, 2
4610/1000000 s, 2
46108/1000000 s, 2
4613/1000000 s, 1
4615/1000000 s, 1
46153/1000000 s, 1
4616/1000000 s, 2
4619/1000000 s, 1
46190/1000000 s, 1
462/100000 s, 1
462/1000000 s, 3
4620/1000000 s, 1
4620288/512000000 s, 1
4621/1000000 s, 1
4623/1000000 s, 1
462336/512000000 s, 1
4624/1000000 s, 3
4625/1000000 s, 1
4627/1000000 s, 1
4628/1000000 s, 2
46285/1000000 s, 1
46296/1000000 s, 1
463/100000 s, 1
463/1000000 s, 4
463/9450 s, 1
46300/1000000 s, 1
4632/1000000 s, 1
4633/1000000 s, 2
4634/1000000 s, 1
4635/1000000 s, 5
46362/1000000 s, 1
46365/1000000 s, 1
463660/1000000 s, 1
4637/100000 s, 2
46374/1000000 s, 1
46378/1000000 s, 1
4639/1000000 s, 1
46390/1000000 s, 1
464/100000 s, 1
464/1000000 s, 4
4640/1000000 s, 1
4641/1000000 s, 1
4642/1000000 s, 2
46434/1000000 s, 1
46435/1000000 s, 2
46444/1000000 s, 1
4645/1000000 s, 2
46482/1000000 s, 1
4649/1000000 s, 1
465/100000 s, 1
465/1000000 s, 7
4650/1000000 s, 5
46500/1000000 s, 2
46508/1000000 s, 2
4651/1000000 s, 1
4652/1000000 s, 2
4653/1000000 s, 1
4655/1000000 s, 1
4656/1000000 s, 1
4658/1000000 s, 1
46592/512000000 s, 1
466/1000000 s, 2
4660/1000000 s, 1
4661/1000000 s, 1
4664/1000000 s, 3
466560/10000000 s, 26
4666/1000000 s, 1
4667/1000000 s, 2
467/100000 s, 1
467/1000000 s, 5
4670/1000000 s, 2
467078/1073741824 s, 1
4674/1000000 s, 1
46741/1000000 s, 1
4676/1000000 s, 1
4677/1000000 s, 1
4678/1000000 s, 3
4679/1000000 s, 3
46790/1000000 s, 1
468/10 s, 1
468/100000 s, 1
468/1000000 s, 17
468/7830 s, 1
4680/1000000 s, 11
4681/1000000 s, 1
46814/1000000 s, 1
4683/1000000 s, 1
4684/1000000 s, 1
4685/100000 s, 1
46858240/512000000 s, 1
46875/1000000 s, 1
4688/1000000 s, 1
4689/1000000 s, 3
469/1000000 s, 1
4690/1000000 s, 1
46903/1000000 s, 1
4691/1000000 s, 1
46925/1000000 s, 1
4693/1000000 s, 13
4694016/512000000 s, 1
46956/1000000 s, 1
46968/1000000 s, 1
4699/1000000 s, 1
47/1 s, 1
47/10 s, 4
47/10000 s, 8
47/100000 s, 4
47/15000 s, 1
47/20000 s, 1
47/5000 s, 3
47/9420 s, 1
470/1000000 s, 10
4700/1000000 s, 2
47000/1000000 s, 10
47008/1000000 s, 1
4701/1000000 s, 2
4702/1000000 s, 1
4704/1000000 s, 2
47045/1000000 s, 1
47054848/512000000 s, 1
4706/1000000 s, 1
47068/1000000 s, 1
4708/1000000 s, 2
47084/1000000 s, 1
47095/1000000 s, 1
471/100000 s, 2
471/1000000 s, 1
4711/1000000 s, 2
47113/1000000 s, 1
4712/1000000 s, 1
4713/1000000 s, 4
471552/512000000 s, 4
4716/1000000 s, 1
4718/1000000 s, 1
47192/10000000 s, 1
472/100000 s, 3
472/1000000 s, 3
4720/1000000 s, 2
4721/1000000 s, 1
4722/1000000 s, 1
47226/1000000 s, 1
47245/1000000 s, 1
4725/1000000 s, 2
4726/1000000 s, 1
47263/1000000 s, 1
473/10000 s, 1
473/1000000 s, 5
4730/1000000 s, 4
47304/1000000 s, 1
4731/1000000 s, 3
4732/100000 s, 1
47325/1000000 s, 1
47335/1000000 s, 1
4736/100000 s, 1
4736/1000000 s, 12
473600/512000000 s, 1
473684/1000000 s, 2
47382/1000000 s, 1
4739/1000000 s, 3
474/10000 s, 5
474/1000000 s, 2
4740/1000000 s, 1
4741/1000000 s, 2
4742/1000000 s, 1
4743/1000000 s, 1
4745/1000000 s, 3
4746/1000000 s, 1
4748/1000000 s, 1
4749/1000000 s, 1
47499664/268435456 s, 6
475/100000 s, 3
475/1000000 s, 6
4751/1000000 s, 2
4751360/512000000 s, 1
47527/1000000 s, 1
4756/1000000 s, 1
475737/100000 s, 1
4759/100000 s, 1
476/100000 s, 2
476/1000000 s, 2
4760/1000000 s, 1
4761/1000000 s, 3
4763/1000000 s, 1
4764/1000000 s, 1
4765/1000000 s, 1
47657/1000000 s, 1
4767/1000000 s, 2
4768/1000000 s, 4
476874/1000000 s, 1
476905/1000000 s, 1
477/10 s, 1
4770/1000000 s, 7
47708/1000000 s, 3
4771/1000000 s, 1
47736/1000000 s, 1
47747/1000000 s, 1
4775/1000000 s, 1
47759/1000000 s, 1
4776/100000 s, 1
4776/1000000 s, 3
47776/1000000 s, 1
4778/1000000 s, 9
47780/1000000 s, 1
47785/1000000 s, 1
4779/1000000 s, 13
478/100000 s, 1
478/1000000 s, 2
4780/100000 s, 1
4780/1000000 s, 1
47803/1000000 s, 1
4781/1000000 s, 3
478150656/512000000 s, 1
47831/1000000 s, 1
47832/1000000 s, 2
47836/1000000 s, 1
4784/1000000 s, 1
47841/1000000 s, 1
4784128/512000000 s, 1
47847/1000000 s, 1
4786/100000 s, 1
47860/1000000 s, 1
47876/1000000 s, 1
478794/1000000 s, 1
4789/1000000 s, 1
47897/1000000 s, 1
479/100000 s, 3
479/1000000 s, 2
4790/1000000 s, 1
4791/1000000 s, 1
47931/1000000 s, 2
4794/1000000 s, 1
4796/1000000 s, 2
47984/1000000 s, 2
4799/1000000 s, 1
47990/1000000 s, 1
48/10 s, 1
48/10000 s, 6
48/100000 s, 61
48/20000 s, 3
48/7830 s, 4
48/9420 s, 1
48/9450 s, 9
480/100000 s, 1
480/1000000 s, 9
480/4000 s, 1
4800/1000000 s, 1
48000/100 s, 1
48000/1000000 s, 5
4801/1000000 s, 2
4802/1000000 s, 1
48020/1000000 s, 1
480249/268435456 s, 161
4804/1000000 s, 1
48058/1000000 s, 1
4806/1000000 s, 2
48079/1000000 s, 1
4809/1000000 s, 2
481/10000 s, 1
481/100000 s, 2
481/1000000 s, 7
4810/1000000 s, 1
4811/100000 s, 1
4811/1000000 s, 1
4812/1000000 s, 1
481219/1000000 s, 1
4814/1000000 s, 2
481520/10000000 s, 16
4816/1000000 s, 1
48164/1000000 s, 2
4817/1000000 s, 2
4819/1000000 s, 1
48199/1000000 s, 1
481996/1000000 s, 1
482/100 s, 1
482/100000 s, 3
482/1000000 s, 1
4820/1000000 s, 1
4821/1000000 s, 1
4822/1000000 s, 14
4825/1000000 s, 1
