ifd_size ,Count
20:220:636:34312:32:20, 9
20:220:636:34314:30:20, 3
20:220:636:34316:32:20, 8
20:220:636:34318:30:20, 9
20:220:636:34320:32:20, 16
20:220:636:34322:30:20, 14
20:220:636:34324:32:20, 12
20:220:636:34326:30:20, 14
20:220:636:34328:32:20, 10
20:220:636:34330:30:20, 10
20:220:636:34332:32:20, 10
20:220:636:34334:30:20, 9
20:220:636:34336:32:20, 9
20:220:636:34338:30:20, 8
20:220:636:34340:32:20, 7
20:220:636:34342:30:20, 9
20:220:636:34344:32:20, 12
20:220:636:34346:30:20, 18
20:220:636:34348:32:20, 8
20:220:636:34350:30:20, 10
20:220:636:34352:32:20, 14
20:220:636:34354:30:20, 14
20:220:636:34356:32:20, 9
20:220:636:34358:30:20, 6
20:220:636:34360:32:20, 12
20:220:636:34362:30:20, 8
20:220:636:34364:32:20, 13
20:220:636:34366:30:20, 8
20:220:636:34368:32:20, 10
20:220:636:34370:30:20, 5
20:220:636:34372:32:20, 8
20:220:636:34374:30:20, 10
20:220:636:34376:32:20, 14
20:220:636:34378:30:20, 5
20:220:636:34380:32:20, 14
20:220:636:34382:30:20, 9
20:220:636:34384:32:20, 11
20:220:636:34386:30:20, 11
20:220:636:34388:32:20, 12
20:220:636:34390:30:20, 12
20:220:636:34392:32:20, 5
20:220:636:34394:30:20, 9
20:220:636:34396:32:20, 9
20:220:636:34398:30:20, 12
20:220:636:34400:32:20, 8
20:220:636:34402:30:20, 11
20:220:636:34404:32:20, 14
20:220:636:34406:30:20, 14
20:220:636:34408:32:20, 13
20:220:636:34410:30:20, 7
20:220:636:34412:32:20, 19
20:220:636:34414:30:20, 7
20:220:636:34416:32:20, 7
20:220:636:34418:30:20, 12
20:220:636:34420:32:20, 19
20:220:636:34422:30:20, 5
20:220:636:34424:32:20, 5
20:220:636:34426:30:20, 9
20:220:636:34428:32:20, 10
20:220:636:34430:30:20, 7
20:220:636:34432:32:20, 14
20:220:636:34434:30:20, 4
20:220:636:34436:32:20, 15
20:220:636:34438:30:20, 18
20:220:636:34440:32:20, 6
20:220:636:34442:30:20, 14
20:220:636:34444:32:20, 10
20:220:636:34446:30:20, 12
20:220:636:34448:32:20, 10
20:220:636:34450:30:20, 10
20:220:636:34452:32:20, 11
20:220:636:34454:30:20, 12
20:220:636:34456:32:20, 10
20:220:636:34458:30:20, 12
20:220:636:34460:32:20, 8
20:220:636:34462:30:20, 14
20:220:636:34464:32:20, 16
20:220:636:34466:30:20, 9
20:220:636:34468:32:20, 15
20:220:636:34470:30:20, 9
20:220:636:34472:32:20, 11
20:220:636:34474:30:20, 9
20:220:636:34476:32:20, 11
20:220:636:34478:30:20, 12
20:220:636:34480:32:20, 10
20:220:636:34482:30:20, 11
20:220:636:34484:32:20, 7
20:220:636:34486:30:20, 9
20:220:636:34488:32:20, 9
20:220:636:34490:30:20, 10
20:220:636:34492:32:20, 11
20:220:636:34494:30:20, 13
20:220:636:34496:32:20, 14
20:220:636:34498:30:20, 8
20:220:636:34500:32:20, 19
20:220:636:34502:30:20, 9
20:220:636:34504:32:20, 12
20:220:636:34506:30:20, 9
20:220:636:34508:32:20, 5
20:220:636:34510:30:20, 13
20:220:636:34512:32:20, 9
20:220:636:34514:30:20, 2
20:220:636:34516:32:20, 16
20:220:636:34518:30:20, 7
20:220:636:34520:32:20, 22
20:220:636:34522:30:20, 11
20:220:636:34524:32:20, 9
20:220:636:34526:30:20, 7
20:220:636:34528:32:20, 10
20:220:636:34530:30:20, 7
20:220:636:34532:32:20, 9
20:220:636:34534:30:20, 9
20:220:636:34536:32:20, 8
20:220:636:34538:30:20, 12
20:220:636:34540:32:20, 9
20:220:636:34542:30:20, 13
20:220:636:34544:32:20, 12
20:220:636:34546:30:20, 11
20:220:636:34548:32:20, 10
20:220:636:34550:30:20, 9
20:220:636:34552:32:20, 9
20:220:636:34554:30:20, 7
20:220:636:34556:32:20, 7
20:220:636:34558:30:20, 9
20:220:636:34560:32:20, 10
20:220:636:34562:30:20, 13
20:220:636:34564:32:20, 15
20:220:636:34566:30:20, 10
20:220:636:34568:32:20, 8
20:220:636:34570:30:20, 12
20:220:636:34572:32:20, 24
20:220:636:34574:30:20, 12
20:220:636:34576:32:20, 8
20:220:636:34578:30:20, 12
20:220:636:34580:32:20, 10
20:220:636:34582:30:20, 9
20:220:636:34584:32:20, 11
20:220:636:34586:30:20, 14
20:220:636:34588:32:20, 10
20:220:636:34590:30:20, 10
20:220:636:34592:32:20, 12
20:220:636:34594:30:20, 8
20:220:636:34596:32:20, 10
20:220:636:34598:30:20, 8
20:220:636:34600:32:20, 8
20:220:636:34602:30:20, 8
20:220:636:34604:32:20, 11
20:220:636:34606:30:20, 7
20:220:636:34608:32:20, 10
20:220:636:34610:30:20, 14
20:220:636:34612:32:20, 13
20:220:636:34614:30:20, 7
20:220:636:34616:32:20, 12
20:220:636:34618:30:20, 11
20:220:636:34620:32:20, 11
20:220:636:34622:30:20, 9
20:220:636:34624:32:20, 15
20:220:636:34626:30:20, 14
20:220:636:34628:32:20, 11
20:220:636:34630:30:20, 15
20:220:636:34632:32:20, 7
20:220:636:34634:30:20, 10
20:220:636:34636:32:20, 19
20:220:636:34638:30:20, 8
20:220:636:34640:32:20, 12
20:220:636:34642:30:20, 15
20:220:636:34644:32:20, 14
20:220:636:34646:30:20, 15
20:220:636:34648:32:20, 12
20:220:636:34650:30:20, 13
20:220:636:34652:32:20, 11
20:220:636:34654:30:20, 14
20:220:636:34656:32:20, 9
20:220:636:34658:30:20, 11
20:220:636:34660:32:20, 10
20:220:636:34662:30:20, 13
20:220:636:34664:32:20, 5
20:220:636:34666:30:20, 9
20:220:636:34668:32:20, 15
20:220:636:34670:30:20, 7
20:220:636:34672:32:20, 8
20:220:636:34674:30:20, 4
20:220:636:34676:32:20, 18
20:220:636:34678:30:20, 15
20:220:636:34680:32:20, 6
20:220:636:34682:30:20, 11
20:220:636:34684:32:20, 9
20:220:636:34686:30:20, 10
20:220:636:34688:32:20, 10
20:220:636:34690:30:20, 6
20:220:636:34692:32:20, 14
20:220:636:34694:30:20, 14
20:220:636:34696:32:20, 8
20:220:636:34698:30:20, 8
20:220:636:34700:32:20, 8
20:220:636:34702:30:20, 7
20:220:636:34704:32:20, 3
20:220:636:34706:30:20, 18
20:220:636:34708:32:20, 14
20:220:636:34710:30:20, 6
20:220:636:34712:32:20, 7
20:220:636:34714:30:20, 13
20:220:636:34716:32:20, 7
20:220:636:34718:30:20, 10
20:220:636:34720:32:20, 10
20:220:636:34722:30:20, 8
20:220:636:34724:32:20, 12
20:220:636:34726:30:20, 7
20:220:636:34728:32:20, 8
20:220:636:34730:30:20, 7
20:220:636:34732:32:20, 12
20:220:636:34734:30:20, 5
20:220:636:34736:32:20, 5
20:220:636:34738:30:20, 11
20:220:636:34740:32:20, 14
20:220:636:34742:30:20, 5
20:220:636:34744:32:20, 9
20:220:636:34746:30:20, 14
20:220:636:34748:32:20, 6
20:220:636:34750:30:20, 9
20:220:636:34752:32:20, 14
20:220:636:34754:30:20, 10
20:220:636:34754:30:244, 1
20:220:636:34756:32:20, 11
20:220:636:34758:30:20, 13
20:220:636:34760:32:20, 11
20:220:636:34762:30:20, 15
20:220:636:34764:32:20, 15
20:220:636:34766:30:20, 7
20:220:636:34768:32:20, 9
20:220:636:34770:30:20, 11
20:220:636:34772:32:20, 15
20:220:636:34774:30:20, 11
20:220:636:34776:32:20, 9
20:220:636:34778:30:20, 12
20:220:636:34780:32:20, 6
20:220:636:34782:30:20, 11
20:220:636:34784:32:20, 7
20:220:636:34786:30:20, 9
20:220:636:34788:32:20, 16
20:220:636:34790:30:20, 9
20:220:636:34792:32:20, 8
20:220:636:34794:30:20, 9
20:220:636:34796:32:20, 17
20:220:636:34798:30:20, 11
20:220:636:34800:32:20, 14
20:220:636:34802:30:20, 11
20:220:636:34804:32:20, 12
20:220:636:34806:30:20, 6
20:220:636:34808:32:20, 5
20:220:636:34810:30:20, 13
20:220:636:34812:32:20, 9
20:220:636:34814:30:20, 5
20:220:636:34816:32:20, 11
20:220:636:34818:30:20, 13
20:220:636:34820:32:20, 10
20:220:636:34822:30:20, 5
20:220:636:34824:32:20, 13
20:220:636:34826:30:20, 8
20:220:636:34828:32:20, 12
20:220:636:34830:30:20, 10
20:220:636:34832:32:20, 7
20:220:636:34834:30:20, 9
20:220:636:34836:32:20, 7
20:220:636:34838:30:20, 16
20:220:636:34840:32:20, 13
20:220:636:34842:30:20, 8
20:220:636:34844:32:20, 9
20:220:636:34846:30:20, 8
20:220:636:34848:32:20, 12
20:220:636:34850:30:20, 8
20:220:636:34852:32:20, 8
20:220:636:34854:30:20, 15
20:220:636:34856:32:20, 8
20:220:636:34858:30:20, 13
20:220:636:34860:32:20, 12
20:220:636:34862:30:20, 11
20:220:636:34864:32:20, 9
20:220:636:34866:30:20, 4
20:220:636:34868:32:20, 7
20:220:636:34870:30:20, 9
20:220:636:34872:32:20, 10
20:220:636:34874:30:20, 6
20:220:636:34876:32:20, 6
20:220:636:34878:30:20, 7
20:220:636:34880:32:20, 4
20:220:636:34882:30:20, 6
20:220:636:34884:32:20, 8
20:220:636:34886:30:20, 8
20:220:636:34888:32:20, 11
20:220:636:34890:30:20, 8
20:220:636:34892:32:20, 10
20:220:636:34894:30:20, 7
20:220:636:34896:32:20, 11
20:220:636:34898:30:20, 7
20:220:636:34900:32:20, 9
20:220:636:34902:30:20, 8
20:220:636:34904:32:20, 11
20:220:636:34906:30:20, 13
20:220:636:34908:32:20, 15
20:220:636:34910:30:20, 3
20:220:636:34912:32:20, 13
20:220:636:34914:30:20, 12
20:220:636:34916:32:20, 11
20:220:636:34918:30:20, 10
20:220:636:34920:32:20, 10
20:220:636:34922:30:20, 20
20:220:636:34924:32:20, 5
20:220:636:34926:30:20, 14
20:220:636:34928:32:20, 11
20:220:636:34930:30:20, 8
20:220:636:34932:32:20, 7
20:220:636:34934:30:20, 11
20:220:636:34936:32:20, 10
20:220:636:34938:30:20, 14
20:220:636:34940:32:20, 14
20:220:636:34942:30:20, 4
20:220:636:34944:32:20, 13
20:220:636:34946:30:20, 8
20:220:636:34948:32:20, 8
20:220:636:34950:30:20, 9
20:220:636:34952:32:20, 11
20:220:636:34954:30:20, 10
20:220:636:34956:32:20, 7
20:220:636:34958:30:20, 9
20:220:636:34960:32:20, 9
20:220:636:34962:30:20, 8
20:220:636:34964:32:20, 3
20:220:636:34964:32:244, 1
20:220:636:34966:30:20, 15
20:220:636:34968:32:20, 7
20:220:636:34970:30:20, 8
20:220:636:34972:32:20, 12
20:220:636:34974:30:20, 12
20:220:636:34976:32:20, 14
20:220:636:34978:30:20, 8
20:220:636:34980:32:20, 9
20:220:636:34982:30:20, 7
20:220:636:34984:32:20, 6
20:220:636:34986:30:20, 7
20:220:636:34988:32:20, 13
20:220:636:34990:30:20, 10
20:220:636:34992:32:20, 5
20:220:636:34994:30:20, 11
20:220:636:34996:32:20, 8
20:220:636:34998:30:20, 14
20:220:636:35000:32:20, 5
20:220:636:35002:30:20, 6
20:220:636:35004:32:20, 8
20:220:636:35006:30:20, 11
20:220:636:35008:32:20, 11
20:220:636:35010:30:20, 11
20:220:636:35012:32:20, 13
20:220:636:35014:30:20, 9
20:220:636:35016:32:20, 7
20:220:636:35018:30:20, 13
20:220:636:35020:32:20, 10
20:220:636:35020:32:244, 1
20:220:636:35022:30:20, 12
20:220:636:35024:32:20, 12
20:220:636:35026:30:20, 7
20:220:636:35028:32:20, 8
20:220:636:35030:30:20, 7
20:220:636:35032:32:20, 14
20:220:636:35034:30:20, 14
20:220:636:35036:32:20, 9
20:220:636:35038:30:20, 16
20:220:636:35040:32:20, 11
20:220:636:35042:30:20, 7
20:220:636:35044:32:20, 5
20:220:636:35046:30:20, 15
20:220:636:35048:32:20, 9
20:220:636:35050:30:20, 7
20:220:636:35052:32:20, 10
20:220:636:35054:30:20, 10
20:220:636:35056:32:20, 12
20:220:636:35058:30:20, 9
20:220:636:35060:32:20, 8
20:220:636:35062:30:20, 9
20:220:636:35064:32:20, 7
20:220:636:35066:30:20, 6
20:220:636:35068:32:20, 16
20:220:636:35070:30:20, 9
20:220:636:35072:32:20, 10
20:220:636:35074:30:20, 8
20:220:636:35076:32:20, 5
20:220:636:35078:30:20, 6
20:220:636:35080:32:20, 6
20:220:636:35082:30:20, 10
20:220:636:35084:32:20, 8
20:220:636:35086:30:20, 12
20:220:636:35088:32:20, 8
20:220:636:35090:30:20, 13
20:220:636:35092:32:20, 11
20:220:636:35094:30:20, 6
20:220:636:35096:32:20, 11
20:220:636:35098:30:20, 14
20:220:636:35100:32:20, 7
20:220:636:35102:30:20, 12
20:220:636:35104:32:20, 7
20:220:636:35106:30:20, 10
20:220:636:35108:32:20, 14
20:220:636:35110:30:20, 7
20:220:636:35112:32:20, 11
20:220:636:35114:30:20, 9
20:220:636:35116:32:20, 8
20:220:636:35118:30:20, 10
20:220:636:35120:32:20, 9
20:220:636:35122:30:20, 11
20:220:636:35124:32:20, 12
20:220:636:35126:30:20, 7
20:220:636:35128:32:20, 5
20:220:636:35130:30:20, 10
20:220:636:35132:32:20, 8
20:220:636:35134:30:20, 9
20:220:636:35136:32:20, 9
20:220:636:35138:30:20, 10
20:220:636:35140:32:20, 14
20:220:636:35142:30:20, 8
20:220:636:35144:32:20, 6
20:220:636:35146:30:20, 11
20:220:636:35148:32:20, 15
20:220:636:35150:30:20, 6
20:220:636:35152:32:20, 5
20:220:636:35154:30:20, 13
20:220:636:35156:32:20, 12
20:220:636:35158:30:20, 7
20:220:636:35160:32:20, 5
20:220:636:35162:30:20, 12
20:220:636:35164:32:20, 7
20:220:636:35166:30:20, 11
20:220:636:35168:32:20, 5
20:220:636:35170:30:20, 9
20:220:636:35172:32:20, 16
20:220:636:35174:30:20, 9
20:220:636:35176:32:20, 15
20:220:636:35178:30:20, 6
20:220:636:35180:32:20, 7
20:220:636:35182:30:20, 7
20:220:636:35184:32:20, 11
20:220:636:35186:30:20, 7
20:220:636:35188:32:20, 12
20:220:636:35190:30:20, 10
20:220:636:35192:32:20, 17
20:220:636:35194:30:20, 9
20:220:636:35196:32:20, 9
20:220:636:35198:30:20, 8
20:220:636:35200:32:20, 9
20:220:636:35202:30:20, 10
20:220:636:35204:32:20, 13
20:220:636:35206:30:20, 16
20:220:636:35208:32:20, 4
20:220:636:35210:30:20, 8
20:220:636:35212:32:20, 9
20:220:636:35214:30:20, 15
20:220:636:35216:32:20, 14
20:220:636:35218:30:20, 9
20:220:636:35220:32:20, 13
20:220:636:35222:30:20, 9
20:220:636:35224:32:20, 8
20:220:636:35226:30:20, 12
20:220:636:35228:32:20, 12
20:220:636:35230:30:20, 12
20:220:636:35232:32:20, 10
20:220:636:35234:30:20, 10
20:220:636:35236:32:20, 13
20:220:636:35238:30:20, 12
20:220:636:35240:32:20, 7
20:220:636:35242:30:20, 13
20:220:636:35244:32:20, 7
20:220:636:35246:30:20, 11
20:220:636:35248:32:20, 14
20:220:636:35250:30:20, 4
20:220:636:35252:32:20, 10
20:220:636:35254:30:20, 5
20:220:636:35256:32:20, 6
20:220:636:35258:30:20, 4
20:220:636:35260:32:20, 14
20:220:636:35262:30:20, 12
20:220:636:35264:32:20, 8
20:220:636:35266:30:20, 9
20:220:636:35268:32:20, 8
20:220:636:35270:30:20, 8
20:220:636:35272:32:20, 6
20:220:636:35274:30:20, 22
20:220:636:35276:32:20, 7
20:220:636:35278:30:20, 10
20:220:636:35280:32:20, 9
20:220:636:35282:30:20, 11
20:220:636:35284:32:20, 6
20:220:636:35286:30:20, 7
20:220:636:35288:32:20, 8
20:220:636:35290:30:20, 5
20:220:636:35292:32:20, 10
20:220:636:35294:30:20, 8
20:220:636:35296:32:20, 8
20:220:636:35298:30:20, 6
20:220:636:35300:32:20, 9
20:220:636:35302:30:20, 15
20:220:636:35304:32:20, 3
20:220:636:35306:30:20, 8
20:220:636:35308:32:20, 8
20:220:636:35310:30:20, 7
20:220:636:35312:32:20, 10
20:220:636:35314:30:20, 12
20:220:636:35316:32:20, 7
20:220:636:35318:30:20, 8
20:220:636:35320:32:20, 11
20:220:636:35322:30:20, 9
20:220:636:35322:30:244, 1
20:220:636:35324:32:20, 12
20:220:636:35326:30:20, 9
20:220:636:35328:32:20, 12
20:220:636:35330:30:20, 9
20:220:636:35332:32:20, 10
20:220:636:35334:30:20, 9
20:220:636:35336:32:20, 14
20:220:636:35338:30:20, 7
20:220:636:35340:32:20, 8
20:220:636:35342:30:20, 13
20:220:636:35344:32:20, 13
20:220:636:35346:30:20, 11
20:220:636:35348:32:20, 10
20:220:636:35350:30:20, 6
20:220:636:35352:32:20, 6
20:220:636:35354:30:20, 10
20:220:636:35356:32:20, 15
20:220:636:35358:30:20, 10
20:220:636:35360:32:20, 10
20:220:636:35362:30:20, 8
20:220:636:35364:32:20, 6
20:220:636:35366:30:20, 8
20:220:636:35368:32:20, 5
20:220:636:35370:30:20, 13
20:220:636:35372:32:20, 6
20:220:636:35374:30:20, 6
20:220:636:35376:32:20, 5
20:220:636:35378:30:20, 8
20:220:636:35380:32:20, 4
20:220:636:35382:30:20, 13
20:220:636:35384:32:20, 4
20:220:636:35386:30:20, 5
20:220:636:35388:32:20, 11
20:220:636:35390:30:20, 6
20:220:636:35392:32:20, 9
20:220:636:35394:30:20, 12
20:220:636:35396:32:20, 11
20:220:636:35398:30:20, 5
20:220:636:35400:32:20, 12
20:220:636:35402:30:20, 13
20:220:636:35404:32:20, 8
20:220:636:35406:30:20, 11
20:220:636:35408:32:20, 10
20:220:636:35410:30:20, 6
20:220:636:35412:32:20, 8
20:220:636:35414:30:20, 9
20:220:636:35414:30:244, 1
20:220:636:35416:32:20, 7
20:220:636:35418:30:20, 10
20:220:636:35420:32:20, 10
20:220:636:35422:30:20, 9
20:220:636:35424:32:20, 13
20:220:636:35426:30:20, 5
20:220:636:35428:32:20, 10
20:220:636:35430:30:20, 14
20:220:636:35432:32:20, 7
20:220:636:35434:30:20, 7
20:220:636:35436:32:20, 14
20:220:636:35438:30:20, 10
20:220:636:35440:32:20, 6
20:220:636:35442:30:20, 5
20:220:636:35444:32:20, 7
20:220:636:35446:30:20, 6
20:220:636:35448:32:20, 5
20:220:636:35450:30:20, 3
20:220:636:35452:32:20, 7
20:220:636:35454:30:20, 11
20:220:636:35456:32:20, 6
20:220:636:35458:30:20, 3
20:220:636:35460:32:20, 12
20:220:636:35462:30:20, 8
20:220:636:35464:32:20, 7
20:220:636:35466:30:20, 7
20:220:636:35468:32:20, 7
20:220:636:35470:30:20, 5
20:220:636:35472:32:20, 8
20:220:636:35474:30:20, 8
20:220:636:35476:32:20, 7
20:220:636:35478:30:20, 5
20:220:636:35480:32:20, 5
20:220:636:35482:30:20, 9
20:220:636:35484:32:20, 6
20:220:636:35486:30:20, 6
20:220:636:35488:32:20, 9
20:220:636:35490:30:20, 10
20:220:636:35492:32:20, 6
20:220:636:35494:30:20, 6
20:220:636:35496:32:20, 7
20:220:636:35498:30:20, 5
20:220:636:35500:32:20, 3
20:220:636:35502:30:20, 9
20:220:636:35504:32:20, 8
20:220:636:35504:32:244, 1
20:220:636:35506:30:20, 11
20:220:636:35508:32:20, 8
20:220:636:35510:30:20, 6
20:220:636:35512:32:20, 10
20:220:636:35514:30:20, 5
20:220:636:35516:32:20, 7
20:220:636:35518:30:20, 9
20:220:636:35520:32:20, 11
20:220:636:35522:30:20, 11
20:220:636:35524:32:20, 15
20:220:636:35526:30:20, 2
20:220:636:35528:32:20, 11
20:220:636:35530:30:20, 6
20:220:636:35532:32:20, 6
20:220:636:35534:30:20, 7
20:220:636:35536:32:20, 10
20:220:636:35538:30:20, 6
20:220:636:35540:32:20, 9
20:220:636:35542:30:20, 7
20:220:636:35544:32:20, 14
20:220:636:35546:30:20, 8
20:220:636:35548:32:20, 6
20:220:636:35550:30:20, 9
20:220:636:35552:32:20, 7
20:220:636:35554:30:20, 11
20:220:636:35556:32:20, 9
20:220:636:35558:30:20, 9
20:220:636:35560:32:20, 5
20:220:636:35560:32:244, 1
20:220:636:35562:30:20, 10
20:220:636:35564:32:20, 6
20:220:636:35566:30:20, 7
20:220:636:35568:32:20, 9
20:220:636:35570:30:20, 11
20:220:636:35572:32:20, 9
20:220:636:35574:30:20, 10
20:220:636:35576:32:20, 14
20:220:636:35578:30:20, 10
20:220:636:35580:32:20, 9
20:220:636:35582:30:20, 6
20:220:636:35584:32:20, 10
20:220:636:35586:30:20, 11
20:220:636:35588:32:20, 7
20:220:636:35590:30:20, 6
20:220:636:35592:32:20, 8
20:220:636:35594:30:20, 8
20:220:636:35596:32:20, 10
20:220:636:35598:30:20, 3
20:220:636:35600:32:20, 5
20:220:636:35602:30:20, 6
20:220:636:35604:32:20, 8
20:220:636:35606:30:20, 7
20:220:636:35608:32:20, 8
20:220:636:35610:30:20, 9
20:220:636:35612:32:20, 13
20:220:636:35614:30:20, 5
20:220:636:35616:32:20, 5
20:220:636:35618:30:20, 6
20:220:636:35620:32:20, 6
20:220:636:35622:30:20, 9
20:220:636:35624:32:20, 7
20:220:636:35626:30:20, 7
20:220:636:35628:32:20, 14
20:220:636:35630:30:20, 6
20:220:636:35632:32:20, 13
20:220:636:35634:30:20, 6
20:220:636:35634:30:244, 1
20:220:636:35636:32:20, 6
20:220:636:35638:30:20, 8
20:220:636:35640:32:20, 16
20:220:636:35642:30:20, 4
20:220:636:35644:32:20, 7
20:220:636:35646:30:20, 2
20:220:636:35648:32:20, 7
20:220:636:35650:30:20, 7
20:220:636:35652:32:20, 15
20:220:636:35654:30:20, 8
20:220:636:35656:32:20, 5
20:220:636:35658:30:20, 6
20:220:636:35660:32:20, 8
20:220:636:35662:30:20, 11
20:220:636:35664:32:20, 5
20:220:636:35666:30:20, 12
20:220:636:35668:32:20, 10
20:220:636:35670:30:20, 6
20:220:636:35672:32:20, 8
20:220:636:35674:30:20, 7
20:220:636:35676:32:20, 7
20:220:636:35678:30:20, 13
20:220:636:35680:32:20, 9
20:220:636:35682:30:20, 7
20:220:636:35684:32:20, 10
20:220:636:35686:30:20, 8
20:220:636:35688:32:20, 4
20:220:636:35690:30:20, 4
20:220:636:35692:32:20, 8
20:220:636:35694:30:20, 8
20:220:636:35696:32:20, 10
20:220:636:35698:30:20, 3
20:220:636:35700:32:20, 5
20:220:636:35702:30:20, 5
20:220:636:35704:32:20, 5
20:220:636:35704:32:244, 1
20:220:636:35706:30:20, 11
20:220:636:35708:32:20, 6
20:220:636:35710:30:20, 15
20:220:636:35712:32:20, 3
20:220:636:35714:30:20, 8
20:220:636:35716:32:20, 6
20:220:636:35718:30:20, 7
20:220:636:35720:32:20, 5
20:220:636:35722:30:20, 4
20:220:636:35724:32:20, 7
20:220:636:35726:30:20, 6
20:220:636:35728:32:20, 8
20:220:636:35730:30:20, 9
20:220:636:35732:32:20, 7
20:220:636:35734:30:20, 14
20:220:636:35736:32:20, 7
20:220:636:35738:30:20, 5
20:220:636:35740:32:20, 8
20:220:636:35742:30:20, 10
20:220:636:35744:32:20, 6
20:220:636:35746:30:20, 5
20:220:636:35748:32:20, 5
20:220:636:35750:30:20, 10
20:220:636:35752:32:20, 12
20:220:636:35754:30:20, 11
20:220:636:35756:32:20, 8
20:220:636:35758:30:20, 7
20:220:636:35760:32:20, 7
20:220:636:35762:30:20, 7
20:220:636:35764:32:20, 5
20:220:636:35766:30:20, 9
20:220:636:35768:32:20, 7
20:220:636:35770:30:20, 5
20:220:636:35772:32:20, 8
20:220:636:35774:30:20, 10
20:220:636:35776:32:20, 9
20:220:636:35778:30:20, 8
20:220:636:35780:32:20, 8
20:220:636:35782:30:20, 5
20:220:636:35784:32:20, 6
20:220:636:35786:30:20, 10
20:220:636:35788:32:20, 7
20:220:636:35790:30:20, 6
20:220:636:35792:32:20, 7
20:220:636:35794:30:20, 11
20:220:636:35796:32:20, 11
20:220:636:35798:30:20, 3
20:220:636:35800:32:20, 6
20:220:636:35802:30:20, 5
20:220:636:35804:32:20, 8
20:220:636:35806:30:20, 6
20:220:636:35808:32:20, 3
20:220:636:35810:30:20, 7
20:220:636:35812:32:20, 12
20:220:636:35814:30:20, 13
20:220:636:35816:32:20, 13
20:220:636:35818:30:20, 3
20:220:636:35820:32:20, 3
20:220:636:35822:30:20, 2
20:220:636:35824:32:20, 4
20:220:636:35826:30:20, 7
20:220:636:35828:32:20, 7
20:220:636:35830:30:20, 9
20:220:636:35832:32:20, 8
20:220:636:35834:30:20, 6
20:220:636:35836:32:20, 5
20:220:636:35838:30:20, 7
20:220:636:35840:32:20, 8
20:220:636:35842:30:20, 6
20:220:636:35844:32:20, 6
20:220:636:35846:30:20, 4
20:220:636:35848:32:20, 7
20:220:636:35850:30:20, 10
20:220:636:35852:32:20, 4
20:220:636:35854:30:20, 8
20:220:636:35856:32:20, 4
20:220:636:35858:30:20, 7
20:220:636:35860:32:20, 4
20:220:636:35862:30:20, 6
20:220:636:35864:32:20, 7
20:220:636:35866:30:20, 8
20:220:636:35868:32:20, 8
20:220:636:35870:30:20, 8
20:220:636:35872:32:20, 6
20:220:636:35874:30:20, 8
20:220:636:35876:32:20, 9
20:220:636:35876:32:244, 1
20:220:636:35878:30:20, 10
20:220:636:35880:32:20, 11
20:220:636:35882:30:20, 7
20:220:636:35884:32:20, 10
20:220:636:35886:30:20, 7
20:220:636:35888:32:20, 7
20:220:636:35890:30:20, 4
20:220:636:35892:32:20, 5
20:220:636:35894:30:20, 6
20:220:636:35896:32:20, 2
20:220:636:35898:30:20, 3
20:220:636:35900:32:20, 5
20:220:636:35902:30:20, 3
20:220:636:35904:32:20, 6
20:220:636:35906:30:20, 5
20:220:636:35908:32:20, 5
20:220:636:35910:30:20, 9
20:220:636:35912:32:20, 11
20:220:636:35914:30:20, 7
20:220:636:35916:32:20, 9
20:220:636:35918:30:20, 4
20:220:636:35920:32:20, 6
20:220:636:35922:30:20, 4
20:220:636:35924:32:20, 7
20:220:636:35926:30:20, 4
20:220:636:35928:32:20, 8
20:220:636:35930:30:20, 8
20:220:636:35932:32:20, 5
20:220:636:35934:30:20, 7
20:220:636:35936:32:20, 9
20:220:636:35938:30:20, 9
20:220:636:35940:32:20, 10
20:220:636:35942:30:20, 5
20:220:636:35944:32:20, 7
20:220:636:35946:30:20, 8
20:220:636:35948:32:20, 8
20:220:636:35950:30:20, 3
20:220:636:35952:32:20, 9
20:220:636:35954:30:20, 7
