ifd_size ,Count
20:220:636:32572:32:20, 4
20:220:636:32574:30:20, 4
20:220:636:32576:32:20, 6
20:220:636:32578:30:20, 3
20:220:636:32580:32:20, 5
20:220:636:32582:30:20, 7
20:220:636:32584:32:20, 5
20:220:636:32586:30:20, 6
20:220:636:32588:32:20, 11
20:220:636:32590:30:20, 5
20:220:636:32592:32:20, 8
20:220:636:32594:30:20, 5
20:220:636:32596:32:20, 1
20:220:636:32598:30:20, 5
20:220:636:32600:32:20, 8
20:220:636:32602:30:20, 8
20:220:636:32604:32:20, 7
20:220:636:32606:30:20, 8
20:220:636:32608:32:20, 12
20:220:636:32610:30:20, 4
20:220:636:32612:32:20, 5
20:220:636:32614:30:20, 5
20:220:636:32616:32:20, 6
20:220:636:32618:30:20, 10
20:220:636:32620:32:20, 5
20:220:636:32622:30:20, 8
20:220:636:32624:32:20, 4
20:220:636:32626:30:20, 5
20:220:636:32628:32:20, 6
20:220:636:32630:30:20, 6
20:220:636:32632:32:20, 8
20:220:636:32634:30:20, 7
20:220:636:32636:32:20, 8
20:220:636:32638:30:20, 5
20:220:636:32640:32:20, 7
20:220:636:32642:30:20, 4
20:220:636:32644:32:20, 16
20:220:636:32646:30:20, 8
20:220:636:32648:32:20, 11
20:220:636:32650:30:20, 3
20:220:636:32652:32:20, 4
20:220:636:32654:30:20, 3
20:220:636:32656:32:20, 7
20:220:636:32658:30:20, 8
20:220:636:32660:32:20, 4
20:220:636:32662:30:20, 9
20:220:636:32664:32:20, 5
20:220:636:32666:30:20, 8
20:220:636:32668:32:20, 3
20:220:636:32670:30:20, 6
20:220:636:32672:32:20, 7
20:220:636:32674:30:20, 9
20:220:636:32676:32:20, 6
20:220:636:32678:30:20, 5
20:220:636:32680:32:20, 3
20:220:636:32682:30:20, 5
20:220:636:32684:32:20, 2
20:220:636:32686:30:20, 2
20:220:636:32688:32:20, 4
20:220:636:32690:30:20, 4
20:220:636:32692:32:20, 5
20:220:636:32694:30:20, 4
20:220:636:32696:32:20, 3
20:220:636:32698:30:20, 7
20:220:636:32700:32:20, 2
20:220:636:32702:30:20, 5
20:220:636:32704:32:20, 5
20:220:636:32706:30:20, 9
20:220:636:32708:32:20, 10
20:220:636:32710:30:20, 8
20:220:636:32712:32:20, 6
20:220:636:32714:30:20, 7
20:220:636:32716:32:20, 5
20:220:636:32718:30:20, 10
20:220:636:32720:32:20, 5
20:220:636:32722:30:20, 9
20:220:636:32724:32:20, 6
20:220:636:32726:30:20, 9
20:220:636:32728:32:20, 6
20:220:636:32730:30:20, 2
20:220:636:32732:32:20, 6
20:220:636:32734:30:20, 5
20:220:636:32736:32:20, 6
20:220:636:32738:30:20, 5
20:220:636:32740:32:20, 6
20:220:636:32742:30:20, 4
20:220:636:32744:32:20, 8
20:220:636:32746:30:20, 3
20:220:636:32748:32:20, 6
20:220:636:32750:30:20, 9
20:220:636:32752:32:20, 3
20:220:636:32754:30:20, 10
20:220:636:32756:32:20, 4
20:220:636:32758:30:20, 7
20:220:636:32760:32:20, 8
20:220:636:32762:30:20, 11
20:220:636:32764:32:20, 4
20:220:636:32766:30:20, 2
20:220:636:32768:32:20, 8
20:220:636:32770:30:20, 10
20:220:636:32772:32:20, 9
20:220:636:32774:30:20, 3
20:220:636:32776:32:20, 6
20:220:636:32778:30:20, 5
20:220:636:32780:32:20, 5
20:220:636:32782:30:20, 14
20:220:636:32784:32:20, 4
20:220:636:32786:30:20, 8
20:220:636:32788:32:20, 4
20:220:636:32790:30:20, 5
20:220:636:32792:32:20, 6
20:220:636:32794:30:20, 4
20:220:636:32796:32:20, 7
20:220:636:32798:30:20, 5
20:220:636:32800:32:20, 6
20:220:636:32802:30:20, 5
20:220:636:32804:32:20, 9
20:220:636:32806:30:20, 5
20:220:636:32808:32:20, 5
20:220:636:32810:30:20, 6
20:220:636:32812:32:20, 3
20:220:636:32814:30:20, 9
20:220:636:32816:32:20, 6
20:220:636:32818:30:20, 11
20:220:636:32820:32:20, 3
20:220:636:32822:30:20, 6
20:220:636:32824:32:20, 4
20:220:636:32826:30:20, 9
20:220:636:32828:32:20, 4
20:220:636:32830:30:20, 9
20:220:636:32832:32:20, 4
20:220:636:32834:30:20, 10
20:220:636:32836:32:20, 7
20:220:636:32838:30:20, 9
20:220:636:32840:32:20, 5
20:220:636:32842:30:20, 6
20:220:636:32844:32:20, 8
20:220:636:32846:30:20, 3
20:220:636:32848:32:20, 3
20:220:636:32850:30:20, 8
20:220:636:32852:32:20, 12
20:220:636:32854:30:20, 6
20:220:636:32856:32:20, 14
20:220:636:32858:30:20, 6
20:220:636:32860:32:20, 8
20:220:636:32862:30:20, 6
20:220:636:32864:32:20, 7
20:220:636:32866:30:20, 8
20:220:636:32868:32:20, 6
20:220:636:32870:30:20, 10
20:220:636:32872:32:20, 5
20:220:636:32874:30:20, 7
20:220:636:32876:32:20, 8
20:220:636:32878:30:20, 2
20:220:636:32880:32:20, 11
20:220:636:32882:30:20, 12
20:220:636:32884:32:20, 8
20:220:636:32886:30:20, 3
20:220:636:32888:32:20, 12
20:220:636:32890:30:20, 4
20:220:636:32892:32:20, 9
20:220:636:32894:30:20, 9
20:220:636:32896:32:20, 3
20:220:636:32898:30:20, 8
20:220:636:32900:32:20, 3
20:220:636:32902:30:20, 9
20:220:636:32904:32:20, 8
20:220:636:32906:30:20, 9
20:220:636:32908:32:20, 5
20:220:636:32910:30:20, 7
20:220:636:32912:32:20, 2
20:220:636:32914:30:20, 14
20:220:636:32916:32:20, 7
20:220:636:32918:30:20, 4
20:220:636:32920:32:20, 2
20:220:636:32922:30:20, 4
20:220:636:32924:32:20, 10
20:220:636:32926:30:20, 4
20:220:636:32928:32:20, 8
20:220:636:32930:30:20, 4
20:220:636:32932:32:20, 5
20:220:636:32934:30:20, 8
20:220:636:32936:32:20, 11
20:220:636:32938:30:20, 8
20:220:636:32940:32:20, 9
20:220:636:32942:30:20, 5
20:220:636:32944:32:20, 8
20:220:636:32946:30:20, 4
20:220:636:32948:32:20, 8
20:220:636:32950:30:20, 5
20:220:636:32952:32:20, 8
20:220:636:32954:30:20, 4
20:220:636:32956:32:20, 7
20:220:636:32958:30:20, 13
20:220:636:32960:32:20, 5
20:220:636:32962:30:20, 8
20:220:636:32964:32:20, 6
20:220:636:32966:30:20, 7
20:220:636:32968:32:20, 4
20:220:636:32970:30:20, 6
20:220:636:32972:32:20, 4
20:220:636:32974:30:20, 4
20:220:636:32976:32:20, 12
20:220:636:32976:32:276, 1
20:220:636:32980:32:20, 5
20:220:636:32982:30:20, 10
20:220:636:32984:32:20, 7
20:220:636:32986:30:20, 4
20:220:636:32988:32:20, 8
20:220:636:32990:30:20, 7
20:220:636:32992:32:20, 6
20:220:636:32994:30:20, 8
20:220:636:32996:32:20, 7
20:220:636:32998:30:20, 6
20:220:636:33000:32:20, 5
20:220:636:33002:30:20, 3
20:220:636:33004:32:20, 5
20:220:636:33006:30:20, 5
20:220:636:33006:30:276, 1
20:220:636:33008:32:20, 7
20:220:636:33010:30:20, 9
20:220:636:33012:32:20, 2
20:220:636:33014:30:20, 7
20:220:636:33016:32:20, 5
20:220:636:33018:30:20, 5
20:220:636:33020:32:20, 6
20:220:636:33022:30:20, 6
20:220:636:33024:32:20, 7
20:220:636:33026:30:20, 7
20:220:636:33028:32:20, 2
20:220:636:33030:30:20, 5
20:220:636:33032:32:20, 7
20:220:636:33034:30:20, 7
20:220:636:33036:32:20, 5
20:220:636:33038:30:20, 8
20:220:636:33040:32:20, 8
20:220:636:33042:30:20, 11
20:220:636:33044:32:20, 5
20:220:636:33046:30:20, 7
20:220:636:33048:32:20, 9
20:220:636:33050:30:20, 8
20:220:636:33052:32:20, 10
20:220:636:33054:30:20, 10
20:220:636:33056:32:20, 11
20:220:636:33058:30:20, 6
20:220:636:33060:32:20, 7
20:220:636:33062:30:20, 5
20:220:636:33064:32:20, 8
20:220:636:33066:30:20, 7
20:220:636:33068:32:20, 6
20:220:636:33070:30:20, 9
20:220:636:33072:32:20, 2
20:220:636:33074:30:20, 5
20:220:636:33076:32:20, 7
20:220:636:33078:30:20, 7
20:220:636:33080:32:20, 9
20:220:636:33082:30:20, 8
20:220:636:33084:32:20, 3
20:220:636:33086:30:20, 6
20:220:636:33088:32:20, 6
20:220:636:33090:30:20, 6
20:220:636:33092:32:20, 8
20:220:636:33094:30:20, 12
20:220:636:33096:32:20, 6
20:220:636:33098:30:20, 11
20:220:636:33100:32:20, 3
20:220:636:33102:30:20, 9
20:220:636:33104:32:20, 5
20:220:636:33106:30:20, 10
20:220:636:33108:32:20, 9
20:220:636:33110:30:20, 9
20:220:636:33112:32:20, 2
20:220:636:33114:30:20, 9
20:220:636:33116:32:20, 6
20:220:636:33118:30:20, 4
20:220:636:33120:32:20, 12
20:220:636:33122:30:20, 8
20:220:636:33124:32:20, 5
20:220:636:33126:30:20, 10
20:220:636:33128:32:20, 12
20:220:636:33130:30:20, 9
20:220:636:33132:32:20, 6
20:220:636:33134:30:20, 10
20:220:636:33136:32:20, 13
20:220:636:33138:30:20, 8
20:220:636:33140:32:20, 6
20:220:636:33142:30:20, 8
20:220:636:33144:32:20, 6
20:220:636:33146:30:20, 7
20:220:636:33148:32:20, 7
20:220:636:33150:30:20, 8
20:220:636:33152:32:20, 9
20:220:636:33154:30:20, 10
20:220:636:33156:32:20, 5
20:220:636:33158:30:20, 9
20:220:636:33160:32:20, 6
20:220:636:33162:30:20, 5
20:220:636:33164:32:20, 9
20:220:636:33166:30:20, 10
20:220:636:33168:32:20, 8
20:220:636:33170:30:20, 11
20:220:636:33172:32:20, 8
20:220:636:33174:30:20, 7
20:220:636:33176:32:20, 8
20:220:636:33178:30:20, 6
20:220:636:33180:32:20, 8
20:220:636:33182:30:20, 5
20:220:636:33184:32:20, 3
20:220:636:33186:30:20, 8
20:220:636:33188:32:20, 10
20:220:636:33190:30:20, 8
20:220:636:33192:32:20, 7
20:220:636:33194:30:20, 8
20:220:636:33196:32:20, 8
20:220:636:33198:30:20, 6
20:220:636:33200:32:20, 6
20:220:636:33202:30:20, 6
20:220:636:33204:32:20, 8
20:220:636:33206:30:20, 13
20:220:636:33208:32:20, 9
20:220:636:33210:30:20, 10
20:220:636:33212:32:20, 9
20:220:636:33214:30:20, 10
20:220:636:33216:32:20, 7
20:220:636:33218:30:20, 11
20:220:636:33220:32:20, 10
20:220:636:33222:30:20, 10
20:220:636:33224:32:20, 5
20:220:636:33226:30:20, 5
20:220:636:33228:32:20, 3
20:220:636:33230:30:20, 7
20:220:636:33232:32:20, 6
20:220:636:33234:30:20, 4
20:220:636:33236:32:20, 7
20:220:636:33238:30:20, 9
20:220:636:33240:32:20, 8
20:220:636:33242:30:20, 7
20:220:636:33244:32:20, 6
20:220:636:33246:30:20, 9
20:220:636:33248:32:20, 13
20:220:636:33250:30:20, 10
20:220:636:33252:32:20, 5
20:220:636:33254:30:20, 4
20:220:636:33256:32:20, 6
20:220:636:33258:30:20, 12
20:220:636:33260:32:20, 5
20:220:636:33262:30:20, 8
20:220:636:33264:32:20, 8
20:220:636:33266:30:20, 12
20:220:636:33268:32:20, 11
20:220:636:33270:30:20, 9
20:220:636:33272:32:20, 8
20:220:636:33274:30:20, 12
20:220:636:33276:32:20, 3
20:220:636:33278:30:20, 13
20:220:636:33280:32:20, 8
20:220:636:33282:30:20, 7
20:220:636:33284:32:20, 5
20:220:636:33286:30:20, 8
20:220:636:33288:32:20, 7
20:220:636:33290:30:20, 7
20:220:636:33292:32:20, 11
20:220:636:33294:30:20, 9
20:220:636:33296:32:20, 9
20:220:636:33298:30:20, 10
20:220:636:33300:32:20, 14
20:220:636:33302:30:20, 11
20:220:636:33304:32:20, 8
20:220:636:33306:30:20, 13
20:220:636:33308:32:20, 8
20:220:636:33310:30:20, 6
20:220:636:33312:32:20, 7
20:220:636:33314:30:20, 11
20:220:636:33316:32:20, 8
20:220:636:33318:30:20, 8
20:220:636:33320:32:20, 8
20:220:636:33322:30:20, 6
20:220:636:33324:32:20, 8
20:220:636:33326:30:20, 5
20:220:636:33328:32:20, 8
20:220:636:33330:30:20, 9
20:220:636:33332:32:20, 8
20:220:636:33334:30:20, 4
20:220:636:33336:32:20, 5
20:220:636:33338:30:20, 8
20:220:636:33340:32:20, 10
20:220:636:33342:30:20, 7
20:220:636:33344:32:20, 9
20:220:636:33346:30:20, 7
20:220:636:33348:32:20, 11
20:220:636:33350:30:20, 7
20:220:636:33352:32:20, 7
20:220:636:33354:30:20, 6
20:220:636:33356:32:20, 10
20:220:636:33358:30:20, 6
20:220:636:33360:32:20, 4
20:220:636:33362:30:20, 8
20:220:636:33364:32:20, 7
20:220:636:33366:30:20, 8
20:220:636:33368:32:20, 10
20:220:636:33370:30:20, 4
20:220:636:33372:32:20, 11
20:220:636:33374:30:20, 9
20:220:636:33376:32:20, 14
20:220:636:33378:30:20, 3
20:220:636:33380:32:20, 13
20:220:636:33382:30:20, 6
20:220:636:33384:32:20, 5
20:220:636:33386:30:20, 9
20:220:636:33388:32:20, 10
20:220:636:33390:30:20, 4
20:220:636:33392:32:20, 6
20:220:636:33394:30:20, 7
20:220:636:33396:32:20, 14
20:220:636:33398:30:20, 8
20:220:636:33400:32:20, 6
20:220:636:33402:30:20, 14
20:220:636:33404:32:20, 12
20:220:636:33406:30:20, 14
20:220:636:33408:32:20, 7
20:220:636:33410:30:20, 9
20:220:636:33412:32:20, 11
20:220:636:33414:30:20, 10
20:220:636:33416:32:20, 11
20:220:636:33418:30:20, 7
20:220:636:33420:32:20, 7
20:220:636:33422:30:20, 8
20:220:636:33424:32:20, 7
20:220:636:33426:30:20, 13
20:220:636:33428:32:20, 5
20:220:636:33430:30:20, 7
20:220:636:33432:32:20, 10
20:220:636:33434:30:20, 10
20:220:636:33436:32:20, 5
20:220:636:33438:30:20, 10
20:220:636:33440:32:20, 7
20:220:636:33442:30:20, 10
20:220:636:33444:32:20, 8
20:220:636:33446:30:20, 15
20:220:636:33448:32:20, 5
20:220:636:33450:30:20, 9
20:220:636:33452:32:20, 6
20:220:636:33454:30:20, 11
20:220:636:33456:32:20, 4
20:220:636:33458:30:20, 7
20:220:636:33460:32:20, 7
20:220:636:33462:30:20, 6
20:220:636:33462:30:244, 1
20:220:636:33464:32:20, 9
20:220:636:33466:30:20, 5
20:220:636:33468:32:20, 5
20:220:636:33470:30:20, 6
20:220:636:33472:32:20, 6
20:220:636:33474:30:20, 12
20:220:636:33476:32:20, 7
20:220:636:33478:30:20, 8
20:220:636:33480:32:20, 3
20:220:636:33482:30:20, 9
20:220:636:33484:32:20, 6
20:220:636:33486:30:20, 11
20:220:636:33488:32:20, 13
20:220:636:33490:30:20, 13
20:220:636:33492:32:20, 6
20:220:636:33494:30:20, 7
20:220:636:33496:32:20, 4
20:220:636:33498:30:20, 6
20:220:636:33500:32:20, 8
20:220:636:33502:30:20, 7
20:220:636:33504:32:20, 13
20:220:636:33506:30:20, 8
20:220:636:33508:32:20, 10
20:220:636:33510:30:20, 6
20:220:636:33512:32:20, 11
20:220:636:33514:30:20, 16
20:220:636:33516:32:20, 9
20:220:636:33518:30:20, 10
20:220:636:33520:32:20, 7
20:220:636:33522:30:20, 6
20:220:636:33524:32:20, 11
20:220:636:33526:30:20, 10
20:220:636:33528:32:20, 5
20:220:636:33530:30:20, 10
20:220:636:33532:32:20, 6
20:220:636:33534:30:20, 9
20:220:636:33536:32:20, 5
20:220:636:33538:30:20, 11
20:220:636:33540:32:20, 9
20:220:636:33542:30:20, 10
20:220:636:33544:32:20, 8
20:220:636:33546:30:20, 4
20:220:636:33548:32:20, 11
20:220:636:33550:30:20, 9
20:220:636:33552:32:20, 6
20:220:636:33554:30:20, 9
20:220:636:33556:32:20, 12
20:220:636:33558:30:20, 5
20:220:636:33560:32:20, 11
20:220:636:33562:30:20, 14
20:220:636:33564:32:20, 6
20:220:636:33566:30:20, 9
20:220:636:33568:32:20, 7
20:220:636:33570:30:20, 14
20:220:636:33572:32:20, 7
20:220:636:33574:30:20, 8
20:220:636:33576:32:20, 5
20:220:636:33578:30:20, 16
20:220:636:33580:32:20, 10
20:220:636:33582:30:20, 7
20:220:636:33584:32:20, 14
20:220:636:33586:30:20, 8
20:220:636:33588:32:20, 5
20:220:636:33590:30:20, 7
20:220:636:33592:32:20, 11
20:220:636:33594:30:20, 8
20:220:636:33596:32:20, 8
20:220:636:33598:30:20, 5
20:220:636:33600:32:20, 7
20:220:636:33602:30:20, 3
20:220:636:33604:32:20, 6
20:220:636:33606:30:20, 11
20:220:636:33608:32:20, 9
20:220:636:33610:30:20, 8
20:220:636:33612:32:20, 13
20:220:636:33614:30:20, 13
20:220:636:33616:32:20, 7
20:220:636:33618:30:20, 10
20:220:636:33620:32:20, 9
20:220:636:33622:30:20, 7
20:220:636:33624:32:20, 8
20:220:636:33626:30:20, 4
20:220:636:33628:32:20, 6
20:220:636:33630:30:20, 7
20:220:636:33632:32:20, 10
20:220:636:33634:30:20, 3
20:220:636:33636:32:20, 11
20:220:636:33638:30:20, 12
20:220:636:33640:32:20, 11
20:220:636:33642:30:20, 5
20:220:636:33644:32:20, 5
20:220:636:33646:30:20, 12
20:220:636:33648:32:20, 12
20:220:636:33650:30:20, 10
20:220:636:33652:32:20, 3
20:220:636:33654:30:20, 10
20:220:636:33656:32:20, 6
20:220:636:33658:30:20, 12
20:220:636:33660:32:20, 8
20:220:636:33662:30:20, 6
20:220:636:33664:32:20, 8
20:220:636:33666:30:20, 6
20:220:636:33668:32:20, 12
20:220:636:33670:30:20, 6
20:220:636:33672:32:20, 9
20:220:636:33674:30:20, 6
20:220:636:33676:32:20, 12
20:220:636:33678:30:20, 12
20:220:636:33680:32:20, 4
20:220:636:33682:30:20, 11
20:220:636:33684:32:20, 7
20:220:636:33686:30:20, 12
20:220:636:33688:32:20, 6
20:220:636:33690:30:20, 7
20:220:636:33692:32:20, 7
20:220:636:33694:30:20, 15
20:220:636:33696:32:20, 8
20:220:636:33698:30:20, 8
20:220:636:33700:32:20, 15
20:220:636:33702:30:20, 14
20:220:636:33704:32:20, 9
20:220:636:33706:30:20, 12
20:220:636:33708:32:20, 10
20:220:636:33710:30:20, 7
20:220:636:33712:32:20, 14
20:220:636:33714:30:20, 14
20:220:636:33716:32:20, 8
20:220:636:33718:30:20, 7
20:220:636:33720:32:20, 11
20:220:636:33722:30:20, 9
20:220:636:33724:32:20, 10
20:220:636:33726:30:20, 6
20:220:636:33728:32:20, 8
20:220:636:33730:30:20, 14
20:220:636:33732:32:20, 10
20:220:636:33734:30:20, 7
20:220:636:33736:32:20, 9
20:220:636:33738:30:20, 8
20:220:636:33740:32:20, 9
20:220:636:33742:30:20, 10
20:220:636:33744:32:20, 9
20:220:636:33746:30:20, 9
20:220:636:33748:32:20, 5
20:220:636:33750:30:20, 7
20:220:636:33752:32:20, 13
20:220:636:33754:30:20, 12
20:220:636:33756:32:20, 8
20:220:636:33758:30:20, 15
20:220:636:33760:32:20, 9
20:220:636:33762:30:20, 11
20:220:636:33764:32:20, 9
20:220:636:33766:30:20, 13
20:220:636:33768:32:20, 9
20:220:636:33770:30:20, 9
20:220:636:33772:32:20, 11
20:220:636:33774:30:20, 8
20:220:636:33776:32:20, 10
20:220:636:33778:30:20, 9
20:220:636:33780:32:20, 9
20:220:636:33782:30:20, 6
20:220:636:33784:32:20, 11
20:220:636:33786:30:20, 5
20:220:636:33788:32:20, 7
20:220:636:33790:30:20, 16
20:220:636:33792:32:20, 10
20:220:636:33794:30:20, 4
20:220:636:33796:32:20, 7
20:220:636:33798:30:20, 12
20:220:636:33800:32:20, 13
20:220:636:33802:30:20, 8
20:220:636:33804:32:20, 6
20:220:636:33806:30:20, 14
20:220:636:33808:32:20, 6
20:220:636:33810:30:20, 6
20:220:636:33812:32:20, 7
20:220:636:33814:30:20, 8
20:220:636:33816:32:20, 14
20:220:636:33818:30:20, 9
20:220:636:33820:32:20, 12
20:220:636:33822:30:20, 8
20:220:636:33824:32:20, 9
20:220:636:33826:30:20, 10
20:220:636:33828:32:20, 6
20:220:636:33830:30:20, 8
20:220:636:33832:32:20, 7
20:220:636:33834:30:20, 7
20:220:636:33836:32:20, 4
20:220:636:33838:30:20, 8
20:220:636:33840:32:20, 12
20:220:636:33842:30:20, 13
20:220:636:33844:32:20, 10
20:220:636:33846:30:20, 8
20:220:636:33848:32:20, 12
20:220:636:33850:30:20, 10
20:220:636:33852:32:20, 11
20:220:636:33854:30:20, 10
20:220:636:33856:32:20, 16
20:220:636:33858:30:20, 5
20:220:636:33860:32:20, 6
20:220:636:33862:30:20, 10
20:220:636:33864:32:20, 8
20:220:636:33866:30:20, 10
20:220:636:33868:32:20, 5
20:220:636:33870:30:20, 6
20:220:636:33872:32:20, 6
20:220:636:33874:30:20, 10
20:220:636:33876:32:20, 13
20:220:636:33878:30:20, 13
20:220:636:33880:32:20, 15
20:220:636:33882:30:20, 6
20:220:636:33884:32:20, 5
20:220:636:33886:30:20, 10
20:220:636:33888:32:20, 14
20:220:636:33890:30:20, 13
20:220:636:33892:32:20, 8
20:220:636:33894:30:20, 4
20:220:636:33896:32:20, 10
20:220:636:33898:30:20, 7
20:220:636:33900:32:20, 11
20:220:636:33902:30:20, 8
20:220:636:33904:32:20, 6
20:220:636:33906:30:20, 3
20:220:636:33908:32:20, 14
20:220:636:33910:30:20, 8
20:220:636:33912:32:20, 8
20:220:636:33914:30:20, 14
20:220:636:33916:32:20, 10
20:220:636:33918:30:20, 10
20:220:636:33920:32:20, 8
20:220:636:33922:30:20, 11
20:220:636:33924:32:20, 15
20:220:636:33926:30:20, 10
20:220:636:33928:32:20, 8
20:220:636:33930:30:20, 6
20:220:636:33932:32:20, 7
20:220:636:33934:30:20, 13
20:220:636:33934:30:244, 1
20:220:636:33936:32:20, 9
20:220:636:33938:30:20, 9
20:220:636:33940:32:20, 15
20:220:636:33942:30:20, 11
20:220:636:33944:32:20, 9
20:220:636:33946:30:20, 8
20:220:636:33948:32:20, 10
20:220:636:33950:30:20, 7
20:220:636:33952:32:20, 6
20:220:636:33954:30:20, 10
20:220:636:33956:32:20, 17
20:220:636:33958:30:20, 12
20:220:636:33960:32:20, 10
20:220:636:33962:30:20, 15
20:220:636:33964:32:20, 5
20:220:636:33966:30:20, 17
20:220:636:33968:32:20, 5
20:220:636:33970:30:20, 6
20:220:636:33972:32:20, 6
20:220:636:33974:30:20, 8
20:220:636:33976:32:20, 11
20:220:636:33978:30:20, 10
20:220:636:33980:32:20, 10
20:220:636:33982:30:20, 14
20:220:636:33984:32:20, 15
20:220:636:33986:30:20, 17
20:220:636:33988:32:20, 11
20:220:636:33990:30:20, 8
20:220:636:33992:32:20, 10
20:220:636:33994:30:20, 13
20:220:636:33996:32:20, 12
20:220:636:33998:30:20, 10
20:220:636:34000:32:20, 13
20:220:636:34002:30:20, 8
20:220:636:34004:32:20, 11
20:220:636:34006:30:20, 10
20:220:636:34008:32:20, 6
20:220:636:34010:30:20, 9
20:220:636:34012:32:20, 10
20:220:636:34014:30:20, 12
20:220:636:34016:32:20, 9
20:220:636:34018:30:20, 11
20:220:636:34020:32:20, 9
20:220:636:34022:30:20, 12
20:220:636:34024:32:20, 13
20:220:636:34026:30:20, 11
20:220:636:34028:32:20, 7
20:220:636:34030:30:20, 12
20:220:636:34032:32:20, 9
20:220:636:34034:30:20, 12
20:220:636:34036:32:20, 16
20:220:636:34038:30:20, 12
20:220:636:34040:32:20, 7
20:220:636:34042:30:20, 13
20:220:636:34044:32:20, 17
20:220:636:34046:30:20, 19
20:220:636:34048:32:20, 8
20:220:636:34050:30:20, 8
20:220:636:34052:32:20, 13
20:220:636:34054:30:20, 11
20:220:636:34056:32:20, 12
20:220:636:34058:30:20, 16
20:220:636:34060:32:20, 9
20:220:636:34062:30:20, 8
20:220:636:34064:32:20, 8
20:220:636:34066:30:20, 8
20:220:636:34068:32:20, 9
20:220:636:34070:30:20, 11
20:220:636:34072:32:20, 11
20:220:636:34074:30:20, 15
20:220:636:34076:32:20, 11
20:220:636:34078:30:20, 6
20:220:636:34080:32:20, 7
20:220:636:34082:30:20, 11
20:220:636:34084:32:20, 10
20:220:636:34086:30:20, 11
20:220:636:34086:30:276, 1
20:220:636:34088:32:20, 14
20:220:636:34090:30:20, 13
20:220:636:34092:32:20, 6
20:220:636:34094:30:20, 5
20:220:636:34096:32:20, 8
20:220:636:34098:30:20, 7
20:220:636:34100:32:20, 13
20:220:636:34102:30:20, 12
20:220:636:34104:32:20, 12
20:220:636:34106:30:20, 6
20:220:636:34108:32:20, 12
20:220:636:34110:30:20, 18
20:220:636:34112:32:20, 15
20:220:636:34114:30:20, 13
20:220:636:34116:32:20, 17
20:220:636:34118:30:20, 6
20:220:636:34120:32:20, 11
20:220:636:34122:30:20, 9
20:220:636:34124:32:20, 8
20:220:636:34126:30:20, 14
20:220:636:34128:32:20, 13
20:220:636:34130:30:20, 10
20:220:636:34132:32:20, 11
20:220:636:34134:30:20, 14
20:220:636:34136:32:20, 12
20:220:636:34138:30:20, 13
20:220:636:34140:32:20, 8
20:220:636:34142:30:20, 15
20:220:636:34144:32:20, 12
20:220:636:34146:30:20, 13
20:220:636:34148:32:20, 12
20:220:636:34150:30:20, 13
20:220:636:34152:32:20, 11
20:220:636:34154:30:20, 9
20:220:636:34156:32:20, 10
20:220:636:34158:30:20, 7
20:220:636:34160:32:20, 13
20:220:636:34162:30:20, 11
20:220:636:34164:32:20, 15
20:220:636:34166:30:20, 11
20:220:636:34168:32:20, 15
20:220:636:34170:30:20, 5
20:220:636:34172:32:20, 15
20:220:636:34174:30:20, 14
20:220:636:34176:32:20, 12
20:220:636:34178:30:20, 10
20:220:636:34180:32:20, 7
20:220:636:34182:30:20, 8
20:220:636:34184:32:20, 6
20:220:636:34186:30:20, 9
20:220:636:34188:32:20, 7
20:220:636:34190:30:20, 9
20:220:636:34192:32:20, 8
20:220:636:34194:30:20, 10
20:220:636:34196:32:20, 10
20:220:636:34198:30:20, 10
20:220:636:34200:32:20, 11
20:220:636:34202:30:20, 11
20:220:636:34204:32:20, 18
20:220:636:34206:30:20, 15
20:220:636:34208:32:20, 13
20:220:636:34210:30:20, 7
20:220:636:34212:32:20, 9
20:220:636:34214:30:20, 11
20:220:636:34216:32:20, 8
20:220:636:34218:30:20, 11
20:220:636:34220:32:20, 4
20:220:636:34222:30:20, 10
20:220:636:34224:32:20, 14
20:220:636:34226:30:20, 14
20:220:636:34228:32:20, 9
20:220:636:34230:30:20, 11
20:220:636:34232:32:20, 10
20:220:636:34234:30:20, 12
20:220:636:34236:32:20, 8
20:220:636:34238:30:20, 8
20:220:636:34240:32:20, 19
20:220:636:34242:30:20, 8
20:220:636:34244:32:20, 12
20:220:636:34246:30:20, 10
20:220:636:34248:32:20, 16
20:220:636:34250:30:20, 10
20:220:636:34252:32:20, 19
20:220:636:34254:30:20, 10
20:220:636:34256:32:20, 8
20:220:636:34258:30:20, 13
20:220:636:34260:32:20, 11
20:220:636:34262:30:20, 7
20:220:636:34264:32:20, 10
20:220:636:34266:30:20, 8
20:220:636:34268:32:20, 10
20:220:636:34270:30:20, 13
20:220:636:34272:32:20, 15
20:220:636:34274:30:20, 11
20:220:636:34276:32:20, 16
20:220:636:34278:30:20, 13
20:220:636:34280:32:20, 15
20:220:636:34282:30:20, 9
20:220:636:34284:32:20, 10
20:220:636:34286:30:20, 10
20:220:636:34288:32:20, 17
20:220:636:34290:30:20, 10
20:220:636:34292:32:20, 13
20:220:636:34294:30:20, 11
20:220:636:34296:32:20, 7
20:220:636:34298:30:20, 8
20:220:636:34300:32:20, 7
20:220:636:34302:30:20, 5
20:220:636:34304:32:20, 10
20:220:636:34306:30:20, 10
20:220:636:34308:32:20, 10
20:220:636:34310:30:20, 13
