ifd0_GPSOffset ,Count
@ 0x8268, 35
@ 0x826C, 12
@ 0x826E, 1
@ 0x8270, 27
@ 0x8274, 19
@ 0x8278, 18
@ 0x827A, 1
@ 0x827C, 16
@ 0x8280, 19
@ 0x8284, 20
@ 0x8288, 18
@ 0x828C, 23
@ 0x8290, 19
@ 0x8292, 2
@ 0x8294, 22
@ 0x8298, 22
@ 0x829C, 22
@ 0x829E, 1
@ 0x82A0, 38
@ 0x82A2, 1
@ 0x82A4, 18
@ 0x82A8, 18
@ 0x82AC, 20
@ 0x82B0, 25
@ 0x82B4, 24
@ 0x82B6, 2
@ 0x82B8, 19
@ 0x82BC, 22
@ 0x82BE, 1
@ 0x82C0, 24
@ 0x82C4, 32
@ 0x82C8, 27
@ 0x82CC, 25
@ 0x82D0, 32
@ 0x82D4, 16
@ 0x82D8, 33
@ 0x82DC, 30
@ 0x82DE, 2
@ 0x82E0, 26
@ 0x82E2, 1
@ 0x82E4, 21
@ 0x82E8, 30
@ 0x82EC, 31
@ 0x82F0, 30
@ 0x82F4, 21
@ 0x82F8, 25
@ 0x82FA, 1
@ 0x82FC, 23
@ 0x8300, 20
@ 0x8302, 1
@ 0x8304, 33
@ 0x8308, 25
@ 0x830C, 18
@ 0x8310, 30
@ 0x8312, 1
@ 0x8314, 23
@ 0x8318, 30
@ 0x831C, 17
@ 0x8320, 31
@ 0x8324, 21
@ 0x8328, 23
@ 0x832C, 13
@ 0x8330, 25
@ 0x8334, 25
@ 0x8338, 24
@ 0x833A, 1
@ 0x833C, 17
@ 0x8340, 28
@ 0x8344, 30
@ 0x8348, 28
@ 0x834A, 1
@ 0x834C, 25
@ 0x8350, 29
@ 0x8352, 1
@ 0x8354, 29
@ 0x8356, 2
@ 0x8358, 19
@ 0x835A, 1
@ 0x835C, 25
@ 0x835E, 1
@ 0x8360, 19
@ 0x8364, 28
@ 0x8368, 29
@ 0x836C, 35
@ 0x8370, 25
@ 0x8372, 1
@ 0x8374, 24
@ 0x8378, 27
@ 0x837A, 1
@ 0x837C, 22
@ 0x837E, 1
@ 0x8380, 33
@ 0x8382, 1
@ 0x8384, 23
@ 0x8388, 28
@ 0x838C, 29
@ 0x8390, 25
@ 0x8394, 25
@ 0x8398, 26
@ 0x839C, 26
@ 0x839E, 2
@ 0x83A0, 23
@ 0x83A4, 30
@ 0x83A6, 1
@ 0x83A8, 23
@ 0x83AC, 24
@ 0x83B0, 26
@ 0x83B4, 12
@ 0x83B6, 1
@ 0x83B8, 30
@ 0x83BC, 27
@ 0x83C0, 27
@ 0x83C2, 1
@ 0x83C4, 26
@ 0x83C6, 1
@ 0x83C8, 24
@ 0x83CA, 1
@ 0x83CC, 27
@ 0x83D0, 19
@ 0x83D4, 32
@ 0x83D6, 2
@ 0x83D8, 36
@ 0x83DA, 1
@ 0x83DC, 28
@ 0x83DE, 1
@ 0x83E0, 33
@ 0x83E4, 33
@ 0x83E8, 28
@ 0x83EC, 24
@ 0x83F0, 37
@ 0x83F4, 23
@ 0x83F6, 2
@ 0x83F8, 29
@ 0x83FC, 33
@ 0x83FE, 1
@ 0x8400, 28
@ 0x8404, 25
@ 0x8406, 1
@ 0x8408, 27
@ 0x840A, 1
@ 0x840C, 24
@ 0x8410, 40
@ 0x8412, 2
@ 0x8414, 21
@ 0x8418, 17
@ 0x841C, 23
@ 0x841E, 1
@ 0x8420, 25
@ 0x8424, 29
@ 0x8426, 2
@ 0x8428, 44
@ 0x842C, 25
@ 0x8430, 28
@ 0x8432, 1
@ 0x8434, 28
@ 0x8436, 2
@ 0x8438, 29
@ 0x843C, 31
@ 0x843E, 1
@ 0x8440, 28
@ 0x8444, 29
@ 0x8448, 23
@ 0x844C, 20
@ 0x8450, 24
@ 0x8454, 34
@ 0x8456, 1
@ 0x8458, 23
@ 0x845A, 1
@ 0x845C, 32
@ 0x8460, 29
@ 0x8462, 1
@ 0x8464, 25
@ 0x8468, 20
@ 0x846C, 25
@ 0x8470, 35
@ 0x8474, 25
@ 0x8476, 1
@ 0x8478, 27
@ 0x847A, 2
@ 0x847C, 29
@ 0x8480, 29
@ 0x8484, 21
@ 0x8488, 28
@ 0x848A, 1
@ 0x848C, 28
@ 0x8490, 36
@ 0x8494, 29
@ 0x8498, 37
@ 0x849A, 1
@ 0x849C, 35
@ 0x849E, 1
@ 0x84A0, 30
@ 0x84A2, 1
@ 0x84A4, 25
@ 0x84A8, 27
@ 0x84AC, 29
@ 0x84B0, 25
@ 0x84B2, 1
@ 0x84B4, 29
@ 0x84B6, 1
@ 0x84B8, 26
@ 0x84BA, 1
@ 0x84BC, 24
@ 0x84C0, 31
@ 0x84C4, 41
@ 0x84C6, 1
@ 0x84C8, 30
@ 0x84CC, 33
@ 0x84D0, 28
@ 0x84D2, 1
@ 0x84D4, 29
@ 0x84D8, 27
@ 0x84DA, 1
@ 0x84DC, 25
@ 0x84DE, 2
@ 0x84E0, 33
@ 0x84E4, 32
@ 0x84E8, 38
@ 0x84EA, 1
@ 0x84EC, 35
@ 0x84EE, 1
@ 0x84F0, 37
@ 0x84F4, 29
@ 0x84F6, 2
@ 0x84F8, 26
@ 0x84FC, 29
@ 0x8500, 34
@ 0x8502, 2
@ 0x8504, 35
@ 0x8506, 1
@ 0x8508, 30
@ 0x850A, 2
@ 0x850C, 31
@ 0x850E, 1
@ 0x8510, 33
@ 0x8512, 1
@ 0x8514, 25
@ 0x8516, 2
@ 0x8518, 30
@ 0x851C, 34
@ 0x851E, 1
@ 0x8520, 30
@ 0x8522, 1
@ 0x8524, 35
@ 0x8528, 28
@ 0x852A, 1
@ 0x852C, 25
@ 0x8530, 29
@ 0x8534, 39
@ 0x8536, 1
@ 0x8538, 35
@ 0x853C, 35
@ 0x853E, 2
@ 0x8540, 30
@ 0x8544, 27
@ 0x8548, 32
@ 0x854A, 2
@ 0x854C, 20
@ 0x8550, 21
@ 0x8552, 1
@ 0x8554, 28
@ 0x8556, 2
@ 0x8558, 28
@ 0x855C, 31
@ 0x855E, 2
@ 0x8560, 38
@ 0x8564, 24
@ 0x8566, 2
@ 0x8568, 38
@ 0x856C, 28
@ 0x856E, 1
@ 0x8570, 41
@ 0x8574, 39
@ 0x8578, 34
@ 0x857C, 33
@ 0x857E, 1
@ 0x8580, 31
@ 0x8584, 20
@ 0x8586, 1
@ 0x8588, 32
@ 0x858A, 3
@ 0x858C, 37
@ 0x8590, 32
@ 0x8594, 40
@ 0x8596, 1
@ 0x8598, 34
@ 0x859C, 23
@ 0x859E, 3
@ 0x85A0, 34
@ 0x85A2, 1
@ 0x85A4, 37
@ 0x85A8, 23
@ 0x85AA, 1
@ 0x85AC, 25
@ 0x85AE, 1
@ 0x85B0, 36
@ 0x85B4, 26
@ 0x85B8, 32
@ 0x85BA, 2
@ 0x85BC, 30
@ 0x85C0, 31
@ 0x85C2, 1
@ 0x85C4, 36
@ 0x85C6, 3
@ 0x85C8, 32
@ 0x85CA, 1
@ 0x85CC, 30
@ 0x85CE, 1
@ 0x85D0, 28
@ 0x85D4, 37
@ 0x85D6, 2
@ 0x85D8, 29
@ 0x85DC, 46
@ 0x85E0, 33
@ 0x85E2, 2
@ 0x85E4, 35
@ 0x85E6, 1
@ 0x85E8, 24
@ 0x85EA, 2
@ 0x85EC, 32
@ 0x85EE, 1
@ 0x85F0, 35
@ 0x85F4, 31
@ 0x85F6, 1
@ 0x85F8, 37
@ 0x85FC, 43
@ 0x85FE, 1
@ 0x8600, 31
@ 0x8604, 40
@ 0x8606, 1
@ 0x8608, 34
@ 0x860C, 35
@ 0x8610, 38
@ 0x8614, 30
@ 0x8616, 1
@ 0x8618, 40
@ 0x861C, 32
@ 0x861E, 1
@ 0x8620, 39
@ 0x8622, 3
@ 0x8624, 38
@ 0x8628, 29
@ 0x862C, 27
@ 0x8630, 26
@ 0x8632, 1
@ 0x8634, 27
@ 0x8636, 1
@ 0x8638, 32
@ 0x863C, 27
@ 0x863E, 1
@ 0x8640, 34
@ 0x8642, 1
@ 0x8644, 37
@ 0x8646, 1
@ 0x8648, 28
@ 0x864A, 3
@ 0x864C, 27
@ 0x8650, 46
@ 0x8654, 39
@ 0x8658, 28
@ 0x865A, 2
@ 0x865C, 26
@ 0x8660, 40
@ 0x8662, 1
@ 0x8664, 29
@ 0x8668, 44
@ 0x866A, 1
@ 0x866C, 34
@ 0x8670, 25
@ 0x8674, 38
@ 0x8676, 2
@ 0x8678, 30
@ 0x867A, 2
@ 0x867C, 39
@ 0x867E, 1
@ 0x8680, 29
@ 0x8682, 1
@ 0x8684, 30
@ 0x8688, 35
@ 0x868C, 35
@ 0x868E, 1
@ 0x8690, 33
@ 0x8694, 27
@ 0x8698, 46
@ 0x869C, 35
@ 0x86A0, 37
@ 0x86A2, 1
@ 0x86A4, 22
@ 0x86A8, 32
@ 0x86AC, 33
@ 0x86B0, 44
@ 0x86B2, 1
@ 0x86B4, 30
@ 0x86B6, 1
@ 0x86B8, 32
@ 0x86BC, 27
@ 0x86BE, 1
@ 0x86C0, 27
@ 0x86C1, 1
@ 0x86C2, 1
@ 0x86C4, 29
@ 0x86C6, 1
@ 0x86C8, 28
@ 0x86CC, 41
@ 0x86D0, 28
@ 0x86D2, 1
@ 0x86D4, 28
@ 0x86D6, 2
@ 0x86D8, 24
@ 0x86DC, 34
@ 0x86DE, 1
@ 0x86E0, 24
@ 0x86E2, 1
@ 0x86E4, 40
@ 0x86E8, 34
@ 0x86EA, 3
@ 0x86EC, 32
@ 0x86EE, 1
@ 0x86F0, 35
@ 0x86F4, 29
@ 0x86F8, 34
@ 0x86FA, 1
@ 0x86FC, 25
@ 0x8700, 32
@ 0x8704, 37
@ 0x8708, 32
@ 0x870A, 2
@ 0x870C, 31
@ 0x8710, 26
@ 0x8714, 34
@ 0x8718, 29
@ 0x871A, 1
@ 0x871C, 36
@ 0x871E, 1
@ 0x8720, 32
@ 0x8722, 1
@ 0x8724, 49
@ 0x8728, 29
@ 0x872A, 1
@ 0x872C, 27
@ 0x8730, 49
@ 0x8734, 33
@ 0x8738, 40
@ 0x873A, 2
@ 0x873C, 32
@ 0x873E, 1
@ 0x8740, 43
@ 0x8744, 33
@ 0x8746, 2
@ 0x8748, 26
@ 0x874C, 36
@ 0x874E, 1
@ 0x8750, 30
@ 0x8754, 24
@ 0x8756, 1
@ 0x8758, 39
@ 0x875C, 36
@ 0x875E, 2
@ 0x8760, 37
@ 0x8762, 2
@ 0x8764, 35
@ 0x8768, 31
@ 0x876A, 1
@ 0x876C, 35
@ 0x876E, 3
@ 0x8770, 35
@ 0x8774, 30
@ 0x8778, 36
@ 0x877C, 38
@ 0x8780, 29
@ 0x8782, 1
@ 0x8784, 33
@ 0x8786, 2
@ 0x8788, 42
@ 0x878C, 41
@ 0x878E, 1
@ 0x8790, 33
@ 0x8792, 1
@ 0x8794, 25
@ 0x8798, 48
@ 0x879C, 42
@ 0x879E, 4
@ 0x87A0, 34
@ 0x87A4, 28
@ 0x87A8, 27
@ 0x87AC, 30
@ 0x87AE, 1
@ 0x87B0, 42
@ 0x87B2, 2
@ 0x87B4, 34
@ 0x87B6, 1
@ 0x87B8, 35
@ 0x87BA, 1
@ 0x87BC, 47
@ 0x87C0, 38
@ 0x87C2, 3
@ 0x87C4, 29
@ 0x87C8, 35
@ 0x87CA, 1
@ 0x87CC, 25
@ 0x87D0, 37
@ 0x87D4, 44
@ 0x87D8, 43
@ 0x87DA, 2
@ 0x87DC, 32
@ 0x87E0, 43
@ 0x87E4, 29
@ 0x87E8, 40
@ 0x87EA, 2
@ 0x87EC, 32
@ 0x87EE, 1
@ 0x87F0, 28
@ 0x87F4, 36
@ 0x87F6, 2
@ 0x87F8, 37
@ 0x87FC, 33
@ 0x87FE, 1
@ 0x8800, 32
@ 0x8802, 1
@ 0x8804, 45
@ 0x8808, 29
@ 0x880C, 38
@ 0x880E, 1
@ 0x8810, 32
@ 0x8812, 1
@ 0x8814, 39
@ 0x8816, 3
@ 0x8818, 31
@ 0x881A, 1
@ 0x881C, 36
@ 0x8820, 32
@ 0x8822, 1
@ 0x8824, 49
@ 0x8828, 43
@ 0x882C, 34
@ 0x8830, 20
@ 0x8832, 1
@ 0x8834, 30
@ 0x8836, 1
@ 0x8838, 36
@ 0x883A, 2
@ 0x883C, 44
@ 0x883E, 1
@ 0x8840, 52
@ 0x8844, 32
@ 0x8846, 1
@ 0x8848, 40
@ 0x884C, 35
@ 0x8850, 35
@ 0x8854, 42
@ 0x8856, 1
@ 0x8858, 39
@ 0x885C, 41
@ 0x885E, 4
@ 0x8860, 35
@ 0x8862, 1
@ 0x8864, 37
@ 0x8866, 1
@ 0x8868, 37
@ 0x886A, 1
@ 0x886C, 36
@ 0x886E, 1
@ 0x8870, 40
@ 0x8874, 48
@ 0x8876, 1
@ 0x8878, 29
@ 0x887A, 1
@ 0x887C, 56
@ 0x887E, 2
@ 0x8880, 34
@ 0x8882, 2
@ 0x8884, 37
@ 0x8888, 43
@ 0x888A, 1
@ 0x888C, 39
@ 0x888E, 2
@ 0x8890, 31
@ 0x8892, 3
@ 0x8894, 41
@ 0x8896, 1
@ 0x8898, 44
@ 0x889A, 2
@ 0x889C, 33
@ 0x889E, 1
@ 0x88A0, 38
@ 0x88A2, 1
@ 0x88A4, 36
@ 0x88A6, 2
@ 0x88A8, 40
@ 0x88AC, 30
@ 0x88B0, 28
@ 0x88B2, 2
@ 0x88B4, 44
@ 0x88B8, 34
@ 0x88BA, 1
@ 0x88BC, 49
@ 0x88C0, 44
@ 0x88C2, 1
@ 0x88C4, 43
@ 0x88C8, 45
@ 0x88CA, 1
@ 0x88CC, 39
@ 0x88D0, 36
@ 0x88D2, 1
@ 0x88D4, 40
@ 0x88D8, 42
@ 0x88DC, 47
@ 0x88E0, 43
@ 0x88E2, 2
@ 0x88E4, 39
@ 0x88E6, 1
@ 0x88E8, 39
@ 0x88EA, 1
@ 0x88EC, 33
@ 0x88F0, 40
@ 0x88F4, 44
@ 0x88F6, 1
@ 0x88F8, 34
@ 0x88FA, 1
@ 0x88FC, 51
@ 0x8900, 47
@ 0x8902, 2
@ 0x8904, 34
@ 0x8908, 29
@ 0x890A, 2
@ 0x890C, 40
@ 0x890E, 1
@ 0x8910, 32
@ 0x8912, 1
@ 0x8914, 34
@ 0x8916, 3
@ 0x8918, 35
@ 0x891A, 1
@ 0x891C, 49
@ 0x891E, 2
@ 0x8920, 34
@ 0x8922, 3
@ 0x8924, 32
@ 0x8928, 40
@ 0x892C, 34
@ 0x8930, 47
@ 0x8932, 1
@ 0x8934, 40
@ 0x8938, 31
@ 0x893C, 32
@ 0x8940, 38
@ 0x8942, 3
@ 0x8944, 43
@ 0x8946, 1
@ 0x8948, 50
@ 0x894A, 2
@ 0x894C, 46
@ 0x8950, 35
@ 0x8952, 1
@ 0x8954, 33
@ 0x8958, 43
@ 0x895A, 1
@ 0x895C, 41
@ 0x8960, 44
@ 0x8964, 41
@ 0x8966, 1
@ 0x8968, 41
@ 0x896C, 29
@ 0x896E, 1
@ 0x8970, 47
@ 0x8972, 3
@ 0x8974, 42
@ 0x8978, 29
@ 0x897A, 1
@ 0x897C, 35
@ 0x8980, 29
@ 0x8984, 38
@ 0x8986, 3
@ 0x8988, 35
@ 0x898A, 2
@ 0x898C, 39
@ 0x8990, 41
@ 0x8994, 44
@ 0x8996, 1
@ 0x8998, 35
@ 0x899A, 1
@ 0x899C, 38
@ 0x89A0, 31
@ 0x89A2, 1
@ 0x89A4, 34
@ 0x89A6, 2
@ 0x89A8, 47
@ 0x89AA, 1
@ 0x89AC, 35
@ 0x89AE, 4
@ 0x89B0, 46
@ 0x89B4, 32
@ 0x89B6, 2
@ 0x89B8, 38
@ 0x89BC, 47
@ 0x89BE, 3
@ 0x89C0, 37
@ 0x89C4, 43
@ 0x89C8, 37
@ 0x89CA, 2
@ 0x89CC, 35
@ 0x89CE, 2
@ 0x89D0, 46
@ 0x89D2, 2
@ 0x89D4, 44
@ 0x89D6, 1
@ 0x89D8, 26
@ 0x89DA, 1
@ 0x89DC, 38
@ 0x89DE, 1
@ 0x89E0, 31
@ 0x89E4, 48
@ 0x89E6, 1
@ 0x89E8, 36
@ 0x89EC, 48
@ 0x89EE, 2
@ 0x89F0, 37
@ 0x89F4, 43
@ 0x89F8, 29
@ 0x89FC, 30
@ 0x8A00, 36
@ 0x8A02, 1
@ 0x8A04, 50
@ 0x8A08, 36
@ 0x8A0C, 36
@ 0x8A0E, 2
@ 0x8A10, 34
@ 0x8A12, 4
@ 0x8A14, 43
@ 0x8A18, 35
@ 0x8A1A, 1
@ 0x8A1C, 46
@ 0x8A1E, 1
@ 0x8A20, 39
@ 0x8A22, 1
@ 0x8A24, 45
@ 0x8A28, 30
@ 0x8A2A, 1
@ 0x8A2C, 38
@ 0x8A30, 36
@ 0x8A32, 1
@ 0x8A34, 40
@ 0x8A38, 33
@ 0x8A3A, 1
@ 0x8A3C, 42
@ 0x8A3E, 3
@ 0x8A40, 35
@ 0x8A42, 1
@ 0x8A44, 43
@ 0x8A48, 45
@ 0x8A4A, 1
@ 0x8A4C, 36
@ 0x8A4E, 1
@ 0x8A50, 27
@ 0x8A54, 41
@ 0x8A58, 51
@ 0x8A5A, 1
@ 0x8A5C, 36
@ 0x8A5E, 1
@ 0x8A60, 29
@ 0x8A64, 32
@ 0x8A66, 2
@ 0x8A68, 43
@ 0x8A6A, 1
@ 0x8A6C, 35
@ 0x8A70, 43
@ 0x8A72, 3
@ 0x8A74, 37
@ 0x8A78, 35
@ 0x8A7A, 1
@ 0x8A7C, 35
@ 0x8A80, 48
@ 0x8A84, 40
@ 0x8A86, 1
@ 0x8A88, 45
@ 0x8A8C, 50
@ 0x8A90, 41
@ 0x8A92, 1
@ 0x8A94, 42
@ 0x8A96, 2
@ 0x8A98, 42
@ 0x8A9A, 3
@ 0x8A9C, 40
@ 0x8A9E, 1
@ 0x8AA0, 32
@ 0x8AA4, 39
@ 0x8AA8, 31
@ 0x8AAA, 2
@ 0x8AAC, 34
@ 0x8AB0, 45
@ 0x8AB4, 45
@ 0x8AB6, 6
@ 0x8AB8, 44
@ 0x8ABA, 2
@ 0x8ABC, 39
@ 0x8ABE, 1
@ 0x8AC0, 45
@ 0x8AC2, 2
@ 0x8AC4, 38
@ 0x8AC6, 1
@ 0x8AC8, 27
@ 0x8ACA, 1
@ 0x8ACC, 40
@ 0x8ACE, 2
@ 0x8AD0, 44
@ 0x8AD4, 48
@ 0x8AD8, 46
@ 0x8ADC, 34
@ 0x8AE0, 43
@ 0x8AE4, 37
@ 0x8AE6, 2
@ 0x8AE8, 29
@ 0x8AEA, 1
@ 0x8AEC, 37
@ 0x8AEE, 3
@ 0x8AF0, 28
@ 0x8AF4, 48
@ 0x8AF8, 27
@ 0x8AFA, 1
@ 0x8AFC, 35
@ 0x8AFE, 1
@ 0x8B00, 36
@ 0x8B02, 1
@ 0x8B04, 51
@ 0x8B06, 2
@ 0x8B08, 30
@ 0x8B0A, 1
@ 0x8B0C, 36
@ 0x8B0E, 2
@ 0x8B10, 34
@ 0x8B12, 2
@ 0x8B14, 38
@ 0x8B18, 38
@ 0x8B1C, 29
@ 0x8B1E, 1
@ 0x8B20, 37
@ 0x8B22, 3
@ 0x8B24, 38
@ 0x8B28, 36
@ 0x8B2A, 2
@ 0x8B2C, 35
@ 0x8B2E, 2
@ 0x8B30, 31
@ 0x8B34, 37
@ 0x8B38, 33
@ 0x8B3C, 32
@ 0x8B40, 41
@ 0x8B42, 2
@ 0x8B44, 38
@ 0x8B46, 2
@ 0x8B48, 38
@ 0x8B4A, 3
@ 0x8B4C, 44
@ 0x8B4E, 1
@ 0x8B50, 35
@ 0x8B52, 1
@ 0x8B54, 46
@ 0x8B56, 2
@ 0x8B58, 35
@ 0x8B5A, 2
@ 0x8B5C, 36
@ 0x8B60, 26
@ 0x8B62, 1
@ 0x8B64, 35
@ 0x8B66, 1
@ 0x8B68, 38
@ 0x8B6C, 39
@ 0x8B6E, 3
@ 0x8B70, 45
@ 0x8B74, 32
@ 0x8B76, 2
@ 0x8B78, 37
@ 0x8B7C, 26
@ 0x8B7E, 2
@ 0x8B80, 38
@ 0x8B84, 34
@ 0x8B88, 30
@ 0x8B8A, 1
@ 0x8B8C, 37
@ 0x8B90, 37
@ 0x8B94, 31
@ 0x8B98, 34
@ 0x8B9A, 1
@ 0x8B9C, 35
@ 0x8BA0, 33
@ 0x8BA4, 39
@ 0x8BA8, 37
@ 0x8BAC, 40
@ 0x8BAE, 1
@ 0x8BB0, 22
@ 0x8BB4, 32
@ 0x8BB6, 2
@ 0x8BB8, 30
@ 0x8BBA, 1
@ 0x8BBC, 28
@ 0x8BBE, 1
@ 0x8BC0, 30
@ 0x8BC2, 2
@ 0x8BC4, 32
@ 0x8BC8, 33
@ 0x8BCC, 27
@ 0x8BD0, 35
@ 0x8BD4, 32
@ 0x8BD8, 36
@ 0x8BDA, 1
@ 0x8BDC, 29
@ 0x8BDE, 1
@ 0x8BE0, 46
@ 0x8BE2, 2
@ 0x8BE4, 28
@ 0x8BE8, 47
@ 0x8BEC, 36
@ 0x8BF0, 29
@ 0x8BF4, 30
@ 0x8BF8, 34
@ 0x8BFA, 1
@ 0x8BFC, 32
@ 0x8BFE, 1
@ 0x8C00, 31
@ 0x8C02, 1
@ 0x8C04, 35
@ 0x8C06, 2
@ 0x8C08, 33
@ 0x8C0C, 29
@ 0x8C0E, 2
@ 0x8C10, 28
@ 0x8C14, 32
@ 0x8C18, 28
@ 0x8C1A, 1
@ 0x8C1C, 39
@ 0x8C20, 30
@ 0x8C22, 3
@ 0x8C24, 30
@ 0x8C26, 4
@ 0x8C28, 25
@ 0x8C2A, 1
@ 0x8C2C, 42
@ 0x8C2E, 2
@ 0x8C30, 35
@ 0x8C32, 2
@ 0x8C34, 40
@ 0x8C38, 26
@ 0x8C3A, 2
@ 0x8C3C, 41
@ 0x8C3E, 1
@ 0x8C40, 36
@ 0x8C42, 1
@ 0x8C44, 36
@ 0x8C48, 37
@ 0x8C4A, 1
@ 0x8C4C, 43
@ 0x8C4E, 1
@ 0x8C50, 28
@ 0x8C54, 36
@ 0x8C56, 1
@ 0x8C58, 44
@ 0x8C5C, 41
@ 0x8C60, 31
@ 0x8C62, 1
@ 0x8C64, 30
@ 0x8C68, 35
@ 0x8C6C, 33
@ 0x8C6E, 2
@ 0x8C70, 36
@ 0x8C72, 1
@ 0x8C74, 40
@ 0x8C78, 25
@ 0x8C7C, 37
@ 0x8C7E, 1
@ 0x8C80, 29
@ 0x8C82, 1
@ 0x8C84, 21
@ 0x8C86, 2
@ 0x8C88, 31
@ 0x8C8C, 33
@ 0x8C90, 40
@ 0x8C94, 33
@ 0x8C96, 1
@ 0x8C98, 39
@ 0x8C9A, 1
@ 0x8C9C, 34
@ 0x8CA0, 35
@ 0x8CA2, 1
@ 0x8CA4, 39
@ 0x8CA6, 2
@ 0x8CA8, 41
@ 0x8CAA, 2
@ 0x8CAC, 30
@ 0x8CAE, 2
@ 0x8CB0, 37
@ 0x8CB2, 1
@ 0x8CB4, 35
@ 0x8CB6, 1
@ 0x8CB8, 32
@ 0x8CBA, 1
@ 0x8CBC, 35
@ 0x8CC0, 31
@ 0x8CC4, 37
@ 0x8CC8, 33
@ 0x8CCC, 38
@ 0x8CCE, 1
@ 0x8CD0, 34
@ 0x8CD2, 2
@ 0x8CD4, 34
@ 0x8CD6, 1
@ 0x8CD8, 28
@ 0x8CDA, 2
@ 0x8CDC, 32
@ 0x8CDE, 1
@ 0x8CE0, 30
@ 0x8CE4, 36
@ 0x8CE6, 2
@ 0x8CE8, 37
@ 0x8CEA, 2
@ 0x8CEC, 29
@ 0x8CEE, 2
@ 0x8CF0, 25
@ 0x8CF4, 37
@ 0x8CF6, 1
@ 0x8CF8, 38
@ 0x8CFA, 1
@ 0x8CFC, 27
@ 0x8CFE, 2
@ 0x8D00, 30
@ 0x8D02, 3
@ 0x8D04, 42
@ 0x8D06, 1
@ 0x8D08, 24
@ 0x8D0A, 1
@ 0x8D0C, 37
@ 0x8D10, 33
@ 0x8D12, 3
@ 0x8D14, 34
@ 0x8D16, 1
@ 0x8D18, 33
@ 0x8D1A, 1
@ 0x8D1C, 39
@ 0x8D20, 29
@ 0x8D22, 3
@ 0x8D24, 34
@ 0x8D26, 2
@ 0x8D28, 36
@ 0x8D2A, 1
@ 0x8D2C, 30
@ 0x8D30, 29
@ 0x8D32, 1
@ 0x8D34, 24
@ 0x8D36, 3
@ 0x8D38, 23
@ 0x8D3C, 40
@ 0x8D40, 38
@ 0x8D42, 1
@ 0x8D44, 36
@ 0x8D48, 45
@ 0x8D4A, 1
@ 0x8D4C, 33
@ 0x8D4E, 2
@ 0x8D50, 36
@ 0x8D54, 25
@ 0x8D56, 1
@ 0x8D58, 27
@ 0x8D5C, 28
@ 0x8D5E, 1
@ 0x8D60, 28
@ 0x8D62, 1
@ 0x8D64, 47
@ 0x8D66, 1
@ 0x8D68, 26
@ 0x8D6C, 26
@ 0x8D6E, 2
@ 0x8D70, 36
@ 0x8D72, 2
@ 0x8D74, 30
@ 0x8D76, 1
@ 0x8D78, 34
@ 0x8D7C, 36
@ 0x8D7E, 1
@ 0x8D80, 25
@ 0x8D82, 1
@ 0x8D84, 27
@ 0x8D86, 4
@ 0x8D88, 33
@ 0x8D8C, 34
@ 0x8D90, 39
@ 0x8D94, 31
@ 0x8D98, 33
@ 0x8D9C, 43
@ 0x8D9E, 1
@ 0x8DA0, 32
@ 0x8DA2, 1
@ 0x8DA4, 30
@ 0x8DA6, 3
@ 0x8DA8, 32
@ 0x8DAA, 1
@ 0x8DAC, 22
@ 0x8DB0, 28
@ 0x8DB2, 1
@ 0x8DB4, 29
@ 0x8DB6, 1
@ 0x8DB8, 17
@ 0x8DBC, 30
@ 0x8DBE, 1
@ 0x8DC0, 34
@ 0x8DC2, 1
@ 0x8DC4, 28
@ 0x8DC8, 38
@ 0x8DCA, 1
@ 0x8DCC, 35
@ 0x8DD0, 27
@ 0x8DD2, 2
@ 0x8DD4, 29
@ 0x8DD8, 33
@ 0x8DDA, 2
@ 0x8DDC, 27
@ 0x8DDE, 3
@ 0x8DE0, 35
@ 0x8DE2, 1
@ 0x8DE4, 36
@ 0x8DE6, 2
@ 0x8DE8, 28
@ 0x8DEA, 1
@ 0x8DEC, 39
@ 0x8DEE, 1
@ 0x8DF0, 24
@ 0x8DF4, 24
@ 0x8DF6, 1
@ 0x8DF8, 14
@ 0x8DFC, 30
@ 0x8DFE, 2
@ 0x8E00, 27
@ 0x8E02, 3
@ 0x8E04, 36
@ 0x8E06, 1
@ 0x8E08, 30
@ 0x8E0A, 1
@ 0x8E0C, 29
@ 0x8E10, 27
@ 0x8E12, 1
@ 0x8E14, 22
@ 0x8E18, 29
@ 0x8E1A, 1
@ 0x8E1C, 29
@ 0x8E1E, 2
@ 0x8E20, 30
@ 0x8E24, 29
@ 0x8E28, 15
@ 0x8E2C, 23
@ 0x8E2E, 2
@ 0x8E30, 33
@ 0x8E34, 25
@ 0x8E36, 1
@ 0x8E38, 26
@ 0x8E3A, 5
@ 0x8E3C, 30
@ 0x8E3E, 1
@ 0x8E40, 35
@ 0x8E44, 28
@ 0x8E46, 1
@ 0x8E48, 29
@ 0x8E4A, 1
@ 0x8E4C, 29
@ 0x8E50, 30
@ 0x8E54, 27
@ 0x8E58, 31
@ 0x8E5C, 31
@ 0x8E5E, 2
@ 0x8E60, 32
@ 0x8E62, 1
@ 0x8E64, 34
@ 0x8E68, 33
@ 0x8E6A, 2
@ 0x8E6C, 26
@ 0x8E70, 40
@ 0x8E74, 27
@ 0x8E76, 4
@ 0x8E78, 37
@ 0x8E7A, 2
@ 0x8E7C, 33
@ 0x8E80, 30
@ 0x8E82, 1
