ifds_ExifInteroperabilityOffset ,Count
@ 0x89B6, 18
@ 0x89B8, 12
@ 0x89BA, 16
@ 0x89BC, 18
@ 0x89BE, 20
@ 0x89C0, 11
@ 0x89C2, 21
@ 0x89C4, 26
@ 0x89C6, 21
@ 0x89C8, 25
@ 0x89CA, 13
@ 0x89CC, 34
@ 0x89CE, 16
@ 0x89D0, 15
@ 0x89D2, 22
@ 0x89D4, 27
@ 0x89D6, 15
@ 0x89D8, 12
@ 0x89DA, 26
@ 0x89DC, 17
@ 0x89DE, 15
@ 0x89E0, 21
@ 0x89E2, 18
@ 0x89E4, 23
@ 0x89E6, 28
@ 0x89E8, 14
@ 0x89EA, 21
@ 0x89EC, 20
@ 0x89EE, 19
@ 0x89F0, 16
@ 0x89F2, 19
@ 0x89F4, 23
@ 0x89F6, 22
@ 0x89F8, 15
@ 0x89FA, 20
@ 0x89FC, 17
@ 0x89FE, 29
@ 0x8A00, 24
@ 0x8A02, 16
@ 0x8A04, 25
@ 0x8A06, 20
@ 0x8A08, 14
@ 0x8A0A, 17
@ 0x8A0C, 25
@ 0x8A0E, 14
@ 0x8A10, 18
@ 0x8A12, 19
@ 0x8A14, 19
@ 0x8A16, 23
@ 0x8A18, 17
@ 0x8A1A, 18
@ 0x8A1C, 18
@ 0x8A1E, 23
@ 0x8A20, 20
@ 0x8A22, 15
@ 0x8A24, 31
@ 0x8A26, 12
@ 0x8A28, 23
@ 0x8A2A, 24
@ 0x8A2C, 15
@ 0x8A2E, 24
@ 0x8A30, 21
@ 0x8A32, 11
@ 0x8A34, 23
@ 0x8A36, 20
@ 0x8A38, 29
@ 0x8A3A, 22
@ 0x8A3C, 21
@ 0x8A3E, 15
@ 0x8A40, 18
@ 0x8A42, 11
@ 0x8A44, 14
@ 0x8A46, 19
@ 0x8A48, 19
@ 0x8A4A, 26
@ 0x8A4C, 15
@ 0x8A4E, 21
@ 0x8A50, 17
@ 0x8A51, 1
@ 0x8A52, 25
@ 0x8A54, 20
@ 0x8A55, 1
@ 0x8A56, 16
@ 0x8A58, 16
@ 0x8A5A, 19
@ 0x8A5C, 16
@ 0x8A5E, 23
@ 0x8A60, 21
@ 0x8A62, 26
@ 0x8A64, 23
@ 0x8A66, 18
@ 0x8A68, 23
@ 0x8A6A, 22
@ 0x8A6C, 32
@ 0x8A6E, 20
@ 0x8A70, 16
@ 0x8A72, 24
@ 0x8A74, 21
@ 0x8A76, 20
@ 0x8A78, 23
@ 0x8A7A, 23
@ 0x8A7C, 25
@ 0x8A7E, 18
@ 0x8A80, 18
@ 0x8A82, 15
@ 0x8A84, 22
@ 0x8A86, 20
@ 0x8A88, 13
@ 0x8A8A, 18
@ 0x8A8C, 21
@ 0x8A8E, 15
@ 0x8A90, 23
@ 0x8A92, 23
@ 0x8A94, 26
@ 0x8A96, 20
@ 0x8A98, 23
@ 0x8A9A, 22
@ 0x8A9C, 22
@ 0x8A9E, 17
@ 0x8AA0, 24
@ 0x8AA2, 25
@ 0x8AA4, 18
@ 0x8AA6, 22
@ 0x8AA8, 11
@ 0x8AAA, 15
@ 0x8AAC, 28
@ 0x8AAE, 14
@ 0x8AB0, 19
@ 0x8AB2, 26
@ 0x8AB4, 26
@ 0x8AB6, 26
@ 0x8AB8, 27
@ 0x8ABA, 21
@ 0x8ABC, 17
@ 0x8ABE, 19
@ 0x8AC0, 18
@ 0x8AC2, 26
@ 0x8AC4, 19
@ 0x8AC6, 21
@ 0x8AC8, 11
@ 0x8ACA, 18
@ 0x8ACC, 27
@ 0x8ACE, 13
@ 0x8AD0, 18
@ 0x8AD2, 14
@ 0x8AD4, 27
@ 0x8AD6, 21
@ 0x8AD8, 12
@ 0x8ADA, 17
@ 0x8ADC, 18
@ 0x8ADE, 17
@ 0x8AE0, 23
@ 0x8AE2, 16
@ 0x8AE4, 27
@ 0x8AE6, 26
@ 0x8AE8, 16
@ 0x8AEA, 15
@ 0x8AEC, 20
@ 0x8AEE, 16
@ 0x8AF0, 12
@ 0x8AF2, 25
@ 0x8AF4, 21
@ 0x8AF6, 19
@ 0x8AF8, 18
@ 0x8AFA, 23
@ 0x8AFC, 16
@ 0x8AFE, 15
@ 0x8B00, 18
@ 0x8B02, 24
@ 0x8B04, 23
@ 0x8B06, 16
@ 0x8B08, 14
@ 0x8B0A, 19
@ 0x8B0C, 22
@ 0x8B0E, 12
@ 0x8B10, 11
@ 0x8B12, 22
@ 0x8B14, 21
@ 0x8B16, 21
@ 0x8B18, 13
@ 0x8B1A, 19
@ 0x8B1C, 19
@ 0x8B1E, 18
@ 0x8B20, 24
@ 0x8B22, 18
@ 0x8B24, 17
@ 0x8B26, 22
@ 0x8B28, 18
@ 0x8B2A, 18
@ 0x8B2C, 24
@ 0x8B2E, 21
@ 0x8B30, 14
@ 0x8B32, 21
@ 0x8B34, 23
@ 0x8B36, 24
@ 0x8B38, 16
@ 0x8B3A, 21
@ 0x8B3C, 16
@ 0x8B3E, 25
@ 0x8B40, 14
@ 0x8B42, 17
@ 0x8B44, 22
@ 0x8B46, 14
@ 0x8B48, 14
@ 0x8B4A, 23
@ 0x8B4C, 21
@ 0x8B4E, 20
@ 0x8B50, 30
@ 0x8B52, 16
@ 0x8B54, 18
@ 0x8B55, 1
@ 0x8B56, 16
@ 0x8B58, 14
@ 0x8B5A, 25
@ 0x8B5C, 16
@ 0x8B5E, 11
@ 0x8B60, 18
@ 0x8B62, 23
@ 0x8B63, 4
@ 0x8B64, 18
@ 0x8B66, 15
@ 0x8B68, 17
@ 0x8B6A, 17
@ 0x8B6C, 19
@ 0x8B6E, 18
@ 0x8B70, 19
@ 0x8B72, 19
@ 0x8B74, 11
@ 0x8B76, 21
@ 0x8B78, 18
@ 0x8B7A, 15
@ 0x8B7C, 16
@ 0x8B7E, 20
@ 0x8B80, 17
@ 0x8B82, 19
@ 0x8B84, 17
@ 0x8B86, 24
@ 0x8B88, 17
@ 0x8B8A, 22
@ 0x8B8C, 17
@ 0x8B8E, 29
@ 0x8B90, 12
@ 0x8B92, 8
@ 0x8B94, 14
@ 0x8B96, 19
@ 0x8B98, 20
@ 0x8B9A, 11
@ 0x8B9C, 13
@ 0x8B9E, 15
@ 0x8BA0, 13
@ 0x8BA2, 17
@ 0x8BA4, 14
@ 0x8BA6, 21
@ 0x8BA8, 20
@ 0x8BAA, 16
@ 0x8BAC, 14
@ 0x8BAE, 15
@ 0x8BB0, 20
@ 0x8BB2, 19
@ 0x8BB4, 17
@ 0x8BB6, 12
@ 0x8BB8, 16
@ 0x8BBA, 22
@ 0x8BBC, 19
@ 0x8BBE, 14
@ 0x8BC0, 24
@ 0x8BC2, 25
@ 0x8BC4, 19
@ 0x8BC6, 13
@ 0x8BC8, 20
@ 0x8BCA, 26
@ 0x8BCC, 18
@ 0x8BCE, 20
@ 0x8BD0, 16
@ 0x8BD2, 16
@ 0x8BD4, 34
@ 0x8BD6, 19
@ 0x8BD8, 15
@ 0x8BDA, 20
@ 0x8BDC, 19
@ 0x8BDE, 15
@ 0x8BE0, 24
@ 0x8BE2, 15
@ 0x8BE4, 17
@ 0x8BE6, 22
@ 0x8BE8, 18
@ 0x8BEA, 18
@ 0x8BEC, 157
@ 0x8BEE, 14
@ 0x8BF0, 17
@ 0x8BF2, 11
@ 0x8BF4, 9
@ 0x8BF6, 26
@ 0x8BF8, 12
@ 0x8BFA, 18
@ 0x8BFC, 17
@ 0x8BFE, 24
@ 0x8C00, 15
@ 0x8C02, 16
@ 0x8C04, 16
@ 0x8C06, 17
@ 0x8C08, 16
@ 0x8C0A, 14
@ 0x8C0C, 21
@ 0x8C0E, 21
@ 0x8C10, 16
@ 0x8C12, 21
@ 0x8C14, 15
@ 0x8C16, 26
@ 0x8C18, 9
@ 0x8C1A, 18
@ 0x8C1C, 18
@ 0x8C1E, 26
@ 0x8C20, 16
@ 0x8C22, 23
@ 0x8C24, 20
@ 0x8C26, 19
@ 0x8C28, 15
@ 0x8C2A, 22
@ 0x8C2C, 18
@ 0x8C2E, 29
@ 0x8C30, 19
@ 0x8C32, 15
@ 0x8C34, 17
@ 0x8C36, 20
@ 0x8C37, 1
@ 0x8C38, 25
@ 0x8C3A, 25
@ 0x8C3C, 18
@ 0x8C3E, 28
@ 0x8C40, 23
@ 0x8C42, 10
@ 0x8C44, 11
@ 0x8C46, 20
@ 0x8C48, 19
@ 0x8C4A, 23
@ 0x8C4C, 15
@ 0x8C4E, 22
@ 0x8C50, 18
@ 0x8C52, 19
@ 0x8C54, 17
@ 0x8C56, 22
@ 0x8C58, 14
@ 0x8C5A, 11
@ 0x8C5C, 20
@ 0x8C5E, 18
@ 0x8C60, 15
@ 0x8C62, 14
@ 0x8C64, 11
@ 0x8C66, 11
@ 0x8C68, 10
@ 0x8C6A, 23
@ 0x8C6C, 16
@ 0x8C6E, 21
@ 0x8C70, 20
@ 0x8C72, 24
@ 0x8C74, 22
@ 0x8C76, 14
@ 0x8C78, 15
@ 0x8C7A, 25
@ 0x8C7C, 22
@ 0x8C7E, 25
@ 0x8C80, 19
@ 0x8C82, 21
@ 0x8C84, 22
@ 0x8C86, 23
@ 0x8C88, 25
@ 0x8C8A, 22
@ 0x8C8C, 18
@ 0x8C8E, 18
@ 0x8C90, 25
@ 0x8C92, 18
@ 0x8C94, 16
@ 0x8C96, 22
@ 0x8C98, 16
@ 0x8C9A, 18
@ 0x8C9C, 17
@ 0x8C9E, 21
@ 0x8CA0, 15
@ 0x8CA2, 21
@ 0x8CA4, 20
@ 0x8CA6, 18
@ 0x8CA8, 12
@ 0x8CAA, 21
@ 0x8CAC, 23
@ 0x8CAE, 21
@ 0x8CB0, 12
@ 0x8CB2, 26
@ 0x8CB4, 20
@ 0x8CB6, 17
@ 0x8CB7, 1
@ 0x8CB8, 10
@ 0x8CBA, 25
@ 0x8CBC, 16
@ 0x8CBE, 20
@ 0x8CC0, 13
@ 0x8CC2, 19
@ 0x8CC4, 21
@ 0x8CC6, 16
@ 0x8CC8, 22
@ 0x8CCA, 20
@ 0x8CCC, 14
@ 0x8CCE, 16
@ 0x8CD0, 16
@ 0x8CD2, 16
@ 0x8CD4, 20
@ 0x8CD6, 22
@ 0x8CD8, 25
@ 0x8CDA, 17
@ 0x8CDC, 16
@ 0x8CDE, 18
@ 0x8CE0, 19
@ 0x8CE2, 16
@ 0x8CE4, 23
@ 0x8CE6, 22
@ 0x8CE8, 14
@ 0x8CEA, 13
@ 0x8CEC, 13
@ 0x8CEE, 28
@ 0x8CF0, 18
@ 0x8CF2, 22
@ 0x8CF4, 20
@ 0x8CF6, 15
@ 0x8CF8, 15
@ 0x8CFA, 21
@ 0x8CFC, 21
@ 0x8CFE, 27
@ 0x8D00, 15
@ 0x8D02, 15
@ 0x8D04, 19
@ 0x8D06, 19
@ 0x8D08, 19
@ 0x8D0A, 20
@ 0x8D0C, 13
@ 0x8D0E, 25
@ 0x8D10, 17
@ 0x8D12, 18
@ 0x8D14, 14
@ 0x8D16, 18
@ 0x8D18, 14
@ 0x8D1A, 16
@ 0x8D1C, 20
@ 0x8D1E, 24
@ 0x8D20, 19
@ 0x8D22, 21
@ 0x8D24, 18
@ 0x8D26, 23
@ 0x8D28, 11
@ 0x8D2A, 36
@ 0x8D2C, 15
@ 0x8D2E, 24
@ 0x8D30, 20
@ 0x8D32, 19
@ 0x8D34, 15
@ 0x8D36, 14
@ 0x8D38, 10
@ 0x8D3A, 19
@ 0x8D3C, 17
@ 0x8D3E, 19
@ 0x8D40, 14
@ 0x8D42, 21
@ 0x8D44, 20
@ 0x8D46, 30
@ 0x8D48, 9
@ 0x8D4A, 21
@ 0x8D4C, 14
@ 0x8D4D, 1
@ 0x8D4E, 15
@ 0x8D50, 19
@ 0x8D52, 22
@ 0x8D54, 14
@ 0x8D56, 21
@ 0x8D58, 19
@ 0x8D5A, 17
@ 0x8D5C, 21
@ 0x8D5E, 22
@ 0x8D60, 14
@ 0x8D62, 19
@ 0x8D64, 16
@ 0x8D66, 13
@ 0x8D68, 18
@ 0x8D6A, 22
@ 0x8D6C, 14
@ 0x8D6E, 27
@ 0x8D70, 19
@ 0x8D72, 27
@ 0x8D74, 22
@ 0x8D76, 14
@ 0x8D78, 14
@ 0x8D7A, 25
@ 0x8D7C, 24
@ 0x8D7E, 22
@ 0x8D80, 15
@ 0x8D82, 18
@ 0x8D84, 11
@ 0x8D86, 25
@ 0x8D88, 12
@ 0x8D8A, 26
@ 0x8D8C, 14
@ 0x8D8E, 12
@ 0x8D90, 18
@ 0x8D92, 15
@ 0x8D94, 10
@ 0x8D96, 23
@ 0x8D98, 7
@ 0x8D9A, 20
@ 0x8D9C, 13
@ 0x8D9E, 23
@ 0x8DA0, 17
@ 0x8DA2, 25
@ 0x8DA4, 16
@ 0x8DA6, 17
@ 0x8DA8, 20
@ 0x8DAA, 22
@ 0x8DAC, 13
@ 0x8DAE, 26
@ 0x8DB0, 16
@ 0x8DB2, 17
@ 0x8DB4, 14
@ 0x8DB6, 18
@ 0x8DB8, 14
@ 0x8DBA, 24
@ 0x8DBC, 14
@ 0x8DBE, 21
@ 0x8DC0, 25
@ 0x8DC2, 21
@ 0x8DC4, 15
@ 0x8DC6, 27
@ 0x8DC8, 17
@ 0x8DCA, 16
@ 0x8DCC, 24
@ 0x8DCE, 24
@ 0x8DD0, 13
@ 0x8DD2, 19
@ 0x8DD4, 11
@ 0x8DD6, 21
@ 0x8DD8, 11
@ 0x8DDA, 10
@ 0x8DDC, 12
@ 0x8DDE, 25
@ 0x8DE0, 16
@ 0x8DE2, 16
@ 0x8DE4, 21
@ 0x8DE6, 23
@ 0x8DE8, 18
@ 0x8DEA, 19
@ 0x8DEC, 12
@ 0x8DEE, 19
@ 0x8DF0, 11
@ 0x8DF2, 20
@ 0x8DF4, 10
@ 0x8DF6, 21
@ 0x8DF8, 13
@ 0x8DFA, 26
@ 0x8DFC, 17
@ 0x8DFE, 19
@ 0x8E00, 13
@ 0x8E02, 24
@ 0x8E04, 17
@ 0x8E06, 15
@ 0x8E08, 10
@ 0x8E0A, 14
@ 0x8E0C, 9
@ 0x8E0E, 24
@ 0x8E10, 15
@ 0x8E12, 22
@ 0x8E14, 13
@ 0x8E16, 19
@ 0x8E18, 16
@ 0x8E1A, 17
@ 0x8E1C, 16
@ 0x8E1E, 22
@ 0x8E20, 16
@ 0x8E22, 25
@ 0x8E24, 21
@ 0x8E26, 10
@ 0x8E28, 20
@ 0x8E2A, 16
@ 0x8E2C, 12
@ 0x8E2E, 30
@ 0x8E30, 18
@ 0x8E32, 22
@ 0x8E34, 17
@ 0x8E36, 16
@ 0x8E38, 20
@ 0x8E3A, 18
@ 0x8E3C, 12
@ 0x8E3E, 25
@ 0x8E40, 15
@ 0x8E42, 25
@ 0x8E44, 17
@ 0x8E45, 1
@ 0x8E46, 19
@ 0x8E48, 13
@ 0x8E4A, 22
@ 0x8E4C, 11
@ 0x8E4E, 21
@ 0x8E50, 18
@ 0x8E52, 20
@ 0x8E54, 12
@ 0x8E56, 25
@ 0x8E58, 21
@ 0x8E5A, 17
@ 0x8E5C, 16
@ 0x8E5E, 23
@ 0x8E60, 15
@ 0x8E62, 18
@ 0x8E64, 11
@ 0x8E66, 17
@ 0x8E68, 21
@ 0x8E6A, 17
@ 0x8E6C, 14
@ 0x8E6E, 16
@ 0x8E70, 10
@ 0x8E72, 24
@ 0x8E74, 14
@ 0x8E76, 20
@ 0x8E78, 15
@ 0x8E7A, 16
@ 0x8E7C, 21
@ 0x8E7E, 13
@ 0x8E80, 11
@ 0x8E82, 20
@ 0x8E84, 12
@ 0x8E86, 18
@ 0x8E88, 17
@ 0x8E8A, 22
@ 0x8E8C, 20
@ 0x8E8E, 14
@ 0x8E90, 21
@ 0x8E92, 22
@ 0x8E94, 14
@ 0x8E96, 16
@ 0x8E98, 24
@ 0x8E9A, 21
@ 0x8E9C, 15
@ 0x8E9E, 9
@ 0x8EA0, 12
@ 0x8EA2, 20
@ 0x8EA4, 19
@ 0x8EA6, 16
@ 0x8EA8, 8
@ 0x8EAA, 11
@ 0x8EAC, 13
@ 0x8EAE, 25
@ 0x8EB0, 9
@ 0x8EB2, 22
@ 0x8EB4, 21
@ 0x8EB6, 13
@ 0x8EB8, 13
@ 0x8EBA, 18
@ 0x8EBC, 11
@ 0x8EBE, 24
@ 0x8EC0, 16
@ 0x8EC2, 17
@ 0x8EC4, 18
@ 0x8EC6, 18
@ 0x8EC8, 12
@ 0x8ECA, 15
@ 0x8ECC, 19
@ 0x8ECE, 23
@ 0x8ED0, 19
@ 0x8ED2, 11
@ 0x8ED4, 11
@ 0x8ED6, 19
@ 0x8ED8, 9
@ 0x8EDA, 20
@ 0x8EDC, 8
@ 0x8EDE, 28
@ 0x8EE0, 5
@ 0x8EE2, 17
@ 0x8EE4, 10
@ 0x8EE6, 24
@ 0x8EE8, 8
@ 0x8EEA, 11
@ 0x8EEC, 16
@ 0x8EEE, 17
@ 0x8EF0, 17
@ 0x8EF2, 16
@ 0x8EF4, 13
@ 0x8EF6, 22
@ 0x8EF8, 14
@ 0x8EFA, 14
@ 0x8EFC, 15
@ 0x8EFE, 19
@ 0x8F00, 10
@ 0x8F02, 14
@ 0x8F04, 10
@ 0x8F06, 18
@ 0x8F08, 19
@ 0x8F0A, 14
@ 0x8F0C, 13
@ 0x8F0E, 19
@ 0x8F10, 12
@ 0x8F12, 12
@ 0x8F14, 13
@ 0x8F16, 19
@ 0x8F18, 10
@ 0x8F1A, 15
@ 0x8F1C, 17
@ 0x8F1E, 20
@ 0x8F20, 14
@ 0x8F22, 12
@ 0x8F24, 13
@ 0x8F26, 7
@ 0x8F28, 17
@ 0x8F2A, 15
@ 0x8F2C, 18
@ 0x8F2E, 15
@ 0x8F30, 14
@ 0x8F32, 16
@ 0x8F34, 33
@ 0x8F36, 16
@ 0x8F38, 97
@ 0x8F3A, 21
@ 0x8F3C, 21
@ 0x8F3E, 18
@ 0x8F40, 8
@ 0x8F42, 17
@ 0x8F44, 105
@ 0x8F46, 24
@ 0x8F48, 16
@ 0x8F4A, 10
@ 0x8F4C, 12
@ 0x8F4E, 7
@ 0x8F50, 12
@ 0x8F52, 16
@ 0x8F54, 11
@ 0x8F56, 21
@ 0x8F58, 14
@ 0x8F5A, 13
@ 0x8F5C, 7
@ 0x8F5E, 15
@ 0x8F60, 12
@ 0x8F62, 11
@ 0x8F64, 11
@ 0x8F66, 17
@ 0x8F68, 28
@ 0x8F6A, 113
@ 0x8F6C, 14
@ 0x8F6D, 1
@ 0x8F6E, 214
@ 0x8F70, 991
@ 0x8F72, 410
@ 0x8F74, 509
@ 0x8F76, 925
@ 0x8F78, 568
@ 0x8F7A, 27
@ 0x8F7C, 398
@ 0x8F7E, 215
@ 0x8F80, 27
@ 0x8F82, 2178
@ 0x8F84, 96
@ 0x8F86, 19
@ 0x8F88, 22
@ 0x8F8A, 64
@ 0x8F8C, 461
@ 0x8F8E, 350
@ 0x8F90, 10
@ 0x8F92, 11
@ 0x8F94, 10
@ 0x8F95, 1
@ 0x8F96, 17
@ 0x8F98, 14
@ 0x8F9A, 17
@ 0x8F9C, 10
@ 0x8F9E, 8
@ 0x8FA0, 15
@ 0x8FA2, 12
@ 0x8FA4, 13
@ 0x8FA6, 19
@ 0x8FA8, 14
@ 0x8FAA, 12
@ 0x8FAC, 16
@ 0x8FAE, 16
@ 0x8FB0, 10
@ 0x8FB2, 13
@ 0x8FB4, 18
@ 0x8FB6, 15
@ 0x8FB8, 10
@ 0x8FBA, 12
@ 0x8FBC, 13
@ 0x8FBE, 25
@ 0x8FC0, 17
@ 0x8FC2, 20
@ 0x8FC4, 27
@ 0x8FC6, 11
@ 0x8FC8, 12
@ 0x8FCA, 21
@ 0x8FCC, 16
@ 0x8FCE, 9
@ 0x8FD0, 16
@ 0x8FD2, 15
@ 0x8FD4, 11
@ 0x8FD6, 20
@ 0x8FD8, 21
@ 0x8FDA, 19
@ 0x8FDC, 13
@ 0x8FDE, 16
@ 0x8FE0, 16
@ 0x8FE2, 14
@ 0x8FE4, 17
@ 0x8FE6, 12
@ 0x8FE8, 36
@ 0x8FEA, 12
@ 0x8FEC, 10
@ 0x8FEE, 15
@ 0x8FF0, 20
@ 0x8FF2, 13
@ 0x8FF4, 12
@ 0x8FF6, 150
@ 0x8FF8, 16
@ 0x8FFA, 17
@ 0x8FFC, 16
@ 0x8FFE, 25
@ 0x9000, 21
@ 0x9002, 233
@ 0x9004, 51
@ 0x9006, 34
@ 0x9008, 13
@ 0x900A, 13
@ 0x900C, 30
@ 0x900E, 17
@ 0x9010, 12
@ 0x9012, 41
@ 0x9014, 18
@ 0x9016, 11
@ 0x9018, 15
@ 0x901A, 40
@ 0x901C, 8
@ 0x901E, 10
@ 0x9020, 14
@ 0x9022, 18
@ 0x9024, 11
@ 0x9026, 34
@ 0x9028, 13
@ 0x902A, 18
@ 0x902C, 13
@ 0x902E, 20
@ 0x9030, 17
@ 0x9032, 11
@ 0x9034, 11
@ 0x9036, 13
@ 0x9038, 14
@ 0x903A, 16
@ 0x903C, 12
@ 0x903E, 16
@ 0x9040, 19
@ 0x9042, 15
@ 0x9044, 18
@ 0x9046, 16
@ 0x9048, 16
@ 0x904A, 15
@ 0x904C, 20
@ 0x904E, 18
@ 0x9050, 13
@ 0x9052, 11
@ 0x9054, 18
@ 0x9056, 15
@ 0x9058, 10
@ 0x905A, 14
@ 0x905C, 12
@ 0x905E, 17
@ 0x9060, 12
@ 0x9062, 22
@ 0x9064, 21
@ 0x9066, 15
@ 0x9068, 11
@ 0x906A, 17
@ 0x906C, 127
@ 0x906E, 17
@ 0x906F, 1
@ 0x9070, 16
@ 0x9072, 10
@ 0x9074, 19
@ 0x9076, 20
@ 0x9078, 17
@ 0x907A, 23
@ 0x907C, 18
@ 0x907E, 14
@ 0x9080, 12
@ 0x9082, 13
@ 0x9084, 15
@ 0x9086, 18
@ 0x9088, 17
@ 0x908A, 23
@ 0x908C, 15
@ 0x908E, 19
@ 0x9090, 16
@ 0x9092, 7
@ 0x9094, 9
@ 0x9096, 17
@ 0x9098, 14
@ 0x9099, 1
@ 0x909A, 15
@ 0x909C, 24
@ 0x909E, 15
@ 0x90A0, 5
@ 0x90A2, 11
@ 0x90A4, 23
@ 0x90A6, 10
@ 0x90A8, 8
@ 0x90AA, 14
@ 0x90AC, 21
@ 0x90AE, 20
@ 0x90B0, 16
@ 0x90B2, 17
@ 0x90B4, 9
@ 0x90B6, 27
@ 0x90B8, 13
@ 0x90BA, 21
@ 0x90BC, 15
@ 0x90BE, 19
@ 0x90C0, 17
@ 0x90C2, 15
@ 0x90C4, 18
@ 0x90C6, 15
@ 0x90C8, 21
@ 0x90CA, 18
@ 0x90CC, 16
@ 0x90CE, 12
@ 0x90D0, 25
@ 0x90D2, 44
@ 0x90D4, 14
@ 0x90D6, 25
@ 0x90D8, 18
@ 0x90DA, 27
@ 0x90DC, 37
@ 0x90DE, 13
@ 0x90E0, 21
@ 0x90E2, 13
@ 0x90E4, 8
@ 0x90E6, 19
@ 0x90E8, 14
@ 0x90EA, 23
@ 0x90EC, 13
@ 0x90EE, 16
@ 0x90F0, 17
@ 0x90F2, 24
@ 0x90F4, 17
@ 0x90F6, 11
@ 0x90F8, 21
@ 0x90FA, 18
@ 0x90FC, 13
@ 0x90FE, 18
@ 0x9100, 16
@ 0x9102, 22
@ 0x9104, 12
@ 0x9106, 23
@ 0x9108, 12
@ 0x910A, 27
@ 0x910C, 19
@ 0x910E, 13
@ 0x9110, 15
@ 0x9112, 19
@ 0x9114, 18
@ 0x9116, 12
@ 0x9118, 16
@ 0x911A, 17
@ 0x911C, 17
@ 0x911E, 21
@ 0x9120, 16
@ 0x9122, 23
@ 0x9124, 13
@ 0x9126, 10
@ 0x9128, 13
@ 0x912A, 16
@ 0x912C, 18
@ 0x912E, 17
@ 0x9130, 10
@ 0x9132, 12
@ 0x9134, 17
@ 0x9136, 12
@ 0x9138, 16
@ 0x913A, 9
@ 0x913C, 14
@ 0x913E, 21
@ 0x9140, 11
@ 0x9142, 12
@ 0x9144, 17
@ 0x9146, 19
@ 0x9148, 12
@ 0x914A, 12
@ 0x914C, 14
@ 0x914E, 19
@ 0x9150, 12
@ 0x9152, 14
@ 0x9154, 16
@ 0x9156, 14
@ 0x9158, 15
@ 0x915A, 16
@ 0x915C, 8
@ 0x915E, 15
@ 0x9160, 15
@ 0x9162, 18
@ 0x9164, 15
@ 0x9166, 12
@ 0x9168, 13
@ 0x916A, 17
@ 0x916C, 16
@ 0x916E, 13
@ 0x9170, 12
@ 0x9172, 21
@ 0x9174, 12
@ 0x9176, 10
@ 0x9178, 18
@ 0x917A, 9
@ 0x917C, 10
@ 0x917E, 21
@ 0x9180, 9
@ 0x9182, 12
@ 0x9184, 17
@ 0x9186, 13
@ 0x9188, 17
@ 0x918A, 7
@ 0x918C, 14
@ 0x918E, 20
@ 0x9190, 20
@ 0x9192, 17
@ 0x9194, 14
@ 0x9196, 17
@ 0x9198, 19
@ 0x919A, 13
@ 0x919C, 11
@ 0x919E, 20
@ 0x91A0, 19
@ 0x91A2, 23
@ 0x91A4, 13
@ 0x91A6, 10
@ 0x91A8, 8
@ 0x91AA, 16
@ 0x91AC, 11
@ 0x91AE, 16
@ 0x91B0, 13
@ 0x91B2, 12
@ 0x91B4, 11
@ 0x91B6, 19
@ 0x91B8, 21
@ 0x91BA, 15
@ 0x91BC, 10
@ 0x91BE, 11
@ 0x91C0, 15
@ 0x91C2, 12
@ 0x91C4, 18
@ 0x91C6, 14
@ 0x91C8, 10
@ 0x91CA, 15
@ 0x91CC, 23
@ 0x91CE, 14
@ 0x91D0, 6
@ 0x91D2, 12
@ 0x91D4, 13
@ 0x91D6, 13
@ 0x91D8, 10
@ 0x91DA, 12
@ 0x91DC, 12
@ 0x91DE, 21
@ 0x91E0, 15
@ 0x91E2, 16
@ 0x91E4, 8
@ 0x91E6, 11
@ 0x91E8, 16
@ 0x91EA, 13
@ 0x91EC, 14
@ 0x91EE, 11
@ 0x91F0, 13
@ 0x91F2, 11
@ 0x91F4, 11
@ 0x91F6, 8
@ 0x91F8, 15
@ 0x91FA, 19
@ 0x91FC, 11
@ 0x91FE, 11
@ 0x9200, 13
@ 0x9202, 11
@ 0x9204, 10
@ 0x9206, 17
@ 0x9208, 12
@ 0x920A, 16
@ 0x920C, 6
@ 0x920E, 13
@ 0x9210, 9
@ 0x9212, 13
@ 0x9214, 15
@ 0x9216, 16
@ 0x9218, 15
@ 0x921A, 12
@ 0x921C, 10
@ 0x921E, 15
@ 0x9220, 8
@ 0x9222, 11
@ 0x9224, 9
@ 0x9226, 11
@ 0x9228, 9
@ 0x922A, 15
@ 0x922C, 9
@ 0x922E, 13
@ 0x9230, 6
@ 0x9232, 13
@ 0x9234, 10
@ 0x9236, 5
@ 0x9238, 12
@ 0x923A, 16
@ 0x923C, 8
@ 0x923E, 16
@ 0x9240, 14
@ 0x9242, 9
@ 0x9244, 8
@ 0x9246, 13
@ 0x9248, 6
@ 0x924A, 14
@ 0x924C, 7
@ 0x924E, 15
@ 0x9250, 17
@ 0x9252, 8
@ 0x9254, 4
@ 0x9256, 12
@ 0x9258, 10
@ 0x925A, 10
@ 0x925C, 13
@ 0x925E, 9
@ 0x9260, 8
@ 0x9262, 14
@ 0x9264, 5
@ 0x9266, 9
@ 0x9268, 10
@ 0x926A, 9
@ 0x926C, 14
@ 0x926E, 4
@ 0x9270, 8
@ 0x9271, 1
@ 0x9272, 11
@ 0x9274, 9
@ 0x9276, 10
@ 0x9278, 15
@ 0x927A, 13
@ 0x927C, 10
@ 0x927E, 8
@ 0x9280, 9
@ 0x9282, 14
@ 0x9284, 11
@ 0x9286, 11
@ 0x9288, 10
@ 0x928A, 7
@ 0x928C, 4
